task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,1.3,1.96,1.057,1.93,1.091
2,2.132,3.075,5.982,3.012,5.902
2,3.863,3.067,5.977,3.093,5.997
1,4.15,1.959,1.004,1.965,1.069
2,4.524,3.043,5.939,3.02,5.957
2,4.657,3.011,5.963,3.027,5.92
1,5.195,1.922,1.057,1.956,1.032
1,5.58,1.977,1.054,1.918,1.002
2,6.727,3.078,5.949,3.028,5.91
1,6.96,1.963,1.077,1.949,1.072
2,8.291,3.047,5.965,3.074,5.974
1,9.151,1.959,1.035,1.983,1.055
2,11.049,3.008,5.933,3.055,5.962
1,11.057,1.952,1.055,1.98,1.052
1,12.55,1.997,1.088,1.96,1.022
1,13.802,1.968,1.065,1.942,1.023
2,14.023,3.037,5.957,3.018,5.938
1,14.112,1.943,1.035,1.999,1.009
1,14.286,1.952,1.044,1.981,1.042
1,15.605,1.948,1.039,1.921,1.043
2,15.883,3.09,5.971,3.011,5.936
1,16.697,1.946,1.038,1.982,1.065
1,17.428,1.987,1.047,1.948,1.042
2,18.931,3.093,5.937,3.012,5.968
2,19.411,3.034,5.904,3.051,5.905
2,21.156,3.009,5.902,3.094,5.96
1,23.148,1.983,1.052,1.996,1.029
2,23.655,3.077,5.945,3.071,5.977
2,23.754,3.067,5.929,3.007,5.998
2,24.257,3.065,5.905,3.013,5.947
2,25.578,3.083,5.938,3.08,5.935
1,26.127,1.958,1.028,1.914,1.1
1,28.957,1.972,1.001,1.991,1.079
2,30.329,3.042,5.985,3.049,5.915
2,34.965,3.079,5.954,3.013,5.987
2,35.54,3.014,5.936,3.037,5.961
2,36.302,3.004,5.934,3.044,5.991
1,37.196,1.914,1.072,1.967,1.095
2,38.874,3.002,5.972,3.087,5.915
2,39.349,3.015,5.959,3.005,5.903
1,40.728,1.922,1.007,1.946,1.09
2,41.376,3.071,5.936,3.098,5.979
2,41.603,3.087,5.937,3.04,5.999
2,42.182,3.039,5.998,3.035,5.913
1,42.212,1.919,1.059,1.941,1.088
2,42.614,3.022,5.934,3.061,5.948
2,42.671,3.084,5.957,3.035,5.946
2,42.714,3.073,5.941,3.081,5.914
1,42.803,1.965,1.058,1.993,1.044
2,43.043,3.036,5.965,3.006,5.967
1,43.315,1.971,1.046,1.902,1.071
2,43.363,3.024,5.904,3.002,5.973
2,43.577,3.07,5.961,3.094,5.923
1,44.332,1.943,1.043,1.903,1.026
1,47.295,1.941,1.031,1.925,1.073
2,47.498,3.043,5.97,3.078,5.971
1,48.937,1.901,1.051,1.975,1.081
1,50.429,1.994,1.072,1.971,1.08
2,51.316,3.011,5.923,3.004,5.914
2,51.488,3.057,5.911,3.034,5.97
2,51.647,3.099,5.973,3.009,5.992
2,52.381,3.057,5.957,3.047,5.96
1,52.894,1.933,1.062,1.924,1.058
1,54.202,1.901,1.038,1.914,1.018
2,55.405,3.089,5.95,3.053,5.934
2,56.448,3.09,5.921,3.013,5.939
1,56.949,1.927,1.029,1.979,1.096
2,59.347,3.015,5.933,3.043,5.993
2,59.388,3.089,5.917,3.015,5.965
2,59.637,3.065,5.961,3.095,5.995
2,62.665,3.082,5.902,3.033,5.958
2,63.066,3.076,5.954,3.098,5.977
2,63.804,3.02,5.949,3.09,5.934
2,65.786,3.077,6.0,3.049,5.966
1,66.862,1.975,1.069,1.942,1.067
1,67.037,1.94,1.057,1.906,1.065
2,67.197,3.072,5.918,3.079,5.947
2,68.041,3.077,5.982,3.094,5.987
1,68.944,1.989,1.041,1.907,1.065
2,70.194,3.046,5.987,3.028,5.912
1,70.792,1.996,1.006,1.906,1.097
2,70.891,3.006,5.983,3.037,5.987
2,71.634,3.013,5.98,3.033,5.94
2,72.634,3.079,5.919,3.07,5.905
2,74.8,3.041,5.921,3.021,5.906
1,75.387,1.942,1.032,1.929,1.061
2,76.349,3.022,5.926,3.026,5.96
2,76.788,3.074,5.961,3.072,5.983
1,76.881,1.978,1.055,1.993,1.004
1,78.122,1.945,1.045,1.946,1.06
2,79.342,3.043,5.928,3.005,5.95
1,79.451,1.956,1.083,1.968,1.041
2,80.285,3.035,5.922,3.075,5.922
1,80.949,1.974,1.007,1.969,1.041
1,82.204,1.906,1.01,1.948,1.064
2,84.896,3.018,5.914,3.052,5.97
2,86.312,3.072,5.916,3.056,5.961
1,87.096,1.929,1.036,1.953,1.042
2,87.446,3.0,5.954,3.028,5.942
2,89.035,3.069,5.943,3.035,5.975
2,89.342,3.012,5.972,3.076,5.966
1,89.894,1.907,1.016,1.924,1.062
2,90.253,3.033,5.979,3.046,5.956
2,90.414,3.025,5.909,3.049,5.929
2,94.296,3.023,5.995,3.037,5.96
2,94.431,3.087,5.969,3.089,5.951
1,94.821,1.95,1.082,1.977,1.002
2,95.169,3.026,5.995,3.075,5.935
2,95.189,3.029,5.978,3.027,5.908
2,96.022,3.048,5.914,3.042,5.911
1,96.531,1.975,1.095,1.905,1.064
1,96.653,1.95,1.072,1.998,1.063
2,96.707,3.079,5.952,3.042,5.907
2,96.863,3.098,5.928,3.037,5.975
2,97.552,3.013,5.966,3.033,5.977
2,98.278,3.005,5.963,3.068,5.927
2,99.382,3.027,5.91,3.043,5.998
2,99.931,3.076,5.917,3.096,5.924
2,100.072,3.094,5.904,3.001,5.969
1,102.012,1.903,1.1,1.95,1.04
1,102.276,1.994,1.005,1.915,1.037
1,102.647,1.919,1.09,1.938,1.01
2,104.496,3.012,5.947,3.078,5.978
2,105.377,3.036,5.939,3.095,5.975
1,105.626,1.942,1.071,1.998,1.016
1,105.844,1.937,1.025,1.939,1.095
2,106.238,3.068,5.947,3.08,5.909
2,107.951,3.041,5.985,3.072,5.978
2,109.508,3.027,5.934,3.091,5.963
2,109.74,3.039,5.909,3.039,5.954
1,110.533,1.953,1.099,1.98,1.073
2,110.692,3.025,5.95,3.001,5.973
1,111.454,1.965,1.099,1.943,1.08
2,112.042,3.058,5.966,3.098,5.928
2,112.315,3.014,5.963,3.043,5.927
2,112.369,3.012,5.931,3.092,5.915
1,114.205,1.931,1.005,1.973,1.01
1,115.457,1.977,1.05,1.965,1.01
2,115.989,3.095,5.943,3.04,5.974
2,117.772,3.042,5.973,3.03,5.985
2,117.836,3.071,5.966,3.055,5.977
1,117.954,1.998,1.043,1.974,1.087
1,118.302,1.963,1.058,1.986,1.02
2,118.411,3.099,5.938,3.067,5.929
1,120.489,1.919,1.021,1.993,1.05
2,120.636,3.1,5.934,3.04,5.947
1,121.773,1.954,1.003,1.958,1.006
1,121.796,1.913,1.052,1.998,1.084
2,121.812,3.063,5.931,3.056,5.966
2,123.351,3.032,5.999,3.099,5.933
1,123.578,1.903,1.058,1.902,1.098
2,123.763,3.076,5.966,3.079,5.966
1,126.495,1.972,1.036,1.936,1.07
1,127.117,1.913,1.027,1.926,1.068
1,127.193,1.957,1.087,1.944,1.001
1,129.815,1.965,1.092,1.986,1.037
1,130.17,1.973,1.005,1.929,1.081
1,130.924,1.936,1.012,1.986,1.018
1,132.21,1.901,1.083,1.981,1.081
2,132.296,3.077,5.906,3.026,5.949
1,132.86,1.961,1.035,1.975,1.066
2,133.204,3.077,5.973,3.067,5.975
1,133.639,1.98,1.042,1.928,1.081
2,133.685,3.005,5.924,3.059,5.966
2,134.338,3.024,5.902,3.079,5.986
2,134.597,3.001,5.934,3.042,5.923
1,135.289,1.917,1.042,1.939,1.017
1,136.852,1.958,1.055,1.965,1.069
1,139.253,1.967,1.039,1.941,1.036
1,139.888,1.903,1.09,1.941,1.034
2,142.888,3.056,5.952,3.095,5.996
1,143.06,1.907,1.028,1.952,1.033
2,144.092,3.064,5.942,3.036,5.965
1,144.54,1.969,1.005,1.954,1.016
1,145.124,1.976,1.094,1.957,1.036
1,147.584,1.969,1.084,1.995,1.038
1,147.808,1.954,1.006,1.984,1.043
2,149.333,3.019,5.961,3.015,5.912
1,150.178,1.941,1.043,1.913,1.018
2,150.905,3.083,5.959,3.05,5.908
2,152.297,3.002,5.907,3.087,5.983
1,152.435,1.957,1.015,1.926,1.037
2,153.574,3.048,5.991,3.08,5.95
1,154.486,1.985,1.058,1.939,1.086
1,154.559,1.987,1.034,1.904,1.099
1,155.982,1.961,1.069,1.941,1.018
1,156.699,1.938,1.036,1.978,1.032
2,156.94,3.04,5.987,3.073,5.957
2,157.05,3.003,5.973,3.099,5.943
1,157.335,1.957,1.016,1.995,1.092
2,157.818,3.026,5.978,3.089,5.939
1,160.282,1.996,1.097,1.945,1.041
2,160.817,3.037,5.91,3.042,5.963
2,160.891,3.072,5.969,3.014,5.912
2,162.015,3.053,5.927,3.034,5.937
2,162.75,3.016,5.904,3.061,5.999
1,162.9,1.934,1.029,1.936,1.095
1,163.28,1.953,1.008,1.982,1.009
1,163.403,1.928,1.031,1.953,1.097
2,163.916,3.005,5.996,3.027,5.914
2,163.945,3.036,5.95,3.047,5.982
2,164.627,3.093,5.955,3.067,5.965
2,167.152,3.058,5.966,3.091,5.934
2,167.253,3.069,5.906,3.017,5.934
1,168.026,1.996,1.027,1.98,1.064
1,168.455,1.984,1.052,1.987,1.043
2,168.864,3.028,5.974,3.046,5.931
1,168.982,1.993,1.096,1.967,1.041
1,170.384,1.996,1.099,1.998,1.078
1,170.517,1.902,1.061,1.923,1.025
2,170.779,3.072,6.0,3.096,5.983
2,171.511,3.025,5.953,3.04,5.939
2,172.941,3.04,5.982,3.053,5.955
2,173.227,3.007,5.935,3.072,5.947
2,173.312,3.014,5.953,3.03,5.966
2,174.679,3.001,5.953,3.08,5.969
1,175.173,1.927,1.008,1.913,1.084
2,178.002,3.079,5.953,3.004,5.92
1,178.211,1.994,1.036,1.954,1.069
