task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
1,0.224,1.06,114.53,95.95,116.07,107.78,101.07,114.85,104.65,1.09,111.24,109.87,113.59,99.21,110.03,99.0,98.7
1,0.623,1.18,108.46,103.92,107.73,103.67,103.35,109.08,101.16,1.19,108.77,112.93,110.98,113.21,105.05,110.5,109.47
4,0.742,1.12,105.8,108.49,105.5,103.54,105.61,102.19,112.47,1.07,112.08,112.49,115.22,100.04,111.23,109.07,106.75
4,0.864,1.02,108.69,99.98,112.36,113.14,112.27,105.11,103.9,1.05,108.68,114.14,112.77,97.4,103.83,103.72,100.61
2,0.947,1.12,99.06,96.08,98.76,107.4,97.38,106.68,101.25,1.05,105.97,93.27,108.67,96.64,102.41,99.61,114.27
1,0.975,1.15,100.54,102.06,113.69,114.98,109.75,117.03,109.33,1.03,106.56,102.36,103.7,102.14,96.49,108.13,105.01
1,1.073,1.06,103.51,110.46,105.68,114.52,95.72,117.09,103.79,1.15,112.21,102.19,98.93,114.72,106.54,106.77,114.26
2,1.132,1.0,110.89,99.7,101.98,107.07,102.82,110.24,108.93,1.07,110.47,102.3,109.01,109.65,108.57,95.41,105.59
1,1.478,1.08,106.78,106.36,103.38,109.57,99.42,104.46,107.46,1.1,100.17,101.02,101.85,103.62,99.05,106.69,102.47
2,1.705,1.03,99.12,95.71,104.33,98.54,98.98,107.05,108.93,1.0,111.54,93.42,101.16,104.85,95.17,110.89,104.1
4,1.709,1.0,100.89,110.5,100.67,97.22,115.56,106.08,105.45,1.0,107.1,99.52,107.17,109.54,105.41,98.1,111.52
4,2.229,1.01,107.39,103.78,114.28,98.16,117.36,93.45,107.86,1.07,99.51,108.62,107.06,99.85,109.78,97.73,99.92
4,2.43,1.06,115.89,105.32,103.7,107.29,114.41,108.51,109.25,1.12,98.13,99.33,114.67,106.2,117.14,95.82,99.8
3,2.494,1.1,103.84,107.06,99.22,111.71,113.83,102.02,100.14,1.1,95.36,97.27,108.76,100.34,108.77,105.93,110.09
4,2.601,1.09,99.17,113.36,108.25,99.13,110.35,93.23,108.71,1.05,104.17,106.44,105.09,112.28,111.08,106.66,95.19
1,2.77,1.18,101.86,107.46,101.04,107.3,102.69,111.28,112.62,1.17,101.26,95.57,98.13,98.54,96.17,109.35,99.95
4,2.985,1.18,110.62,102.31,111.4,111.39,118.27,108.42,112.56,1.08,109.21,106.58,97.22,112.18,111.62,98.16,99.97
2,3.172,1.12,115.14,92.44,107.41,105.21,94.45,105.47,108.65,1.07,107.76,99.95,96.92,98.22,105.76,111.62,101.57
3,3.233,0.98,109.62,111.57,109.46,101.86,106.66,102.03,109.98,1.07,98.62,108.22,99.73,109.94,112.34,97.99,101.0
