task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
4,0.088,102.62,10.82,1.11,112.66,10.7,106.08,104.05,94.44,112.41,9.76,1.15,96.12,10.86,103.73,97.99,101.91
3,0.407,101.71,10.47,1.01,102.25,10.7,102.84,99.05,107.0,102.11,9.86,0.95,98.1,11.73,111.78,105.84,99.69
3,0.568,104.78,10.71,1.06,99.18,9.87,101.68,107.64,97.44,116.96,10.6,1.01,107.6,11.5,112.6,94.99,96.77
2,0.717,96.24,10.35,1.01,114.0,10.15,98.91,111.59,110.48,110.42,10.35,1.05,107.07,9.87,109.74,114.12,109.94
1,0.911,111.46,9.64,0.98,106.57,10.06,107.06,101.96,106.35,117.21,10.86,1.12,109.26,10.23,110.83,113.09,107.46
4,1.161,101.82,10.26,1.02,110.15,9.94,110.65,106.08,95.32,109.45,10.34,1.04,113.03,11.3,116.55,114.52,101.6
3,1.632,111.33,10.02,1.05,99.32,10.18,108.33,107.71,99.4,117.51,10.3,1.11,113.53,11.66,107.13,101.56,95.85
1,1.647,117.97,11.24,1.05,111.94,11.21,115.46,110.46,104.32,103.82,9.8,1.11,104.57,10.56,105.64,101.34,102.6
4,1.694,100.44,10.53,1.05,105.66,10.81,102.2,109.03,104.09,110.84,9.84,1.17,108.13,10.39,105.22,100.22,106.26
1,1.93,102.57,9.98,0.99,114.86,10.33,110.88,106.86,107.46,111.19,10.74,1.01,99.81,9.7,101.44,103.19,97.0
2,2.277,100.94,11.42,1.14,103.7,10.45,108.54,103.27,110.55,106.64,10.35,1.17,103.79,11.37,105.9,106.82,109.14
1,2.342,104.23,9.9,1.0,114.7,10.65,108.2,117.57,97.28,113.43,11.19,1.0,101.31,9.59,100.29,115.98,97.74
4,2.925,96.48,11.22,1.03,113.25,11.04,102.36,102.16,102.76,97.15,10.84,1.06,111.67,11.47,109.38,115.51,99.13
4,2.946,109.93,10.84,1.06,106.95,10.97,108.97,108.38,98.12,96.08,9.64,1.09,97.6,11.44,116.91,105.55,108.58
2,3.099,105.73,11.03,1.03,109.6,10.67,109.25,115.11,105.0,93.33,11.09,1.19,117.52,11.47,94.02,117.25,103.34
3,3.229,113.61,10.54,0.99,112.0,9.95,108.15,102.77,106.48,100.98,10.85,1.03,112.12,9.88,109.54,101.39,99.36
2,3.451,102.53,10.81,1.03,100.18,11.07,104.24,106.11,100.47,104.54,11.37,1.19,116.04,11.56,109.73,116.62,107.2
1,4.215,109.56,11.2,1.03,114.0,10.45,107.46,103.27,97.64,104.45,10.19,1.05,110.33,10.68,99.87,112.16,107.89
4,4.715,102.29,9.63,1.05,112.65,11.31,112.11,112.8,99.12,105.74,10.64,1.11,98.14,11.26,112.83,98.91,99.84
2,5.106,96.69,10.46,1.15,99.38,9.92,99.04,107.61,100.17,101.72,10.98,1.15,114.09,10.43,97.31,104.52,99.53
1,5.269,101.37,10.55,1.06,110.92,9.84,98.16,102.82,106.03,109.66,10.19,1.03,104.93,10.28,114.84,102.41,104.17
3,5.455,109.94,9.28,0.96,102.6,10.02,99.87,100.82,102.48,104.79,10.29,1.1,114.52,10.67,110.62,98.78,102.16
2,5.494,93.64,9.98,1.04,106.29,11.16,103.79,105.02,110.24,100.07,11.49,1.12,101.09,10.37,109.0,112.92,109.58
3,5.806,101.65,9.76,1.05,104.83,11.64,110.91,106.4,99.84,112.44,9.77,1.01,101.63,10.7,103.74,106.49,100.06
2,5.808,98.8,11.51,1.02,108.53,10.23,100.35,112.17,107.19,102.77,10.36,1.09,100.41,10.94,93.82,105.71,105.71
2,6.247,95.65,10.95,1.16,107.48,10.23,108.22,107.32,107.0,99.36,10.4,1.02,110.1,10.38,109.82,112.98,107.25
2,6.32,106.63,11.02,1.14,100.08,10.96,101.78,99.0,102.26,106.79,11.51,1.18,101.14,10.67,108.04,99.74,109.3
1,6.591,104.07,10.0,1.06,107.72,10.03,108.05,111.75,109.55,100.5,10.5,0.97,104.8,10.47,104.8,101.31,95.74
3,6.696,106.28,10.54,0.94,99.35,10.87,114.0,104.15,109.68,117.33,10.52,0.97,103.84,10.15,107.49,92.44,96.1
4,6.994,112.1,9.73,1.09,103.24,10.45,106.36,101.46,99.06,97.59,10.6,1.09,112.07,11.07,117.9,104.45,103.9
3,7.201,104.47,10.38,1.03,106.77,11.18,103.09,107.41,108.17,106.45,9.67,1.07,101.62,11.1,103.49,98.26,95.67
