task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,0.637,92.26,9.72,1.01,92.37,9.76,1.02
T2,3.299,95.47,10.37,1.06,106.57,10.75,1.04
T1,6.139,101.98,107.72,10.48,98.88,106.95,10.68
T1,7.142,108.32,101.16,10.73,107.03,94.82,10.04
T2,8.75,107.4,9.69,0.97,105.87,10.65,0.94
T3,12.53,104.44,1.04,10.82,95.36,0.92,10.86
T1,29.444,92.69,98.01,10.63,102.26,100.44,9.16
T1,32.505,98.4,106.38,9.6,108.48,93.64,10.32
T1,34.481,102.5,100.49,9.8,96.08,106.09,10.37
T1,34.744,106.0,101.0,9.47,107.42,100.19,9.74
T2,35.92,93.35,10.16,1.06,97.41,9.4,1.05
T3,35.921,103.97,0.94,9.76,104.04,1.02,9.48
T2,36.67,99.92,10.14,0.94,104.91,9.6,0.99
T1,43.444,97.7,103.63,10.75,93.1,99.23,10.85
T3,44.902,93.22,0.96,9.46,93.31,0.93,10.11
T3,47.357,107.52,0.97,10.38,97.53,1.03,9.47
T1,47.477,100.14,107.94,10.73,107.38,106.52,9.96
T1,49.82,95.6,98.76,10.63,93.33,105.3,9.83
T2,52.555,92.47,9.38,0.93,100.9,9.67,1.06
T1,59.015,101.46,97.63,9.44,95.17,97.59,9.5
T1,60.07,100.9,92.67,10.14,104.69,91.72,9.32
T1,65.605,98.27,92.12,10.52,99.22,103.61,9.48
T2,72.925,94.78,9.69,0.95,94.41,10.75,1.01
T2,73.798,96.04,10.06,0.96,108.58,9.66,0.92
T1,74.662,92.35,95.52,10.39,97.31,103.44,10.2
T2,79.059,101.28,9.62,1.01,106.38,10.52,1.0
T1,80.038,107.8,92.88,9.72,105.87,102.35,10.7
T1,81.223,96.61,108.6,10.13,101.86,92.67,9.62
T2,82.34,98.48,9.25,1.01,101.73,10.43,0.99
T2,82.992,102.39,9.77,1.04,98.38,9.63,0.92
T1,83.084,105.96,100.81,9.64,104.49,95.55,10.78
T3,84.53,106.58,0.93,10.08,105.92,1.08,10.28
T3,85.121,91.94,0.93,10.72,92.85,0.98,10.11
T2,85.672,94.94,10.64,0.96,95.39,10.2,0.97
T2,88.38,99.06,10.49,0.92,94.3,10.24,0.99
T3,90.792,103.09,0.97,10.19,94.93,1.08,9.9
T2,91.668,105.95,10.22,0.95,101.66,10.73,0.99
T1,94.606,107.82,105.03,9.15,106.11,98.81,9.4
T2,96.371,92.17,10.74,0.99,91.97,9.8,0.94
T3,98.322,104.3,1.05,9.7,93.37,0.94,10.33
T2,100.969,108.13,10.82,0.97,97.98,9.6,0.98
T1,101.854,101.84,105.64,10.61,98.81,106.57,9.7
T2,110.647,94.93,9.32,1.01,91.59,9.42,1.0
T3,124.481,102.23,1.08,9.56,102.09,0.95,10.65
T1,124.886,102.08,101.25,10.38,102.55,93.28,10.28
T2,125.257,107.58,10.53,0.94,92.75,9.97,0.96
T2,128.936,94.47,9.68,0.94,91.59,10.53,1.05
T1,132.631,106.18,96.83,9.84,108.56,91.38,9.83
T1,134.289,102.64,99.44,10.17,103.28,107.43,9.7
T3,136.485,105.41,0.92,9.68,99.91,1.07,10.3
T2,139.233,96.32,10.3,1.01,97.48,10.13,0.97
T1,144.666,108.31,99.14,9.29,99.56,92.1,10.48
T1,146.267,107.28,100.81,9.2,95.55,108.26,9.23
T3,147.832,94.97,0.99,9.9,100.99,0.99,10.39
T1,168.449,108.64,99.32,10.17,104.06,99.57,9.57
T1,168.555,92.8,98.97,9.41,100.4,100.15,10.51
T3,174.251,106.3,1.01,9.81,94.94,1.06,10.03
T2,182.553,107.03,9.94,1.06,107.52,10.48,1.02
T3,184.553,93.37,0.93,10.83,103.83,0.95,9.41
T1,186.171,101.62,104.53,10.57,100.37,102.13,9.94
T1,186.548,100.14,91.7,9.89,98.43,99.44,9.3
T1,187.736,107.45,99.08,10.48,107.43,102.73,10.57
T2,190.233,100.6,10.47,0.94,96.87,9.58,0.95
T1,194.5,106.38,104.48,9.97,104.7,97.52,9.79
T2,197.092,95.32,10.53,1.02,105.88,10.02,1.05
T2,200.827,106.0,10.08,1.0,102.63,9.41,0.99
T1,206.222,105.49,97.16,10.21,103.32,100.56,9.23
T2,210.621,105.61,10.37,0.98,105.07,10.72,0.92
T3,210.98,92.87,1.07,10.34,106.29,0.94,9.48
T2,212.147,106.63,9.49,1.01,102.79,10.82,1.07
T2,213.645,102.44,9.88,1.01,108.34,10.56,0.93
T3,217.516,93.96,1.04,10.8,99.07,0.99,9.55
T1,228.813,97.62,91.99,10.28,97.23,100.31,9.47
T3,230.944,107.37,1.01,9.72,102.44,1.0,10.86
T2,231.272,106.35,9.79,0.95,94.1,9.86,0.92
T1,247.653,105.64,98.09,9.57,93.44,107.96,9.66
T2,250.731,101.31,9.88,0.94,105.84,9.25,1.0
T1,253.376,102.64,98.04,9.56,95.67,105.64,10.45
T3,254.005,102.6,1.0,10.68,104.08,1.05,10.49
T3,256.471,104.12,1.03,9.19,92.41,1.02,9.68
T2,269.222,100.54,10.49,1.02,99.55,10.35,1.08
T1,272.087,94.59,92.75,10.61,98.84,92.72,10.38
T3,272.207,99.38,1.08,10.15,93.17,1.08,10.59
T3,273.189,104.54,1.06,10.55,99.67,1.02,10.29
T3,275.386,99.47,0.96,10.28,96.9,1.08,10.22
T1,278.065,104.7,101.74,10.72,101.88,91.62,10.4
T1,285.21,107.69,100.95,9.16,107.06,107.52,10.15
T1,288.249,96.64,107.06,9.42,94.04,96.48,9.58
T1,290.346,106.69,108.54,9.75,96.4,95.56,9.99
T3,302.622,101.78,1.05,10.34,104.2,1.08,10.55
T1,313.671,99.36,93.67,9.76,107.84,93.14,10.72
T1,315.045,102.08,101.5,10.84,101.18,101.57,10.11
T3,328.755,104.26,0.99,9.96,92.53,1.01,9.18
T3,336.053,92.08,0.93,10.62,101.27,0.97,10.55
T3,353.439,95.01,1.05,9.84,100.99,1.01,10.71
T3,359.733,97.3,1.04,9.83,99.12,1.02,9.15
T3,369.027,103.97,0.94,10.56,99.15,0.99,9.99
T3,374.013,94.34,1.09,10.38,97.04,1.0,10.18
T3,383.421,92.22,0.98,9.6,98.59,1.02,9.24
T3,384.683,99.24,1.04,9.54,98.09,1.0,10.58
