task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,1.094,108.54,9.82,0.97,96.27,9.83,1.08
T1,5.243,100.5,94.72,10.47,101.81,104.01,9.98
T1,8.661,101.45,93.07,10.77,105.19,102.11,9.46
T1,13.109,103.0,100.56,9.79,100.99,92.0,9.18
T1,16.478,97.78,93.37,10.38,101.02,107.43,10.56
T2,16.865,91.52,10.41,1.01,97.72,10.62,1.07
T2,20.035,108.58,10.15,0.97,106.08,9.7,0.99
T1,24.05,105.82,92.79,10.59,91.45,104.31,10.17
T2,29.39,92.64,9.44,0.98,101.82,9.34,1.02
T1,29.869,104.3,106.18,10.65,101.98,107.96,10.63
T1,33.084,108.08,94.97,9.78,94.3,94.9,9.56
T1,33.208,95.8,98.84,10.2,107.13,97.69,9.98
T2,37.026,106.17,9.8,0.92,93.48,10.73,0.96
T1,39.056,97.53,104.54,9.91,103.47,97.25,10.8
T1,39.255,106.15,99.24,9.74,100.39,95.23,10.34
T1,40.033,95.22,99.9,9.16,99.57,102.78,10.39
T3,44.07,102.81,0.98,9.66,93.76,1.05,9.94
T3,46.798,103.58,1.07,9.58,103.74,1.02,10.46
T3,46.938,95.42,1.05,10.43,106.74,1.08,10.53
T2,47.299,96.89,10.22,0.97,108.0,9.75,1.05
T2,53.753,91.41,10.59,1.07,93.03,10.82,1.05
T1,54.103,93.66,101.78,10.26,102.67,106.53,9.72
T2,63.023,104.88,9.7,1.08,104.48,9.64,0.99
T3,64.019,105.11,0.96,9.54,104.87,1.0,10.82
T3,65.77,104.08,1.0,9.76,99.5,0.95,10.38
T2,66.436,104.47,9.31,1.06,101.28,10.72,0.92
T1,67.401,103.29,108.42,10.72,99.66,100.94,10.35
T2,71.189,97.36,10.16,0.92,98.18,9.77,1.07
T2,77.779,100.94,9.31,0.96,92.93,10.34,1.07
T1,83.541,104.35,101.73,9.49,98.88,101.84,9.58
T2,88.731,105.88,9.52,0.92,107.68,9.37,0.99
T1,90.22,97.9,98.44,9.72,91.38,108.6,10.59
T1,90.455,102.14,102.52,9.56,106.87,95.23,10.25
T1,97.16,91.5,94.43,10.51,94.71,101.4,10.11
T1,98.671,97.14,95.52,9.91,103.99,101.46,10.48
T2,102.9,96.13,9.3,1.0,106.07,10.23,1.01
T3,104.703,97.82,1.01,9.87,95.1,0.94,10.71
T1,106.074,103.28,106.77,9.79,107.27,94.96,10.47
T1,107.721,103.4,99.14,9.16,105.25,104.87,9.69
T1,109.955,99.88,108.11,10.49,100.99,99.24,10.61
T2,112.739,98.38,10.69,0.99,97.41,10.01,0.98
T3,113.431,96.49,1.07,9.7,97.18,1.01,10.31
T2,118.049,97.53,9.33,0.96,105.04,10.81,0.95
T3,120.921,93.3,0.98,9.99,108.08,1.07,9.59
T3,126.444,92.41,1.08,9.72,98.34,1.0,9.32
T2,133.92,97.33,9.94,0.94,102.45,9.31,1.02
T3,136.077,98.6,1.0,10.0,99.14,0.94,10.84
T2,136.948,104.31,10.46,1.03,102.36,9.54,0.96
T3,138.114,103.55,0.99,10.77,99.87,0.97,9.72
T2,138.2,106.69,9.23,1.04,107.97,9.24,0.94
T1,140.165,108.18,105.65,9.84,107.82,108.2,9.89
T3,141.423,96.61,1.08,10.75,105.18,0.95,10.25
T1,143.966,97.68,106.84,10.26,96.35,106.18,9.56
T1,149.873,104.02,107.2,9.89,95.34,106.9,10.34
T2,150.771,100.6,9.43,0.95,108.34,9.29,0.99
T1,151.074,107.97,93.62,9.42,103.47,104.25,10.68
T2,153.401,106.14,10.68,0.98,93.96,10.65,1.0
T2,153.461,91.87,10.28,0.97,96.17,9.84,1.03
T3,156.838,105.52,1.03,9.47,104.35,1.02,10.55
T1,159.224,97.16,106.77,10.8,103.72,96.8,9.22
T3,165.578,101.71,1.05,9.67,93.17,1.0,10.2
T3,167.343,98.58,0.93,10.17,91.73,0.92,9.87
T2,168.246,106.56,9.59,1.07,103.0,10.59,1.04
T3,169.824,100.38,1.08,10.11,92.01,1.02,10.67
T1,181.234,103.7,91.99,9.42,91.74,103.15,10.18
T2,181.477,96.82,9.84,1.06,97.53,9.19,0.96
T2,182.899,95.34,9.8,1.08,106.17,10.11,1.06
T1,188.273,100.49,108.6,9.16,91.93,94.41,9.96
T2,190.346,105.77,9.29,1.05,91.65,9.75,1.05
T3,191.678,94.34,0.94,10.64,107.72,1.04,9.57
T3,197.027,100.83,0.93,10.14,102.54,1.08,9.77
T2,198.483,98.06,10.59,0.93,95.92,9.8,0.95
T1,206.518,95.62,108.14,9.2,94.74,104.4,9.8
T1,206.923,106.06,98.01,9.38,95.67,104.71,10.11
T2,215.207,95.32,9.77,0.94,94.75,9.21,1.02
T3,220.032,99.95,1.01,10.8,97.45,1.08,9.65
T3,226.245,98.09,0.98,10.33,93.5,0.94,10.65
T3,227.662,108.22,0.94,9.35,104.25,1.01,9.66
T1,228.253,96.23,103.75,10.68,99.2,108.09,10.76
T1,228.959,105.33,104.77,10.44,93.28,92.03,10.79
T3,237.1,93.94,1.01,9.33,94.51,1.03,10.16
T2,237.225,103.95,9.36,0.92,105.27,9.58,0.94
T3,241.054,102.89,0.94,9.32,103.89,1.0,10.36
T3,244.071,105.85,1.04,10.73,103.82,1.04,9.51
T1,245.629,107.06,97.7,10.52,104.55,97.52,9.42
T3,253.818,93.14,1.0,9.24,91.74,1.07,9.71
T3,255.611,96.67,0.99,9.94,96.88,0.92,10.63
T1,256.984,99.8,100.98,9.62,95.03,106.26,9.15
T2,258.481,99.73,9.55,0.92,107.08,9.73,1.04
T1,259.297,101.62,100.56,10.77,105.43,107.21,10.74
T2,260.036,106.48,9.46,1.02,97.66,10.25,1.03
T1,262.482,94.79,108.22,9.43,97.87,101.06,10.09
T1,267.359,105.03,91.94,9.78,91.49,105.96,10.26
T3,267.601,107.43,1.04,10.35,96.9,1.04,10.36
T1,268.861,105.61,92.93,10.33,104.37,96.89,9.74
T1,269.523,92.42,101.91,9.57,106.11,104.82,10.53
T1,276.255,95.47,102.71,10.38,104.84,95.78,10.26
T3,286.356,91.41,0.95,9.19,105.0,1.03,10.82
T3,290.748,91.5,0.99,10.68,106.52,1.04,10.66
T3,294.713,99.55,1.05,9.37,93.66,1.06,9.17
