task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,0.21,94.69,1.02,9.33,103.31,0.94,10.3
T1,0.359,105.2,96.25,10.8,108.3,94.28,10.32
T3,6.441,95.82,1.04,10.59,106.02,1.04,10.54
T1,6.509,97.63,92.13,9.16,104.77,92.87,10.05
T2,10.607,103.72,9.79,1.03,100.65,9.84,0.93
T1,12.668,97.79,106.05,10.26,92.59,102.71,10.48
T3,15.691,92.46,1.01,9.75,96.14,1.04,10.41
T1,16.159,102.03,97.1,9.99,104.49,103.18,10.81
T1,17.529,107.85,99.56,10.08,102.16,95.54,9.9
T2,25.934,103.94,9.32,0.97,101.46,10.29,1.06
T1,30.472,105.49,97.84,9.96,102.55,94.88,9.72
T3,31.245,100.72,0.96,9.37,101.64,0.94,9.49
T1,35.439,93.6,107.42,10.72,105.09,99.85,10.83
T1,35.488,104.74,105.8,10.46,108.56,104.14,9.99
T3,41.99,108.5,1.08,10.76,98.31,0.93,10.11
T3,54.731,98.28,1.03,10.29,95.11,1.06,10.35
T1,56.342,102.86,96.72,9.18,96.35,102.01,10.61
T3,57.947,97.1,0.98,9.31,93.24,1.02,10.2
T1,58.087,104.55,101.42,10.4,103.55,98.4,10.03
T3,58.211,97.04,1.04,10.56,105.31,0.96,10.07
T2,59.715,108.37,10.45,0.99,107.8,10.47,1.02
T1,65.059,96.04,108.3,9.3,98.87,92.68,10.07
T3,66.164,100.83,1.06,9.18,105.09,1.03,10.14
T1,66.449,94.47,106.68,9.32,91.36,105.06,9.56
T1,66.893,93.02,103.02,10.75,106.01,96.34,9.57
T1,67.432,95.17,104.13,10.51,102.89,104.72,10.84
T1,69.26,92.97,96.08,10.14,95.71,97.89,9.36
T2,70.541,98.56,9.36,0.92,97.82,9.53,0.92
T2,73.017,100.32,9.87,0.92,105.27,9.73,1.02
T2,75.691,96.4,9.69,0.98,107.04,10.09,0.94
T3,79.194,102.68,0.98,10.64,93.22,1.06,10.46
T2,81.92,100.27,9.93,1.06,96.86,10.56,0.93
T2,82.066,98.18,9.96,1.06,97.66,9.29,0.97
T2,83.496,106.47,9.36,0.98,95.24,10.86,1.07
T1,86.855,95.92,94.73,10.63,93.74,94.53,10.43
T3,93.176,102.02,1.08,9.55,108.12,1.07,10.47
T2,97.276,106.69,9.65,1.03,101.92,9.73,0.95
T3,98.324,99.63,0.97,10.57,92.22,0.97,9.79
T1,100.803,101.79,96.88,10.82,96.23,97.71,9.96
T1,102.967,99.72,106.52,9.22,93.83,101.31,9.74
T1,103.066,105.35,92.79,10.57,92.35,96.36,10.7
T1,103.903,106.06,98.56,10.53,104.16,93.01,9.22
T2,108.688,101.17,9.56,0.96,91.95,10.02,0.94
