task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,0.343,108.39,0.94,10.37,96.84,0.92,9.7
T2,4.693,97.35,9.54,0.93,95.03,9.55,0.97
T3,7.059,99.99,1.08,9.35,95.61,0.95,9.37
T1,14.687,93.1,98.01,9.14,97.78,95.35,10.56
T1,18.184,101.25,104.87,9.72,107.92,104.2,9.85
T1,24.259,99.55,107.2,9.43,99.92,100.23,9.56
T3,25.773,102.09,0.92,10.66,99.47,0.94,9.71
T3,31.073,105.78,0.92,10.53,103.64,0.92,10.42
T2,34.794,100.68,9.58,0.97,104.16,9.32,1.03
T3,41.054,98.01,1.05,9.65,108.23,0.94,10.69
T3,44.492,100.82,1.03,10.77,101.7,0.93,9.98
T1,47.627,99.71,102.37,10.24,100.35,96.68,9.44
T2,47.961,97.48,10.43,1.04,93.52,10.38,0.98
T3,52.318,106.74,0.94,9.98,106.4,1.06,10.64
T3,54.908,95.68,1.02,10.24,98.34,1.03,9.19
T2,57.091,102.54,10.77,0.99,108.09,9.8,0.92
T1,57.635,101.58,94.47,9.47,107.69,98.67,9.82
T3,57.656,102.23,1.0,10.72,108.26,0.91,10.78
T2,58.787,95.94,9.4,0.97,106.58,9.73,1.08
T2,60.483,93.94,10.22,1.08,95.41,9.84,1.0
T2,61.081,95.03,9.89,1.07,99.02,9.81,1.06
T1,70.339,95.28,105.71,10.55,93.76,103.17,9.48
T1,71.139,95.67,100.65,10.8,104.96,103.49,10.4
T2,81.194,97.47,10.11,0.98,98.43,9.97,1.02
T3,88.33,107.52,1.04,9.66,93.38,1.06,10.29
T2,90.385,94.66,9.82,1.04,94.41,10.4,1.07
T1,90.923,107.73,102.68,10.22,102.73,106.61,9.34
T1,97.968,94.59,101.01,9.36,98.68,108.6,9.92
T3,98.71,93.31,0.99,9.92,100.02,0.96,10.36
T3,98.89,98.17,1.01,9.21,102.6,1.02,9.96
T2,102.697,98.8,9.8,0.95,106.44,9.55,0.94
T2,102.905,92.16,9.49,1.05,94.05,10.47,1.0
T1,104.776,100.71,102.7,9.49,99.74,102.1,9.58
T1,105.498,104.43,102.17,9.48,93.67,108.35,9.47
