task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,1.111,106.11,9.81,1.04,91.49,10.55,0.97
T2,2.483,104.35,9.99,1.0,107.58,9.66,1.03
T2,3.397,98.65,9.57,0.97,94.88,9.34,1.08
T1,3.527,92.04,105.57,9.15,99.08,102.71,9.15
T2,4.624,100.8,10.81,0.96,99.4,10.26,1.07
T1,6.743,106.38,108.07,9.15,96.74,107.22,9.98
T3,6.894,104.84,0.96,10.51,107.28,1.08,10.38
T3,16.541,106.25,1.06,10.27,93.32,1.0,9.22
T2,18.397,103.31,10.32,0.96,97.53,9.67,1.01
T3,20.105,97.99,0.98,10.01,100.76,0.92,9.54
T3,23.126,108.0,0.96,9.18,91.5,0.96,10.48
T2,23.226,99.12,10.55,1.0,93.77,9.82,1.08
T1,26.544,102.55,91.49,10.0,101.04,93.27,10.61
T1,26.765,107.13,100.65,9.3,106.21,106.5,9.64
T1,26.784,103.84,103.28,9.59,101.2,105.04,9.18
T3,27.188,96.62,0.99,9.91,103.74,1.06,10.86
T2,31.902,95.35,9.3,0.94,100.3,10.59,1.01
T2,32.415,94.48,10.59,0.94,97.53,9.43,1.07
T2,38.072,101.0,10.73,1.03,101.46,10.05,1.03
T1,38.275,96.8,106.58,10.84,102.18,98.58,9.61
T1,38.594,100.76,95.01,9.4,101.0,92.0,10.4
T1,43.47,92.69,101.42,10.85,100.4,106.79,10.17
T2,45.042,101.51,9.62,1.02,107.17,10.24,0.92
T1,46.837,96.61,91.94,10.79,91.5,104.66,10.79
T3,50.453,99.87,1.01,9.75,96.25,0.98,9.99
T3,54.96,103.93,1.0,10.8,108.09,0.99,10.25
T3,55.024,96.5,1.07,10.43,103.94,0.96,9.88
T2,61.442,94.75,10.52,0.99,91.78,10.48,0.99
T2,78.264,103.72,9.88,0.96,102.44,10.23,1.0
T2,82.29,97.24,9.76,1.02,105.69,9.82,1.03
T1,83.895,97.37,93.23,9.6,97.35,107.97,10.8
T3,83.991,91.53,0.95,10.52,95.36,1.02,9.84
T1,85.654,102.63,97.12,10.47,97.13,106.09,10.32
T3,98.302,104.16,0.93,10.22,102.77,1.03,9.79
T1,103.34,108.08,107.87,10.86,101.45,93.03,10.56
T3,107.54,94.27,0.99,9.64,105.51,1.05,10.1
T1,107.92,99.89,91.51,10.73,92.28,103.35,10.13
T3,110.752,105.83,0.94,9.33,100.1,0.96,9.53
T2,115.785,101.5,10.33,1.0,95.34,10.14,0.96
T2,116.359,101.46,9.99,1.04,99.06,9.71,0.94
T2,117.6,101.28,9.67,1.01,93.23,9.66,0.99
T1,119.137,100.3,100.19,9.91,104.8,94.84,10.53
T1,119.32,91.5,95.87,9.63,98.7,96.83,10.18
T2,122.868,95.92,9.15,1.08,102.93,10.43,0.93
T1,123.235,92.86,104.86,9.21,100.35,99.22,9.83
T1,123.696,102.86,101.91,10.77,104.01,101.15,9.18
T1,126.347,103.88,102.87,10.26,101.45,107.72,9.67
T2,131.247,95.68,10.48,1.06,96.89,9.52,1.0
T2,138.08,106.0,10.41,1.05,104.22,9.22,1.02
T2,153.325,104.9,10.82,1.02,95.41,9.94,1.01
T3,155.781,105.84,0.94,9.42,93.14,0.92,10.19
T3,161.328,98.25,1.01,10.57,91.45,0.96,10.0
T1,163.064,104.12,103.95,9.76,102.7,100.48,10.57
T2,166.009,100.39,10.43,1.0,103.63,10.46,1.06
T2,170.957,105.32,9.77,0.94,103.15,9.35,1.06
T1,173.617,97.58,93.01,9.4,94.38,92.77,10.13
T3,174.869,92.46,0.97,9.46,106.4,0.94,10.13
T3,178.116,100.38,1.03,9.5,103.17,1.04,9.92
T2,184.38,103.32,9.43,0.99,95.02,10.04,0.98
T1,186.642,106.14,95.55,10.67,102.73,94.73,9.25
T3,188.833,101.51,0.99,10.08,102.77,1.06,9.71
T3,190.333,106.51,1.05,9.6,96.56,0.94,9.61
T1,193.582,98.67,92.23,9.23,100.05,99.32,10.46
T3,202.401,99.68,0.91,10.2,103.52,0.96,9.77
T3,206.759,93.61,1.06,9.54,93.5,1.0,9.56
T1,215.338,102.63,104.83,10.4,107.65,99.56,9.3
T2,217.905,97.97,9.93,1.09,98.85,10.34,0.98
T3,219.365,100.66,0.92,10.29,98.39,0.98,10.5
T2,229.261,104.56,10.74,0.95,98.64,9.62,1.05
T3,230.115,108.5,1.01,10.83,96.89,0.99,9.33
T3,237.969,93.61,0.97,9.19,107.64,1.04,9.33
T2,243.362,100.07,10.77,1.08,93.54,9.73,1.07
T3,244.868,103.34,0.98,9.83,102.81,0.95,9.92
T1,249.378,99.78,103.19,9.63,102.81,100.83,9.91
T2,252.039,102.53,9.74,0.92,105.61,9.33,0.92
T2,253.776,102.89,9.43,0.96,102.79,9.88,0.93
T1,261.314,106.09,91.57,9.86,93.68,103.28,10.82
T1,262.828,98.3,101.01,10.44,108.15,108.54,10.16
T3,264.245,98.74,1.08,9.61,99.55,0.99,9.91
T3,264.709,92.55,1.05,9.93,99.15,0.95,10.62
T1,264.84,107.12,107.22,10.39,104.14,98.35,9.22
T1,266.768,97.12,92.87,10.53,104.04,93.63,10.38
T1,268.672,94.15,91.38,9.57,93.44,102.64,9.57
T1,270.283,91.92,103.97,10.67,96.82,103.31,10.06
T2,275.16,104.0,9.26,1.07,91.39,9.97,1.08
T1,276.36,92.02,98.39,10.36,104.02,107.12,9.4
T1,279.043,97.63,96.32,9.52,97.31,105.94,9.39
T3,280.476,98.49,1.06,10.66,103.29,0.95,10.39
T3,286.823,103.92,0.95,9.41,95.3,0.92,10.19
T3,289.739,104.0,1.02,9.95,104.94,1.01,9.27
T1,290.064,95.17,98.31,9.55,106.01,102.9,9.58
T1,292.304,100.24,98.66,9.5,100.05,99.28,10.62
T1,293.442,105.69,103.39,9.4,98.43,103.41,9.89
T1,294.725,95.07,104.59,9.44,92.99,106.09,9.48
T1,296.554,99.32,92.79,10.81,105.3,92.63,10.3
T1,297.87,103.92,101.4,10.26,95.11,92.23,10.38
T1,298.985,93.92,99.34,9.49,99.57,91.82,9.15
T3,299.478,102.68,0.93,10.65,94.22,1.01,9.86
T2,312.076,108.45,9.89,1.04,100.18,9.32,1.03
T1,318.932,105.28,95.78,10.41,101.05,106.26,10.39
