task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T1,13.553,92.11,100.94,9.71,91.5,108.2,9.53
T3,14.071,106.56,0.91,10.42,101.25,0.93,9.48
T3,15.615,99.19,0.94,9.71,96.0,1.01,10.41
T1,29.655,103.32,104.79,10.33,108.27,98.94,9.42
T3,32.837,96.91,1.02,9.95,98.01,1.0,9.72
T1,35.658,97.1,94.43,9.16,96.09,95.43,9.15
T3,48.819,99.59,0.93,9.62,103.39,1.06,9.24
T2,50.35,92.66,9.34,1.07,103.55,10.09,1.08
T3,51.886,98.4,1.01,9.83,95.16,0.95,10.01
T2,52.452,91.92,10.49,1.0,106.11,10.44,1.02
T2,54.107,98.89,9.6,1.07,101.33,9.79,1.02
T1,54.47,100.99,102.78,9.54,100.36,107.18,10.09
T2,68.86,101.37,10.77,1.06,107.49,9.99,1.03
T2,70.398,95.68,9.32,0.95,92.64,10.46,0.96
T2,79.125,92.78,10.02,1.01,92.64,9.44,1.06
T1,83.39,107.53,98.57,10.44,106.0,99.84,9.48
T2,85.989,94.66,10.63,1.0,93.43,10.09,0.95
T2,89.669,96.57,10.62,1.07,99.87,10.22,0.98
T3,92.207,100.89,0.98,9.92,103.42,0.91,10.73
T1,95.684,94.85,97.74,9.48,101.67,91.6,10.49
T3,98.987,101.1,0.99,10.58,99.96,1.04,10.0
T2,101.035,93.03,10.04,0.94,99.61,9.26,0.95
T2,101.145,97.98,9.5,0.99,105.96,9.67,1.0
T3,101.55,104.5,1.07,9.98,108.12,1.05,9.61
T2,102.322,106.54,9.94,0.99,98.98,9.44,0.96
T1,105.269,92.52,97.52,9.66,104.01,99.98,9.6
T2,108.282,97.67,10.08,0.96,103.08,9.15,0.98
T1,129.648,92.92,97.7,10.18,100.42,96.74,10.3
T3,131.223,92.46,1.0,10.55,99.87,0.94,9.6
T2,138.05,98.9,10.74,0.93,104.45,9.96,1.04
T1,139.934,106.95,101.68,9.97,102.44,104.25,9.42
T2,140.173,96.17,10.73,0.98,96.62,10.02,0.98
T3,141.186,95.01,0.92,10.8,91.86,1.01,10.06
T2,144.62,108.45,10.73,0.94,102.98,10.85,1.06
T1,146.953,98.32,101.84,9.94,107.13,102.79,9.8
