task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,3.635,96.89,9.16,1.08,104.66,10.7,1.0
T3,6.067,92.67,1.01,10.07,97.52,1.06,10.48
T1,18.024,94.87,94.84,10.02,105.5,99.08,10.46
T3,24.871,106.32,0.96,9.36,93.09,1.07,9.24
T1,26.908,96.81,96.97,9.37,100.05,106.77,10.29
T1,31.005,96.09,97.45,9.85,98.02,97.39,9.48
T3,32.442,99.76,0.93,10.76,92.06,1.01,10.32
T2,34.218,100.9,9.15,0.98,95.22,9.76,0.96
T1,39.797,93.58,96.13,10.63,108.31,93.19,10.76
T3,43.14,92.85,0.93,10.23,100.92,0.98,9.55
T3,49.224,103.92,1.01,9.97,98.94,1.07,10.36
T3,52.047,100.73,0.94,9.93,103.15,1.05,10.44
T3,53.073,105.78,1.03,10.53,92.93,1.05,9.95
T1,53.219,105.35,108.2,10.65,94.0,104.39,10.69
T3,59.869,107.47,1.0,9.92,97.38,1.06,10.67
T1,60.109,108.64,95.76,9.51,103.13,94.89,9.46
T1,61.061,101.35,107.89,10.52,101.58,96.52,9.57
T1,61.492,93.14,100.19,9.57,100.18,96.48,9.18
T3,62.303,93.09,1.0,10.55,99.99,1.06,10.29
T1,63.573,107.35,95.1,10.73,103.88,101.0,9.76
T2,67.66,99.75,9.88,1.0,99.51,9.82,1.08
T2,71.872,99.44,9.88,1.04,106.24,9.46,1.01
T3,82.509,94.85,1.0,9.82,98.59,0.93,9.71
T1,84.706,99.22,101.43,9.57,96.71,99.47,10.61
T1,102.212,106.42,107.09,10.62,108.32,101.16,10.47
T1,102.568,103.91,93.5,10.75,91.91,93.27,9.2
T3,103.281,108.5,0.92,9.19,96.37,0.94,9.19
T3,104.767,95.9,1.05,9.31,102.22,0.99,10.2
T1,106.758,107.65,97.94,10.34,95.97,94.47,9.6
T3,109.459,101.0,0.96,9.22,96.41,1.07,9.68
T2,122.843,102.12,9.17,0.94,96.84,10.27,1.02
T1,126.422,106.7,95.5,9.74,104.08,108.28,10.84
T2,126.44,93.52,9.85,1.0,102.93,9.32,0.98
T1,139.177,98.43,108.18,9.48,92.0,99.9,10.14
T1,144.423,98.02,107.42,9.96,107.21,95.23,10.0
T1,145.603,106.18,99.85,9.42,91.56,102.62,10.5
T2,147.333,93.8,9.22,0.93,94.02,9.33,1.05
T3,148.719,102.98,0.99,9.19,92.54,1.06,10.44
T1,152.29,95.26,98.19,10.82,99.56,100.31,9.56
T1,155.871,98.51,100.56,10.02,96.25,95.58,9.59
T3,156.516,99.91,1.0,9.69,93.65,0.92,9.58
T2,159.563,100.05,9.3,1.08,93.06,10.69,0.99
T3,160.843,106.15,1.01,10.64,98.26,0.98,10.69
T1,167.706,98.7,96.23,10.5,99.95,97.23,10.13
T2,170.993,102.61,9.43,1.01,98.5,9.35,1.06
T1,171.053,102.86,105.84,9.5,105.09,92.77,9.61
T2,178.94,95.33,10.22,1.06,100.86,10.69,1.01
T3,180.122,103.16,1.06,9.24,91.73,0.99,9.33
T1,183.894,107.53,99.98,9.2,95.67,106.05,9.83
T2,187.473,108.44,9.73,0.92,103.31,10.51,1.02
T3,190.8,104.7,0.99,9.42,97.77,0.92,10.36
T3,196.593,107.52,0.99,9.48,106.25,1.08,9.25
T3,196.766,97.43,1.08,9.17,102.62,1.0,9.64
T1,198.809,93.02,105.06,10.74,98.43,99.69,9.72
T3,202.19,98.27,0.97,10.07,105.3,1.0,10.02
T1,211.248,95.07,102.97,10.13,93.13,106.87,10.41
T2,214.13,104.88,10.62,0.95,104.84,10.78,0.96
