task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,3.68,104.76,1.0,10.73,98.74,1.0,10.45
T2,7.069,96.74,10.19,1.06,104.81,10.2,0.92
T2,10.982,101.87,10.82,0.97,92.96,10.59,1.04
T1,11.11,108.37,107.72,9.96,95.03,104.23,9.25
T3,14.373,95.45,1.06,9.2,97.3,1.04,10.15
T3,22.819,104.25,1.07,9.66,97.0,0.94,10.48
T1,26.981,100.29,108.52,10.72,95.92,103.39,9.5
T3,33.501,102.14,1.06,9.18,102.09,0.94,9.14
T1,36.149,93.28,99.75,10.48,105.6,101.0,9.94
T1,36.766,97.78,107.99,10.74,93.53,107.89,10.56
T1,39.007,95.06,105.81,9.7,104.79,91.85,10.5
T1,39.052,92.59,93.02,9.55,101.96,107.44,9.37
T3,39.556,101.61,0.93,9.61,93.52,0.96,10.56
T2,39.777,101.28,9.14,0.94,99.79,10.13,0.98
T2,42.367,99.85,10.43,0.92,98.69,9.49,0.95
T3,43.784,96.59,1.08,10.01,95.29,0.97,9.65
T3,48.979,92.4,0.93,10.35,91.94,0.99,9.36
T3,49.002,92.87,1.07,10.55,103.26,1.04,9.46
T2,57.158,106.1,9.28,0.99,104.42,10.32,0.92
T3,58.45,95.57,1.06,9.18,105.65,0.97,10.08
T1,61.69,102.28,96.65,9.15,94.95,108.3,9.83
T2,63.403,93.7,10.07,0.98,96.39,9.57,1.05
T3,66.947,106.14,1.06,10.67,104.76,1.07,9.61
T3,69.537,103.88,1.08,9.22,107.44,1.02,10.13
T3,78.059,95.45,1.08,10.2,106.66,0.94,10.8
T3,80.45,108.12,1.04,10.24,101.27,1.06,9.48
T1,80.947,99.43,104.54,10.26,103.13,95.33,9.15
T2,84.786,107.6,10.53,0.99,96.24,10.73,1.05
T2,89.137,92.8,10.15,1.01,96.73,9.9,1.03
T3,89.754,108.26,1.03,10.29,98.35,1.04,10.04
T3,94.06,99.9,0.92,10.27,91.64,1.04,10.62
T2,94.487,96.32,10.45,1.0,101.8,10.41,1.09
T2,97.26,96.15,9.62,0.95,108.24,10.4,1.01
T3,98.001,105.9,0.95,9.52,108.16,1.01,10.26
T3,98.381,103.14,1.02,9.67,102.98,1.04,10.08
T1,98.557,102.13,103.75,9.4,92.02,97.07,9.2
T3,101.656,97.99,1.06,10.36,102.57,0.95,9.56
T1,101.675,98.48,97.63,10.23,93.92,97.68,10.79
T1,104.093,106.75,99.14,10.86,98.44,106.09,9.89
T2,108.807,92.72,10.14,1.02,97.28,10.29,1.01
T1,110.907,91.95,91.64,9.26,105.49,101.03,9.14
T1,112.854,105.2,100.95,9.28,98.3,98.87,9.16
T1,123.076,101.23,104.25,10.5,96.04,107.94,9.86
T2,128.742,103.42,9.64,0.99,102.92,9.83,1.0
T2,129.318,108.25,9.51,0.98,93.41,9.69,1.0
T1,130.954,107.71,99.07,10.82,91.36,99.47,9.63
T1,139.508,94.0,102.92,9.48,101.5,97.22,9.47
T2,147.074,104.81,9.3,1.06,99.15,9.51,0.92
T1,147.187,92.59,100.44,10.41,106.09,94.41,10.41
T2,148.873,93.48,10.59,1.05,94.08,10.15,0.95
T3,152.887,103.48,1.07,9.57,92.19,1.04,9.6
T2,153.102,100.58,9.22,1.06,97.29,10.59,1.0
T1,157.251,96.18,96.14,10.67,91.85,107.21,10.04
T1,162.578,91.45,107.01,9.2,101.46,96.41,10.66
T1,163.208,91.61,102.52,10.3,94.04,91.7,9.34
T2,169.304,92.81,10.74,1.08,99.52,10.67,1.03
T1,171.548,103.39,96.61,9.2,105.43,103.57,9.83
T2,171.768,95.32,10.28,1.05,107.09,10.84,1.03
T2,171.931,107.07,9.23,0.97,92.81,9.74,1.04
T2,172.634,92.81,10.16,0.95,93.52,10.53,0.97
T2,175.259,100.68,9.57,1.02,99.04,9.7,0.92
T1,178.162,102.56,100.34,9.32,99.95,101.07,10.05
T1,183.428,99.0,100.42,9.27,94.96,96.21,10.28
T1,183.821,92.59,97.12,10.84,105.06,107.96,10.08
T2,184.251,100.04,9.26,1.02,99.52,9.76,0.98
T3,186.825,108.12,1.07,10.05,95.3,1.02,10.11
T3,189.059,103.94,1.03,9.2,101.46,1.0,10.82
T3,192.458,107.52,1.08,10.5,98.56,0.99,10.7
T2,192.857,102.62,10.04,0.94,106.02,9.52,1.02
T3,196.212,94.28,0.97,10.64,94.94,1.06,9.38
T1,197.872,108.31,104.02,10.28,105.87,107.47,9.57
T2,201.964,93.9,9.29,1.07,93.72,10.06,1.07
T1,209.198,100.29,106.98,10.78,104.02,97.54,9.17
T3,212.534,100.83,1.01,9.79,98.94,1.06,9.41
T1,212.811,97.13,101.03,9.58,107.92,96.83,10.84
T2,212.819,105.42,10.5,1.02,95.68,9.57,1.08
T2,213.355,108.64,10.2,1.02,95.46,9.54,1.08
T1,213.924,104.33,104.36,9.93,108.48,100.65,10.1
T3,220.234,91.75,0.97,9.14,99.87,0.92,10.65
T1,231.817,107.53,103.39,10.82,103.28,101.0,10.36
T3,235.275,93.17,1.05,9.2,104.38,0.98,9.71
T1,235.762,97.78,102.89,9.2,97.1,95.19,9.17
T2,235.901,104.46,9.4,1.03,92.97,9.58,1.06
T1,240.081,97.88,105.94,10.02,106.54,103.28,9.64
T3,246.848,104.7,0.95,9.38,108.27,1.04,9.33
T2,247.595,108.45,10.47,1.06,100.51,10.86,1.02
T1,248.102,105.63,103.52,10.66,97.76,102.74,10.0
T2,249.478,102.23,9.43,1.01,108.16,9.76,1.05
T2,250.001,105.38,10.52,1.01,92.96,10.04,1.02
T1,251.676,95.84,93.65,9.38,106.59,107.39,10.32
T1,260.533,98.72,96.51,10.61,92.88,107.42,10.77
T1,262.596,92.67,93.91,9.63,93.54,100.08,10.01
T3,268.098,101.46,1.0,9.49,94.34,0.92,9.96
T3,268.927,99.87,1.0,10.72,97.28,1.08,9.28
T1,271.475,93.94,93.61,10.66,102.18,101.07,9.44
T3,277.098,95.45,1.02,10.61,106.24,1.03,9.37
T1,288.094,98.67,93.05,9.5,101.55,95.54,9.44
T1,294.592,97.16,92.3,10.65,96.25,104.41,9.36
T1,296.219,107.03,106.26,10.01,106.64,107.94,10.03
T1,312.388,106.26,105.53,9.15,96.17,92.37,10.26
