task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T5,0.181,27.23,101.16,24.75,112.84,1.17,5.32,114.48,148.94,26.73,101.34,24.96,112.85,1.02,5.01,103.33,163.09
T9,1.412,25.93,106.75,27.28,108.43,1.1,4.83,105.68,141.49,25.23,107.64,29.14,108.23,0.98,5.13,105.43,141.11
T8,1.791,24.13,98.78,25.8,96.53,1.17,5.28,101.72,155.3,23.72,107.16,25.32,102.06,1.13,4.98,92.86,163.97
T5,2.181,23.23,104.38,26.68,112.34,1.15,5.58,105.14,166.84,27.21,103.65,26.47,112.54,1.16,4.99,100.92,175.13
T1,2.286,27.65,109.48,24.39,108.71,1.0,4.96,105.78,155.64,27.49,99.88,27.17,97.02,1.1,5.26,108.13,148.92
T1,2.381,25.28,95.32,26.76,101.1,0.98,5.14,105.09,143.47,26.93,107.78,27.82,95.39,0.99,4.94,113.02,143.49
T2,2.937,28.61,100.74,28.96,105.36,0.97,5.3,100.15,161.35,24.25,101.04,28.22,95.11,1.14,5.51,101.07,162.72
T1,3.234,28.32,104.46,25.38,99.71,0.97,4.94,104.57,161.93,24.85,105.87,23.85,102.55,1.08,4.79,109.95,151.51
T3,4.396,23.38,101.65,28.49,107.53,1.09,5.19,105.85,138.51,26.49,106.48,28.77,97.41,1.12,4.79,95.83,151.51
T7,5.143,29.59,109.86,26.71,109.46,0.96,5.34,106.93,171.4,27.35,105.78,26.2,110.02,1.06,5.21,95.07,154.46
T9,6.455,24.37,102.77,25.52,107.07,1.09,5.45,108.53,160.42,23.07,103.14,25.77,111.27,1.0,5.39,102.38,156.35
T6,9.484,27.24,109.38,25.75,101.5,0.97,4.87,112.9,147.69,27.33,111.19,23.39,115.28,1.13,4.72,101.96,164.73
T8,10.025,26.16,96.01,25.69,104.98,1.1,4.97,103.66,165.9,25.11,95.58,24.61,99.0,1.1,5.71,100.27,155.0
T9,13.012,25.28,97.09,27.03,103.79,1.07,5.44,112.48,155.78,25.22,111.32,27.45,115.75,1.06,5.11,108.21,159.76
T8,13.61,27.53,111.27,24.81,106.77,1.13,5.19,106.88,161.95,25.47,110.86,28.11,104.45,1.13,5.61,99.56,163.11
T3,13.847,24.44,99.42,28.43,97.18,1.12,4.74,99.63,159.93,25.14,107.01,26.03,92.23,0.97,4.99,102.93,152.69
T7,14.288,25.83,105.2,26.7,103.21,1.08,5.12,96.64,154.47,25.78,100.07,25.37,99.73,0.95,5.65,95.46,154.4
T1,16.31,26.88,102.72,25.4,105.97,1.07,5.4,106.32,163.9,25.65,103.0,27.72,103.01,1.06,4.8,103.02,149.82
T5,16.392,23.4,101.26,25.84,108.28,1.05,5.41,97.72,173.09,23.81,106.49,26.17,111.97,1.04,5.09,100.66,150.85
T7,18.089,25.29,96.08,26.14,107.94,0.98,5.12,100.47,157.94,29.08,97.94,23.92,110.33,1.0,5.06,101.04,155.35
T8,19.325,27.23,96.13,28.44,110.36,1.17,4.95,91.48,161.93,26.83,101.44,26.59,110.51,1.06,5.32,95.14,159.14
T4,20.151,26.59,105.02,25.7,99.51,1.03,5.04,96.04,173.41,23.6,108.06,25.8,116.04,0.96,5.58,95.96,164.68
T9,20.289,24.7,111.16,27.96,100.04,1.03,5.43,101.08,159.9,26.22,104.51,28.09,110.84,1.01,5.38,107.0,155.58
T3,20.573,27.44,110.39,28.12,106.28,1.0,5.09,103.88,157.44,24.23,99.76,24.83,94.46,0.98,4.76,100.17,161.99
T10,21.075,27.66,105.41,27.09,105.04,1.09,5.6,110.24,156.45,23.79,102.17,27.13,118.81,1.06,4.8,99.66,146.72
