task_type,arrival_time
T4,0.205
T2,3.62
T2,4.612
T4,11.054
T2,18.43
T4,20.94
T1,23.074
T1,28.38
T4,40.192
T4,40.697
T4,47.487
T3,52.338
T1,53.203
T4,55.747
T4,59.738
T2,61.269
T2,80.601
T1,91.78
T3,92.618
T1,94.547
T3,96.621
T3,96.702
T1,105.395
T1,106.361
T1,108.355
T3,112.525
T2,115.123
T3,115.63
T4,117.816
T2,120.507
T3,121.286
T3,125.616
T3,128.22
T2,133.63
T1,135.323
T1,139.822
T3,140.456
T3,141.275
T4,147.004
T2,155.713
T3,157.591
T3,157.842
T2,162.604
T1,164.016
T2,166.506
T1,170.266
T1,173.008
T4,173.924
T4,177.223
T2,177.244
T2,178.519
T1,184.318
T2,197.852
T3,199.692
T2,201.26
T4,202.054
T4,204.733
T2,210.964
T3,212.489
T3,214.131
T1,214.457
T2,216.808
T1,229.049
T4,237.499
T3,238.572
T1,239.451
T2,240.024
T3,248.542
T3,253.992
T2,254.778
T4,255.73
T3,260.468
T2,263.553
T1,264.679
T2,272.708
T1,273.476
T3,283.748
T4,292.12
T2,299.276
T3,304.82
T2,306.963
T1,308.431
T4,309.591
T2,310.629
T4,311.818
T3,314.895
T4,318.292
T1,319.035
T1,327.808
T3,339.748
T2,347.021
T3,357.624
T4,364.155
T4,365.194
T1,370.675
T3,378.43
T3,383.064
T2,386.319
T3,390.423
T4,390.872
T4,391.227
T3,393.13
T2,407.407
T2,410.55
T1,415.72
T2,422.108
T2,423.04
T2,426.367
T2,426.876
T4,429.424
T3,436.636
T4,437.186
T1,439.376
T3,442.587
T3,445.699
T1,446.258
T3,450.695
T1,451.064
T2,455.199
T4,455.972
T3,457.593
T4,461.58
T4,462.012
T1,465.714
T3,469.941
T1,473.712
T3,482.902
T2,486.015
T3,500.942
T4,507.549
T4,508.656
T4,520.155
T1,526.908
T2,527.301
T2,528.658
T1,532.242
T4,542.755
T1,545.938
T3,547.424
T4,556.63
T3,575.214
T3,575.445
T3,580.122
T2,584.063
T2,586.632
T3,589.957
T1,592.699
T4,604.352
T3,608.219
T3,611.43
T2,612.372
T1,618.172
T3,624.514
T1,629.138
T2,629.312
T2,632.227
T2,635.364
T2,640.931
T4,643.335
T2,648.252
T1,652.473
T1,653.802
T1,658.997
T2,661.259
T1,666.038
T2,667.136
T3,669.514
T3,672.213
T4,675.995
T3,680.063
T2,681.6
T4,682.271
T1,685.752
T1,687.231
T1,697.525
T1,699.245
T3,704.012
T1,704.501
T3,712.072
T3,714.717
T4,718.053
T4,728.125
T3,728.184
T3,739.295
T2,740.636
T3,741.926
T1,743.308
T3,743.567
T4,744.879
T1,746.078
T3,749.454
T3,752.734
T2,753.479
T2,773.592
T4,777.437
T2,777.764
T3,778.056
T1,780.789
T3,781.263
T3,784.542
T2,788.993
T2,792.065
T4,796.108
T4,798.066
T2,803.539
T4,804.912
T3,805.948
T2,811.036
T4,818.047
T3,819.016
T2,821.452
T2,828.264
T2,828.352
T3,828.735
T2,832.469
T1,837.356
T1,837.543
T3,837.764
T4,843.61
T4,844.945
T2,848.292
T3,850.976
T2,855.561
T2,860.863
T2,863.336
T2,868.617
T3,870.143
T1,872.157
T1,875.064
T1,892.927
T2,902.241
T4,909.697
T3,909.733
T3,913.264
T2,913.284
T3,914.758
T3,916.911
T1,921.263
T4,930.178
T2,930.639
T3,930.947
T1,931.87
T3,932.733
T1,934.378
T1,938.282
T3,939.869
T2,941.947
T3,955.081
T1,970.321
T3,973.151
T3,973.473
T3,974.897
T4,976.144
T1,979.404
T4,981.907
T2,982.526
T2,982.975
T2,986.303
T1,993.602
T2,995.091
T1,1000.517
T4,1004.707
T1,1006.687
T4,1008.612
T4,1020.904
T3,1022.963
T1,1024.58
T1,1025.342
T1,1027.179
T3,1028.01
T1,1028.458
T1,1032.474
T2,1033.339
T4,1033.448
T3,1036.084
T4,1037.104
T3,1039.709
T2,1042.656
T1,1045.793
T4,1061.796
T2,1066.603
T4,1067.913
T2,1071.417
T4,1072.045
T4,1074.838
T3,1076.841
T1,1077.264
T2,1082.591
T1,1090.256
T4,1092.849
T4,1094.872
T2,1095.993
T1,1103.152
T1,1103.959
T1,1106.9
T1,1118.794
T2,1121.25
T4,1129.053
T2,1130.21
T3,1130.506
T3,1131.946
T3,1134.183
T3,1141.37
T1,1144.887
T4,1152.689
T1,1156.648
T3,1160.805
T2,1162.393
T2,1168.636
T4,1170.54
T1,1176.17
T1,1178.026
T4,1181.352
T3,1181.682
T3,1189.438
T1,1191.577
T3,1194.679
T1,1196.397
T1,1199.43
T4,1202.808
T2,1209.529
T3,1209.725
T4,1210.507
T3,1217.717
T4,1222.544
T2,1225.053
T3,1230.926
T2,1234.252
T2,1237.605
T2,1244.678
T1,1247.279
T1,1254.189
T4,1255.313
T1,1261.116
T1,1268.097
T1,1275.82
T1,1277.548
T2,1280.107
T2,1282.238
T3,1283.046
T2,1288.888
T3,1296.032
T1,1297.795
T3,1305.999
T3,1309.73
T4,1326.083
T4,1329.791
T2,1340.029
T1,1341.859
T1,1342.536
T4,1343.803
T1,1348.011
T3,1359.136
T1,1363.355
T3,1369.611
T4,1370.019
T1,1382.851
T3,1387.847
T1,1388.663
T1,1399.354
T3,1418.054
T4,1422.585
T3,1424.216
T4,1427.484
T1,1431.456
T1,1432.266
T2,1433.536
T4,1443.55
T4,1444.917
T1,1445.016
T2,1453.996
T4,1454.113
T1,1455.895
T2,1458.476
T4,1462.39
T2,1466.814
T3,1470.523
T2,1471.212
T3,1472.003
T1,1478.484
T2,1479.929
T2,1482.775
T4,1485.124
T1,1485.419
T4,1490.641
T3,1494.315
T3,1495.536
T1,1498.426
T3,1501.568
T4,1504.293
T1,1509.061
T2,1511.709
T1,1517.322
T4,1517.999
T4,1519.178
T4,1533.681
T4,1536.32
T2,1545.574
T3,1549.168
T3,1549.21
T2,1556.097
T1,1564.658
T2,1566.288
T1,1573.765
T2,1576.886
T1,1579.716
T1,1581.058
T1,1581.552
T1,1583.117
T2,1589.228
T1,1601.796
T4,1605.541
T4,1605.824
T2,1607.361
T1,1607.774
T3,1609.391
T3,1613.438
T3,1614.877
T2,1615.526
T2,1618.74
T2,1621.594
T4,1630.591
T3,1638.234
T4,1650.106
T4,1650.356
T3,1654.28
T2,1655.471
T1,1659.423
T4,1660.106
T2,1672.223
T4,1675.221
T1,1675.972
T4,1682.085
T4,1685.674
T4,1695.258
T2,1695.752
T4,1699.367
T1,1706.583
T4,1709.419
T3,1709.954
T4,1710.125
T2,1716.551
T3,1724.962
T2,1725.18
T3,1726.05
T3,1730.178
T1,1731.309
T3,1736.67
T1,1748.727
T4,1749.846
T3,1750.064
T2,1753.285
T3,1754.029
T2,1757.073
T4,1768.621
T3,1774.291
T3,1774.48
T4,1774.482
T1,1778.857
T1,1780.868
T3,1780.985
T2,1781.07
T4,1789.981
T3,1801.926
T2,1808.19
T2,1811.877
T4,1818.347
T4,1829.391
T4,1838.694
T4,1839.004
T2,1844.627
T1,1860.908
T2,1863.344
T2,1865.142
T1,1874.744
T1,1881.423
T4,1892.726
T4,1894.525
T2,1899.636
T4,1900.351
T4,1904.711
T4,1909.262
T1,1923.607
T1,1923.953
T1,1924.743
T1,1924.917
T4,1940.732
T2,1942.99
T2,1952.157
T2,1952.383
T4,2015.025
T4,2030.449
T4,2038.173
T4,2077.424
T4,2079.428
T4,2161.194
T4,2166.528
T4,2168.437
T4,2169.425
T4,2184.526
