task_type,arrival_time
T3,8.955
T2,9.441
T4,11.398
T3,18.652
T4,29.383
T4,30.047
T2,31.72
T3,34.391
T2,35.654
T4,36.325
T4,36.868
T2,39.777
T3,40.129
T4,43.994
T1,46.7
T4,51.389
T1,52.688
T3,53.461
T4,55.225
T2,59.239
T4,60.386
T2,61.317
T1,61.415
T2,62.548
T3,63.022
T3,65.624
T3,75.966
T3,79.684
T1,82.931
T1,83.063
T3,88.231
T3,95.875
T4,108.319
T1,113.161
T1,124.692
T1,125.331
T2,128.566
T4,134.847
T3,138.373
T2,140.009
T3,146.816
T3,147.475
T1,155.484
T2,165.533
T1,165.602
T3,176.178
T2,182.406
T1,194.632
T3,198.004
T4,199.904
T1,200.41
T3,201.497
T3,213.896
T2,214.022
T2,214.264
T2,222.179
T4,225.449
T2,228.357
T4,229.192
T3,232.249
T3,236.066
T3,252.299
T3,258.256
T2,259.585
T2,260.963
T4,263.484
T1,269.525
T4,273.063
T1,278.634
T4,285.168
T2,288.523
T4,294.354
T1,301.993
T3,302.833
T3,304.247
T2,306.096
T2,308.253
T4,309.667
T4,312.203
T2,313.19
T3,319.176
T2,324.245
T3,327.565
T3,328.088
T3,331.054
T2,331.604
T1,343.434
T3,344.305
T1,345.782
T1,348.013
T4,351.05
T2,362.925
T4,366.926
T4,367.792
T4,368.145
T4,368.72
T1,377.406
T1,379.085
T2,379.63
T4,386.416
T1,394.776
T1,401.624
T1,403.272
T2,406.774
T1,421.968
T3,425.552
T3,430.46
T1,431.574
T4,437.092
T1,438.237
T2,439.03
T3,446.82
T2,446.931
T4,448.266
T4,449.661
T3,450.095
T4,451.985
T2,452.364
T3,459.447
T2,463.231
T3,465.87
T3,469.791
T1,486.374
T2,489.407
T4,489.436
T2,491.858
T3,492.278
T3,494.064
T1,498.736
T3,498.761
T1,501.381
T1,508.743
T3,508.956
T1,509.142
T1,510.395
T4,523.314
T1,528.088
T4,529.299
T1,530.409
T1,534.692
T2,540.862
T4,548.97
T3,560.321
T2,560.991
T1,567.047
T3,571.61
T4,580.826
T4,582.122
T1,582.82
T1,590.392
T4,592.507
T4,592.705
T1,593.35
T1,597.416
T3,609.282
T3,609.667
T4,615.124
T4,622.15
T2,622.566
T3,629.546
T1,633.862
T1,638.214
T1,639.927
T2,644.182
T2,647.147
T2,650.476
T4,657.568
T3,659.04
T4,662.205
T3,667.02
T4,667.109
T2,673.927
T4,675.36
T1,679.201
T4,686.619
T2,687.267
T4,692.98
T4,695.56
T4,696.605
T4,703.249
T2,704.238
T1,707.663
T1,708.601
T2,709.553
T1,712.053
T3,713.882
T2,715.029
T2,720.71
T2,724.795
T1,725.986
T3,727.315
T1,729.386
T2,730.943
T1,731.962
T3,732.271
T4,740.779
T2,751.131
T4,763.974
T2,767.223
T2,772.979
T4,775.824
T3,777.916
T2,779.419
T4,781.653
T1,783.623
T4,790.661
T2,791.577
