task_type,arrival_time
T1,0.086
T4,2.458
T1,7.637
T1,11.586
T3,13.574
T1,13.746
T1,17.033
T4,24.5
T3,28.607
T3,30.471
T4,32.159
T3,35.885
T3,39.148
T3,40.82
T1,51.351
T3,52.718
T2,57.092
T1,69.585
T2,71.34
T2,72.782
T1,80.004
T1,84.093
T3,86.256
T4,94.543
T4,107.219
T1,108.383
T1,108.618
T1,113.326
T2,117.432
T4,118.247
T2,124.161
T3,127.08
T3,132.644
T2,132.967
T2,136.421
T2,143.439
T4,146.941
T4,152.256
T2,154.773
T4,156.69
T1,157.833
T3,159.328
T2,164.21
T2,165.552
T1,171.642
T3,178.421
T1,188.287
T4,196.337
T3,197.948
T3,216.368
T3,217.95
T1,225.904
T4,226.479
T3,227.335
T3,228.175
T4,235.538
T1,235.914
T4,237.379
T3,240.775
T4,247.668
T1,258.865
T3,269.964
T1,271.456
T4,275.819
T1,276.996
T3,281.376
T3,284.873
T1,290.293
T2,290.841
T1,291.901
T1,300.724
T2,303.042
T3,306.36
T2,311.737
T1,312.582
T3,327.174
T4,329.162
T1,329.776
T4,330.25
T2,331.332
T2,332.703
T1,339.427
T1,340.301
T2,342.065
T4,343.903
T4,349.034
T1,356.747
T2,357.593
T2,359.26
T3,368.957
T2,369.725
T3,370.134
T2,372.67
T2,376.154
T4,378.277
T2,378.423
T3,389.779
T4,392.342
T4,395.22
T3,396.907
T3,417.173
T2,424.13
T2,429.41
T4,429.881
T3,430.131
T1,431.327
T3,431.565
T2,434.695
T3,440.473
T4,441.103
T1,447.286
T4,449.966
T2,451.983
T3,452.984
T1,453.779
T3,454.937
T1,472.408
T1,474.087
T4,479.194
T4,482.417
T1,487.143
T1,496.135
T1,501.086
T3,501.352
T4,513.246
T2,513.38
T4,514.517
T4,516.855
T4,522.585
T1,525.319
T2,526.456
T4,526.511
T1,527.789
T4,527.858
T2,530.779
T4,532.96
T3,544.992
T1,545.646
T3,555.508
T2,563.15
T1,563.303
T3,563.351
T1,564.221
T4,572.926
T4,578.56
T1,578.884
T2,580.535
T1,581.664
T3,586.505
T1,599.135
T2,605.438
T2,614.155
T1,614.289
T1,616.532
T2,631.728
T3,636.044
T2,638.339
T2,640.194
T4,642.749
T1,643.118
T2,652.524
T1,652.756
T3,653.956
T4,654.263
T4,670.225
T1,673.085
T1,674.843
T1,682.654
T3,698.955
T3,699.152
T3,702.489
T4,709.278
T2,713.756
T3,718.349
T1,722.891
T4,742.55
T3,743.555
T2,746.74
T3,750.375
T1,752.216
T3,768.217
T3,768.628
T2,770.695
T4,772.221
T2,772.308
T3,772.834
T1,774.466
T3,775.346
T3,778.654
T4,789.833
T4,794.738
T3,798.631
T4,800.558
T3,800.804
T3,804.505
T1,804.726
T4,806.182
T2,815.128
T1,816.48
T1,821.179
T1,822.466
T1,826.855
T4,827.112
T2,830.899
T1,833.345
T3,833.531
T4,835.519
T2,840.454
T4,842.152
T3,845.331
T3,854.114
T3,857.799
T4,863.071
T2,863.607
T4,887.817
T3,893.599
T2,895.39
T4,897.743
T3,900.705
T3,904.867
T1,905.172
T2,912.929
T4,914.212
T3,918.208
T1,930.38
T1,932.586
T2,933.679
T4,935.287
T3,942.656
T2,945.617
T2,947.591
T3,958.631
T2,959.207
T3,964.944
T3,970.877
T2,974.162
T2,976.627
T4,977.226
T3,979.275
T4,981.303
T1,984.441
T3,987.813
T2,988.348
T1,990.973
T3,993.373
T2,994.089
T2,997.321
T4,998.682
T2,1008.347
T2,1009.739
T4,1010.502
T1,1013.185
T3,1021.247
T3,1029.372
T1,1039.767
T4,1047.813
T2,1060.853
T3,1065.749
T1,1068.792
T3,1074.513
T1,1080.657
T2,1081.67
T3,1091.769
T1,1091.868
T2,1094.603
T4,1096.513
T4,1098.322
T3,1098.644
T1,1111.331
T3,1111.352
T4,1111.659
T4,1111.931
T4,1121.322
T2,1124.475
T1,1126.66
T3,1126.662
T4,1140.386
T2,1144.513
T2,1147.463
T2,1150.332
T4,1156.022
T4,1192.014
T4,1198.25
T3,1207.81
T3,1214.511
T2,1216.377
T2,1225.837
T3,1226.681
T4,1227.137
T1,1228.272
T1,1229.488
T4,1231.855
T4,1264.504
T4,1268.922
T4,1270.029
T2,1271.405
T4,1271.839
T2,1274.123
T2,1275.686
T1,1290.091
T3,1296.773
T4,1310.401
T3,1310.528
T3,1313.666
T1,1319.29
T1,1321.97
T3,1325.502
T1,1326.731
T3,1338.486
T4,1339.115
T4,1348.941
T3,1362.486
T3,1362.51
T2,1363.126
T3,1363.834
T2,1365.476
