task_type,arrival_time
T1,1.016
T1,1.403
T4,2.109
T1,4.84
T3,8.855
T1,9.25
T3,10.541
T4,15.482
T3,26.359
T2,28.303
T4,31.155
T3,32.575
T4,33.32
T4,39.75
T3,40.915
T3,42.474
T1,45.744
T4,59.021
T1,62.574
T4,62.706
T1,64.831
T2,65.641
T2,80.117
T4,82.568
T2,82.706
T4,89.952
T1,93.731
T1,95.574
T2,98.3
T2,99.238
T3,105.905
T3,106.782
T3,109.524
T3,117.833
T3,118.223
T2,119.602
T2,120.321
T2,120.494
T4,124.608
T2,130.919
T4,132.743
T4,133.163
T3,138.67
T2,140.795
T1,141.409
T3,141.458
T3,144.791
T1,148.144
T2,154.294
T3,155.405
T4,157.629
T2,162.454
T2,164.49
T2,165.09
T1,167.335
T3,168.69
T2,174.368
T4,179.245
T2,187.843
T4,188.622
T3,192.665
T1,206.367
T2,210.568
T1,211.915
T4,219.935
T4,222.041
T3,226.83
T2,226.9
T2,229.657
T4,230.104
T4,232.168
T4,233.466
T2,240.782
T1,241.177
T3,243.523
T2,245.627
T4,248.538
T2,252.449
T2,253.406
T1,254.325
T4,254.457
T3,256.798
T1,257.531
T4,258.057
T3,272.841
T1,273.711
T3,273.961
T4,277.352
T1,282.525
T3,283.675
T4,290.848
T4,293.272
T1,295.507
T3,299.724
T2,317.86
T4,321.018
T2,321.285
T2,321.383
T2,322.28
T1,326.296
T4,338.426
T3,345.265
T3,350.461
T2,351.251
T2,351.292
T3,354.696
T1,356.278
T1,361.096
T1,361.847
T4,380.627
T4,389.758
T3,390.019
T2,395.48
T3,401.498
T2,403.872
T3,404.071
T3,409.24
T2,418.458
T1,418.542
T2,422.281
T1,423.567
T1,423.847
T3,424.111
T3,426.437
T3,428.285
T3,430.387
T2,438.468
T1,440.592
T2,441.927
T4,442.152
T1,445.68
T3,448.647
T3,448.849
T3,452.019
T2,454.262
T4,457.005
T3,466.443
T1,472.406
T3,482.409
T3,484.058
T3,484.4
T1,489.333
T4,490.143
T4,492.138
T3,493.383
T2,494.586
T4,497.807
T3,500.662
T3,503.1
T3,503.801
T3,503.826
T2,507.253
T3,509.695
T1,512.281
T4,517.576
T1,518.016
T4,534.455
T4,539.117
T3,541.802
T2,543.769
T3,552.52
T1,557.293
T3,596.426
T4,608.103
T4,615.668
T4,616.418
T2,630.107
T3,645.031
T2,655.42
T1,659.063
T4,659.182
T4,661.817
T3,667.859
T3,668.616
T3,672.136
T4,681.569
T3,681.666
T4,691.288
T3,696.506
T1,699.555
T3,702.263
T3,707.641
T1,720.834
T2,724.923
T4,726.997
T1,732.496
T4,734.3
T2,744.299
T1,749.766
T4,750.629
T3,753.45
T2,756.066
T2,765.787
T1,768.27
T4,770.422
T1,771.57
T4,790.662
T3,792.353
T4,792.695
T1,793.016
T4,797.882
T1,802.088
T3,808.238
T1,810.81
T4,811.511
T2,821.849
T1,835.991
T2,837.893
T2,839.485
T3,842.428
T4,842.851
T3,847.005
T3,847.17
T2,869.364
T3,870.295
T1,871.603
T2,876.191
T1,879.193
T2,883.163
T2,886.318
T3,890.204
T1,895.278
T4,905.161
T4,906.292
T2,911.789
T3,912.736
T3,916.358
T1,917.741
T2,928.537
T2,929.603
T3,934.173
T1,938.85
T3,946.691
T3,946.912
T2,959.154
T3,961.353
T4,964.652
T1,966.615
T2,970.352
T3,972.975
T1,975.958
T4,983.022
T3,990.225
T1,997.893
T2,998.538
T3,1001.44
T1,1006.944
T4,1010.984
T2,1015.725
T4,1016.289
T4,1030.359
T1,1031.587
T1,1036.155
T2,1038.342
T1,1038.794
T3,1042.772
T3,1048.583
