task_type,arrival_time
T1,0.436
T3,2.274
T1,4.283
T2,4.559
T2,5.986
T1,9.115
T2,10.746
T4,14.16
T3,17.987
T4,26.088
T1,28.915
T4,29.37
T3,31.659
T1,43.82
T3,49.642
T1,52.86
T2,57.231
T4,65.982
T3,68.676
T2,79.58
T3,81.911
T1,85.359
T3,87.724
T3,90.652
T1,93.521
T3,96.353
T2,100.623
T4,101.965
T3,104.87
T4,105.069
T3,110.767
T4,114.161
T3,123.755
T4,126.063
T3,126.303
T2,129.378
T3,133.256
T4,133.781
T3,142.039
T4,147.611
T4,149.791
T4,151.251
T1,152.612
T2,156.049
T3,159.685
T4,161.13
T2,161.474
T4,161.71
T3,164.423
T4,178.482
T3,179.554
T4,181.124
T3,181.362
T2,186.931
T3,189.334
T3,194.87
T1,197.877
T2,203.844
T2,205.62
T3,206.551
T1,212.376
T2,216.535
T4,216.672
T3,219.045
T4,233.535
T3,242.503
T4,256.062
T3,262.563
T2,265.718
T2,267.608
T3,269.963
T4,270.63
T3,271.772
T1,275.374
T1,285.902
T3,289.377
T1,290.144
T1,293.013
T4,298.026
T1,302.583
T2,316.891
T4,318.719
T3,324.543
T1,325.352
T2,328.339
T3,331.817
T3,335.744
T4,341.928
T4,353.603
T2,357.336
T4,358.225
T4,367.51
T2,374.198
T4,382.107
T1,387.764
T1,393.878
T3,398.451
T4,400.982
T2,401.944
T2,402.175
T1,407.942
T1,412.377
T4,413.681
T2,417.038
T3,421.796
T4,425.031
T4,443.168
T3,451.421
T3,452.312
T1,467.513
T4,467.78
T4,478.751
T3,479.972
T2,485.189
T3,490.492
T3,502.387
T2,504.259
T1,508.723
T1,520.93
T3,522.724
T2,523.841
T1,523.91
T1,528.64
T2,529.919
T4,534.239
T4,535.701
T1,540.456
T2,548.015
T3,558.744
T2,559.251
T2,561.535
T2,566.214
T2,567.075
T4,571.939
T4,580.085
T2,582.786
T2,586.861
T1,589.794
T2,597.703
T4,598.153
T4,599.466
T4,601.764
T1,606.268
T2,608.896
T1,609.31
T4,613.684
T2,615.697
T2,621.387
T3,623.028
T1,623.423
T1,624.817
T4,628.986
T2,632.689
T2,632.846
T4,638.501
T4,645.706
T1,663.826
T3,664.437
T3,668.203
T4,668.596
T2,669.048
T2,673.741
T3,677.656
T4,680.659
T1,682.946
T4,683.928
T4,687.067
T2,687.4
T3,690.2
T3,695.266
T2,699.061
T2,700.216
T3,706.431
T3,709.159
T3,711.013
T1,712.96
T2,718.288
T4,722.066
T1,722.26
T3,727.868
T4,732.947
T4,733.439
T1,735.081
T3,737.613
T1,747.926
T4,755.347
T4,755.859
T3,756.217
T4,762.312
T3,762.334
T2,765.487
T2,789.664
T1,790.052
T2,794.387
T1,797.852
T2,800.358
T4,804.423
T3,804.504
T3,807.895
T1,810.94
T1,815.324
T1,818.216
T1,819.073
T4,822.008
T4,827.032
T2,827.981
T4,835.48
T3,836.143
T3,838.165
T1,838.526
T2,846.391
T3,850.321
T1,853.836
T2,857.582
T3,858.743
T3,866.938
T4,870.453
T4,873.979
T4,874.151
T2,875.631
T4,882.44
T4,883.57
T2,885.322
T4,886.816
T3,888.452
T1,888.719
T3,891.948
T2,896.436
T4,915.21
T2,931.484
T2,944.814
T1,947.173
T3,958.528
T2,959.291
T2,963.161
T1,966.054
T4,971.137
T3,974.38
T1,976.752
T4,978.893
T3,982.323
T3,984.557
T4,988.763
T3,990.214
T4,992.649
T4,994.648
T4,998.661
T1,999.847
T3,1003.329
T4,1008.678
T4,1011.236
T1,1011.307
T4,1021.653
T3,1022.551
T3,1027.045
T4,1031.301
T4,1032.29
T4,1034.452
T3,1037.684
T4,1038.791
T4,1039.429
T4,1043.671
T2,1047.457
T4,1050.134
T4,1052.626
T2,1085.084
T4,1090.013
T1,1090.555
T1,1092.622
T4,1107.277
T2,1115.82
T1,1119.488
T2,1120.713
T1,1123.833
T2,1124.672
T4,1128.676
T4,1128.716
T3,1132.51
T3,1135.525
T3,1138.183
T1,1140.461
T1,1146.869
T1,1146.947
T3,1147.75
T3,1169.146
T1,1171.331
T3,1172.493
T4,1178.564
T4,1181.525
T1,1182.191
T1,1182.621
T3,1186.916
T1,1190.771
T1,1194.011
T3,1194.473
T1,1195.815
T3,1195.996
T3,1201.534
T2,1202.413
T2,1203.515
T1,1207.163
T1,1208.303
T3,1219.495
T1,1225.3
T2,1228.069
T1,1229.218
T1,1230.432
T3,1233.389
T4,1235.382
T1,1240.98
T1,1244.639
T1,1246.233
T3,1248.088
T1,1249.554
T1,1251.057
T4,1255.302
T1,1255.341
T3,1257.392
T1,1260.317
T4,1268.108
T2,1270.868
T2,1272.692
T2,1274.913
T3,1277.931
T3,1280.544
T1,1282.965
T2,1283.458
T1,1285.605
T3,1288.265
T4,1293.453
T1,1297.371
T3,1307.75
T2,1311.519
T4,1312.763
T1,1312.828
T2,1315.294
T3,1321.209
T2,1330.2
T1,1331.86
T1,1337.902
T1,1340.059
T3,1342.548
T3,1352.359
T4,1353.395
T4,1353.472
T3,1356.94
T4,1359.566
T4,1360.95
T2,1367.264
T1,1368.953
T3,1371.855
T4,1373.775
T4,1376.905
T2,1382.989
T3,1387.528
T4,1399.507
T1,1409.536
T4,1411.394
T1,1413.577
T2,1433.834
T4,1435.249
T1,1438.138
T1,1460.038
T4,1461.993
T3,1465.475
T3,1466.186
T2,1469.858
T2,1472.454
T3,1477.695
T4,1478.828
T3,1480.183
T3,1483.961
T2,1487.369
T3,1491.31
T3,1493.064
T2,1494.448
T4,1503.093
T4,1520.839
T2,1524.345
T1,1526.072
T3,1526.301
T4,1530.646
T4,1530.726
T1,1531.855
T1,1533.431
T2,1537.904
T4,1545.318
T3,1545.564
T2,1547.997
T4,1549.541
T1,1555.153
T3,1556.641
T1,1557.457
T2,1561.229
T2,1566.906
T4,1567.06
T1,1579.071
T2,1584.576
T4,1591.622
T2,1592.542
T3,1593.698
T2,1609.02
T1,1615.121
T1,1616.054
T4,1617.046
T4,1624.955
T2,1625.252
T4,1627.066
T1,1628.663
T2,1633.454
T1,1637.697
T3,1638.133
T3,1641.886
T2,1650.978
T3,1657.354
T3,1658.427
T4,1659.217
T1,1662.557
T3,1664.208
T4,1667.306
T3,1668.762
T4,1671.167
T2,1677.689
T4,1678.888
T2,1688.002
T1,1695.642
T2,1709.724
T1,1710.207
T4,1711.986
T4,1712.029
T2,1712.445
T1,1719.48
T1,1725.73
T2,1737.566
T3,1738.509
T4,1744.855
T2,1746.107
T3,1747.418
T4,1749.73
T3,1751.392
T1,1758.797
T4,1760.429
T2,1764.348
T2,1769.552
T3,1770.757
T2,1775.152
T1,1777.108
T1,1783.372
T1,1783.995
T2,1787.898
T1,1790.486
T1,1798.975
T2,1800.321
T1,1800.662
T1,1802.073
T4,1802.939
T1,1806.818
T1,1811.337
T1,1813.597
T3,1814.579
T1,1815.426
T3,1816.482
T2,1817.434
T2,1817.772
T3,1818.283
T1,1819.523
T3,1830.714
T3,1831.985
T3,1832.926
T2,1840.583
T2,1846.095
T2,1850.817
T2,1865.783
T3,1868.565
T3,1869.925
T3,1878.898
T1,1880.54
