#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,120.0,0.0,1.581,0.247,0.247,1.145,0.229,0.134
2,1,169.0,0.604,1.055,0.133,0.133,1.906,0.263,0.185
3,2,125.0,0.671,13.977,1.281,1.281,10.5,1.084,1.095
4,1,157.0,1.605,2.004,0.238,0.238,1.159,0.169,0.179
5,1,447.0,1.63,1.085,0.116,0.116,2.129,0.17,0.192
6,2,58.0,3.387,10.82,1.318,1.318,10.801,1.035,1.062
7,2,148.0,3.745,10.266,1.235,1.235,14.321,1.449,1.198
8,2,139.0,4.088,15.104,1.072,1.072,12.48,1.044,1.161
9,2,208.0,4.38,12.258,1.246,1.246,10.675,1.2,1.067
10,2,140.0,4.506,11.367,1.262,1.262,13.303,1.388,1.078
11,2,197.0,4.554,13.194,1.165,1.165,11.107,1.194,1.123
12,2,155.0,4.925,10.512,1.034,1.034,12.94,1.289,1.073
13,1,16.0,5.671,1.501,0.167,0.167,2.632,0.203,0.145
14,2,333.0,5.879,10.947,1.487,1.487,10.236,1.008,1.021
15,2,190.0,6.34,14.26,1.417,1.417,14.502,1.003,1.155
16,2,198.0,6.935,10.959,1.112,1.112,13.224,1.226,1.183
17,2,155.0,7.605,14.681,1.291,1.291,12.338,1.01,1.088
18,2,149.0,7.69,13.112,1.263,1.263,15.134,1.228,1.058
19,1,6.0,7.83,1.864,0.209,0.209,1.643,0.22,0.111
20,2,136.0,8.134,13.274,1.402,1.402,10.42,1.376,1.064
21,2,241.0,8.317,10.448,1.047,1.047,10.78,1.218,1.066
22,2,224.0,8.96,10.39,1.226,1.226,11.783,1.369,1.011
23,1,59.0,9.102,2.293,0.254,0.254,1.226,0.176,0.112
24,1,10.0,9.61,2.093,0.146,0.146,1.691,0.253,0.125
25,2,95.0,9.818,11.131,1.226,1.226,13.916,1.326,1.163
26,1,387.0,10.035,1.147,0.114,0.114,1.906,0.252,0.193
27,2,263.0,10.138,13.244,1.275,1.275,12.652,1.265,1.156
28,2,65.0,10.586,11.516,1.317,1.317,11.131,1.017,1.068
29,2,114.0,10.797,15.072,1.458,1.458,11.66,1.425,1.179
30,2,164.0,11.607,12.614,1.1,1.1,13.832,1.158,1.0
31,2,257.0,11.697,10.312,1.036,1.036,14.375,1.235,1.114
32,2,243.0,12.367,12.562,1.309,1.309,10.801,1.374,1.031
33,2,129.0,12.549,13.49,1.003,1.003,12.916,1.35,1.148
