#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,7.0,0.0,1.22,0.196,0.196,2.26,0.125,0.105
2,2,122.0,0.205,10.216,1.201,1.201,13.534,1.312,1.061
3,2,195.0,1.088,10.941,1.202,1.202,14.159,1.238,1.161
4,2,150.0,1.094,12.915,1.159,1.159,13.784,1.49,1.151
5,2,109.0,2.339,10.395,1.071,1.071,13.31,1.419,1.079
6,1,28.0,3.001,2.057,0.228,0.228,2.123,0.18,0.183
7,2,171.0,3.72,14.961,1.262,1.262,13.242,1.286,1.16
8,2,88.0,3.967,11.841,1.044,1.044,13.97,1.058,1.096
9,2,257.0,4.055,10.426,1.164,1.164,13.898,1.155,1.122
10,1,59.0,4.918,1.779,0.253,0.253,1.221,0.209,0.198
11,2,152.0,4.957,12.56,1.275,1.275,11.996,1.396,1.136
12,2,125.0,5.008,13.538,1.014,1.014,13.548,1.419,1.029
13,2,173.0,5.058,10.337,1.495,1.495,13.92,1.057,1.115
14,2,70.0,5.715,12.83,1.022,1.022,13.891,1.096,1.125
15,1,59.0,6.141,1.877,0.156,0.156,1.047,0.252,0.2
16,2,72.0,6.909,13.49,1.235,1.235,14.734,1.358,1.154
17,1,6.0,7.129,1.238,0.224,0.224,2.487,0.154,0.102
18,2,97.0,7.749,10.126,1.411,1.411,10.933,1.434,1.131
19,2,139.0,7.908,12.341,1.076,1.076,11.206,1.394,1.195
20,2,138.0,8.198,10.675,1.011,1.011,13.393,1.141,1.131
21,1,95.0,8.402,2.457,0.176,0.176,2.66,0.156,0.1
22,2,223.0,8.435,10.39,1.273,1.273,10.796,1.413,1.132
23,2,135.0,8.638,11.78,1.141,1.141,10.757,1.317,1.165
24,2,151.0,9.126,10.427,1.452,1.452,10.276,1.454,1.059
25,1,13.0,9.824,1.625,0.232,0.232,2.438,0.2,0.125
26,1,498.0,10.918,2.33,0.262,0.262,1.993,0.108,0.141
27,2,273.0,11.053,10.332,1.01,1.01,11.148,1.365,1.174
28,2,118.0,11.083,14.73,1.437,1.437,11.325,1.214,1.13
29,2,234.0,11.581,13.9,1.068,1.068,11.173,1.071,1.02
30,2,263.0,11.682,11.104,1.487,1.487,12.35,1.27,1.145
31,2,149.0,11.828,11.618,1.041,1.041,15.042,1.265,1.176
32,2,182.0,13.14,11.216,1.263,1.263,14.825,1.038,1.175
33,1,30.0,13.763,1.029,0.201,0.201,1.329,0.225,0.162
34,1,214.0,13.857,1.495,0.262,0.262,1.141,0.11,0.144
35,2,173.0,14.02,12.506,1.098,1.098,13.878,1.174,1.072
36,1,7.0,14.122,1.786,0.237,0.237,1.131,0.245,0.184
37,2,107.0,14.247,11.966,1.335,1.335,14.307,1.202,1.111
38,1,498.0,14.764,2.289,0.143,0.143,1.356,0.192,0.141
39,2,226.0,15.193,13.368,1.262,1.262,12.299,1.209,1.156
40,2,265.0,15.818,13.394,1.442,1.442,10.053,1.438,1.019
41,1,44.0,15.859,2.617,0.109,0.109,1.707,0.167,0.153
42,1,120.0,16.066,1.356,0.125,0.125,1.863,0.264,0.168
43,1,120.0,16.138,2.457,0.266,0.266,2.004,0.24,0.146
44,2,157.0,16.775,14.399,1.106,1.106,12.48,1.166,1.12
45,2,164.0,17.381,13.685,1.402,1.402,11.269,1.356,1.092
46,1,120.0,17.542,2.65,0.18,0.18,2.33,0.149,0.192
47,2,103.0,17.584,15.001,1.118,1.118,13.534,1.333,1.195
48,1,16.0,17.862,1.464,0.147,0.147,1.774,0.155,0.135
49,1,559.0,17.904,1.211,0.19,0.19,1.66,0.114,0.177
50,1,59.0,18.04,2.182,0.119,0.119,2.422,0.139,0.183
51,1,30.0,18.133,2.47,0.16,0.16,1.673,0.263,0.189
52,2,135.0,18.3,10.762,1.133,1.133,10.701,1.035,1.06
53,1,95.0,18.483,2.327,0.146,0.146,1.613,0.133,0.137
54,1,10.0,18.88,2.285,0.16,0.16,2.493,0.223,0.185
55,1,16.0,18.952,2.354,0.125,0.125,2.069,0.188,0.131
56,2,84.0,19.115,12.551,1.06,1.06,11.284,1.271,1.17
57,1,169.0,19.253,2.569,0.175,0.175,2.066,0.127,0.13
58,1,120.0,19.479,1.382,0.265,0.265,2.129,0.207,0.126
59,1,28.0,19.778,2.474,0.133,0.133,2.535,0.17,0.154
60,2,154.0,19.828,14.549,1.198,1.198,13.326,1.209,1.097
61,1,103.0,19.857,1.483,0.137,0.137,1.072,0.141,0.172
62,2,128.0,20.229,10.629,1.302,1.302,12.489,1.118,1.005
