#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,103.0,0.0,2.174,0.227,0.227,2.353,0.176,0.178
2,2,145.0,0.339,11.817,1.124,1.124,12.78,1.376,1.075
3,1,13.0,0.372,2.505,0.102,0.102,2.365,0.247,0.194
4,2,158.0,0.391,14.375,1.139,1.139,13.393,1.468,1.152
5,2,132.0,0.706,11.312,1.017,1.017,12.214,1.468,1.187
6,2,88.0,2.149,12.609,1.409,1.409,11.805,1.334,1.048
7,2,190.0,2.64,11.252,1.229,1.229,14.007,1.06,1.027
8,2,109.0,2.755,14.249,1.165,1.165,14.324,1.104,1.103
9,2,184.0,3.071,13.441,1.273,1.273,13.796,1.132,1.047
10,1,13.0,3.735,2.545,0.234,0.234,1.273,0.105,0.102
11,2,39.0,4.287,12.692,1.248,1.248,12.314,1.335,1.182
12,2,181.0,4.646,10.702,1.258,1.258,10.39,1.045,1.076
13,1,49.0,4.726,2.008,0.244,0.244,1.736,0.12,0.172
14,1,95.0,4.805,2.268,0.12,0.12,1.211,0.236,0.186
15,1,7.0,4.847,2.148,0.248,0.248,2.531,0.216,0.189
16,1,44.0,5.297,1.792,0.262,0.262,1.248,0.154,0.183
17,2,270.0,5.407,12.669,1.471,1.471,13.97,1.469,1.126
18,2,157.0,5.483,11.758,1.116,1.116,10.78,1.468,1.145
19,2,189.0,5.823,15.198,1.039,1.039,13.457,1.032,1.145
20,2,234.0,5.903,13.148,1.066,1.066,14.5,1.166,1.119
21,2,126.0,6.066,11.572,1.221,1.221,15.002,1.003,1.091
22,1,49.0,6.259,2.628,0.137,0.137,1.876,0.115,0.184
23,2,266.0,6.785,11.828,1.294,1.294,12.032,1.14,1.046
24,2,68.0,6.947,11.496,1.375,1.375,13.426,1.293,1.097
25,2,123.0,6.999,11.516,1.427,1.427,12.795,1.292,1.085
26,2,185.0,7.127,10.944,1.033,1.033,11.271,1.495,1.099
27,2,185.0,7.245,11.939,1.251,1.251,10.866,1.244,1.176
28,1,126.0,7.256,1.953,0.135,0.135,1.007,0.132,0.173
29,2,109.0,8.009,11.803,1.385,1.385,14.629,1.192,1.144
30,2,136.0,8.816,14.144,1.008,1.008,13.394,1.426,1.027
31,2,134.0,8.828,11.021,1.271,1.271,12.417,1.065,1.1
32,2,130.0,9.89,12.517,1.034,1.034,11.131,1.244,1.142
33,1,157.0,11.179,1.357,0.146,0.146,1.689,0.256,0.146
