#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,13.0,0.0,1.407,0.221,0.221,1.982,0.267,0.162
2,2,120.0,0.121,11.451,1.156,1.156,14.19,1.235,1.066
3,1,13.0,0.175,1.171,0.268,0.268,1.746,0.263,0.159
4,2,185.0,0.212,12.415,1.185,1.185,12.803,1.298,1.027
5,2,227.0,0.377,14.906,1.058,1.058,13.685,1.296,1.096
6,2,59.0,0.64,11.027,1.066,1.066,12.02,1.059,1.038
7,2,89.0,0.683,14.78,1.33,1.33,11.41,1.122,1.095
8,2,201.0,1.639,10.242,1.235,1.235,13.024,1.497,1.059
9,2,220.0,1.814,13.188,1.077,1.077,11.173,1.238,1.175
10,1,13.0,3.422,1.763,0.16,0.16,1.29,0.134,0.192
11,2,120.0,3.841,14.166,1.166,1.166,11.309,1.269,1.007
12,2,164.0,4.001,13.967,1.329,1.329,13.883,1.024,1.132
13,2,269.0,4.961,10.939,1.374,1.374,12.379,1.348,1.18
14,1,30.0,5.074,1.086,0.213,0.213,1.437,0.188,0.18
15,1,169.0,5.564,2.5,0.268,0.268,1.148,0.125,0.116
16,2,40.0,5.966,10.377,1.111,1.111,10.151,1.417,1.108
17,2,127.0,6.223,12.092,1.413,1.413,10.702,1.366,1.107
18,1,157.0,7.482,1.226,0.127,0.127,1.177,0.168,0.118
19,2,192.0,7.508,13.459,1.181,1.181,11.803,1.192,1.042
20,1,10.0,7.513,2.572,0.254,0.254,1.932,0.149,0.134
21,2,146.0,8.222,14.922,1.136,1.136,13.576,1.407,1.079
22,2,116.0,8.766,13.871,1.405,1.405,11.131,1.43,1.007
23,1,59.0,8.99,1.835,0.226,0.226,2.246,0.171,0.137
24,2,110.0,8.991,10.753,1.069,1.069,13.601,1.372,1.041
25,2,185.0,9.073,12.551,1.201,1.201,14.301,1.39,1.161
26,2,184.0,9.1,11.027,1.07,1.07,14.541,1.023,1.002
27,2,165.0,9.183,15.103,1.495,1.495,14.851,1.359,1.056
28,2,146.0,10.102,10.702,1.401,1.401,10.974,1.328,1.032
29,2,123.0,10.451,13.337,1.392,1.392,11.148,1.196,1.073
30,2,81.0,10.468,14.324,1.099,1.099,12.016,1.296,1.049
31,1,387.0,11.099,1.49,0.172,0.172,2.29,0.18,0.141
32,1,447.0,12.017,1.029,0.159,0.159,1.411,0.175,0.126
33,2,205.0,12.048,15.104,1.295,1.295,14.196,1.385,1.0
34,1,30.0,12.439,2.347,0.181,0.181,1.087,0.166,0.18
35,2,50.0,12.639,11.528,1.351,1.351,10.974,1.43,1.002
36,2,69.0,13.167,12.643,1.209,1.209,14.144,1.285,1.076
37,1,44.0,13.297,2.289,0.198,0.198,2.33,0.131,0.159
38,2,214.0,13.456,11.116,1.466,1.466,11.271,1.367,1.163
39,2,145.0,15.042,13.38,1.312,1.312,14.265,1.005,1.192
40,2,129.0,15.52,13.024,1.426,1.426,12.92,1.394,1.181
41,1,7.0,15.534,1.822,0.141,0.141,1.426,0.149,0.194
42,2,251.0,15.729,10.926,1.29,1.29,13.551,1.042,1.113
43,1,120.0,16.022,1.526,0.231,0.231,1.736,0.12,0.147
44,1,49.0,16.174,1.356,0.178,0.178,2.469,0.269,0.138
45,2,84.0,16.263,10.464,1.111,1.111,11.544,1.205,1.1
46,2,149.0,16.304,14.633,1.097,1.097,14.672,1.461,1.157
47,2,105.0,16.985,11.523,1.337,1.337,13.858,1.069,1.077
48,1,16.0,17.072,1.974,0.195,0.195,1.317,0.187,0.152
49,1,44.0,17.28,1.912,0.223,0.223,2.681,0.116,0.108
