task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,0.095,2.633,1.516,3.95,0.916,2.496,1.889,4.645,0.966
2,0.123,2.058,1.556,4.997,0.999,2.386,1.541,4.578,1.006
2,0.232,2.568,2.051,4.338,0.766,2.128,1.888,3.954,0.827
2,0.573,2.433,1.904,4.137,0.76,2.514,1.723,4.729,0.735
2,0.952,2.243,1.776,3.93,0.854,1.92,1.708,3.785,1.01
2,1.052,2.151,1.554,3.733,0.864,2.301,2.084,4.338,0.998
1,1.644,2.384,1.552,4.675,0.822,1.912,1.821,4.955,0.804
2,2.47,2.295,1.935,4.111,0.736,2.052,2.005,4.37,0.812
1,2.593,2.484,1.418,4.234,0.837,2.388,1.562,4.905,0.715
2,2.764,2.455,1.935,3.652,0.749,2.277,2.056,4.394,0.83
2,2.964,2.622,2.126,4.087,1.007,2.302,1.656,3.97,1.006
2,3.484,2.23,1.738,4.66,0.773,2.019,2.057,4.05,0.833
1,3.651,1.982,1.744,3.696,0.675,2.049,1.523,3.832,0.831
2,3.773,2.039,1.52,4.44,0.962,2.408,1.825,4.364,0.893
2,3.81,2.341,1.684,4.174,0.847,2.209,1.987,5.069,0.91
2,4.093,2.462,2.133,3.776,0.737,2.176,1.53,4.15,0.796
2,4.187,1.926,1.966,4.37,0.859,2.261,2.022,4.99,0.91
1,4.206,2.593,1.825,3.776,0.802,2.471,1.516,4.165,0.729
2,4.522,2.114,2.054,3.706,0.869,2.622,1.818,4.359,0.802
2,5.092,1.918,1.705,4.944,0.72,2.35,1.839,4.21,0.963
2,5.621,2.459,1.554,4.713,0.967,2.155,1.844,3.649,0.751
1,6.086,2.581,1.825,5.06,0.66,2.142,1.776,4.96,0.746
2,7.068,2.187,1.626,3.75,0.839,2.056,1.613,4.652,0.84
2,9.513,2.046,1.985,4.265,0.789,1.883,1.912,4.884,0.831
2,10.319,1.883,1.953,4.51,0.752,1.918,1.985,4.327,0.766
1,10.49,2.14,1.9,4.62,0.843,1.868,1.58,4.104,0.785
2,11.042,2.38,1.578,4.656,0.882,2.397,1.688,3.793,0.957
1,12.616,2.591,1.652,3.929,0.842,1.9,1.73,4.783,0.698
2,13.99,2.547,1.705,4.972,0.982,2.316,2.122,3.776,0.89
2,14.381,2.104,2.127,4.144,0.838,2.182,1.655,3.649,0.899
2,14.573,2.332,1.946,4.851,0.752,2.019,1.627,3.776,0.807
2,15.134,2.316,1.942,4.978,0.73,1.878,1.907,3.761,0.884
2,15.201,2.422,1.793,4.928,0.8,2.629,1.673,5.088,0.885
2,15.756,2.016,1.667,4.797,0.965,2.333,1.553,3.804,0.861
2,15.871,2.065,1.563,4.66,0.844,2.197,1.734,4.887,0.804
1,16.106,2.525,1.464,4.347,0.682,2.381,1.639,3.993,0.633
2,16.153,2.138,1.596,4.578,0.819,1.938,1.705,4.739,0.913
2,16.669,2.141,1.801,4.24,1.006,1.871,2.011,4.007,0.746
2,16.706,2.49,1.931,4.213,0.949,2.43,1.578,4.269,0.802
2,16.91,2.222,1.72,3.744,0.732,2.265,1.655,4.107,0.913
2,17.832,2.136,2.107,4.029,0.982,1.948,1.979,4.739,0.83
2,17.872,2.455,2.006,4.287,0.766,2.062,1.736,4.884,0.76
2,18.13,2.256,1.722,5.05,0.801,1.88,2.073,5.116,0.729
2,18.741,2.571,1.519,5.063,0.907,2.494,1.776,4.014,0.868
2,19.059,2.138,1.92,4.715,0.995,2.488,2.028,3.708,0.863
1,19.105,2.59,1.836,3.773,0.636,2.227,1.804,4.969,0.809
2,19.199,2.074,1.656,4.999,0.77,2.527,1.633,4.057,0.953
2,19.534,2.333,1.54,4.679,0.751,1.969,2.051,3.63,0.924
1,19.648,2.286,1.522,4.625,0.624,1.997,1.984,3.995,0.664
1,19.769,2.226,1.774,4.851,0.83,1.891,1.44,4.386,0.674
2,20.25,2.503,1.764,4.66,0.844,2.633,1.671,4.79,0.98
2,20.764,1.912,1.949,4.97,0.885,2.509,1.854,3.964,0.985
2,21.897,2.329,2.098,5.005,0.763,2.194,1.548,3.992,0.959
2,22.151,2.305,1.681,3.978,1.004,1.959,1.656,4.685,0.739
1,23.323,2.177,1.76,4.977,0.689,2.382,1.914,5.05,0.666
1,24.552,1.94,1.61,4.816,0.73,2.333,1.74,4.325,0.766
2,26.278,2.304,1.609,4.418,0.738,2.443,1.88,4.686,0.79
1,26.493,2.429,1.69,4.688,0.835,2.399,1.728,4.379,0.806
1,26.686,2.207,1.976,4.442,0.634,2.22,1.762,4.895,0.676
2,26.733,2.099,2.007,4.809,0.74,2.492,1.819,4.059,0.972
1,27.476,1.996,1.423,3.727,0.647,2.215,1.931,4.703,0.707
1,28.19,2.07,1.699,4.782,0.742,2.395,1.543,4.597,0.717
1,28.647,1.861,1.545,4.199,0.736,2.476,1.911,4.25,0.695
2,28.786,1.937,1.665,4.58,0.77,2.316,1.545,4.097,0.935
1,28.794,2.264,1.774,4.967,0.819,2.131,1.892,4.79,0.825
2,28.812,2.597,1.834,4.23,0.722,2.628,1.612,5.021,0.733
2,29.366,2.269,1.908,3.859,0.844,2.525,1.736,4.317,0.868
2,29.71,2.513,1.578,4.229,0.997,1.893,1.565,4.174,0.759
2,29.887,2.163,1.614,4.446,0.884,2.094,1.892,3.893,0.862
2,30.187,2.035,1.903,3.939,0.829,2.135,1.587,3.785,0.923
2,30.224,2.311,2.057,3.642,0.792,2.427,1.512,4.245,0.72
2,30.289,2.247,1.625,4.087,0.756,1.943,1.951,4.83,0.958
1,30.348,2.452,1.673,4.031,0.826,1.955,1.419,4.841,0.823
1,31.209,1.878,1.528,4.38,0.853,2.086,1.672,4.219,0.802
1,31.261,2.474,1.687,4.219,0.805,2.43,1.623,4.759,0.688
2,31.374,2.151,1.991,5.035,0.96,2.631,1.92,3.827,0.787
1,32.177,2.257,1.582,4.235,0.814,2.162,1.779,5.018,0.778
1,32.304,1.878,1.72,3.76,0.851,2.235,1.854,4.29,0.632
2,32.544,1.918,1.56,3.639,0.964,1.99,1.618,3.64,1.012
2,33.491,2.562,1.651,4.902,0.955,1.897,2.06,4.816,0.745
2,34.023,2.228,2.126,4.055,0.856,2.617,1.918,5.084,0.849
1,34.746,2.326,1.75,4.242,0.836,2.334,1.518,3.763,0.703
1,34.925,2.565,1.442,5.078,0.815,2.557,1.618,3.773,0.625
2,35.033,2.118,1.615,4.769,0.839,2.335,1.563,3.79,1.007
2,35.078,2.302,2.058,3.826,0.914,2.226,1.918,3.628,0.863
2,35.135,2.428,2.053,3.948,0.928,2.272,1.633,5.1,0.719
