task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.008,5.15,10.25,102.37,154.67,1.12,4.68,94.78,5.59,5.8,10.99,98.98,159.23,1.13,5.36,103.93,4.84
T2,0.013,4.64,11.31,107.83,152.7,1.08,4.92,101.31,5.22,5.06,11.04,96.62,149.6,1.0,4.94,113.72,5.7
T3,0.033,5.45,10.64,107.19,169.58,1.01,4.82,100.42,5.29,5.47,9.6,104.38,173.42,1.12,5.3,96.58,5.17
T9,0.042,5.05,11.09,106.51,153.1,1.16,5.1,96.32,5.3,5.9,10.54,95.35,168.52,1.18,5.17,106.54,5.46
T1,0.068,5.74,10.41,99.73,148.69,1.02,5.79,98.08,4.72,5.9,10.12,100.14,146.77,1.03,5.74,99.93,4.69
T6,0.07,5.16,10.37,112.33,155.66,1.16,5.54,103.08,4.88,5.61,9.88,97.64,160.54,1.18,5.22,101.58,5.27
T3,0.077,5.1,10.61,110.94,154.5,1.09,5.47,101.36,5.55,5.64,10.36,109.29,161.1,1.02,5.24,102.76,5.18
T7,0.112,5.38,10.38,116.23,141.59,0.96,4.91,110.28,5.54,4.97,10.77,113.22,139.42,0.96,4.82,111.33,5.48
T8,0.117,5.44,11.65,100.91,167.75,1.1,5.48,108.33,5.48,5.04,10.82,98.81,156.32,1.0,4.85,110.51,5.54
T5,0.128,5.34,10.43,104.43,167.81,1.18,5.21,107.08,5.07,5.21,9.36,94.72,171.38,1.12,5.2,98.8,5.16
T7,0.131,5.82,10.51,115.46,148.2,1.06,5.19,97.74,5.36,5.54,10.95,114.07,145.33,1.06,5.0,113.29,5.06
T2,0.134,4.9,10.27,94.92,148.18,1.11,5.53,105.09,5.17,4.81,10.39,108.35,154.12,1.06,5.55,114.46,5.1
T2,0.142,4.79,10.63,111.28,152.7,1.1,4.84,111.44,5.56,5.18,11.17,100.53,161.27,1.02,5.03,114.66,5.16
T5,0.145,5.06,9.86,98.79,162.49,1.13,5.09,103.65,4.72,4.81,10.49,106.62,169.88,1.07,5.68,96.56,4.91
T6,0.148,5.74,11.02,112.12,161.63,1.14,5.2,107.44,5.23,5.48,9.69,108.23,152.46,1.03,5.3,97.31,5.05
T1,0.157,5.7,10.48,97.06,161.52,1.04,4.99,110.8,5.15,5.03,11.02,101.11,161.36,1.08,5.39,105.68,5.23
T2,0.159,4.77,11.03,99.21,163.12,1.1,5.63,106.78,5.61,5.05,11.57,98.59,159.37,1.17,5.23,110.11,4.98
T6,0.18,5.38,10.38,97.18,142.84,1.08,4.7,96.94,5.04,5.12,9.8,108.18,141.29,1.18,5.09,107.94,5.09
T10,0.191,5.68,10.23,103.49,160.06,0.95,5.31,100.82,5.83,5.46,10.84,103.18,167.78,1.04,5.2,102.74,5.63
T5,0.204,5.17,10.68,101.45,148.43,1.13,5.19,95.57,5.14,5.66,9.63,94.72,168.9,1.03,5.33,108.55,5.51
T5,0.215,4.89,10.36,105.87,151.36,1.05,5.74,100.58,4.88,5.29,9.86,97.49,151.4,1.11,5.68,98.96,5.29
T4,0.243,5.21,10.52,101.56,167.78,0.99,5.12,101.99,5.03,4.79,10.56,107.13,150.41,1.06,5.5,98.34,5.0
T1,0.248,5.74,11.07,100.14,161.48,0.96,5.2,103.54,5.32,5.56,9.72,111.26,152.5,1.08,5.57,94.93,4.69
T10,0.256,5.19,10.22,116.83,150.76,1.01,5.01,99.25,5.45,5.36,10.09,100.1,166.38,0.96,5.86,102.0,5.59
T1,0.264,5.71,9.69,111.83,169.24,1.02,5.28,110.61,4.63,5.66,9.52,110.59,169.43,0.98,5.81,108.85,5.05
