task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.076,1.08,103.64,10.7,10.42,1.07,0.93,106.69,0.99,1.11,92.59,10.94,10.76,0.98,1.06,111.4,1.11
T2,0.143,1.14,96.58,10.73,9.66,1.09,1.05,101.52,0.98,1.06,100.22,10.17,10.0,1.06,0.93,108.17,0.94
T2,0.208,1.04,105.64,10.1,10.83,1.16,1.05,108.59,1.01,1.13,97.3,11.14,9.71,1.06,0.99,103.32,1.0
T2,0.213,1.02,98.84,10.86,10.51,1.0,0.94,117.62,1.09,1.18,92.82,10.0,10.62,1.12,1.02,108.38,0.96
T1,0.852,1.02,104.67,11.04,10.73,0.99,1.03,101.87,0.99,1.03,107.24,11.27,10.99,1.12,1.14,93.92,1.01
T2,0.933,1.1,95.06,10.64,9.97,1.08,0.99,112.99,1.09,1.1,100.03,10.2,9.8,1.0,1.01,104.79,1.02
T3,1.691,1.07,99.59,11.12,11.19,1.02,1.17,106.13,1.03,0.97,105.54,11.15,11.51,1.11,1.16,96.17,1.0
T1,2.27,1.14,107.32,11.32,10.23,1.12,1.04,108.53,0.97,1.04,100.44,10.29,10.71,1.12,1.0,106.13,1.06
T3,2.862,0.98,111.34,10.63,10.43,1.06,1.1,101.38,1.0,1.07,104.61,11.39,9.98,0.95,1.02,98.14,0.99
T1,3.108,1.12,106.09,10.76,9.7,1.08,0.97,93.77,1.04,1.0,108.78,10.14,10.56,1.06,1.05,104.18,1.11
T2,3.424,1.14,96.42,10.5,9.91,1.06,0.95,103.52,1.05,1.02,108.94,10.47,10.12,1.11,1.03,99.64,0.96
T4,3.626,1.03,103.06,11.6,11.41,1.02,1.09,115.4,1.11,1.02,94.52,11.67,10.16,1.0,1.08,104.13,0.96
T4,3.743,1.1,106.05,11.47,11.07,1.03,1.12,110.42,1.07,1.01,93.98,11.54,10.54,0.93,1.08,100.92,0.94
T1,3.845,1.02,112.01,10.49,9.83,1.03,0.96,104.86,0.96,1.03,103.06,10.24,11.09,1.12,0.98,109.59,0.98
T3,3.965,1.08,99.04,11.57,9.85,1.03,1.07,107.5,1.0,1.1,108.6,11.6,11.23,1.05,1.03,101.64,0.93
T3,4.423,1.1,108.4,9.87,11.34,0.98,1.08,100.61,0.96,0.99,108.72,9.97,10.46,1.05,1.09,100.63,0.94
T2,4.899,1.16,106.74,10.49,9.86,1.06,0.98,101.25,1.02,1.08,98.69,11.18,11.41,1.02,0.98,106.09,1.01
T3,5.492,1.06,101.52,11.53,11.47,1.01,1.03,91.81,1.1,0.99,108.98,10.58,9.76,1.04,1.15,107.29,1.06
T2,6.084,1.12,105.75,10.64,10.18,1.16,0.92,112.54,1.11,1.08,98.83,10.08,10.18,1.12,0.98,109.16,1.01
T4,6.085,1.12,103.1,10.87,10.74,1.06,0.96,109.33,0.96,1.01,105.97,9.99,11.04,1.1,1.08,103.66,1.04
T1,6.333,1.15,100.68,11.38,10.21,1.01,1.01,95.74,0.98,1.02,110.16,11.67,10.49,1.05,1.11,93.52,1.08
T1,6.564,1.01,98.93,10.92,9.79,1.12,1.02,96.42,1.0,1.03,100.44,11.5,10.64,1.0,0.97,106.18,1.11
T3,7.46,0.94,103.39,10.33,11.03,0.99,1.02,107.15,1.1,1.0,108.79,10.37,11.27,0.97,1.01,107.04,0.99
T3,7.465,1.08,110.63,10.62,9.74,1.01,1.0,96.76,0.95,1.08,113.31,10.21,10.41,0.98,1.15,107.62,0.96
T3,7.647,1.07,109.74,11.31,11.52,0.95,1.14,107.42,0.98,1.03,99.59,10.53,10.83,0.98,1.11,91.93,1.06
T3,7.941,1.07,108.1,11.46,9.79,0.94,1.18,99.17,1.1,1.01,97.06,10.38,11.56,1.0,1.15,101.72,0.97
T4,8.168,1.0,107.26,10.27,9.79,1.03,1.13,107.73,0.99,1.06,96.52,11.54,11.27,1.03,1.12,103.74,0.96
T3,8.196,1.03,108.77,10.55,10.74,0.96,1.13,106.14,0.95,0.95,102.35,11.11,10.58,0.97,1.0,104.36,1.09
T3,8.308,1.03,97.77,10.25,9.9,1.08,1.0,106.66,0.99,1.04,110.53,11.01,11.52,0.99,1.03,107.83,0.98
T2,9.19,1.07,102.13,10.23,10.5,1.02,1.08,111.54,1.07,1.07,101.85,11.25,9.85,1.05,0.98,106.7,0.98
T3,9.303,1.01,99.38,10.86,9.99,1.0,1.0,97.37,0.96,1.04,102.09,11.69,10.29,1.09,1.04,94.22,0.99
T2,9.798,1.05,101.76,9.85,10.71,1.14,1.06,107.63,1.09,1.05,101.34,11.38,11.17,1.0,0.96,106.95,1.01
T2,9.828,1.12,98.68,10.76,10.55,1.07,1.07,111.87,1.02,1.18,94.12,9.86,10.95,0.98,1.03,101.4,1.08
T3,10.347,1.1,113.92,10.87,11.41,1.07,1.08,108.08,0.93,0.95,101.1,10.61,11.36,0.96,1.07,95.46,1.05
T3,10.454,1.06,99.22,10.22,10.23,1.07,1.18,97.24,1.07,1.04,102.11,11.55,9.83,1.04,1.17,101.36,0.99
T2,10.529,1.1,107.79,10.41,10.16,1.01,0.95,115.3,1.01,1.02,109.06,9.67,10.42,1.01,1.03,101.1,1.01
T2,10.653,1.07,106.59,11.06,11.38,1.07,1.05,108.65,1.05,1.07,99.97,10.28,10.64,1.03,0.94,107.91,1.08
T3,11.135,0.99,103.88,11.46,10.73,0.96,1.03,102.6,1.0,1.02,112.88,10.96,10.07,1.1,1.13,106.18,1.07
T2,11.273,1.1,107.13,9.85,9.71,1.05,0.96,108.65,1.11,1.09,107.73,10.43,10.68,1.04,0.96,100.98,0.94
T1,11.333,1.08,104.75,10.19,10.79,0.95,1.08,102.32,1.09,1.0,96.66,11.26,9.55,1.06,1.11,104.75,0.96
T3,11.621,1.04,111.06,11.23,10.77,0.98,1.16,106.49,0.95,0.99,101.7,10.12,10.01,1.11,1.04,99.65,1.04
T1,11.844,1.03,97.38,9.9,9.95,1.13,1.03,102.62,1.08,1.09,112.47,11.01,9.56,0.98,1.05,100.15,1.11
T2,11.895,1.14,107.07,10.74,11.3,0.99,1.07,105.56,0.99,1.16,94.15,11.13,10.09,1.04,1.01,100.11,0.95
T4,11.898,1.11,109.25,10.04,10.64,1.0,1.06,110.05,0.94,1.0,100.99,11.16,9.68,1.08,1.1,102.6,1.08
T2,12.148,1.07,96.92,10.63,10.52,1.03,0.95,106.89,1.1,1.14,107.59,11.24,10.62,1.04,1.02,116.5,1.03
T4,12.763,1.02,100.89,10.98,10.59,0.94,1.12,114.76,1.09,0.99,98.58,11.6,11.22,0.97,1.08,105.41,0.98
T2,13.509,1.08,106.94,9.71,11.28,0.99,0.99,116.23,1.07,1.14,95.19,11.17,10.04,1.02,1.08,116.07,0.96
T3,13.645,1.03,100.71,11.23,11.57,1.03,1.02,99.22,1.08,1.01,107.97,10.63,10.14,1.12,1.05,101.93,0.94
T1,15.693,1.04,97.91,10.47,10.67,1.06,1.03,98.68,1.08,0.99,107.12,11.68,9.61,0.98,1.06,101.25,1.09
T1,15.958,1.06,106.16,11.12,10.62,1.12,1.08,93.38,1.1,1.12,110.44,11.08,11.13,1.1,1.07,95.42,1.11
T2,16.324,1.13,99.14,10.65,10.47,1.06,0.99,100.8,0.95,1.0,108.34,10.4,10.35,1.04,0.99,115.52,1.02
T1,16.742,1.14,101.3,11.67,9.7,1.01,1.02,100.67,0.97,1.1,101.12,10.59,10.26,0.98,1.01,100.59,1.0
T3,17.058,1.1,104.02,11.0,10.54,1.08,1.03,103.98,0.99,0.96,112.01,11.53,10.49,1.1,1.03,104.2,1.0
T2,17.974,1.02,103.34,10.02,11.15,1.08,0.98,106.82,1.11,1.08,107.73,10.07,10.16,1.1,0.99,111.4,1.05
T2,18.337,1.04,106.88,9.66,9.95,1.01,1.08,115.03,1.05,1.12,92.69,11.24,9.77,1.02,1.06,104.92,0.98
T3,18.353,1.0,105.94,11.69,11.53,1.05,1.09,104.69,1.06,0.95,96.55,10.47,11.16,1.05,1.09,91.5,1.03
T1,18.769,1.03,95.5,11.62,9.89,1.02,0.98,100.22,1.06,1.12,106.26,10.18,10.72,1.05,1.03,104.46,0.96
T4,19.66,1.09,105.44,10.67,10.19,0.99,1.0,103.6,0.95,0.98,101.72,11.0,9.73,1.02,1.05,102.02,0.95
T3,19.718,0.98,111.23,11.05,9.8,1.05,1.17,94.31,1.0,1.1,97.38,11.23,10.86,1.06,1.11,98.89,0.96
T3,20.522,1.0,106.17,10.53,10.43,1.1,1.04,93.45,1.04,1.06,105.65,11.21,11.44,0.97,1.05,105.62,0.94
T1,20.686,1.08,104.03,10.99,10.84,1.0,1.07,98.94,1.02,1.07,96.29,11.22,9.77,1.05,0.99,108.68,1.01
T4,20.693,0.99,96.22,11.57,9.75,1.06,1.02,107.97,0.98,1.07,98.5,11.64,10.18,1.1,0.98,104.69,1.03
T4,20.839,1.05,107.05,9.92,10.88,0.98,1.11,112.94,0.97,0.98,99.62,10.65,10.31,0.95,1.03,99.47,0.94
T2,21.249,1.03,98.6,10.7,10.56,1.04,0.97,108.24,1.1,1.07,93.98,11.13,10.74,1.11,0.98,110.37,1.11
