task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,0.412,2.0,5.0,5.0,2.0,5.0,5.0
T2,5.631,7.0,15.0,15.0,7.0,15.0,15.0
T3,8.471,2.0,5.0,5.0,2.0,5.0,5.0
T1,23.499,5.0,10.0,10.0,5.0,10.0,10.0
T4,26.046,1.0,2.0,2.0,1.0,2.0,2.0
T1,29.095,5.0,10.0,10.0,5.0,10.0,10.0
T3,30.927,2.0,5.0,5.0,2.0,5.0,5.0
T3,37.288,2.0,5.0,5.0,2.0,5.0,5.0
T1,38.814,5.0,10.0,10.0,5.0,10.0,10.0
T2,41.753,7.0,15.0,15.0,7.0,15.0,15.0
T4,44.693,1.0,2.0,2.0,1.0,2.0,2.0
T3,49.265,2.0,5.0,5.0,2.0,5.0,5.0
T4,51.328,1.0,2.0,2.0,1.0,2.0,2.0
T3,53.39,2.0,5.0,5.0,2.0,5.0,5.0
T2,57.554,7.0,15.0,15.0,7.0,15.0,15.0
T4,59.149,1.0,2.0,2.0,1.0,2.0,2.0
T4,59.153,1.0,2.0,2.0,1.0,2.0,2.0
T3,62.782,2.0,5.0,5.0,2.0,5.0,5.0
T3,65.89,2.0,5.0,5.0,2.0,5.0,5.0
T2,68.509,7.0,15.0,15.0,7.0,15.0,15.0
T3,69.188,2.0,5.0,5.0,2.0,5.0,5.0
T2,70.544,7.0,15.0,15.0,7.0,15.0,15.0
T2,72.58,7.0,15.0,15.0,7.0,15.0,15.0
T2,73.298,7.0,15.0,15.0,7.0,15.0,15.0
T1,76.204,5.0,10.0,10.0,5.0,10.0,10.0
T4,82.439,1.0,2.0,2.0,1.0,2.0,2.0
T4,87.67,1.0,2.0,2.0,1.0,2.0,2.0
T1,92.216,5.0,10.0,10.0,5.0,10.0,10.0
T4,95.674,1.0,2.0,2.0,1.0,2.0,2.0
T2,97.432,7.0,15.0,15.0,7.0,15.0,15.0
T4,102.659,1.0,2.0,2.0,1.0,2.0,2.0
T3,105.996,2.0,5.0,5.0,2.0,5.0,5.0
T2,108.461,7.0,15.0,15.0,7.0,15.0,15.0
T1,112.543,5.0,10.0,10.0,5.0,10.0,10.0
T1,113.822,5.0,10.0,10.0,5.0,10.0,10.0
T3,118.452,2.0,5.0,5.0,2.0,5.0,5.0
T3,118.668,2.0,5.0,5.0,2.0,5.0,5.0
T2,123.236,7.0,15.0,15.0,7.0,15.0,15.0
T2,123.486,7.0,15.0,15.0,7.0,15.0,15.0
T4,136.14,1.0,2.0,2.0,1.0,2.0,2.0
T1,145.477,5.0,10.0,10.0,5.0,10.0,10.0
T4,151.316,1.0,2.0,2.0,1.0,2.0,2.0
T1,156.749,5.0,10.0,10.0,5.0,10.0,10.0
T2,165.529,7.0,15.0,15.0,7.0,15.0,15.0
T1,167.641,5.0,10.0,10.0,5.0,10.0,10.0
T1,168.796,5.0,10.0,10.0,5.0,10.0,10.0
T4,173.333,1.0,2.0,2.0,1.0,2.0,2.0
T1,173.877,5.0,10.0,10.0,5.0,10.0,10.0
T4,177.469,1.0,2.0,2.0,1.0,2.0,2.0
T3,185.309,2.0,5.0,5.0,2.0,5.0,5.0
T1,186.921,5.0,10.0,10.0,5.0,10.0,10.0
T2,186.966,7.0,15.0,15.0,7.0,15.0,15.0
T2,189.83,7.0,15.0,15.0,7.0,15.0,15.0
T2,192.238,7.0,15.0,15.0,7.0,15.0,15.0
T1,193.915,5.0,10.0,10.0,5.0,10.0,10.0
T2,194.67,7.0,15.0,15.0,7.0,15.0,15.0
T2,199.023,7.0,15.0,15.0,7.0,15.0,15.0
T4,199.108,1.0,2.0,2.0,1.0,2.0,2.0
T3,201.254,2.0,5.0,5.0,2.0,5.0,5.0
T1,203.537,5.0,10.0,10.0,5.0,10.0,10.0
T4,206.226,1.0,2.0,2.0,1.0,2.0,2.0
T2,207.95,7.0,15.0,15.0,7.0,15.0,15.0
T4,210.324,1.0,2.0,2.0,1.0,2.0,2.0
T2,214.736,7.0,15.0,15.0,7.0,15.0,15.0
T4,216.521,1.0,2.0,2.0,1.0,2.0,2.0
T3,216.613,2.0,5.0,5.0,2.0,5.0,5.0
T1,218.134,5.0,10.0,10.0,5.0,10.0,10.0
T2,218.867,7.0,15.0,15.0,7.0,15.0,15.0
T3,222.955,2.0,5.0,5.0,2.0,5.0,5.0
T3,225.689,2.0,5.0,5.0,2.0,5.0,5.0
T1,228.816,5.0,10.0,10.0,5.0,10.0,10.0
T1,229.43,5.0,10.0,10.0,5.0,10.0,10.0
T2,230.223,7.0,15.0,15.0,7.0,15.0,15.0
T2,232.026,7.0,15.0,15.0,7.0,15.0,15.0
T4,235.792,1.0,2.0,2.0,1.0,2.0,2.0
T2,236.172,7.0,15.0,15.0,7.0,15.0,15.0
T1,239.331,5.0,10.0,10.0,5.0,10.0,10.0
T2,241.648,7.0,15.0,15.0,7.0,15.0,15.0
T2,248.955,7.0,15.0,15.0,7.0,15.0,15.0
T1,256.779,5.0,10.0,10.0,5.0,10.0,10.0
T4,259.034,1.0,2.0,2.0,1.0,2.0,2.0
T3,264.964,2.0,5.0,5.0,2.0,5.0,5.0
T2,267.41,7.0,15.0,15.0,7.0,15.0,15.0
T3,268.014,2.0,5.0,5.0,2.0,5.0,5.0
T3,268.602,2.0,5.0,5.0,2.0,5.0,5.0
T2,270.083,7.0,15.0,15.0,7.0,15.0,15.0
T4,274.142,1.0,2.0,2.0,1.0,2.0,2.0
T2,278.747,7.0,15.0,15.0,7.0,15.0,15.0
T1,285.796,5.0,10.0,10.0,5.0,10.0,10.0
