task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T4,2.996,1.0,2.0,2.0,1.0,2.0,2.0
T4,6.31,1.0,2.0,2.0,1.0,2.0,2.0
T3,7.458,2.0,5.0,5.0,2.0,5.0,5.0
T3,10.32,2.0,5.0,5.0,2.0,5.0,5.0
T3,14.738,2.0,5.0,5.0,2.0,5.0,5.0
T4,15.925,1.0,2.0,2.0,1.0,2.0,2.0
T2,17.915,7.0,15.0,15.0,7.0,15.0,15.0
T3,26.64,2.0,5.0,5.0,2.0,5.0,5.0
T4,27.028,1.0,2.0,2.0,1.0,2.0,2.0
T3,27.509,2.0,5.0,5.0,2.0,5.0,5.0
T2,30.757,7.0,15.0,15.0,7.0,15.0,15.0
T3,31.939,2.0,5.0,5.0,2.0,5.0,5.0
T3,36.179,2.0,5.0,5.0,2.0,5.0,5.0
T2,38.621,7.0,15.0,15.0,7.0,15.0,15.0
T2,39.391,7.0,15.0,15.0,7.0,15.0,15.0
T4,40.442,1.0,2.0,2.0,1.0,2.0,2.0
T2,40.615,7.0,15.0,15.0,7.0,15.0,15.0
T2,46.857,7.0,15.0,15.0,7.0,15.0,15.0
T1,48.202,5.0,10.0,10.0,5.0,10.0,10.0
T1,51.111,5.0,10.0,10.0,5.0,10.0,10.0
T4,53.374,1.0,2.0,2.0,1.0,2.0,2.0
T4,56.423,1.0,2.0,2.0,1.0,2.0,2.0
T2,57.515,7.0,15.0,15.0,7.0,15.0,15.0
T4,60.511,1.0,2.0,2.0,1.0,2.0,2.0
T3,76.805,2.0,5.0,5.0,2.0,5.0,5.0
T2,80.228,7.0,15.0,15.0,7.0,15.0,15.0
T1,81.021,5.0,10.0,10.0,5.0,10.0,10.0
T1,81.625,5.0,10.0,10.0,5.0,10.0,10.0
T4,84.936,1.0,2.0,2.0,1.0,2.0,2.0
T2,85.186,7.0,15.0,15.0,7.0,15.0,15.0
T3,89.068,2.0,5.0,5.0,2.0,5.0,5.0
T2,96.353,7.0,15.0,15.0,7.0,15.0,15.0
T1,99.371,5.0,10.0,10.0,5.0,10.0,10.0
T2,105.282,7.0,15.0,15.0,7.0,15.0,15.0
T4,106.12,1.0,2.0,2.0,1.0,2.0,2.0
T2,111.673,7.0,15.0,15.0,7.0,15.0,15.0
T1,112.96,5.0,10.0,10.0,5.0,10.0,10.0
T2,114.9,7.0,15.0,15.0,7.0,15.0,15.0
T2,120.042,7.0,15.0,15.0,7.0,15.0,15.0
T4,122.269,1.0,2.0,2.0,1.0,2.0,2.0
T2,122.908,7.0,15.0,15.0,7.0,15.0,15.0
T4,125.539,1.0,2.0,2.0,1.0,2.0,2.0
T4,125.661,1.0,2.0,2.0,1.0,2.0,2.0
T2,128.04,7.0,15.0,15.0,7.0,15.0,15.0
T3,129.581,2.0,5.0,5.0,2.0,5.0,5.0
T1,137.401,5.0,10.0,10.0,5.0,10.0,10.0
T3,138.449,2.0,5.0,5.0,2.0,5.0,5.0
T2,142.092,7.0,15.0,15.0,7.0,15.0,15.0
T3,145.156,2.0,5.0,5.0,2.0,5.0,5.0
T1,148.122,5.0,10.0,10.0,5.0,10.0,10.0
T4,149.774,1.0,2.0,2.0,1.0,2.0,2.0
T1,153.051,5.0,10.0,10.0,5.0,10.0,10.0
T2,153.965,7.0,15.0,15.0,7.0,15.0,15.0
T3,158.124,2.0,5.0,5.0,2.0,5.0,5.0
T2,158.169,7.0,15.0,15.0,7.0,15.0,15.0
T1,167.535,5.0,10.0,10.0,5.0,10.0,10.0
T2,170.489,7.0,15.0,15.0,7.0,15.0,15.0
T4,171.398,1.0,2.0,2.0,1.0,2.0,2.0
T4,174.487,1.0,2.0,2.0,1.0,2.0,2.0
T4,186.55,1.0,2.0,2.0,1.0,2.0,2.0
T4,187.827,1.0,2.0,2.0,1.0,2.0,2.0
T3,188.584,2.0,5.0,5.0,2.0,5.0,5.0
T4,195.092,1.0,2.0,2.0,1.0,2.0,2.0
T4,195.874,1.0,2.0,2.0,1.0,2.0,2.0
T3,196.548,2.0,5.0,5.0,2.0,5.0,5.0
T1,197.761,5.0,10.0,10.0,5.0,10.0,10.0
T3,199.477,2.0,5.0,5.0,2.0,5.0,5.0
T1,199.647,5.0,10.0,10.0,5.0,10.0,10.0
T2,204.308,7.0,15.0,15.0,7.0,15.0,15.0
T4,204.823,1.0,2.0,2.0,1.0,2.0,2.0
T4,206.475,1.0,2.0,2.0,1.0,2.0,2.0
T3,206.81,2.0,5.0,5.0,2.0,5.0,5.0
T4,207.21,1.0,2.0,2.0,1.0,2.0,2.0
T2,207.222,7.0,15.0,15.0,7.0,15.0,15.0
T1,207.979,5.0,10.0,10.0,5.0,10.0,10.0
T4,208.61,1.0,2.0,2.0,1.0,2.0,2.0
T4,208.803,1.0,2.0,2.0,1.0,2.0,2.0
T4,210.892,1.0,2.0,2.0,1.0,2.0,2.0
T1,212.194,5.0,10.0,10.0,5.0,10.0,10.0
T3,215.852,2.0,5.0,5.0,2.0,5.0,5.0
T2,216.608,7.0,15.0,15.0,7.0,15.0,15.0
T2,217.943,7.0,15.0,15.0,7.0,15.0,15.0
T3,219.482,2.0,5.0,5.0,2.0,5.0,5.0
T4,219.973,1.0,2.0,2.0,1.0,2.0,2.0
T4,226.065,1.0,2.0,2.0,1.0,2.0,2.0
T1,227.273,5.0,10.0,10.0,5.0,10.0,10.0
T4,229.6,1.0,2.0,2.0,1.0,2.0,2.0
T4,235.34,1.0,2.0,2.0,1.0,2.0,2.0
T2,237.978,7.0,15.0,15.0,7.0,15.0,15.0
T4,238.672,1.0,2.0,2.0,1.0,2.0,2.0
T1,239.876,5.0,10.0,10.0,5.0,10.0,10.0
T1,241.055,5.0,10.0,10.0,5.0,10.0,10.0
T4,248.257,1.0,2.0,2.0,1.0,2.0,2.0
T4,249.031,1.0,2.0,2.0,1.0,2.0,2.0
T4,250.187,1.0,2.0,2.0,1.0,2.0,2.0
T2,252.161,7.0,15.0,15.0,7.0,15.0,15.0
T4,259.786,1.0,2.0,2.0,1.0,2.0,2.0
T2,261.304,7.0,15.0,15.0,7.0,15.0,15.0
T2,263.645,7.0,15.0,15.0,7.0,15.0,15.0
T2,265.804,7.0,15.0,15.0,7.0,15.0,15.0
T2,271.693,7.0,15.0,15.0,7.0,15.0,15.0
T2,272.463,7.0,15.0,15.0,7.0,15.0,15.0
T2,275.435,7.0,15.0,15.0,7.0,15.0,15.0
T3,275.888,2.0,5.0,5.0,2.0,5.0,5.0
T1,276.514,5.0,10.0,10.0,5.0,10.0,10.0
T4,281.89,1.0,2.0,2.0,1.0,2.0,2.0
T3,287.573,2.0,5.0,5.0,2.0,5.0,5.0
T4,289.272,1.0,2.0,2.0,1.0,2.0,2.0
T4,289.842,1.0,2.0,2.0,1.0,2.0,2.0
T3,294.188,2.0,5.0,5.0,2.0,5.0,5.0
T1,296.347,5.0,10.0,10.0,5.0,10.0,10.0
T2,297.892,7.0,15.0,15.0,7.0,15.0,15.0
T2,310.221,7.0,15.0,15.0,7.0,15.0,15.0
T1,311.268,5.0,10.0,10.0,5.0,10.0,10.0
T1,313.334,5.0,10.0,10.0,5.0,10.0,10.0
T1,313.343,5.0,10.0,10.0,5.0,10.0,10.0
T4,314.354,1.0,2.0,2.0,1.0,2.0,2.0
T4,318.389,1.0,2.0,2.0,1.0,2.0,2.0
T2,318.892,7.0,15.0,15.0,7.0,15.0,15.0
T2,320.191,7.0,15.0,15.0,7.0,15.0,15.0
T4,320.381,1.0,2.0,2.0,1.0,2.0,2.0
T4,329.197,1.0,2.0,2.0,1.0,2.0,2.0
T3,330.544,2.0,5.0,5.0,2.0,5.0,5.0
T2,333.758,7.0,15.0,15.0,7.0,15.0,15.0
T4,337.423,1.0,2.0,2.0,1.0,2.0,2.0
T3,337.741,2.0,5.0,5.0,2.0,5.0,5.0
T2,340.7,7.0,15.0,15.0,7.0,15.0,15.0
T3,343.678,2.0,5.0,5.0,2.0,5.0,5.0
T3,344.229,2.0,5.0,5.0,2.0,5.0,5.0
T2,352.893,7.0,15.0,15.0,7.0,15.0,15.0
T2,356.228,7.0,15.0,15.0,7.0,15.0,15.0
T2,358.614,7.0,15.0,15.0,7.0,15.0,15.0
T2,363.387,7.0,15.0,15.0,7.0,15.0,15.0
T1,363.992,5.0,10.0,10.0,5.0,10.0,10.0
T3,366.145,2.0,5.0,5.0,2.0,5.0,5.0
T1,369.92,5.0,10.0,10.0,5.0,10.0,10.0
T3,370.595,2.0,5.0,5.0,2.0,5.0,5.0
T1,372.692,5.0,10.0,10.0,5.0,10.0,10.0
T2,375.274,7.0,15.0,15.0,7.0,15.0,15.0
T2,377.047,7.0,15.0,15.0,7.0,15.0,15.0
T2,380.45,7.0,15.0,15.0,7.0,15.0,15.0
T3,381.378,2.0,5.0,5.0,2.0,5.0,5.0
T1,389.55,5.0,10.0,10.0,5.0,10.0,10.0
T2,389.629,7.0,15.0,15.0,7.0,15.0,15.0
T2,390.903,7.0,15.0,15.0,7.0,15.0,15.0
T2,394.132,7.0,15.0,15.0,7.0,15.0,15.0
T1,402.454,5.0,10.0,10.0,5.0,10.0,10.0
T1,407.217,5.0,10.0,10.0,5.0,10.0,10.0
T2,409.316,7.0,15.0,15.0,7.0,15.0,15.0
T2,410.099,7.0,15.0,15.0,7.0,15.0,15.0
T1,410.136,5.0,10.0,10.0,5.0,10.0,10.0
T3,411.119,2.0,5.0,5.0,2.0,5.0,5.0
T1,414.102,5.0,10.0,10.0,5.0,10.0,10.0
T1,415.935,5.0,10.0,10.0,5.0,10.0,10.0
T2,419.088,7.0,15.0,15.0,7.0,15.0,15.0
T3,422.152,2.0,5.0,5.0,2.0,5.0,5.0
T4,425.109,1.0,2.0,2.0,1.0,2.0,2.0
T2,425.241,7.0,15.0,15.0,7.0,15.0,15.0
T1,426.868,5.0,10.0,10.0,5.0,10.0,10.0
T1,427.093,5.0,10.0,10.0,5.0,10.0,10.0
T4,432.985,1.0,2.0,2.0,1.0,2.0,2.0
T4,434.49,1.0,2.0,2.0,1.0,2.0,2.0
T2,435.266,7.0,15.0,15.0,7.0,15.0,15.0
T2,447.959,7.0,15.0,15.0,7.0,15.0,15.0
T4,448.84,1.0,2.0,2.0,1.0,2.0,2.0
T1,454.026,5.0,10.0,10.0,5.0,10.0,10.0
T3,457.825,2.0,5.0,5.0,2.0,5.0,5.0
T2,459.958,7.0,15.0,15.0,7.0,15.0,15.0
T1,461.199,5.0,10.0,10.0,5.0,10.0,10.0
T3,465.51,2.0,5.0,5.0,2.0,5.0,5.0
T2,467.316,7.0,15.0,15.0,7.0,15.0,15.0
T2,468.204,7.0,15.0,15.0,7.0,15.0,15.0
T2,473.794,7.0,15.0,15.0,7.0,15.0,15.0
T2,475.34,7.0,15.0,15.0,7.0,15.0,15.0
T4,477.753,1.0,2.0,2.0,1.0,2.0,2.0
T1,479.724,5.0,10.0,10.0,5.0,10.0,10.0
T3,482.162,2.0,5.0,5.0,2.0,5.0,5.0
T4,486.444,1.0,2.0,2.0,1.0,2.0,2.0
T4,488.153,1.0,2.0,2.0,1.0,2.0,2.0
T1,491.518,5.0,10.0,10.0,5.0,10.0,10.0
T4,497.81,1.0,2.0,2.0,1.0,2.0,2.0
T3,497.836,2.0,5.0,5.0,2.0,5.0,5.0
T4,501.886,1.0,2.0,2.0,1.0,2.0,2.0
T2,502.012,7.0,15.0,15.0,7.0,15.0,15.0
T4,503.63,1.0,2.0,2.0,1.0,2.0,2.0
T2,506.238,7.0,15.0,15.0,7.0,15.0,15.0
T1,509.939,5.0,10.0,10.0,5.0,10.0,10.0
T4,510.33,1.0,2.0,2.0,1.0,2.0,2.0
T3,511.979,2.0,5.0,5.0,2.0,5.0,5.0
T3,512.788,2.0,5.0,5.0,2.0,5.0,5.0
T3,513.798,2.0,5.0,5.0,2.0,5.0,5.0
T4,517.121,1.0,2.0,2.0,1.0,2.0,2.0
T4,518.162,1.0,2.0,2.0,1.0,2.0,2.0
T1,522.73,5.0,10.0,10.0,5.0,10.0,10.0
T4,533.382,1.0,2.0,2.0,1.0,2.0,2.0
T3,538.857,2.0,5.0,5.0,2.0,5.0,5.0
T1,542.172,5.0,10.0,10.0,5.0,10.0,10.0
T2,543.621,7.0,15.0,15.0,7.0,15.0,15.0
T4,546.947,1.0,2.0,2.0,1.0,2.0,2.0
T1,550.512,5.0,10.0,10.0,5.0,10.0,10.0
T2,551.917,7.0,15.0,15.0,7.0,15.0,15.0
T2,552.948,7.0,15.0,15.0,7.0,15.0,15.0
T3,555.966,2.0,5.0,5.0,2.0,5.0,5.0
T3,557.714,2.0,5.0,5.0,2.0,5.0,5.0
T2,563.705,7.0,15.0,15.0,7.0,15.0,15.0
T1,565.544,5.0,10.0,10.0,5.0,10.0,10.0
T4,575.35,1.0,2.0,2.0,1.0,2.0,2.0
T3,579.734,2.0,5.0,5.0,2.0,5.0,5.0
T2,581.117,7.0,15.0,15.0,7.0,15.0,15.0
T3,581.175,2.0,5.0,5.0,2.0,5.0,5.0
T2,583.094,7.0,15.0,15.0,7.0,15.0,15.0
T2,584.977,7.0,15.0,15.0,7.0,15.0,15.0
T3,586.332,2.0,5.0,5.0,2.0,5.0,5.0
T3,588.395,2.0,5.0,5.0,2.0,5.0,5.0
T2,589.063,7.0,15.0,15.0,7.0,15.0,15.0
T4,589.956,1.0,2.0,2.0,1.0,2.0,2.0
T1,590.654,5.0,10.0,10.0,5.0,10.0,10.0
T3,591.575,2.0,5.0,5.0,2.0,5.0,5.0
T4,595.767,1.0,2.0,2.0,1.0,2.0,2.0
T1,604.249,5.0,10.0,10.0,5.0,10.0,10.0
T1,605.454,5.0,10.0,10.0,5.0,10.0,10.0
T4,606.377,1.0,2.0,2.0,1.0,2.0,2.0
T1,609.666,5.0,10.0,10.0,5.0,10.0,10.0
T4,609.969,1.0,2.0,2.0,1.0,2.0,2.0
T3,611.722,2.0,5.0,5.0,2.0,5.0,5.0
T2,613.727,7.0,15.0,15.0,7.0,15.0,15.0
T3,615.688,2.0,5.0,5.0,2.0,5.0,5.0
T2,616.672,7.0,15.0,15.0,7.0,15.0,15.0
T3,616.882,2.0,5.0,5.0,2.0,5.0,5.0
T1,619.771,5.0,10.0,10.0,5.0,10.0,10.0
T2,622.089,7.0,15.0,15.0,7.0,15.0,15.0
T4,624.305,1.0,2.0,2.0,1.0,2.0,2.0
T3,624.746,2.0,5.0,5.0,2.0,5.0,5.0
T1,629.898,5.0,10.0,10.0,5.0,10.0,10.0
T4,632.691,1.0,2.0,2.0,1.0,2.0,2.0
T2,635.299,7.0,15.0,15.0,7.0,15.0,15.0
T4,636.428,1.0,2.0,2.0,1.0,2.0,2.0
T2,637.686,7.0,15.0,15.0,7.0,15.0,15.0
T4,639.347,1.0,2.0,2.0,1.0,2.0,2.0
T3,640.875,2.0,5.0,5.0,2.0,5.0,5.0
T4,641.181,1.0,2.0,2.0,1.0,2.0,2.0
T2,642.228,7.0,15.0,15.0,7.0,15.0,15.0
T4,643.301,1.0,2.0,2.0,1.0,2.0,2.0
T1,643.778,5.0,10.0,10.0,5.0,10.0,10.0
T2,645.03,7.0,15.0,15.0,7.0,15.0,15.0
T1,645.507,5.0,10.0,10.0,5.0,10.0,10.0
T2,652.025,7.0,15.0,15.0,7.0,15.0,15.0
T3,655.167,2.0,5.0,5.0,2.0,5.0,5.0
T4,661.142,1.0,2.0,2.0,1.0,2.0,2.0
T4,663.397,1.0,2.0,2.0,1.0,2.0,2.0
T3,664.505,2.0,5.0,5.0,2.0,5.0,5.0
T2,665.17,7.0,15.0,15.0,7.0,15.0,15.0
T1,672.637,5.0,10.0,10.0,5.0,10.0,10.0
T4,679.916,1.0,2.0,2.0,1.0,2.0,2.0
T2,682.455,7.0,15.0,15.0,7.0,15.0,15.0
T4,685.043,1.0,2.0,2.0,1.0,2.0,2.0
T2,688.055,7.0,15.0,15.0,7.0,15.0,15.0
T2,689.711,7.0,15.0,15.0,7.0,15.0,15.0
T1,690.765,5.0,10.0,10.0,5.0,10.0,10.0
T4,694.15,1.0,2.0,2.0,1.0,2.0,2.0
T2,697.286,7.0,15.0,15.0,7.0,15.0,15.0
T1,697.465,5.0,10.0,10.0,5.0,10.0,10.0
T1,704.803,5.0,10.0,10.0,5.0,10.0,10.0
T2,708.819,7.0,15.0,15.0,7.0,15.0,15.0
T1,713.152,5.0,10.0,10.0,5.0,10.0,10.0
T4,722.763,1.0,2.0,2.0,1.0,2.0,2.0
T1,733.129,5.0,10.0,10.0,5.0,10.0,10.0
T3,734.118,2.0,5.0,5.0,2.0,5.0,5.0
T4,740.788,1.0,2.0,2.0,1.0,2.0,2.0
T3,744.264,2.0,5.0,5.0,2.0,5.0,5.0
T3,745.497,2.0,5.0,5.0,2.0,5.0,5.0
T2,745.979,7.0,15.0,15.0,7.0,15.0,15.0
