task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,0.861,7.0,15.0,15.0,7.0,15.0,15.0
T4,0.957,1.0,2.0,2.0,1.0,2.0,2.0
T4,3.508,1.0,2.0,2.0,1.0,2.0,2.0
T4,5.578,1.0,2.0,2.0,1.0,2.0,2.0
T4,10.832,1.0,2.0,2.0,1.0,2.0,2.0
T2,18.541,7.0,15.0,15.0,7.0,15.0,15.0
T3,19.605,2.0,5.0,5.0,2.0,5.0,5.0
T3,20.765,2.0,5.0,5.0,2.0,5.0,5.0
T4,22.201,1.0,2.0,2.0,1.0,2.0,2.0
T1,27.989,5.0,10.0,10.0,5.0,10.0,10.0
T4,38.652,1.0,2.0,2.0,1.0,2.0,2.0
T2,39.89,7.0,15.0,15.0,7.0,15.0,15.0
T3,48.111,2.0,5.0,5.0,2.0,5.0,5.0
T2,48.501,7.0,15.0,15.0,7.0,15.0,15.0
T1,50.008,5.0,10.0,10.0,5.0,10.0,10.0
T4,53.066,1.0,2.0,2.0,1.0,2.0,2.0
T4,53.812,1.0,2.0,2.0,1.0,2.0,2.0
T4,55.19,1.0,2.0,2.0,1.0,2.0,2.0
T3,56.953,2.0,5.0,5.0,2.0,5.0,5.0
T3,60.094,2.0,5.0,5.0,2.0,5.0,5.0
T4,60.958,1.0,2.0,2.0,1.0,2.0,2.0
T3,63.962,2.0,5.0,5.0,2.0,5.0,5.0
T3,65.169,2.0,5.0,5.0,2.0,5.0,5.0
T4,72.297,1.0,2.0,2.0,1.0,2.0,2.0
T2,72.518,7.0,15.0,15.0,7.0,15.0,15.0
T1,72.576,5.0,10.0,10.0,5.0,10.0,10.0
T4,74.696,1.0,2.0,2.0,1.0,2.0,2.0
T4,75.164,1.0,2.0,2.0,1.0,2.0,2.0
T3,78.01,2.0,5.0,5.0,2.0,5.0,5.0
T3,83.102,2.0,5.0,5.0,2.0,5.0,5.0
T1,90.028,5.0,10.0,10.0,5.0,10.0,10.0
T1,96.15,5.0,10.0,10.0,5.0,10.0,10.0
T4,102.087,1.0,2.0,2.0,1.0,2.0,2.0
T4,102.696,1.0,2.0,2.0,1.0,2.0,2.0
T1,115.082,5.0,10.0,10.0,5.0,10.0,10.0
T4,118.349,1.0,2.0,2.0,1.0,2.0,2.0
T1,119.472,5.0,10.0,10.0,5.0,10.0,10.0
T3,125.744,2.0,5.0,5.0,2.0,5.0,5.0
T1,130.881,5.0,10.0,10.0,5.0,10.0,10.0
T3,132.867,2.0,5.0,5.0,2.0,5.0,5.0
T3,134.669,2.0,5.0,5.0,2.0,5.0,5.0
T1,142.014,5.0,10.0,10.0,5.0,10.0,10.0
T1,146.85,5.0,10.0,10.0,5.0,10.0,10.0
T4,152.132,1.0,2.0,2.0,1.0,2.0,2.0
T4,152.314,1.0,2.0,2.0,1.0,2.0,2.0
T3,153.428,2.0,5.0,5.0,2.0,5.0,5.0
T3,153.618,2.0,5.0,5.0,2.0,5.0,5.0
T3,155.06,2.0,5.0,5.0,2.0,5.0,5.0
T2,160.479,7.0,15.0,15.0,7.0,15.0,15.0
T2,164.176,7.0,15.0,15.0,7.0,15.0,15.0
T4,164.778,1.0,2.0,2.0,1.0,2.0,2.0
T2,171.043,7.0,15.0,15.0,7.0,15.0,15.0
T2,171.631,7.0,15.0,15.0,7.0,15.0,15.0
T2,171.935,7.0,15.0,15.0,7.0,15.0,15.0
T3,172.351,2.0,5.0,5.0,2.0,5.0,5.0
T4,172.689,1.0,2.0,2.0,1.0,2.0,2.0
T4,176.621,1.0,2.0,2.0,1.0,2.0,2.0
T3,178.221,2.0,5.0,5.0,2.0,5.0,5.0
T3,181.542,2.0,5.0,5.0,2.0,5.0,5.0
T2,184.214,7.0,15.0,15.0,7.0,15.0,15.0
T4,184.68,1.0,2.0,2.0,1.0,2.0,2.0
T2,185.088,7.0,15.0,15.0,7.0,15.0,15.0
T3,185.585,2.0,5.0,5.0,2.0,5.0,5.0
T1,187.199,5.0,10.0,10.0,5.0,10.0,10.0
T4,189.123,1.0,2.0,2.0,1.0,2.0,2.0
T1,189.388,5.0,10.0,10.0,5.0,10.0,10.0
T3,189.811,2.0,5.0,5.0,2.0,5.0,5.0
T1,204.385,5.0,10.0,10.0,5.0,10.0,10.0
T4,205.78,1.0,2.0,2.0,1.0,2.0,2.0
