task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,6.966,7.0,15.0,15.0,7.0,15.0,15.0
T3,8.009,2.0,5.0,5.0,2.0,5.0,5.0
T1,8.796,5.0,10.0,10.0,5.0,10.0,10.0
T3,11.199,2.0,5.0,5.0,2.0,5.0,5.0
T4,16.082,1.0,2.0,2.0,1.0,2.0,2.0
T4,23.058,1.0,2.0,2.0,1.0,2.0,2.0
T3,26.902,2.0,5.0,5.0,2.0,5.0,5.0
T1,31.82,5.0,10.0,10.0,5.0,10.0,10.0
T2,34.193,7.0,15.0,15.0,7.0,15.0,15.0
T3,35.406,2.0,5.0,5.0,2.0,5.0,5.0
T1,40.196,5.0,10.0,10.0,5.0,10.0,10.0
T1,40.636,5.0,10.0,10.0,5.0,10.0,10.0
T2,42.102,7.0,15.0,15.0,7.0,15.0,15.0
T3,43.611,2.0,5.0,5.0,2.0,5.0,5.0
T4,44.406,1.0,2.0,2.0,1.0,2.0,2.0
T2,45.244,7.0,15.0,15.0,7.0,15.0,15.0
T4,45.678,1.0,2.0,2.0,1.0,2.0,2.0
T3,48.674,2.0,5.0,5.0,2.0,5.0,5.0
T3,51.886,2.0,5.0,5.0,2.0,5.0,5.0
T3,53.225,2.0,5.0,5.0,2.0,5.0,5.0
T4,57.929,1.0,2.0,2.0,1.0,2.0,2.0
T1,71.205,5.0,10.0,10.0,5.0,10.0,10.0
T2,82.16,7.0,15.0,15.0,7.0,15.0,15.0
T1,82.959,5.0,10.0,10.0,5.0,10.0,10.0
T1,86.286,5.0,10.0,10.0,5.0,10.0,10.0
T2,87.123,7.0,15.0,15.0,7.0,15.0,15.0
T1,93.145,5.0,10.0,10.0,5.0,10.0,10.0
T1,96.717,5.0,10.0,10.0,5.0,10.0,10.0
T4,98.06,1.0,2.0,2.0,1.0,2.0,2.0
T2,99.636,7.0,15.0,15.0,7.0,15.0,15.0
T4,104.346,1.0,2.0,2.0,1.0,2.0,2.0
T1,104.359,5.0,10.0,10.0,5.0,10.0,10.0
T4,105.811,1.0,2.0,2.0,1.0,2.0,2.0
T4,106.414,1.0,2.0,2.0,1.0,2.0,2.0
T1,107.653,5.0,10.0,10.0,5.0,10.0,10.0
T1,109.284,5.0,10.0,10.0,5.0,10.0,10.0
T4,111.643,1.0,2.0,2.0,1.0,2.0,2.0
T1,118.892,5.0,10.0,10.0,5.0,10.0,10.0
T1,118.989,5.0,10.0,10.0,5.0,10.0,10.0
T3,120.424,2.0,5.0,5.0,2.0,5.0,5.0
T2,121.561,7.0,15.0,15.0,7.0,15.0,15.0
T4,127.647,1.0,2.0,2.0,1.0,2.0,2.0
T4,131.408,1.0,2.0,2.0,1.0,2.0,2.0
T3,133.075,2.0,5.0,5.0,2.0,5.0,5.0
T3,133.125,2.0,5.0,5.0,2.0,5.0,5.0
T3,134.64,2.0,5.0,5.0,2.0,5.0,5.0
T3,138.747,2.0,5.0,5.0,2.0,5.0,5.0
T4,141.516,1.0,2.0,2.0,1.0,2.0,2.0
T2,150.362,7.0,15.0,15.0,7.0,15.0,15.0
T4,153.654,1.0,2.0,2.0,1.0,2.0,2.0
T4,172.402,1.0,2.0,2.0,1.0,2.0,2.0
T1,182.624,5.0,10.0,10.0,5.0,10.0,10.0
T3,189.925,2.0,5.0,5.0,2.0,5.0,5.0
T1,192.898,5.0,10.0,10.0,5.0,10.0,10.0
T1,193.513,5.0,10.0,10.0,5.0,10.0,10.0
