task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,0.906,7.0,15.0,15.0,7.0,15.0,15.0
T2,1.712,7.0,15.0,15.0,7.0,15.0,15.0
T2,2.5,7.0,15.0,15.0,7.0,15.0,15.0
T2,2.559,7.0,15.0,15.0,7.0,15.0,15.0
T1,10.22,5.0,10.0,10.0,5.0,10.0,10.0
T2,11.201,7.0,15.0,15.0,7.0,15.0,15.0
T3,20.297,2.0,5.0,5.0,2.0,5.0,5.0
T1,27.239,5.0,10.0,10.0,5.0,10.0,10.0
T3,34.339,2.0,5.0,5.0,2.0,5.0,5.0
T1,37.29,5.0,10.0,10.0,5.0,10.0,10.0
T2,41.086,7.0,15.0,15.0,7.0,15.0,15.0
T4,43.517,1.0,2.0,2.0,1.0,2.0,2.0
T4,44.92,1.0,2.0,2.0,1.0,2.0,2.0
T1,46.138,5.0,10.0,10.0,5.0,10.0,10.0
T3,47.584,2.0,5.0,5.0,2.0,5.0,5.0
T3,53.078,2.0,5.0,5.0,2.0,5.0,5.0
T2,58.79,7.0,15.0,15.0,7.0,15.0,15.0
T3,65.906,2.0,5.0,5.0,2.0,5.0,5.0
T2,73.013,7.0,15.0,15.0,7.0,15.0,15.0
T4,73.022,1.0,2.0,2.0,1.0,2.0,2.0
T1,75.992,5.0,10.0,10.0,5.0,10.0,10.0
T1,78.773,5.0,10.0,10.0,5.0,10.0,10.0
T3,89.515,2.0,5.0,5.0,2.0,5.0,5.0
T3,89.584,2.0,5.0,5.0,2.0,5.0,5.0
T3,91.762,2.0,5.0,5.0,2.0,5.0,5.0
T3,95.286,2.0,5.0,5.0,2.0,5.0,5.0
T4,98.022,1.0,2.0,2.0,1.0,2.0,2.0
T3,98.353,2.0,5.0,5.0,2.0,5.0,5.0
T3,99.694,2.0,5.0,5.0,2.0,5.0,5.0
T2,110.279,7.0,15.0,15.0,7.0,15.0,15.0
T3,111.639,2.0,5.0,5.0,2.0,5.0,5.0
T2,117.581,7.0,15.0,15.0,7.0,15.0,15.0
T2,117.934,7.0,15.0,15.0,7.0,15.0,15.0
T3,124.16,2.0,5.0,5.0,2.0,5.0,5.0
T3,125.448,2.0,5.0,5.0,2.0,5.0,5.0
T2,126.345,7.0,15.0,15.0,7.0,15.0,15.0
T2,127.838,7.0,15.0,15.0,7.0,15.0,15.0
T3,133.62,2.0,5.0,5.0,2.0,5.0,5.0
