task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,0.212,2.0,5.0,5.0,2.0,5.0,5.0
T4,0.593,1.0,2.0,2.0,1.0,2.0,2.0
T1,12.611,5.0,10.0,10.0,5.0,10.0,10.0
T4,14.302,1.0,2.0,2.0,1.0,2.0,2.0
T2,15.668,7.0,15.0,15.0,7.0,15.0,15.0
T1,21.06,5.0,10.0,10.0,5.0,10.0,10.0
T2,25.554,7.0,15.0,15.0,7.0,15.0,15.0
T3,26.872,2.0,5.0,5.0,2.0,5.0,5.0
T2,27.156,7.0,15.0,15.0,7.0,15.0,15.0
T3,30.895,2.0,5.0,5.0,2.0,5.0,5.0
T2,33.238,7.0,15.0,15.0,7.0,15.0,15.0
T4,33.537,1.0,2.0,2.0,1.0,2.0,2.0
T3,35.158,2.0,5.0,5.0,2.0,5.0,5.0
T1,46.364,5.0,10.0,10.0,5.0,10.0,10.0
T1,48.773,5.0,10.0,10.0,5.0,10.0,10.0
T2,51.479,7.0,15.0,15.0,7.0,15.0,15.0
T4,52.857,1.0,2.0,2.0,1.0,2.0,2.0
T3,54.002,2.0,5.0,5.0,2.0,5.0,5.0
T3,58.71,2.0,5.0,5.0,2.0,5.0,5.0
T2,60.063,7.0,15.0,15.0,7.0,15.0,15.0
T2,62.484,7.0,15.0,15.0,7.0,15.0,15.0
T1,71.718,5.0,10.0,10.0,5.0,10.0,10.0
T3,82.714,2.0,5.0,5.0,2.0,5.0,5.0
T2,85.534,7.0,15.0,15.0,7.0,15.0,15.0
T1,88.36,5.0,10.0,10.0,5.0,10.0,10.0
T3,89.833,2.0,5.0,5.0,2.0,5.0,5.0
T4,93.188,1.0,2.0,2.0,1.0,2.0,2.0
T3,99.368,2.0,5.0,5.0,2.0,5.0,5.0
T4,100.232,1.0,2.0,2.0,1.0,2.0,2.0
T1,101.523,5.0,10.0,10.0,5.0,10.0,10.0
T3,104.671,2.0,5.0,5.0,2.0,5.0,5.0
T3,106.101,2.0,5.0,5.0,2.0,5.0,5.0
T3,107.937,2.0,5.0,5.0,2.0,5.0,5.0
T3,115.002,2.0,5.0,5.0,2.0,5.0,5.0
T4,121.583,1.0,2.0,2.0,1.0,2.0,2.0
T2,122.847,7.0,15.0,15.0,7.0,15.0,15.0
T4,124.981,1.0,2.0,2.0,1.0,2.0,2.0
T4,125.6,1.0,2.0,2.0,1.0,2.0,2.0
T3,130.802,2.0,5.0,5.0,2.0,5.0,5.0
T4,133.62,1.0,2.0,2.0,1.0,2.0,2.0
T3,138.198,2.0,5.0,5.0,2.0,5.0,5.0
T4,146.226,1.0,2.0,2.0,1.0,2.0,2.0
T3,148.978,2.0,5.0,5.0,2.0,5.0,5.0
T3,153.905,2.0,5.0,5.0,2.0,5.0,5.0
T1,154.493,5.0,10.0,10.0,5.0,10.0,10.0
T1,158.057,5.0,10.0,10.0,5.0,10.0,10.0
T1,158.402,5.0,10.0,10.0,5.0,10.0,10.0
T3,161.176,2.0,5.0,5.0,2.0,5.0,5.0
T3,163.662,2.0,5.0,5.0,2.0,5.0,5.0
T3,169.97,2.0,5.0,5.0,2.0,5.0,5.0
T1,170.52,5.0,10.0,10.0,5.0,10.0,10.0
T3,171.67,2.0,5.0,5.0,2.0,5.0,5.0
T3,172.124,2.0,5.0,5.0,2.0,5.0,5.0
T2,172.63,7.0,15.0,15.0,7.0,15.0,15.0
T3,173.15,2.0,5.0,5.0,2.0,5.0,5.0
T2,175.199,7.0,15.0,15.0,7.0,15.0,15.0
T3,176.031,2.0,5.0,5.0,2.0,5.0,5.0
T4,176.682,1.0,2.0,2.0,1.0,2.0,2.0
T3,185.487,2.0,5.0,5.0,2.0,5.0,5.0
T4,192.789,1.0,2.0,2.0,1.0,2.0,2.0
T1,193.072,5.0,10.0,10.0,5.0,10.0,10.0
T4,196.2,1.0,2.0,2.0,1.0,2.0,2.0
T3,198.26,2.0,5.0,5.0,2.0,5.0,5.0
T4,204.958,1.0,2.0,2.0,1.0,2.0,2.0
T3,208.924,2.0,5.0,5.0,2.0,5.0,5.0
T1,209.062,5.0,10.0,10.0,5.0,10.0,10.0
T1,209.314,5.0,10.0,10.0,5.0,10.0,10.0
T1,210.734,5.0,10.0,10.0,5.0,10.0,10.0
T1,214.975,5.0,10.0,10.0,5.0,10.0,10.0
T2,217.6,7.0,15.0,15.0,7.0,15.0,15.0
T4,218.049,1.0,2.0,2.0,1.0,2.0,2.0
T3,219.191,2.0,5.0,5.0,2.0,5.0,5.0
T2,220.811,7.0,15.0,15.0,7.0,15.0,15.0
T2,221.132,7.0,15.0,15.0,7.0,15.0,15.0
T4,222.206,1.0,2.0,2.0,1.0,2.0,2.0
T3,224.081,2.0,5.0,5.0,2.0,5.0,5.0
T1,228.913,5.0,10.0,10.0,5.0,10.0,10.0
T3,229.829,2.0,5.0,5.0,2.0,5.0,5.0
T3,235.991,2.0,5.0,5.0,2.0,5.0,5.0
T4,247.017,1.0,2.0,2.0,1.0,2.0,2.0
T3,249.639,2.0,5.0,5.0,2.0,5.0,5.0
T3,251.536,2.0,5.0,5.0,2.0,5.0,5.0
T1,252.646,5.0,10.0,10.0,5.0,10.0,10.0
T1,255.304,5.0,10.0,10.0,5.0,10.0,10.0
T2,256.17,7.0,15.0,15.0,7.0,15.0,15.0
T1,268.151,5.0,10.0,10.0,5.0,10.0,10.0
T3,270.194,2.0,5.0,5.0,2.0,5.0,5.0
T3,270.652,2.0,5.0,5.0,2.0,5.0,5.0
T4,272.771,1.0,2.0,2.0,1.0,2.0,2.0
T3,282.063,2.0,5.0,5.0,2.0,5.0,5.0
T1,282.584,5.0,10.0,10.0,5.0,10.0,10.0
T4,282.617,1.0,2.0,2.0,1.0,2.0,2.0
T3,284.043,2.0,5.0,5.0,2.0,5.0,5.0
T4,285.663,1.0,2.0,2.0,1.0,2.0,2.0
T2,286.741,7.0,15.0,15.0,7.0,15.0,15.0
T1,287.798,5.0,10.0,10.0,5.0,10.0,10.0
T2,290.918,7.0,15.0,15.0,7.0,15.0,15.0
T2,293.1,7.0,15.0,15.0,7.0,15.0,15.0
T2,299.139,7.0,15.0,15.0,7.0,15.0,15.0
T3,301.777,2.0,5.0,5.0,2.0,5.0,5.0
T3,305.441,2.0,5.0,5.0,2.0,5.0,5.0
T1,306.524,5.0,10.0,10.0,5.0,10.0,10.0
T2,307.715,7.0,15.0,15.0,7.0,15.0,15.0
T2,312.134,7.0,15.0,15.0,7.0,15.0,15.0
T4,318.172,1.0,2.0,2.0,1.0,2.0,2.0
T2,318.87,7.0,15.0,15.0,7.0,15.0,15.0
T3,323.18,2.0,5.0,5.0,2.0,5.0,5.0
T4,324.1,1.0,2.0,2.0,1.0,2.0,2.0
T4,326.06,1.0,2.0,2.0,1.0,2.0,2.0
T1,326.711,5.0,10.0,10.0,5.0,10.0,10.0
T3,327.247,2.0,5.0,5.0,2.0,5.0,5.0
T1,329.35,5.0,10.0,10.0,5.0,10.0,10.0
T4,330.72,1.0,2.0,2.0,1.0,2.0,2.0
T4,335.607,1.0,2.0,2.0,1.0,2.0,2.0
T3,339.903,2.0,5.0,5.0,2.0,5.0,5.0
T2,340.139,7.0,15.0,15.0,7.0,15.0,15.0
T2,350.056,7.0,15.0,15.0,7.0,15.0,15.0
T4,363.09,1.0,2.0,2.0,1.0,2.0,2.0
T4,363.221,1.0,2.0,2.0,1.0,2.0,2.0
T1,365.169,5.0,10.0,10.0,5.0,10.0,10.0
T4,365.999,1.0,2.0,2.0,1.0,2.0,2.0
T2,371.382,7.0,15.0,15.0,7.0,15.0,15.0
T1,372.938,5.0,10.0,10.0,5.0,10.0,10.0
T3,375.994,2.0,5.0,5.0,2.0,5.0,5.0
T4,385.574,1.0,2.0,2.0,1.0,2.0,2.0
T1,386.119,5.0,10.0,10.0,5.0,10.0,10.0
T1,388.967,5.0,10.0,10.0,5.0,10.0,10.0
T4,395.716,1.0,2.0,2.0,1.0,2.0,2.0
T3,406.076,2.0,5.0,5.0,2.0,5.0,5.0
T4,406.986,1.0,2.0,2.0,1.0,2.0,2.0
T3,408.237,2.0,5.0,5.0,2.0,5.0,5.0
T1,408.741,5.0,10.0,10.0,5.0,10.0,10.0
T3,413.183,2.0,5.0,5.0,2.0,5.0,5.0
T1,413.363,5.0,10.0,10.0,5.0,10.0,10.0
T3,414.315,2.0,5.0,5.0,2.0,5.0,5.0
T1,417.54,5.0,10.0,10.0,5.0,10.0,10.0
T1,421.853,5.0,10.0,10.0,5.0,10.0,10.0
T3,428.48,2.0,5.0,5.0,2.0,5.0,5.0
T2,440.813,7.0,15.0,15.0,7.0,15.0,15.0
T3,442.15,2.0,5.0,5.0,2.0,5.0,5.0
T1,442.968,5.0,10.0,10.0,5.0,10.0,10.0
T2,445.665,7.0,15.0,15.0,7.0,15.0,15.0
T2,446.81,7.0,15.0,15.0,7.0,15.0,15.0
T4,446.955,1.0,2.0,2.0,1.0,2.0,2.0
T1,452.618,5.0,10.0,10.0,5.0,10.0,10.0
T4,453.315,1.0,2.0,2.0,1.0,2.0,2.0
T4,454.032,1.0,2.0,2.0,1.0,2.0,2.0
T4,455.099,1.0,2.0,2.0,1.0,2.0,2.0
T1,455.172,5.0,10.0,10.0,5.0,10.0,10.0
T4,456.55,1.0,2.0,2.0,1.0,2.0,2.0
T2,464.647,7.0,15.0,15.0,7.0,15.0,15.0
T2,466.589,7.0,15.0,15.0,7.0,15.0,15.0
T1,470.203,5.0,10.0,10.0,5.0,10.0,10.0
T3,470.935,2.0,5.0,5.0,2.0,5.0,5.0
