task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,1.313,7.0,15.0,15.0,7.0,15.0,15.0
T4,2.332,1.0,2.0,2.0,1.0,2.0,2.0
T1,8.389,5.0,10.0,10.0,5.0,10.0,10.0
T4,13.746,1.0,2.0,2.0,1.0,2.0,2.0
T1,13.858,5.0,10.0,10.0,5.0,10.0,10.0
T2,20.238,7.0,15.0,15.0,7.0,15.0,15.0
T1,20.974,5.0,10.0,10.0,5.0,10.0,10.0
T2,24.042,7.0,15.0,15.0,7.0,15.0,15.0
T4,26.317,1.0,2.0,2.0,1.0,2.0,2.0
T1,26.365,5.0,10.0,10.0,5.0,10.0,10.0
T2,35.268,7.0,15.0,15.0,7.0,15.0,15.0
T1,38.48,5.0,10.0,10.0,5.0,10.0,10.0
T2,44.431,7.0,15.0,15.0,7.0,15.0,15.0
T1,47.791,5.0,10.0,10.0,5.0,10.0,10.0
T3,52.884,2.0,5.0,5.0,2.0,5.0,5.0
T1,52.935,5.0,10.0,10.0,5.0,10.0,10.0
T1,53.133,5.0,10.0,10.0,5.0,10.0,10.0
T3,56.157,2.0,5.0,5.0,2.0,5.0,5.0
T3,56.326,2.0,5.0,5.0,2.0,5.0,5.0
T2,56.759,7.0,15.0,15.0,7.0,15.0,15.0
T4,58.322,1.0,2.0,2.0,1.0,2.0,2.0
T1,62.49,5.0,10.0,10.0,5.0,10.0,10.0
T1,62.808,5.0,10.0,10.0,5.0,10.0,10.0
T1,64.052,5.0,10.0,10.0,5.0,10.0,10.0
T2,64.504,7.0,15.0,15.0,7.0,15.0,15.0
T2,75.628,7.0,15.0,15.0,7.0,15.0,15.0
T3,76.823,2.0,5.0,5.0,2.0,5.0,5.0
T3,78.924,2.0,5.0,5.0,2.0,5.0,5.0
T2,79.723,7.0,15.0,15.0,7.0,15.0,15.0
T2,85.427,7.0,15.0,15.0,7.0,15.0,15.0
T1,86.565,5.0,10.0,10.0,5.0,10.0,10.0
T2,93.335,7.0,15.0,15.0,7.0,15.0,15.0
T2,106.478,7.0,15.0,15.0,7.0,15.0,15.0
T1,107.841,5.0,10.0,10.0,5.0,10.0,10.0
T4,108.419,1.0,2.0,2.0,1.0,2.0,2.0
T2,123.48,7.0,15.0,15.0,7.0,15.0,15.0
T3,125.644,2.0,5.0,5.0,2.0,5.0,5.0
T4,128.752,1.0,2.0,2.0,1.0,2.0,2.0
T1,133.666,5.0,10.0,10.0,5.0,10.0,10.0
T4,133.997,1.0,2.0,2.0,1.0,2.0,2.0
T2,135.287,7.0,15.0,15.0,7.0,15.0,15.0
T3,136.118,2.0,5.0,5.0,2.0,5.0,5.0
T2,141.659,7.0,15.0,15.0,7.0,15.0,15.0
T1,144.353,5.0,10.0,10.0,5.0,10.0,10.0
T1,144.728,5.0,10.0,10.0,5.0,10.0,10.0
T3,145.105,2.0,5.0,5.0,2.0,5.0,5.0
T3,151.733,2.0,5.0,5.0,2.0,5.0,5.0
T1,155.457,5.0,10.0,10.0,5.0,10.0,10.0
T1,157.874,5.0,10.0,10.0,5.0,10.0,10.0
T2,160.704,7.0,15.0,15.0,7.0,15.0,15.0
T4,161.869,1.0,2.0,2.0,1.0,2.0,2.0
T3,163.292,2.0,5.0,5.0,2.0,5.0,5.0
T2,164.337,7.0,15.0,15.0,7.0,15.0,15.0
T3,165.736,2.0,5.0,5.0,2.0,5.0,5.0
T2,165.84,7.0,15.0,15.0,7.0,15.0,15.0
T3,169.707,2.0,5.0,5.0,2.0,5.0,5.0
T1,169.719,5.0,10.0,10.0,5.0,10.0,10.0
T4,171.465,1.0,2.0,2.0,1.0,2.0,2.0
T1,172.353,5.0,10.0,10.0,5.0,10.0,10.0
T1,175.929,5.0,10.0,10.0,5.0,10.0,10.0
T2,180.926,7.0,15.0,15.0,7.0,15.0,15.0
T2,184.081,7.0,15.0,15.0,7.0,15.0,15.0
T2,184.153,7.0,15.0,15.0,7.0,15.0,15.0
T3,188.206,2.0,5.0,5.0,2.0,5.0,5.0
T4,196.571,1.0,2.0,2.0,1.0,2.0,2.0
T3,198.693,2.0,5.0,5.0,2.0,5.0,5.0
T4,199.896,1.0,2.0,2.0,1.0,2.0,2.0
T3,200.812,2.0,5.0,5.0,2.0,5.0,5.0
T2,201.895,7.0,15.0,15.0,7.0,15.0,15.0
T4,203.749,1.0,2.0,2.0,1.0,2.0,2.0
T3,203.788,2.0,5.0,5.0,2.0,5.0,5.0
T4,214.034,1.0,2.0,2.0,1.0,2.0,2.0
T2,217.773,7.0,15.0,15.0,7.0,15.0,15.0
T2,219.479,7.0,15.0,15.0,7.0,15.0,15.0
T1,224.264,5.0,10.0,10.0,5.0,10.0,10.0
T2,228.416,7.0,15.0,15.0,7.0,15.0,15.0
T3,230.013,2.0,5.0,5.0,2.0,5.0,5.0
T1,230.345,5.0,10.0,10.0,5.0,10.0,10.0
T4,233.403,1.0,2.0,2.0,1.0,2.0,2.0
T3,236.432,2.0,5.0,5.0,2.0,5.0,5.0
T2,238.179,7.0,15.0,15.0,7.0,15.0,15.0
T1,239.797,5.0,10.0,10.0,5.0,10.0,10.0
T1,241.719,5.0,10.0,10.0,5.0,10.0,10.0
T4,251.909,1.0,2.0,2.0,1.0,2.0,2.0
T1,254.759,5.0,10.0,10.0,5.0,10.0,10.0
T4,258.128,1.0,2.0,2.0,1.0,2.0,2.0
T2,258.248,7.0,15.0,15.0,7.0,15.0,15.0
T4,258.439,1.0,2.0,2.0,1.0,2.0,2.0
T3,264.039,2.0,5.0,5.0,2.0,5.0,5.0
T3,271.495,2.0,5.0,5.0,2.0,5.0,5.0
T3,273.194,2.0,5.0,5.0,2.0,5.0,5.0
T4,280.459,1.0,2.0,2.0,1.0,2.0,2.0
T3,284.521,2.0,5.0,5.0,2.0,5.0,5.0
T2,284.67,7.0,15.0,15.0,7.0,15.0,15.0
T3,289.265,2.0,5.0,5.0,2.0,5.0,5.0
T1,289.975,5.0,10.0,10.0,5.0,10.0,10.0
T4,290.595,1.0,2.0,2.0,1.0,2.0,2.0
T3,292.886,2.0,5.0,5.0,2.0,5.0,5.0
T1,301.236,5.0,10.0,10.0,5.0,10.0,10.0
