task_type,m1_1,m2_1,m3_1,m4_1
T2,45.47,77.3,122.966,132.537
T2,51.898,72.418,130.152,142.139
T2,50.907,82.792,131.949,123.938
T1,44.187,64.937,126.102,125.603
T2,47.594,77.531,137.596,139.946
T4,59.593,81.664,151.21,162.674
T3,48.507,88.845,131.676,141.503
T4,52.535,82.349,145.772,162.299
T2,45.083,77.789,130.44,125.206
T2,47.989,80.396,136.601,131.493
T3,51.125,85.056,139.923,152.166
T2,46.34,78.01,140.829,127.529
T1,42.658,65.191,113.949,120.523
T1,44.554,71.712,121.038,119.264
T1,46.277,70.925,122.244,129.288
T4,52.376,87.109,156.353,140.034
T4,53.364,91.444,137.517,151.254
T2,49.763,75.226,130.071,142.989
T4,52.107,85.082,160.067,152.696
T2,48.09,72.707,122.327,138.351
T3,53.312,76.136,138.236,132.193
T3,48.186,77.531,151.068,149.507
T4,56.435,94.191,159.456,145.062
T1,46.481,73.125,110.278,116.927
T3,53.597,81.97,134.251,137.509
T1,44.801,67.611,128.129,115.06
T4,60.068,82.183,154.707,142.956
T3,54.646,78.269,148.669,131.957
T3,51.472,78.648,149.849,141.091
T1,47.096,69.26,122.618,110.039
T2,47.652,76.042,140.59,123.407
T3,55.487,88.21,149.659,144.684
T3,49.025,87.508,147.518,134.987
T2,50.848,82.256,123.344,132.883
T1,46.665,63.863,113.82,110.169
T1,43.894,66.707,114.993,123.352
T3,55.657,75.829,138.928,142.563
T2,51.461,74.241,127.955,126.355
T4,56.321,86.505,148.849,148.912
T4,55.442,94.98,144.464,145.841
T2,45.369,77.809,131.652,141.451
T3,54.458,88.172,129.76,152.081
T4,55.436,82.331,159.759,155.869
T4,55.219,90.824,150.623,150.744
T2,50.527,81.073,134.089,138.352
T4,53.996,81.638,141.498,153.08
T3,50.02,84.468,135.025,142.884
T2,46.655,71.26,126.04,131.226
T3,55.965,78.616,139.37,141.021
T2,52.993,81.987,140.276,136.335
T1,45.204,67.735,116.837,111.605
T4,52.356,82.198,145.021,151.761
T3,55.573,85.173,147.443,139.01
T1,45.084,72.206,109.699,109.407
T2,48.318,77.205,142.907,122.951
T3,48.961,85.336,154.111,132.432
T3,54.997,82.942,154.091,151.946
T4,51.773,83.471,159.335,160.575
T3,55.365,79.882,131.168,137.528
T4,58.508,92.602,159.794,160.484
T4,55.094,92.533,158.621,138.986
T2,45.001,75.513,129.675,128.364
T1,44.113,64.195,129.384,124.414
T1,43.552,74.77,112.703,129.159
T2,49.848,78.158,139.917,123.282
T1,44.621,64.618,117.992,124.688
T2,51.972,82.822,128.902,126.813
T4,50.899,85.676,153.937,160.461
T4,51.891,86.396,156.953,137.778
T4,54.948,84.455,153.611,148.692
T4,55.013,90.851,137.265,155.813
T2,46.05,77.485,133.773,133.243
T3,53.589,76.538,134.786,146.356
T1,40.655,68.05,118.699,128.742
T3,52.084,79.208,139.115,133.027
T2,46.577,73.031,121.573,122.4
T2,49.055,71.356,122.37,125.214
T4,57.333,81.52,154.073,158.115
T3,55.317,84.145,146.399,147.571
T3,53.221,83.219,136.368,133.939
T2,49.732,74.423,133.879,121.434
T2,52.997,79.097,134.431,123.04
T3,53.286,82.157,153.406,149.047
T3,56.821,88.127,153.284,147.447
T3,55.861,89.7,146.514,146.277
T4,52.85,84.214,155.83,156.006
T3,48.889,89.869,132.708,134.966
T3,50.15,87.366,130.373,147.264
T4,51.342,82.035,161.676,146.011
T2,46.632,77.085,124.124,134.193
T3,51.63,81.986,149.147,149.17
T3,55.515,79.268,147.387,152.277
T1,43.592,64.177,119.408,113.267
T4,59.799,88.945,154.391,160.708
T1,41.365,64.977,121.177,119.046
T4,58.713,88.624,141.174,154.127
T4,55.782,81.327,138.988,162.659
T3,48.598,75.893,136.217,137.719
T4,59.177,89.662,141.339,162.014
T3,52.066,86.714,152.029,144.569
T2,52.993,77.315,122.174,129.218
T3,53.558,87.724,148.62,142.412
T3,48.553,84.02,147.585,138.879
T2,50.687,82.605,135.407,138.069
T2,49.247,83.6,131.001,129.433
T3,51.804,87.131,153.955,151.881
T1,46.13,72.607,122.564,126.643
T2,50.67,83.516,125.357,128.319
T2,47.722,82.398,134.322,120.771
T2,47.608,77.173,123.598,140.483
T3,52.428,81.76,130.332,149.658
T4,56.406,80.212,146.702,143.246
T1,46.456,71.872,123.632,129.217
T1,43.989,75.682,125.721,111.132
T2,52.359,80.563,129.389,125.724
T3,51.689,85.623,152.165,150.236
T2,45.953,76.035,133.311,134.984
T4,52.811,89.964,137.315,153.62
T2,48.557,78.012,121.495,133.611
T1,41.27,72.118,121.079,126.306
T3,51.656,83.869,132.469,153.009
T1,45.368,68.593,128.845,124.625
T1,41.772,63.87,113.39,125.36
T2,46.806,80.969,131.25,122.404
T1,40.939,74.256,117.54,111.509
T1,47.11,67.106,120.973,110.429
T1,41.352,64.445,117.692,124.303
T4,58.708,81.768,139.456,151.944
T4,51.163,88.995,149.057,137.612
T1,45.974,63.971,125.423,114.234
T4,60.13,91.761,141.454,142.812
T1,43.264,68.591,120.621,121.304
T1,43.033,70.673,123.379,125.909
T1,42.978,65.712,117.978,128.782
T4,55.246,91.232,142.343,151.802
T2,51.449,70.884,134.048,138.584
T1,43.601,63.962,128.246,129.647
T1,46.907,66.265,109.228,119.579
T3,54.976,76.094,150.61,149.341
T1,43.336,70.611,127.754,119.773
T2,47.006,80.068,135.356,137.346
T1,41.835,67.139,110.446,120.789
T1,41.447,73.897,114.505,127.44
T4,51.188,87.738,161.662,162.024
T4,58.873,83.735,155.634,148.289
T3,52.059,86.57,150.19,130.446
T2,45.337,74.033,120.894,139.244
T1,47.431,65.18,125.999,123.247
T1,41.691,67.506,115.435,121.596
T2,48.766,83.253,126.59,125.169
T4,53.915,81.403,142.048,151.69
T3,53.23,80.614,140.126,140.264
T3,51.379,88.4,153.988,140.14
T2,49.65,78.153,132.703,140.154
T1,41.367,68.499,109.032,125.458
T2,50.377,73.167,128.595,135.903
T3,48.514,83.874,132.226,132.314
T2,46.109,72.023,135.147,133.642
T2,52.185,72.568,129.659,125.254
T3,49.081,77.665,141.101,132.991
T2,46.541,72.326,130.194,127.299
T4,57.348,80.566,141.915,138.75
T4,56.412,83.928,139.42,159.471
T4,52.468,82.579,141.454,159.42
T4,56.376,85.728,150.546,137.421
T3,48.11,80.335,151.692,150.411
T3,51.52,78.801,130.121,144.496
T3,51.245,77.614,148.853,144.556
T3,51.954,89.874,129.659,143.514
T2,45.955,74.993,142.532,138.474
T4,51.452,89.284,154.111,149.554
T3,52.18,86.349,147.382,137.996
T3,52.094,76.024,140.604,134.947
T2,52.827,75.787,121.375,133.49
T1,42.374,70.732,127.538,120.738
T4,52.02,89.051,149.994,149.898
T3,56.604,89.16,150.588,140.386
T2,47.6,72.637,128.239,123.069
T1,47.534,69.985,123.22,111.767
T3,49.176,85.918,153.413,148.007
T3,51.579,83.612,132.117,141.999
T1,47.886,73.791,124.415,109.141
T4,54.162,94.371,146.168,137.074
T2,49.547,80.767,130.717,137.37
T4,56.287,81.767,154.37,147.078
T4,58.762,87.495,139.431,156.763
T3,52.008,79.844,145.701,134.124
T2,45.002,72.26,143.242,134.544
T1,41.372,64.811,121.235,109.649
T2,48.764,76.754,127.887,133.372
T4,55.758,94.169,149.92,137.972
T3,49.87,79.797,136.191,134.714
T3,55.667,88.014,139.42,144.557
T4,55.597,94.994,144.909,139.514
T3,56.003,87.302,150.368,151.258
T4,54.171,81.733,148.321,160.276
T2,48.697,78.692,137.208,127.191
T4,56.987,82.754,157.933,162.512
T3,51.411,85.619,135.726,151.787
T2,48.459,78.048,129.08,134.378
T3,56.544,86.703,152.085,153.223
T4,58.819,94.013,145.115,154.777
T3,52.623,84.279,136.109,139.743
T4,56.082,88.593,160.896,147.435
T3,56.761,82.408,151.869,131.149
T3,53.604,82.79,134.129,148.464
T3,56.754,77.872,131.167,153.722
T4,52.213,82.113,149.973,149.541
T4,57.172,89.242,158.997,160.273
T2,46.76,82.379,133.117,141.419
T1,45.878,70.877,123.279,124.403
T3,50.463,78.053,135.316,139.019
T2,44.705,75.286,141.954,127.154
T2,46.055,75.746,130.511,131.371
T4,54.466,90.748,140.648,161.78
T4,50.838,91.236,155.749,152.258
T1,47.94,74.715,113.66,129.38
T1,43.457,72.528,120.769,112.64
T2,51.456,76.719,139.289,124.148
T3,54.163,76.626,144.555,138.867
T3,48.819,80.339,144.295,135.322
T1,43.619,66.366,123.914,126.884
T3,51.455,84.472,143.349,141.221
T1,46.681,68.305,129.008,128.792
T1,45.089,70.808,116.649,127.659
T2,48.884,73.773,122.053,138.507
T2,52.396,70.526,140.655,124.881
T3,49.126,77.56,152.537,131.824
T3,50.227,81.134,151.142,136.979
T2,49.392,83.611,123.142,131.596
T3,51.995,88.101,140.893,148.727
T4,56.822,84.623,142.911,144.631
T1,41.3,70.71,115.381,120.443
T3,49.145,83.298,139.016,146.007
T2,45.972,72.016,142.531,122.232
T2,48.337,76.131,125.528,128.234
T3,56.698,85.464,150.554,148.953
T4,57.724,88.598,162.485,151.235
T1,46.136,75.74,118.569,125.372
T2,49.251,71.739,134.226,125.56
T2,48.245,76.07,134.342,132.922
T1,45.414,64.694,121.913,126.001
T2,45.641,76.421,142.418,140.16
T4,60.136,92.863,148.846,150.183
T2,44.969,70.753,136.854,137.096
T3,51.035,81.265,143.041,150.601
T2,45.049,81.901,120.836,123.968
T1,45.442,71.232,121.639,125.86
T3,54.089,76.364,141.933,140.644
T2,52.946,71.602,137.253,125.295
T1,45.54,66.104,114.471,115.079
T4,58.27,95.226,154.522,142.788
