#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,7.0,0.0,1.055,0.1,0.1,1.329,0.1,0.106
2,1,7.0,0.0,1.16,0.134,0.134,1.188,0.133,0.113
3,2,208.0,0.203,12.478,1.139,1.139,10.395,1.196,1.014
4,2,194.0,2.04,11.653,1.228,1.228,10.569,1.18,1.02
5,2,114.0,2.697,13.297,1.225,1.225,10.416,1.315,1.087
6,2,129.0,2.854,12.907,1.31,1.31,11.783,1.098,1.006
7,2,186.0,3.286,12.886,1.334,1.334,11.192,1.104,1.086
8,2,102.0,3.334,11.969,1.221,1.221,12.27,1.132,1.043
9,1,49.0,4.531,1.302,0.139,0.139,1.167,0.111,0.111
10,1,379.0,4.601,1.157,0.115,0.115,1.265,0.137,0.106
11,2,133.0,5.167,11.697,1.245,1.245,11.717,1.074,1.085
12,2,207.0,6.205,12.926,1.244,1.244,12.133,1.264,1.092
13,1,28.0,6.335,1.29,0.13,0.13,1.262,0.109,0.118
14,2,128.0,6.505,11.978,1.171,1.171,13.29,1.038,1.087
15,2,129.0,6.602,13.01,1.232,1.232,11.002,1.037,1.071
16,2,128.0,7.596,11.18,1.023,1.023,12.551,1.269,1.015
17,2,184.0,8.018,11.4,1.149,1.149,12.719,1.135,1.094
18,2,275.0,8.209,12.886,1.074,1.074,10.844,1.269,1.006
19,2,230.0,8.415,10.315,1.294,1.294,10.066,1.015,1.087
20,1,13.0,8.911,1.333,0.138,0.138,1.326,0.121,0.108
21,2,134.0,8.972,11.959,1.305,1.305,12.856,1.301,1.008
22,2,139.0,8.979,10.969,1.267,1.267,10.111,1.093,1.017
23,1,7.0,9.177,1.232,0.128,0.128,1.019,0.115,0.118
24,2,171.0,9.419,13.229,1.145,1.145,13.028,1.21,1.068
25,1,28.0,9.554,1.342,0.112,0.112,1.072,0.131,0.106
26,2,225.0,9.65,12.484,1.062,1.062,10.527,1.049,1.081
27,2,177.0,9.942,12.041,1.01,1.01,11.94,1.305,1.017
28,2,303.0,10.611,13.069,1.078,1.078,13.124,1.004,1.081
29,2,171.0,10.806,11.106,1.264,1.264,11.97,1.18,1.028
30,2,133.0,11.518,11.002,1.054,1.054,10.52,1.257,1.028
31,2,173.0,11.702,13.297,1.346,1.346,11.845,1.342,1.022
32,2,248.0,12.178,12.092,1.199,1.199,12.877,1.213,1.017
33,2,197.0,12.297,13.076,1.102,1.102,11.431,1.219,1.078
34,2,70.0,12.407,12.254,1.088,1.088,12.136,1.129,1.008
35,2,118.0,12.41,11.945,1.173,1.173,10.248,1.026,1.058
36,2,147.0,12.498,11.627,1.023,1.023,12.698,1.19,1.019
37,2,101.0,12.591,13.405,1.183,1.183,11.463,1.201,1.012
38,2,317.0,12.679,13.158,1.323,1.323,11.999,1.104,1.03
39,2,201.0,13.191,13.055,1.095,1.095,13.276,1.302,1.07
40,1,379.0,13.417,1.108,0.134,0.134,1.203,0.113,0.12
41,2,162.0,13.511,11.104,1.251,1.251,11.489,1.17,1.02
42,1,13.0,13.903,1.221,0.105,0.105,1.126,0.107,0.119
43,1,447.0,14.116,1.033,0.116,0.116,1.139,0.132,0.104
44,1,28.0,14.341,1.287,0.113,0.113,1.091,0.101,0.114
45,2,145.0,14.436,11.859,1.348,1.348,11.144,1.328,1.001
46,2,187.0,14.746,10.414,1.139,1.139,10.024,1.126,1.044
47,1,7.0,14.825,1.108,0.139,0.139,1.153,0.102,0.12
48,2,235.0,15.356,12.074,1.148,1.148,11.495,1.176,1.061
49,2,87.0,15.606,11.562,1.286,1.286,12.041,1.29,1.033
50,1,30.0,16.085,1.175,0.132,0.132,1.33,0.104,0.103
51,2,127.0,16.82,12.332,1.094,1.094,11.945,1.235,1.058
52,2,96.0,17.134,12.486,1.259,1.259,12.327,1.196,1.067
53,1,387.0,17.241,1.12,0.132,0.132,1.165,0.11,0.101
54,2,151.0,17.29,11.682,1.168,1.168,11.456,1.045,1.012
55,1,6.0,18.604,1.226,0.139,0.139,1.294,0.138,0.106
56,2,76.0,18.642,12.115,1.166,1.166,11.876,1.259,1.017
57,1,28.0,19.215,1.204,0.13,0.13,1.264,0.111,0.104
58,1,157.0,19.489,1.203,0.134,0.134,1.07,0.133,0.1
59,2,203.0,19.573,10.811,1.239,1.239,11.937,1.129,1.08
60,1,126.0,19.712,1.264,0.137,0.137,1.077,0.126,0.11
61,1,120.0,20.192,1.066,0.125,0.125,1.339,0.137,0.105
62,2,147.0,20.65,13.356,1.32,1.32,10.741,1.2,1.098
63,1,28.0,20.716,1.281,0.117,0.117,1.188,0.122,0.108
64,2,126.0,21.033,11.343,1.252,1.252,13.187,1.101,1.031
65,1,7.0,21.198,1.255,0.11,0.11,1.301,0.138,0.109
66,1,7.0,21.48,1.245,0.131,0.131,1.306,0.122,0.112
67,2,220.0,21.586,10.887,1.318,1.318,12.88,1.084,1.096
68,1,146.0,21.761,1.142,0.12,0.12,1.21,0.104,0.105
69,1,6.0,21.996,1.193,0.128,0.128,1.058,0.119,0.117
70,2,99.0,22.359,12.174,1.053,1.053,12.146,1.215,1.001
71,1,120.0,22.407,1.219,0.103,0.103,1.211,0.132,0.103
72,1,90.0,22.546,1.255,0.117,0.117,1.306,0.138,0.11
73,1,7.0,22.582,1.049,0.106,0.106,1.107,0.139,0.103
74,2,50.0,22.798,12.668,1.001,1.001,12.997,1.046,1.061
75,1,49.0,22.855,1.282,0.126,0.126,1.011,0.125,0.108
76,1,512.0,22.883,1.049,0.121,0.121,1.232,0.108,0.107
77,1,126.0,23.243,1.279,0.12,0.12,1.262,0.138,0.107
78,1,6.0,23.404,1.06,0.122,0.122,1.134,0.126,0.102
79,2,186.0,23.575,12.977,1.306,1.306,12.626,1.317,1.094
80,1,146.0,23.656,1.302,0.101,0.101,1.286,0.135,0.119
81,1,30.0,23.75,1.208,0.137,0.137,1.218,0.107,0.102
82,1,44.0,23.863,1.281,0.131,0.131,1.338,0.103,0.116
83,1,7.0,23.874,1.21,0.113,0.113,1.278,0.123,0.109
84,1,387.0,23.875,1.293,0.128,0.128,1.175,0.13,0.106
85,2,114.0,24.013,13.149,1.152,1.152,11.772,1.175,1.077
86,2,119.0,24.078,12.173,1.157,1.157,10.714,1.05,1.078
87,1,49.0,24.2,1.213,0.136,0.136,1.195,0.105,0.113
88,2,275.0,24.266,13.38,1.157,1.157,10.567,1.148,1.085
89,1,6.0,24.403,1.126,0.109,0.109,1.322,0.123,0.106
90,1,7.0,24.53,1.279,0.117,0.117,1.181,0.112,0.103
91,1,559.0,24.578,1.076,0.126,0.126,1.141,0.131,0.118
92,2,133.0,24.606,12.124,1.232,1.232,10.026,1.032,1.023
93,2,156.0,24.671,11.959,1.303,1.303,10.915,1.026,1.073
94,2,122.0,25.353,11.761,1.208,1.208,11.977,1.246,1.014
95,2,260.0,25.497,12.87,1.026,1.026,11.673,1.179,1.094
96,1,169.0,25.783,1.029,0.134,0.134,1.081,0.108,0.118
97,1,44.0,25.933,1.058,0.121,0.121,1.102,0.133,0.111
98,1,10.0,25.98,1.126,0.109,0.109,1.348,0.107,0.112
99,1,7.0,26.069,1.31,0.137,0.137,1.105,0.103,0.115
100,1,169.0,26.14,1.247,0.102,0.102,1.031,0.117,0.105
101,1,10.0,26.16,1.197,0.104,0.104,1.193,0.101,0.116
102,1,6.0,26.51,1.295,0.139,0.139,1.304,0.101,0.108
103,1,157.0,26.843,1.345,0.112,0.112,1.315,0.1,0.117
104,1,30.0,26.94,1.115,0.106,0.106,1.195,0.129,0.117
105,1,103.0,27.042,1.32,0.111,0.111,1.086,0.126,0.118
106,1,103.0,27.051,1.283,0.115,0.115,1.09,0.109,0.106
107,1,7.0,27.134,1.306,0.112,0.112,1.321,0.127,0.106
108,2,240.0,27.433,10.894,1.223,1.223,12.729,1.206,1.095
109,1,214.0,27.475,1.005,0.138,0.138,1.307,0.103,0.115
110,1,120.0,27.807,1.141,0.11,0.11,1.31,0.113,0.111
111,1,7.0,28.033,1.271,0.136,0.136,1.304,0.105,0.106
112,1,10.0,28.094,1.002,0.119,0.119,1.112,0.134,0.116
