#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,498.0,0.0,1.008,0.113,0.113,1.206,0.13,0.109
2,2,140.0,0.892,12.099,1.22,1.22,12.188,1.19,1.016
3,2,118.0,2.862,13.325,1.182,1.182,12.591,1.301,1.044
4,2,150.0,3.092,10.579,1.069,1.069,11.37,1.223,1.014
5,2,113.0,3.267,11.256,1.211,1.211,10.487,1.346,1.076
6,2,94.0,3.281,10.028,1.219,1.219,10.562,1.223,1.042
7,2,130.0,3.349,11.386,1.203,1.203,11.495,1.279,1.019
8,2,51.0,4.415,12.696,1.289,1.289,12.347,1.09,1.066
9,1,387.0,4.862,1.096,0.102,0.102,1.301,0.124,0.106
10,2,118.0,4.95,10.751,1.237,1.237,10.765,1.019,1.023
11,1,498.0,5.26,1.236,0.109,0.109,1.039,0.124,0.109
12,2,109.0,7.137,10.702,1.312,1.312,12.964,1.277,1.04
13,1,7.0,7.286,1.299,0.109,0.109,1.314,0.101,0.107
14,1,559.0,7.303,1.296,0.132,0.132,1.318,0.112,0.104
15,2,132.0,7.544,12.752,1.171,1.171,10.133,1.32,1.08
16,2,97.0,7.79,12.795,1.03,1.03,10.96,1.019,1.031
17,2,148.0,8.149,12.909,1.238,1.238,12.394,1.239,1.084
18,2,235.0,8.408,12.401,1.237,1.237,13.386,1.204,1.069
19,2,161.0,8.58,11.947,1.209,1.209,11.449,1.129,1.016
20,2,221.0,8.867,10.111,1.241,1.241,11.297,1.06,1.044
21,2,105.0,9.484,11.999,1.187,1.187,11.192,1.154,1.096
22,2,93.0,9.545,11.719,1.26,1.26,11.173,1.057,1.017
23,1,6.0,9.786,1.135,0.134,0.134,1.186,0.116,0.109
24,2,198.0,10.045,12.454,1.318,1.318,13.297,1.191,1.032
25,2,108.0,10.325,12.454,1.122,1.122,12.016,1.078,1.029
26,2,146.0,10.675,10.353,1.318,1.318,11.343,1.143,1.04
27,2,144.0,10.956,11.607,1.16,1.16,10.339,1.205,1.048
28,2,171.0,11.092,12.267,1.311,1.311,12.57,1.097,1.011
29,2,142.0,11.214,12.875,1.166,1.166,13.126,1.196,1.058
30,1,44.0,11.706,1.164,0.133,0.133,1.05,0.112,0.112
31,2,224.0,11.993,11.673,1.021,1.021,11.935,1.282,1.031
32,1,28.0,12.122,1.297,0.113,0.113,1.293,0.131,0.107
33,1,126.0,12.311,1.013,0.139,0.139,1.107,0.108,0.116
34,2,221.0,12.318,10.562,1.049,1.049,13.451,1.227,1.088
35,1,126.0,12.509,1.345,0.14,0.14,1.172,0.101,0.116
36,2,117.0,13.055,12.765,1.122,1.122,12.557,1.163,1.086
37,2,242.0,13.066,12.935,1.283,1.283,11.492,1.259,1.005
38,1,169.0,13.585,1.048,0.129,0.129,1.21,0.133,0.109
39,2,178.0,13.81,11.456,1.096,1.096,12.722,1.073,1.02
40,2,155.0,14.365,13.221,1.253,1.253,11.299,1.317,1.032
41,2,134.0,15.21,13.124,1.019,1.019,12.01,1.342,1.04
42,2,38.0,15.472,13.121,1.095,1.095,13.347,1.107,1.053
43,1,16.0,15.48,1.208,0.133,0.133,1.074,0.105,0.102
44,1,512.0,15.55,1.259,0.137,0.137,1.118,0.117,0.109
45,1,6.0,15.615,1.296,0.113,0.113,1.317,0.121,0.113
46,1,146.0,15.643,1.095,0.119,0.119,1.262,0.118,0.112
47,2,96.0,15.78,11.697,1.052,1.052,11.908,1.207,1.052
48,2,124.0,16.013,11.697,1.278,1.278,11.013,1.256,1.093
49,2,245.0,16.097,11.386,1.29,1.29,10.58,1.235,1.07
50,2,151.0,16.177,11.492,1.223,1.223,10.296,1.091,1.083
51,2,344.0,16.231,10.799,1.283,1.283,12.974,1.279,1.003
52,2,229.0,16.446,10.531,1.268,1.268,11.768,1.089,1.012
53,2,224.0,16.833,10.883,1.334,1.334,12.443,1.181,1.1
54,1,44.0,16.965,1.179,0.139,0.139,1.169,0.126,0.119
55,1,49.0,17.138,1.106,0.122,0.122,1.039,0.11,0.108
56,1,49.0,17.291,1.047,0.127,0.127,1.139,0.126,0.112
57,1,16.0,17.369,1.275,0.118,0.118,1.245,0.13,0.115
58,1,559.0,18.104,1.297,0.115,0.115,1.07,0.122,0.1
59,1,95.0,18.644,1.229,0.1,0.1,1.293,0.122,0.115
60,1,512.0,18.677,1.222,0.122,0.122,1.106,0.111,0.1
61,1,120.0,18.724,1.162,0.13,0.13,1.016,0.128,0.116
62,1,103.0,18.849,1.255,0.135,0.135,1.008,0.105,0.118
63,1,59.0,18.903,1.154,0.108,0.108,1.045,0.121,0.11
64,1,120.0,19.16,1.16,0.101,0.101,1.34,0.124,0.107
65,1,169.0,19.357,1.245,0.104,0.104,1.279,0.126,0.109
66,1,95.0,19.608,1.254,0.132,0.132,1.32,0.125,0.107
67,1,7.0,19.628,1.147,0.103,0.103,1.341,0.102,0.103
68,1,59.0,19.685,1.13,0.138,0.138,1.186,0.12,0.108
69,1,59.0,19.855,1.293,0.11,0.11,1.314,0.112,0.103
70,1,157.0,20.179,1.051,0.119,0.119,1.136,0.138,0.114
71,1,30.0,20.365,1.002,0.133,0.133,1.207,0.112,0.111
72,1,13.0,20.407,1.189,0.125,0.125,1.328,0.111,0.114
73,2,174.0,20.723,11.417,1.076,1.076,11.654,1.221,1.034
74,2,257.0,20.751,10.884,1.03,1.03,10.558,1.347,1.094
75,1,7.0,20.925,1.062,0.118,0.118,1.186,0.137,0.107
76,2,296.0,21.004,12.553,1.303,1.303,11.964,1.162,1.013
77,1,6.0,21.13,1.307,0.112,0.112,1.278,0.115,0.112
78,2,272.0,21.159,12.694,1.305,1.305,11.62,1.231,1.013
79,2,174.0,21.161,12.488,1.035,1.035,10.536,1.307,1.07
80,2,263.0,21.188,13.158,1.307,1.307,11.1,1.256,1.04
81,2,140.0,21.946,13.208,1.071,1.071,10.905,1.125,1.005
82,1,16.0,22.015,1.199,0.111,0.111,1.214,0.109,0.119
83,2,200.0,22.385,10.997,1.343,1.343,10.887,1.208,1.089
84,1,169.0,22.591,1.12,0.109,0.109,1.131,0.13,0.12
85,1,512.0,22.607,1.053,0.11,0.11,1.137,0.122,0.12
86,1,498.0,22.637,1.057,0.132,0.132,1.031,0.129,0.116
87,2,53.0,22.657,10.464,1.233,1.233,12.284,1.288,1.067
88,1,13.0,22.772,1.326,0.102,0.102,1.188,0.125,0.108
89,1,6.0,23.198,1.266,0.124,0.124,1.273,0.113,0.12
90,1,28.0,23.199,1.064,0.112,0.112,1.137,0.12,0.11
91,1,7.0,23.407,1.114,0.125,0.125,1.345,0.109,0.112
92,1,379.0,23.416,1.045,0.121,0.121,1.181,0.12,0.112
93,1,447.0,23.505,1.295,0.105,0.105,1.071,0.119,0.109
94,2,127.0,23.543,10.017,1.204,1.204,11.534,1.206,1.088
95,1,49.0,23.619,1.009,0.125,0.125,1.299,0.116,0.115
96,1,126.0,23.812,1.038,0.128,0.128,1.196,0.133,0.115
97,2,77.0,23.973,12.283,1.128,1.128,11.61,1.211,1.075
98,1,44.0,24.233,1.122,0.128,0.128,1.115,0.11,0.111
99,2,35.0,24.43,12.684,1.127,1.127,11.075,1.237,1.017
100,1,7.0,24.754,1.247,0.107,0.107,1.059,0.107,0.119
101,1,16.0,24.773,1.3,0.137,0.137,1.074,0.109,0.109
102,1,379.0,24.803,1.222,0.137,0.137,1.138,0.138,0.111
103,2,115.0,24.924,12.757,1.154,1.154,13.329,1.182,1.023
104,1,103.0,25.038,1.056,0.104,0.104,1.076,0.113,0.113
105,1,7.0,25.514,1.287,0.125,0.125,1.059,0.108,0.102
106,2,197.0,25.797,12.287,1.232,1.232,11.94,1.094,1.079
107,1,214.0,25.829,1.186,0.139,0.139,1.156,0.108,0.11
108,1,169.0,26.069,1.138,0.115,0.115,1.131,0.11,0.117
109,1,169.0,26.085,1.126,0.124,0.124,1.047,0.11,0.103
110,1,6.0,26.132,1.08,0.14,0.14,1.168,0.102,0.1
111,2,119.0,26.165,10.447,1.119,1.119,11.492,1.057,1.059
112,1,126.0,26.298,1.321,0.132,0.132,1.321,0.125,0.115
113,1,7.0,26.324,1.038,0.125,0.125,1.328,0.103,0.101
114,1,146.0,26.347,1.166,0.104,0.104,1.232,0.131,0.102
115,1,169.0,26.373,1.098,0.138,0.138,1.124,0.138,0.119
116,1,214.0,26.404,1.271,0.118,0.118,1.04,0.112,0.119
117,1,7.0,26.414,1.308,0.117,0.117,1.295,0.107,0.117
118,1,49.0,26.494,1.022,0.138,0.138,1.124,0.105,0.117
119,1,379.0,26.577,1.179,0.13,0.13,1.308,0.128,0.106
120,1,7.0,26.644,1.32,0.108,0.108,1.012,0.137,0.108
121,1,157.0,26.802,1.262,0.106,0.106,1.138,0.138,0.113
122,1,10.0,27.078,1.21,0.107,0.107,1.078,0.129,0.119
123,1,7.0,27.109,1.345,0.131,0.131,1.142,0.111,0.109
124,2,61.0,27.245,10.96,1.007,1.007,11.106,1.021,1.089
125,2,243.0,27.295,11.553,1.267,1.267,12.743,1.293,1.001
126,1,28.0,27.387,1.065,0.112,0.112,1.056,0.114,0.107
127,1,120.0,27.409,1.081,0.105,0.105,1.344,0.126,0.11
128,1,7.0,27.437,1.047,0.107,0.107,1.085,0.101,0.101
129,2,108.0,27.627,10.034,1.31,1.31,12.378,1.114,1.028
130,1,30.0,27.721,1.177,0.136,0.136,1.194,0.1,0.115
131,1,44.0,27.731,1.238,0.102,0.102,1.225,0.108,0.118
132,2,98.0,27.804,10.921,1.194,1.194,12.731,1.289,1.098
133,1,59.0,27.984,1.132,0.111,0.111,1.148,0.123,0.103
134,2,144.0,28.124,11.699,1.095,1.095,12.092,1.24,1.027
135,1,559.0,28.333,1.032,0.122,0.122,1.138,0.125,0.117
136,2,88.0,28.402,12.567,1.057,1.057,10.031,1.318,1.031
137,1,214.0,28.446,1.264,0.12,0.12,1.01,0.133,0.105
138,1,447.0,28.495,1.301,0.101,0.101,1.106,0.127,0.105
139,2,115.0,28.539,10.561,1.159,1.159,12.136,1.323,1.048
140,1,7.0,28.56,1.006,0.136,0.136,1.064,0.105,0.119
141,2,151.0,28.691,11.463,1.232,1.232,11.343,1.059,1.021
142,1,498.0,28.869,1.211,0.118,0.118,1.155,0.134,0.103
143,1,49.0,28.878,1.266,0.104,0.104,1.348,0.113,0.102
144,1,7.0,28.9,1.21,0.109,0.109,1.142,0.115,0.111
145,1,30.0,28.932,1.004,0.121,0.121,1.323,0.106,0.112
146,1,44.0,29.206,1.269,0.107,0.107,1.282,0.138,0.115
147,2,191.0,29.434,11.138,1.12,1.12,12.855,1.323,1.099
148,1,30.0,29.58,1.098,0.138,0.138,1.001,0.123,0.112
149,1,126.0,29.658,1.022,0.1,0.1,1.134,0.114,0.117
150,1,214.0,29.685,1.009,0.135,0.135,1.237,0.107,0.115
151,2,120.0,29.704,11.859,1.148,1.148,12.067,1.081,1.024
152,1,49.0,29.929,1.334,0.136,0.136,1.102,0.12,0.11
153,2,50.0,29.955,12.32,1.272,1.272,13.338,1.265,1.069
154,2,115.0,30.011,10.844,1.25,1.25,11.812,1.203,1.035
155,1,7.0,30.021,1.3,0.121,0.121,1.103,0.101,0.111
156,2,122.0,30.171,10.914,1.196,1.196,10.461,1.245,1.033
157,1,6.0,30.426,1.125,0.125,0.125,1.346,0.113,0.102
158,1,44.0,30.46,1.117,0.108,0.108,1.309,0.107,0.108
159,1,512.0,30.617,1.183,0.112,0.112,1.183,0.104,0.119
160,2,299.0,30.627,11.013,1.196,1.196,11.033,1.289,1.017
161,1,44.0,30.633,1.028,0.13,0.13,1.152,0.11,0.105
162,2,383.0,30.731,13.356,1.019,1.019,10.703,1.289,1.06
163,1,447.0,30.797,1.078,0.134,0.134,1.334,0.116,0.118
164,1,90.0,30.829,1.247,0.121,0.121,1.166,0.139,0.118
165,1,13.0,30.842,1.295,0.125,0.125,1.097,0.112,0.1
166,1,30.0,30.857,1.096,0.125,0.125,1.074,0.101,0.117
167,1,447.0,31.015,1.31,0.114,0.114,1.347,0.114,0.111
168,2,166.0,31.123,12.027,1.293,1.293,10.714,1.013,1.025
169,1,16.0,31.236,1.105,0.117,0.117,1.236,0.135,0.11
170,1,28.0,31.263,1.317,0.12,0.12,1.085,0.112,0.105
171,2,185.0,31.267,13.187,1.14,1.14,11.463,1.216,1.042
172,1,6.0,31.364,1.301,0.123,0.123,1.12,0.132,0.119
173,1,387.0,31.989,1.289,0.123,0.123,1.157,0.11,0.115
174,1,49.0,32.013,1.16,0.133,0.133,1.228,0.102,0.111
175,1,214.0,32.055,1.256,0.118,0.118,1.273,0.131,0.106
176,1,7.0,32.094,1.12,0.135,0.135,1.278,0.139,0.106
177,1,6.0,32.202,1.135,0.12,0.12,1.102,0.135,0.104
178,1,103.0,32.231,1.081,0.134,0.134,1.076,0.102,0.107
179,2,90.0,32.267,13.221,1.221,1.221,11.492,1.314,1.053
180,1,90.0,32.346,1.294,0.139,0.139,1.33,0.136,0.103
181,1,28.0,32.445,1.208,0.123,0.123,1.186,0.104,0.108
182,1,44.0,32.514,1.041,0.119,0.119,1.096,0.114,0.111
183,1,44.0,32.587,1.071,0.11,0.11,1.029,0.138,0.101
184,1,49.0,32.605,1.028,0.13,0.13,1.305,0.11,0.101
185,1,146.0,32.695,1.228,0.11,0.11,1.172,0.113,0.111
186,1,6.0,32.748,1.066,0.134,0.134,1.286,0.128,0.105
187,1,6.0,32.776,1.032,0.129,0.129,1.015,0.12,0.108
188,1,512.0,32.827,1.319,0.133,0.133,1.179,0.104,0.11
189,1,7.0,32.887,1.304,0.138,0.138,1.264,0.129,0.109
190,1,10.0,32.994,1.145,0.106,0.106,1.228,0.122,0.113
191,1,59.0,33.023,1.257,0.129,0.129,1.106,0.124,0.114
192,2,172.0,33.111,13.366,1.037,1.037,12.115,1.311,1.003
193,1,157.0,33.239,1.293,0.119,0.119,1.3,0.121,0.117
194,2,168.0,33.345,11.985,1.135,1.135,12.1,1.022,1.052
195,1,157.0,33.356,1.04,0.113,0.113,1.005,0.119,0.112
196,1,44.0,33.357,1.054,0.139,0.139,1.24,0.111,0.105
197,1,512.0,33.695,1.32,0.121,0.121,1.177,0.133,0.116
198,2,246.0,33.782,10.703,1.076,1.076,10.942,1.097,1.045
199,1,44.0,33.796,1.298,0.116,0.116,1.13,0.109,0.12
200,1,214.0,33.977,1.264,0.11,0.11,1.277,0.122,0.108
201,1,16.0,34.065,1.195,0.12,0.12,1.258,0.104,0.106
202,2,275.0,34.106,13.346,1.17,1.17,12.722,1.153,1.024
203,1,7.0,34.16,1.032,0.122,0.122,1.085,0.103,0.105
204,1,379.0,34.163,1.296,0.102,0.102,1.301,0.134,0.107
205,1,95.0,34.362,1.14,0.109,0.109,1.072,0.104,0.102
206,1,90.0,34.369,1.117,0.132,0.132,1.104,0.114,0.115
207,1,49.0,34.473,1.272,0.133,0.133,1.276,0.135,0.104
208,1,146.0,34.497,1.168,0.139,0.139,1.186,0.133,0.12
209,1,103.0,34.527,1.194,0.113,0.113,1.038,0.107,0.116
210,1,44.0,34.769,1.305,0.129,0.129,1.25,0.136,0.119
211,1,120.0,35.01,1.301,0.133,0.133,1.117,0.111,0.105
212,1,44.0,35.02,1.166,0.138,0.138,1.145,0.106,0.114
213,1,95.0,35.032,1.28,0.14,0.14,1.063,0.116,0.107
214,2,76.0,35.118,12.355,1.126,1.126,10.018,1.035,1.005
215,1,498.0,35.123,1.246,0.136,0.136,1.144,0.125,0.113
216,1,10.0,35.128,1.333,0.13,0.13,1.228,0.115,0.119
217,1,90.0,35.147,1.309,0.122,0.122,1.078,0.112,0.106
218,1,120.0,35.24,1.235,0.108,0.108,1.343,0.105,0.117
219,1,49.0,35.293,1.347,0.139,0.139,1.12,0.13,0.106
220,1,447.0,35.4,1.26,0.124,0.124,1.096,0.111,0.11
221,1,559.0,35.464,1.322,0.119,0.119,1.135,0.131,0.109
222,1,49.0,35.468,1.271,0.136,0.136,1.081,0.125,0.107
