#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,7.0,0.0,1.109,0.102,0.102,1.029,0.137,0.119
2,2,198.0,1.216,13.055,1.051,1.051,13.164,1.233,1.043
3,2,101.0,1.401,11.669,1.297,1.297,13.362,1.065,1.003
4,2,97.0,1.685,11.62,1.272,1.272,10.707,1.107,1.094
5,2,42.0,1.744,11.444,1.317,1.317,12.068,1.182,1.013
6,2,178.0,2.663,12.495,1.166,1.166,12.486,1.23,1.019
7,2,180.0,2.843,12.489,1.051,1.051,12.052,1.312,1.019
8,1,6.0,3.085,1.34,0.114,0.114,1.314,0.119,0.117
9,2,164.0,3.294,12.519,1.259,1.259,11.025,1.232,1.054
10,1,13.0,3.431,1.145,0.121,0.121,1.34,0.113,0.1
11,2,309.0,3.586,12.208,1.264,1.264,11.669,1.209,1.062
12,2,253.0,4.128,10.716,1.105,1.105,12.457,1.035,1.044
13,2,127.0,4.771,11.782,1.341,1.341,10.998,1.148,1.029
14,2,132.0,5.667,11.618,1.005,1.005,11.528,1.305,1.031
15,2,93.0,5.866,12.271,1.267,1.267,10.43,1.078,1.025
16,2,133.0,6.147,11.573,1.239,1.239,12.875,1.076,1.017
17,2,110.0,6.399,12.794,1.279,1.279,10.132,1.338,1.015
18,2,98.0,6.519,12.283,1.148,1.148,10.371,1.147,1.073
19,2,74.0,7.073,10.26,1.114,1.114,12.239,1.346,1.042
20,1,169.0,7.174,1.153,0.14,0.14,1.289,0.119,0.114
21,2,157.0,7.271,11.419,1.267,1.267,10.974,1.159,1.076
22,2,144.0,7.347,10.217,1.012,1.012,11.987,1.289,1.017
23,1,7.0,7.409,1.238,0.124,0.124,1.28,0.12,0.105
24,2,119.0,7.704,13.025,1.232,1.232,12.862,1.253,1.068
25,2,57.0,7.854,12.2,1.232,1.232,12.06,1.211,1.081
26,2,192.0,7.93,12.023,1.303,1.303,13.408,1.324,1.07
27,2,73.0,7.99,12.519,1.286,1.286,12.355,1.053,1.094
28,1,7.0,9.029,1.182,0.125,0.125,1.013,0.112,0.107
29,1,7.0,9.045,1.24,0.138,0.138,1.135,0.101,0.118
30,2,127.0,9.197,12.87,1.187,1.187,12.316,1.087,1.078
31,2,123.0,9.328,10.186,1.276,1.276,13.028,1.329,1.066
32,1,30.0,9.75,1.122,0.111,0.111,1.194,0.101,0.106
33,1,559.0,10.005,1.147,0.124,0.124,1.298,0.14,0.12
34,2,99.0,10.66,13.326,1.003,1.003,13.262,1.046,1.094
35,2,157.0,10.69,13.349,1.17,1.17,13.128,1.289,1.091
36,2,244.0,10.932,10.608,1.307,1.307,10.955,1.173,1.094
37,2,103.0,11.197,12.882,1.26,1.26,13.382,1.284,1.044
38,2,134.0,11.534,10.398,1.025,1.025,11.203,1.151,1.011
39,2,185.0,11.629,11.664,1.312,1.312,11.97,1.233,1.088
40,1,447.0,11.702,1.109,0.138,0.138,1.125,0.127,0.111
41,2,155.0,12.324,13.02,1.052,1.052,12.57,1.017,1.017
42,2,200.0,13.057,12.781,1.273,1.273,12.206,1.226,1.015
43,2,172.0,13.494,10.333,1.311,1.311,12.34,1.053,1.081
44,2,172.0,14.145,11.697,1.231,1.231,10.837,1.267,1.011
45,1,7.0,14.258,1.236,0.133,0.133,1.233,0.106,0.104
46,1,49.0,14.348,1.278,0.105,0.105,1.302,0.113,0.105
