task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
2,0.068,4.919,0.983,6.635,0.973
1,0.38,0.935,0.858,2.006,0.825
1,0.989,0.989,0.893,1.016,0.788
1,1.348,1.255,0.891,1.412,0.612
1,2.796,2.158,0.925,1.442,0.943
2,3.097,10.841,0.819,5.748,1.636
2,3.82,2.227,1.261,11.284,1.976
1,4.06,1.275,0.867,1.15,1.129
2,4.186,1.799,1.432,6.064,1.791
1,4.209,1.059,1.332,1.253,0.823
2,5.257,4.422,0.796,5.064,1.663
1,6.536,2.164,0.958,1.29,1.002
2,7.721,5.214,3.203,1.939,1.822
2,8.492,5.335,1.721,3.949,3.191
2,8.569,3.223,0.666,12.1,1.551
1,9.681,1.26,1.173,1.291,1.271
2,9.973,13.9,0.627,2.873,1.117
2,11.473,2.808,0.852,2.796,0.959
1,12.037,1.916,0.94,1.313,1.13
2,12.06,11.765,1.11,4.378,3.279
2,12.459,1.899,0.791,3.626,1.436
2,12.65,9.048,1.96,1.874,1.641
2,14.946,6.195,0.567,4.825,1.541
1,16.31,0.983,1.385,1.048,0.879
2,16.737,5.986,0.824,1.73,0.967
1,16.912,1.344,0.725,1.292,0.965
2,17.346,3.752,0.685,2.268,1.031
1,17.41,1.299,0.92,1.205,1.245
1,17.528,1.749,1.386,1.543,0.73
1,17.953,1.288,1.177,1.11,1.228
2,18.709,10.546,0.685,6.126,2.182
2,18.785,12.508,1.197,1.848,1.934
1,19.169,1.186,1.166,0.987,0.633
1,19.844,1.172,0.612,1.074,0.89
1,19.862,1.802,1.618,1.213,0.845
1,19.965,1.308,0.615,1.417,0.637
1,20.036,1.343,1.177,1.363,0.593
1,20.33,1.252,0.626,1.956,0.935
1,20.865,1.327,0.865,1.24,1.522
1,21.548,1.104,0.613,1.5,0.632
1,24.254,2.074,1.323,1.41,0.884
1,26.423,1.261,0.935,1.024,0.958
2,27.577,5.89,1.937,5.212,1.26
1,27.911,1.461,0.646,2.073,0.908
