task_type,m1_1,m2_1,m3_1,m4_1
T2,12.233,33.765,96.334,103.832
T2,13.963,31.632,101.963,111.354
T2,13.696,36.164,103.371,97.095
T1,10.32,24.623,85.76,85.42
T2,12.805,33.866,107.795,109.636
T4,20.465,45.533,151.21,162.674
T3,14.812,44.048,117.086,125.824
T4,18.041,45.915,145.772,162.299
T2,12.129,33.979,102.189,98.089
T2,12.911,35.117,107.015,103.014
T3,15.612,42.169,124.419,135.306
T2,12.467,34.075,110.328,99.909
T1,9.963,24.719,77.495,81.965
T1,10.406,27.192,82.316,81.109
T1,10.808,26.894,83.136,87.927
T4,17.987,48.569,156.353,140.034
T4,18.326,50.986,137.517,151.254
T2,13.388,32.859,101.9,112.02
T4,17.894,47.439,160.067,152.696
T2,12.938,31.759,95.833,108.386
T3,16.28,37.747,122.92,117.546
T3,14.714,38.438,134.33,132.942
T4,19.381,52.517,159.456,145.062
T1,10.856,27.728,74.998,79.52
T3,16.367,40.639,119.376,122.273
T1,10.463,25.637,87.138,78.25
T4,20.628,45.822,154.707,142.956
T3,16.687,38.805,132.197,117.336
T3,15.718,38.993,133.246,125.459
T1,10.999,26.263,83.39,74.836
T2,12.82,33.215,110.141,96.68
T3,16.944,43.733,133.077,128.653
T3,14.97,43.385,131.173,120.031
T2,13.68,35.93,96.63,104.103
T1,10.899,24.216,77.407,74.924
T1,10.252,25.294,78.205,83.889
T3,16.996,37.595,123.535,126.767
T2,13.845,32.429,100.242,98.989
T4,19.342,48.232,148.849,148.912
T4,19.039,52.957,144.464,145.841
T2,12.206,33.987,103.139,110.815
T3,16.63,43.714,115.382,135.231
T4,19.037,45.904,159.759,155.869
T4,18.963,50.64,150.623,150.744
T2,13.594,35.413,105.048,108.387
T4,18.543,45.518,141.498,153.08
T3,15.274,41.878,120.065,127.053
T2,12.552,31.127,98.742,102.805
T3,17.09,38.977,123.928,125.396
T2,14.257,35.812,109.895,106.808
T1,10.557,25.684,79.459,75.901
T4,17.98,45.83,145.021,151.761
T3,16.97,42.228,131.107,123.608
T1,10.529,27.38,74.604,74.406
T2,12.999,33.724,111.956,96.322
T3,14.951,42.308,137.036,117.759
T3,16.794,41.122,137.018,135.111
T4,17.779,46.54,159.335,160.575
T3,16.907,39.604,116.635,122.291
T4,20.092,51.631,159.794,160.484
T4,18.92,51.593,158.621,138.986
T2,12.107,32.985,101.59,100.563
T1,10.303,24.342,87.992,84.612
T1,10.171,28.352,76.647,87.839
T2,13.411,34.14,109.614,96.582
T1,10.421,24.502,80.244,84.798
T2,13.983,36.177,100.984,99.348
T4,17.479,47.77,153.937,160.461
T4,17.82,48.171,156.953,137.778
T4,18.87,47.089,153.611,148.692
T4,18.892,50.655,137.265,155.813
T2,12.389,33.846,104.801,104.385
T3,16.364,37.946,119.852,130.14
T1,9.495,25.804,80.725,87.555
T3,15.905,39.27,123.702,118.288
T2,12.531,31.9,95.243,95.89
T2,13.198,31.168,95.867,98.095
T4,19.689,45.452,154.073,158.115
T3,16.892,41.718,130.178,131.22
T3,16.252,41.259,121.259,119.099
T2,13.38,32.508,104.884,95.133
T2,14.258,34.55,105.316,96.392
T3,16.272,40.732,136.409,132.533
T3,17.351,43.692,136.301,131.11
T3,17.058,44.472,130.28,130.07
T4,18.149,46.954,155.83,156.006
T3,14.929,44.555,118.004,120.012
T3,15.314,43.315,115.928,130.948
T4,17.632,45.74,161.676,146.011
T2,12.546,33.671,97.241,105.13
T3,15.766,40.647,132.622,132.643
T3,16.952,39.3,131.057,135.405
T1,10.181,24.335,81.207,77.031
T4,20.536,49.593,154.391,160.708
T1,9.661,24.639,82.41,80.961
T4,20.163,49.413,141.174,154.127
T4,19.156,45.345,138.988,162.659
T3,14.84,37.627,121.124,122.46
T4,20.322,49.992,141.339,162.014
T3,15.899,42.992,135.184,128.551
T2,14.257,33.772,95.713,101.232
T3,16.355,43.492,132.153,126.633
T3,14.826,41.656,131.233,123.492
T2,13.637,36.082,106.08,108.166
T2,13.249,36.517,102.629,101.4
T3,15.819,43.198,136.897,135.053
T1,10.774,27.532,83.354,86.128
T2,13.632,36.48,98.207,100.528
T2,12.839,35.992,105.23,94.615
T2,12.808,33.709,96.829,110.057
T3,16.01,40.535,115.892,133.076
T4,19.371,44.723,146.702,143.246
T1,10.85,27.253,84.08,87.878
T1,10.274,28.698,85.501,75.579
T2,14.086,35.19,101.366,98.495
T3,15.784,42.45,135.305,133.59
T2,12.363,33.212,104.438,105.749
T4,18.136,50.161,137.315,153.62
T2,13.064,34.076,95.182,104.674
T1,9.639,27.346,82.343,85.898
T3,15.774,41.581,117.792,136.056
T1,10.596,26.01,87.625,84.755
T1,9.756,24.219,77.114,85.255
T2,12.593,35.368,102.823,95.894
T1,9.561,28.157,79.937,75.835
T1,11.003,25.446,82.272,75.101
T1,9.658,24.437,80.04,84.536
T4,20.161,45.591,139.456,151.944
T4,17.57,49.62,149.057,137.612
T1,10.737,24.257,85.298,77.688
T4,20.649,51.162,141.454,142.812
T1,10.104,26.009,82.032,82.497
T1,10.05,26.798,83.908,85.628
T1,10.037,24.917,80.235,87.582
T4,18.972,50.868,142.343,151.802
T2,13.842,30.962,105.016,108.569
T1,10.183,24.253,87.218,88.17
T1,10.955,25.127,74.284,81.323
T3,16.788,37.726,133.922,132.794
T1,10.121,26.775,86.883,81.456
T2,12.646,34.974,106.04,107.599
T1,9.77,25.458,75.112,82.146
T1,9.68,28.021,77.873,86.669
T4,17.579,48.919,161.662,162.024
T4,20.218,46.687,155.634,148.289
T3,15.897,42.92,133.55,115.993
T2,12.197,32.338,94.71,109.086
T1,11.077,24.715,85.69,83.818
T1,9.737,25.597,78.505,82.695
T2,13.12,36.365,99.173,98.06
T4,18.515,45.387,142.048,151.69
T3,16.255,39.967,124.6,124.723
T3,15.689,43.828,136.926,124.613
T2,13.358,34.137,103.962,109.799
T1,9.661,25.974,74.151,85.321
T2,13.553,31.96,100.744,106.469
T3,14.815,41.583,117.576,117.653
T2,12.405,31.46,105.876,104.698
T2,14.04,31.698,101.578,98.127
T3,14.988,38.505,125.467,118.256
T2,12.521,31.592,101.996,99.729
T4,19.694,44.92,141.915,138.75
T4,19.373,46.795,139.42,159.471
T4,18.018,46.043,141.454,159.42
T4,19.36,47.799,150.546,137.421
T3,14.691,39.829,134.885,133.746
T3,15.732,39.068,115.704,128.486
T3,15.649,38.48,132.36,128.539
T3,15.865,44.558,115.293,127.613
T2,12.364,32.757,111.663,108.483
T4,17.669,49.781,154.111,149.554
T3,15.934,42.81,131.053,122.706
T3,15.908,37.691,125.026,119.996
T2,14.212,33.104,95.088,104.578
T1,9.896,26.821,86.736,82.112
T4,17.864,49.651,149.994,149.898
T3,17.285,44.204,133.903,124.831
T2,12.806,31.728,100.465,96.414
T1,11.101,26.537,83.8,76.011
T3,15.017,42.597,136.415,131.608
T3,15.75,41.454,117.478,126.266
T1,11.184,27.981,84.612,74.225
T4,18.6,52.618,146.168,137.074
T2,13.33,35.279,102.406,107.618
T4,19.33,45.59,154.37,147.078
T4,20.18,48.784,139.431,156.763
T3,15.882,39.585,129.557,119.263
T2,12.107,31.563,112.219,105.405
T1,9.663,24.576,82.45,74.571
T2,13.119,33.527,100.189,104.486
T4,19.148,52.505,149.92,137.972
T3,15.229,39.562,121.101,119.788
T3,16.999,43.636,123.973,128.54
T4,19.093,52.965,144.909,139.514
T3,17.102,43.283,133.707,134.499
T4,18.603,45.571,148.321,160.276
T2,13.101,34.373,107.492,99.644
T4,19.57,46.14,157.933,162.512
T3,15.699,42.449,120.687,134.969
T2,13.037,34.092,101.123,105.274
T3,17.267,42.986,135.235,136.246
T4,20.199,52.418,145.115,154.777
T3,16.069,41.784,121.028,124.26
T4,19.259,49.396,160.896,147.435
T3,17.333,40.857,135.042,116.618
T3,16.369,41.046,119.267,132.015
T3,17.331,38.608,116.634,136.69
T4,17.931,45.783,149.973,149.541
T4,19.634,49.758,158.997,160.273
T2,12.58,35.983,104.286,110.79
T1,10.715,26.876,83.839,84.604
T3,15.41,38.697,120.323,123.616
T2,12.027,32.885,111.209,99.615
T2,12.39,33.086,102.244,102.919
T4,18.704,50.598,140.648,161.78
T4,17.459,50.87,155.749,152.258
T1,11.196,28.331,77.298,87.989
T1,10.149,27.502,82.132,76.604
T2,13.844,33.511,109.121,97.26
T3,16.54,37.99,128.538,123.481
T3,14.908,39.831,128.307,120.329
T1,10.187,25.165,84.272,86.291
T3,15.712,41.88,127.466,125.574
T1,10.902,25.9,87.736,87.589
T1,10.531,26.849,79.331,86.818
T2,13.152,32.225,95.618,108.509
T2,14.096,30.806,110.192,97.834
T3,15.001,38.453,135.636,117.218
T3,15.338,40.225,134.396,121.802
T2,13.288,36.522,96.472,103.095
T3,15.877,43.679,125.283,132.248
T4,19.513,47.182,142.911,144.631
T1,9.646,26.812,78.469,81.911
T3,15.007,41.298,123.613,129.83
T2,12.368,31.457,111.662,95.759
T2,13.005,33.254,98.341,100.461
T3,17.314,42.372,133.873,132.449
T4,19.823,49.399,162.485,151.235
T1,10.775,28.72,80.636,85.263
T2,13.25,31.336,105.155,98.366
T2,12.98,33.228,105.246,104.134
T1,10.606,24.531,82.911,85.691
T2,12.279,33.381,111.573,109.804
T4,20.652,51.777,148.846,150.183
T2,12.098,30.905,107.214,107.403
T3,15.584,40.29,127.192,133.915
T2,12.12,35.775,94.665,97.119
T1,10.613,27.01,82.724,85.595
T3,16.517,37.86,126.207,125.061
T2,14.245,31.276,107.526,98.159
T1,10.636,25.066,77.85,78.263
T4,20.011,53.094,154.522,142.788
T4,18.338,47.423,143.407,152.023
T1,10.366,27.438,81.756,83.855
T4,20.289,52.542,162.61,145.469
T1,9.525,24.326,87.513,78.671
T2,14.031,33.596,95.413,96.702
T4,18.197,47.241,148.759,146.109
T1,11.136,27.217,84.149,81.963
T3,16.158,38.896,135.933,120.856
T4,18.325,47.424,149.774,139.664
T2,12.152,36.077,111.185,110.177
T1,9.442,25.534,78.132,84.693
T2,14.184,32.337,98.96,98.973
T2,12.223,33.799,101.021,105.954
T4,19.407,48.398,140.903,138.91
T2,12.251,34.078,105.067,102.158
T1,9.505,28.146,84.544,85.805
T2,14.032,35.752,103.758,103.256
T2,13.825,34.446,111.254,107.601
T3,16.259,40.652,137.085,136.847
T4,18.616,46.164,151.816,149.63
T3,16.67,38.03,136.416,129.578
T2,14.171,31.556,103.996,106.63
T2,13.574,35.588,101.163,95.367
T2,12.228,35.597,103.106,107.819
T2,12.241,35.998,99.666,99.746
T3,16.967,42.952,124.887,116.532
T4,17.719,52.779,151.378,157.584
T3,15.477,40.313,122.282,129.492
T1,10.482,26.404,87.986,82.247
T4,20.633,47.964,150.338,157.567
T2,12.137,34.504,111.263,97.898
T1,10.723,27.586,75.143,75.648
T3,14.994,43.155,124.463,119.009
T3,16.576,39.798,120.123,132.367
T3,17.163,42.826,120.288,123.697
T2,12.093,35.522,109.004,103.443
T2,13.169,36.436,100.382,98.263
T1,11.038,24.298,75.89,86.227
T4,20.375,50.257,146.853,156.943
T3,15.378,42.264,122.574,129.359
T1,10.952,26.958,75.156,75.209
T3,16.679,39.128,120.828,123.548
T1,10.139,24.873,84.658,78.741
T2,13.486,33.689,105.433,110.523
T1,10.805,25.301,83.78,80.308
T1,10.811,27.223,77.232,79.755
T1,9.776,24.5,84.833,85.698
T1,9.759,25.906,86.875,84.214
T2,12.726,31.719,107.376,104.866
T2,12.748,35.839,96.252,99.961
T4,19.507,50.99,140.429,157.612
T1,10.572,24.506,74.63,85.448
T3,16.852,41.194,127.207,122.461
T2,14.039,35.685,110.664,102.6
T1,9.943,25.748,81.674,74.174
T3,16.148,40.009,129.126,115.329
T1,10.691,27.767,77.129,82.13
T1,11.027,28.545,82.814,82.729
T3,17.266,40.092,129.14,125.049
T4,19.729,49.07,157.531,162.246
T4,17.476,51.905,141.816,150.874
T4,18.869,47.982,138.551,141.146
T2,13.102,36.475,109.013,100.325
T2,12.874,34.632,110.514,96.507
T4,20.645,46.826,161.631,140.741
T3,16.365,40.472,127.022,135.543
T3,15.07,39.198,123.89,128.205
T4,20.616,45.498,157.062,148.651
T1,10.533,27.215,84.287,76.267
T2,13.321,30.954,111.569,104.845
T2,13.383,31.858,106.214,112.296
T3,17.189,41.78,116.099,136.847
T2,12.162,36.582,106.739,97.522
T2,13.457,30.938,111.978,102.603
T3,15.157,40.759,133.87,135.453
T4,19.803,50.406,141.199,162.425
T4,20.068,52.299,152.184,144.771
T2,13.408,33.744,103.678,109.898
T2,12.878,36.519,100.415,103.063
T2,13.368,31.302,106.447,110.964
T3,17.096,43.951,132.275,136.264
T4,20.291,46.281,161.692,148.074
T1,10.535,26.007,80.073,76.646
T3,15.744,43.238,136.351,121.587
T4,20.077,46.593,137.337,160.761
T3,17.292,44.408,117.163,132.674
T3,17.056,44.28,123.412,132.288
T1,9.913,27.522,82.812,85.048
T2,13.623,32.676,98.906,102.018
T4,20.12,51.937,151.58,139.878
T1,9.867,26.753,74.46,86.775
T3,14.972,40.809,115.314,130.938
T2,12.438,34.667,95.377,99.964
T2,13.898,32.41,109.367,103.441
T3,15.97,42.469,125.633,137.081
T1,9.439,26.829,76.496,81.238
T4,18.237,50.105,155.047,142.902
T3,15.087,37.951,116.471,134.302
T2,13.275,35.812,112.116,109.796
T4,19.454,47.74,139.22,155.669
T2,13.225,34.417,100.665,98.11
T4,18.71,53.158,149.709,161.782
T1,10.813,24.315,87.902,81.8
T4,18.291,49.901,155.172,157.203
T1,10.832,25.99,84.349,75.678
T2,13.209,36.081,111.466,99.866
T4,19.048,46.353,150.891,148.744
T1,9.833,27.751,84.547,80.127
T2,13.998,31.068,100.434,107.599
T3,16.806,44.662,118.814,123.677
T4,19.853,49.015,159.046,139.57
T1,9.579,26.63,78.46,77.696
T4,18.471,48.502,149.476,159.045
T2,13.793,33.836,95.59,95.355
T2,13.753,34.432,109.303,97.255
T4,18.463,44.799,147.124,153.91
T1,10.287,24.433,86.232,87.937
T4,20.236,47.628,144.417,153.704
T1,10.948,26.345,82.314,81.804
T1,10.333,27.469,86.009,83.338
