#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,7.0,0.0,2.552,0.397,0.397,2.823,0.476,0.148
2,2,255.0,0.291,14.542,1.386,1.386,11.923,1.002,1.049
3,2,125.0,0.41,13.897,1.247,1.247,13.003,1.013,1.078
4,2,235.0,0.903,15.974,1.052,1.052,11.375,1.003,1.299
5,2,273.0,0.917,15.77,1.436,1.436,10.745,1.068,1.105
6,2,226.0,0.999,11.436,1.449,1.449,16.003,1.312,1.212
7,1,95.0,1.584,1.561,0.444,0.444,1.867,0.172,0.149
8,2,208.0,1.651,13.235,1.1,1.1,15.737,1.217,1.16
9,2,140.0,1.921,16.21,1.243,1.243,12.001,1.344,1.099
10,1,28.0,2.318,2.875,0.324,0.324,3.51,0.423,0.229
11,2,132.0,2.954,12.965,1.132,1.132,16.66,1.563,1.265
12,2,257.0,2.982,16.06,1.253,1.253,14.319,1.46,1.057
13,2,174.0,3.367,14.084,1.248,1.248,13.941,1.394,1.107
14,2,96.0,3.563,12.955,1.275,1.275,14.321,1.398,1.163
15,2,179.0,3.64,10.938,1.643,1.643,10.271,1.348,1.021
16,2,150.0,3.674,12.766,1.327,1.327,10.512,1.062,1.062
17,2,64.0,3.861,13.01,1.533,1.533,16.535,1.468,1.142
18,2,148.0,4.109,13.003,1.522,1.522,12.717,1.032,1.0
19,2,189.0,4.125,11.079,1.559,1.559,14.497,1.071,1.163
20,2,106.0,4.353,12.683,1.394,1.394,16.295,1.549,1.181
21,2,187.0,4.959,16.984,1.126,1.126,11.215,1.671,1.121
22,2,136.0,5.396,15.08,1.102,1.102,14.665,1.394,1.154
23,1,44.0,5.482,2.574,0.18,0.18,3.142,0.311,0.1
24,2,194.0,5.73,10.739,1.623,1.623,13.228,1.288,1.278
25,1,512.0,6.49,1.722,0.318,0.318,2.661,0.395,0.219
26,2,152.0,6.891,10.197,1.382,1.382,15.201,1.666,1.007
27,2,154.0,7.803,15.078,1.52,1.52,15.149,1.356,1.153
28,2,260.0,8.24,11.686,1.686,1.686,16.852,1.15,1.133
29,2,222.0,8.436,14.855,1.524,1.524,12.975,1.56,1.098
30,1,7.0,10.174,4.262,0.296,0.296,2.017,0.168,0.156
31,2,104.0,10.731,10.299,1.627,1.627,12.122,1.56,1.134
32,1,447.0,11.057,2.982,0.486,0.486,2.166,0.142,0.136
33,2,147.0,11.091,13.203,1.403,1.403,14.902,1.236,1.128
34,2,200.0,11.521,15.171,1.008,1.008,16.816,1.668,1.051
35,2,150.0,11.764,10.246,1.093,1.093,11.369,1.447,1.19
36,1,120.0,11.798,2.012,0.396,0.396,2.143,0.15,0.165
37,1,214.0,11.98,2.624,0.318,0.318,3.428,0.491,0.152
38,2,78.0,12.489,13.228,1.225,1.225,16.856,1.085,1.077
39,2,49.0,13.11,12.033,1.12,1.12,15.736,1.539,1.072
40,2,193.0,13.49,10.739,1.051,1.051,10.339,1.351,1.153
41,2,100.0,14.876,13.15,1.615,1.615,16.517,1.295,1.051
42,1,6.0,15.428,2.264,0.273,0.273,3.243,0.211,0.151
43,1,30.0,15.479,3.109,0.185,0.185,3.243,0.338,0.18
44,2,133.0,15.552,11.169,1.692,1.692,10.385,1.574,1.15
45,1,90.0,15.835,3.565,0.363,0.363,1.943,0.394,0.124
46,2,94.0,15.924,12.375,1.081,1.081,10.153,1.329,1.125
47,1,559.0,16.042,3.768,0.335,0.335,2.113,0.303,0.136
48,1,498.0,16.133,1.881,0.213,0.213,3.978,0.319,0.12
49,2,61.0,16.137,16.939,1.412,1.412,15.042,1.001,1.204
50,2,139.0,16.242,13.305,1.144,1.144,15.595,1.223,1.228
51,2,88.0,16.418,16.5,1.381,1.381,12.191,1.615,1.24
52,1,512.0,17.69,3.378,0.356,0.356,4.329,0.212,0.237
53,1,95.0,17.892,3.525,0.285,0.285,2.005,0.244,0.175
54,2,89.0,17.901,11.098,1.618,1.618,16.493,1.146,1.235
55,2,87.0,18.005,10.041,1.315,1.315,13.673,1.121,1.141
56,2,94.0,18.089,14.191,1.484,1.484,13.94,1.239,1.018
57,2,151.0,18.173,12.002,1.505,1.505,14.497,1.659,1.103
58,2,184.0,18.753,12.797,1.282,1.282,11.717,1.219,1.242
59,2,303.0,18.757,14.392,1.229,1.229,12.328,1.288,1.276
60,1,126.0,19.589,3.104,0.383,0.383,3.779,0.428,0.243
61,1,146.0,19.968,2.325,0.422,0.422,1.923,0.317,0.145
62,1,126.0,20.177,2.282,0.142,0.142,2.269,0.436,0.207
63,1,16.0,20.245,4.184,0.114,0.114,3.05,0.116,0.242
64,2,244.0,20.542,10.876,1.696,1.696,10.5,1.544,1.293
65,1,90.0,20.632,2.363,0.396,0.396,2.214,0.163,0.207
66,1,49.0,20.658,3.388,0.487,0.487,3.453,0.37,0.103
67,1,90.0,20.73,1.007,0.255,0.255,3.104,0.142,0.125
68,1,498.0,20.807,2.034,0.177,0.177,3.177,0.382,0.236
69,1,447.0,20.843,1.649,0.17,0.17,4.3,0.217,0.243
70,2,184.0,21.205,13.68,1.177,1.177,10.327,1.639,1.08
71,1,7.0,21.455,3.528,0.495,0.495,3.73,0.204,0.198
72,1,169.0,21.522,2.632,0.17,0.17,3.917,0.168,0.15
73,1,28.0,21.785,3.175,0.206,0.206,4.324,0.471,0.177
74,1,6.0,21.913,3.031,0.221,0.221,3.525,0.367,0.116
75,2,146.0,22.391,11.43,1.293,1.293,13.214,1.402,1.138
76,2,160.0,22.659,13.333,1.071,1.071,10.369,1.128,1.123
77,2,246.0,22.677,16.002,1.539,1.539,16.105,1.601,1.238
78,1,169.0,22.685,2.977,0.284,0.284,3.541,0.272,0.21
79,2,155.0,22.715,15.078,1.28,1.28,13.003,1.075,1.096
80,2,155.0,22.892,12.205,1.18,1.18,12.827,1.102,1.008
81,1,49.0,23.116,1.682,0.426,0.426,2.644,0.361,0.209
82,1,387.0,23.181,1.953,0.171,0.171,2.28,0.215,0.137
