#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,49.0,0.0,2.673,0.487,0.487,2.36,0.301,0.167
2,2,205.0,1.22,12.965,1.385,1.385,15.207,1.215,1.163
3,2,241.0,1.79,14.08,1.082,1.082,12.202,1.634,1.047
4,2,286.0,2.461,15.187,1.244,1.244,15.355,1.486,1.202
5,2,185.0,2.887,11.908,1.134,1.134,10.546,1.078,1.162
6,1,95.0,3.123,3.872,0.293,0.293,2.291,0.335,0.135
7,2,38.0,3.24,13.561,1.076,1.076,10.033,1.291,1.073
8,2,157.0,3.538,10.259,1.534,1.534,10.5,1.376,1.08
9,2,137.0,4.28,11.441,1.239,1.239,15.035,1.361,1.07
10,2,128.0,5.213,14.628,1.578,1.578,12.681,1.149,1.039
11,2,245.0,5.395,12.457,1.262,1.262,10.902,1.078,1.113
12,2,117.0,5.784,14.249,1.507,1.507,15.539,1.653,1.125
13,2,178.0,5.935,10.06,1.452,1.452,13.778,1.501,1.039
14,1,512.0,6.346,4.277,0.275,0.275,1.518,0.33,0.231
15,2,156.0,6.566,11.239,1.578,1.578,15.042,1.364,1.2
16,1,90.0,6.575,2.499,0.33,0.33,2.441,0.364,0.106
17,2,143.0,6.826,16.766,1.109,1.109,10.986,1.554,1.21
18,1,59.0,6.874,1.205,0.189,0.189,1.971,0.15,0.193
19,1,59.0,7.065,1.508,0.234,0.234,3.218,0.31,0.25
20,2,125.0,7.211,14.289,1.111,1.111,15.878,1.439,1.029
21,2,203.0,7.804,13.171,1.226,1.226,13.941,1.206,1.046
22,1,95.0,8.037,2.865,0.42,0.42,1.498,0.48,0.147
23,2,93.0,8.13,15.044,1.462,1.462,16.57,1.173,1.117
24,2,274.0,8.613,15.605,1.594,1.594,12.195,1.372,1.121
25,2,72.0,8.736,16.852,1.382,1.382,16.054,1.051,1.238
26,2,115.0,8.777,16.673,1.46,1.46,10.258,1.692,1.184
27,1,49.0,9.035,1.485,0.137,0.137,1.205,0.159,0.16
28,2,201.0,9.056,15.705,1.541,1.541,12.435,1.34,1.217
29,2,141.0,9.875,10.5,1.422,1.422,14.949,1.075,1.129
30,2,244.0,9.99,10.264,1.357,1.357,12.438,1.635,1.231
31,1,169.0,10.376,4.237,0.258,0.258,4.201,0.461,0.188
