#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,28.0,0.0,3.747,0.265,0.265,3.05,0.454,0.225
2,2,166.0,0.23,12.736,1.625,1.625,14.673,1.117,1.152
3,2,259.0,0.665,11.386,1.368,1.368,14.601,1.218,1.122
4,2,55.0,1.45,16.175,1.315,1.315,15.719,1.44,1.2
5,2,189.0,1.468,10.433,1.44,1.44,13.897,1.264,1.204
6,2,157.0,1.634,12.329,1.577,1.577,14.655,1.669,1.047
7,2,275.0,1.878,15.935,1.439,1.439,13.94,1.506,1.197
8,2,203.0,3.414,13.935,1.449,1.449,11.992,1.279,1.097
9,2,269.0,3.528,12.055,1.112,1.112,14.084,1.48,1.117
10,2,58.0,4.856,16.833,1.58,1.58,11.267,1.401,1.092
11,2,235.0,5.081,11.572,1.183,1.183,15.375,1.368,1.128
12,2,277.0,5.615,10.828,1.121,1.121,14.537,1.614,1.136
13,2,109.0,5.872,12.438,1.207,1.207,16.926,1.684,1.217
14,2,126.0,6.871,15.339,1.569,1.569,15.672,1.22,1.07
15,2,90.0,7.941,12.613,1.345,1.345,11.084,1.254,1.291
16,1,49.0,8.369,4.369,0.18,0.18,3.51,0.163,0.161
17,1,157.0,8.406,2.984,0.109,0.109,2.103,0.387,0.116
18,1,120.0,8.772,1.136,0.457,0.457,1.876,0.487,0.106
19,2,170.0,9.026,14.253,1.524,1.524,13.188,1.456,1.273
20,2,111.0,9.244,11.369,1.005,1.005,13.885,1.218,1.025
21,2,172.0,9.28,11.699,1.661,1.661,13.898,1.035,1.153
22,1,498.0,9.453,1.568,0.296,0.296,4.323,0.163,0.188
23,1,103.0,9.516,2.024,0.345,0.345,2.97,0.325,0.222
24,2,258.0,10.089,10.327,1.182,1.182,14.497,1.088,1.047
25,1,7.0,10.185,2.932,0.165,0.165,2.579,0.214,0.136
26,2,153.0,10.289,16.323,1.615,1.615,13.508,1.013,1.17
27,2,166.0,10.423,11.528,1.02,1.02,16.015,1.033,1.089
28,2,175.0,10.886,10.45,1.337,1.337,13.895,1.587,1.19
29,2,84.0,11.008,10.142,1.39,1.39,12.017,1.001,1.078
30,1,559.0,11.036,1.685,0.288,0.288,1.519,0.156,0.134
31,2,71.0,11.291,14.377,1.368,1.368,12.25,1.47,1.147
32,2,290.0,11.456,11.331,1.414,1.414,14.88,1.295,1.007
33,2,124.0,12.166,11.169,1.66,1.66,15.878,1.075,1.24
34,2,228.0,12.545,14.119,1.228,1.228,14.574,1.264,1.037
35,1,447.0,12.725,3.978,0.158,0.158,1.159,0.103,0.121
36,1,44.0,13.128,1.857,0.168,0.168,2.823,0.286,0.173
37,2,143.0,13.435,10.131,1.416,1.416,14.179,1.427,1.218
38,2,42.0,13.584,10.125,1.692,1.692,14.156,1.3,1.178
39,1,7.0,13.716,3.669,0.222,0.222,1.042,0.192,0.225
40,2,223.0,14.255,16.517,1.345,1.345,15.078,1.259,1.211
41,2,150.0,14.563,12.437,1.264,1.264,16.831,1.486,1.185
42,1,28.0,15.016,2.926,0.194,0.194,3.119,0.428,0.135
43,1,7.0,15.58,1.234,0.443,0.443,2.624,0.202,0.125
44,1,157.0,15.652,1.584,0.327,0.327,2.979,0.29,0.105
45,2,146.0,15.848,13.538,1.513,1.513,15.135,1.59,1.141
46,1,10.0,16.066,3.23,0.496,0.496,1.057,0.139,0.211
47,2,204.0,16.304,15.283,1.606,1.606,11.634,1.447,1.141
48,1,512.0,16.603,3.234,0.296,0.296,3.257,0.15,0.219
49,2,77.0,16.82,10.8,1.356,1.356,11.15,1.191,1.163
50,1,126.0,16.896,2.208,0.14,0.14,1.177,0.169,0.15
51,1,387.0,17.038,1.142,0.185,0.185,3.424,0.189,0.155
52,2,246.0,17.153,15.228,1.639,1.639,12.551,1.275,1.237
