task_type,m1_1,m2_1,m3_1,m4_1
T2,1.359,3.23,7.164,7.722
T2,1.551,3.026,7.583,8.281
T2,1.521,3.46,7.687,7.221
T1,1.213,2.493,6.75,6.723
T2,1.422,3.24,8.016,8.153
T4,2.038,3.905,10.081,10.845
T3,1.557,3.989,8.242,8.857
T4,1.796,3.938,9.718,10.82
T2,1.347,3.251,7.6,7.295
T2,1.434,3.36,7.958,7.661
T3,1.641,3.819,8.759,9.525
T2,1.385,3.26,8.205,7.43
T1,1.171,2.503,6.099,6.451
T1,1.223,2.753,6.479,6.384
T1,1.27,2.723,6.543,6.92
T4,1.791,4.165,10.424,9.336
T4,1.825,4.373,9.168,10.084
T2,1.487,3.143,7.578,8.331
T4,1.782,4.068,10.671,10.18
T2,1.437,3.038,7.127,8.06
T3,1.711,3.418,8.653,8.275
T3,1.547,3.481,9.456,9.358
T4,1.93,4.504,10.63,9.671
T1,1.276,2.807,5.903,6.259
T3,1.721,3.68,8.404,8.607
T1,1.23,2.596,6.858,6.159
T4,2.054,3.93,10.314,9.53
T3,1.754,3.514,9.306,8.26
T3,1.652,3.531,9.38,8.832
T1,1.293,2.659,6.563,5.89
T2,1.424,3.178,8.191,7.19
T3,1.781,3.96,9.368,9.057
T3,1.574,3.929,9.234,8.45
T2,1.519,3.437,7.186,7.742
T1,1.281,2.452,6.092,5.897
T1,1.205,2.561,6.155,6.602
T3,1.787,3.404,8.696,8.924
T2,1.538,3.102,7.455,7.361
T4,1.926,4.136,9.923,9.927
T4,1.896,4.542,9.631,9.723
T2,1.356,3.251,7.67,8.241
T3,1.748,3.959,8.122,9.52
T4,1.895,3.937,10.651,10.391
T4,1.888,4.343,10.042,10.05
T2,1.51,3.388,7.812,8.06
T4,1.846,3.904,9.433,10.205
T3,1.606,3.792,8.452,8.944
T2,1.394,2.978,7.343,7.645
T3,1.797,3.53,8.724,8.827
T2,1.583,3.426,8.173,7.943
T1,1.241,2.6,6.254,5.974
T4,1.79,3.93,9.668,10.117
T3,1.784,3.824,9.229,8.701
T1,1.238,2.772,5.872,5.856
T2,1.444,3.226,8.326,7.163
T3,1.572,3.831,9.647,8.29
T3,1.766,3.724,9.645,9.511
T4,1.77,3.991,10.622,10.705
T3,1.777,3.586,8.211,8.609
T4,2.0,4.428,10.653,10.699
T4,1.884,4.425,10.575,9.266
T2,1.345,3.155,7.555,7.479
T1,1.211,2.465,6.925,6.659
T1,1.196,2.871,6.032,6.913
T2,1.489,3.266,8.152,7.182
T1,1.225,2.481,6.316,6.674
T2,1.553,3.461,7.51,7.388
T4,1.74,4.097,10.262,10.697
T4,1.774,4.131,10.464,9.185
T4,1.879,4.038,10.241,9.913
T4,1.881,4.344,9.151,10.388
T2,1.376,3.238,7.794,7.763
T3,1.72,3.436,8.437,9.161
T1,1.116,2.613,6.353,6.891
T3,1.672,3.556,8.708,8.327
T2,1.392,3.052,7.083,7.131
T2,1.466,2.982,7.129,7.295
T4,1.96,3.898,10.272,10.541
T3,1.776,3.778,9.164,9.237
T3,1.709,3.736,8.536,8.384
T2,1.486,3.11,7.8,7.075
T2,1.584,3.305,7.832,7.168
T3,1.711,3.689,9.603,9.33
T3,1.824,3.957,9.595,9.23
T3,1.793,4.027,9.171,9.156
T4,1.807,4.027,10.389,10.4
T3,1.569,4.035,8.307,8.448
T3,1.61,3.922,8.161,9.218
T4,1.756,3.923,10.778,9.734
T2,1.393,3.221,7.232,7.818
T3,1.657,3.681,9.336,9.337
T3,1.782,3.559,9.226,9.532
T1,1.197,2.464,6.391,6.063
T4,2.045,4.253,10.293,10.714
T1,1.136,2.495,6.486,6.372
T4,2.008,4.238,9.412,10.275
T4,1.907,3.889,9.266,10.844
T3,1.56,3.407,8.527,8.621
T4,2.023,4.287,9.423,10.801
T3,1.671,3.893,9.516,9.049
T2,1.583,3.231,7.118,7.528
T3,1.719,3.939,9.303,8.914
T3,1.559,3.772,9.238,8.693
T2,1.514,3.452,7.889,8.044
T2,1.471,3.493,7.632,7.541
T3,1.663,3.912,9.637,9.507
T1,1.266,2.788,6.56,6.779
T2,1.514,3.49,7.303,7.476
T2,1.426,3.443,7.826,7.036
T2,1.423,3.225,7.201,8.185
T3,1.683,3.671,8.158,9.368
T4,1.929,3.836,9.78,9.55
T1,1.275,2.759,6.617,6.916
T1,1.208,2.906,6.729,5.948
T2,1.564,3.367,7.538,7.325
T3,1.659,3.844,9.525,9.404
T2,1.373,3.177,7.767,7.864
T4,1.806,4.302,9.154,10.241
T2,1.451,3.26,7.078,7.784
T1,1.133,2.769,6.481,6.761
T3,1.658,3.765,8.292,9.578
T1,1.245,2.633,6.897,6.671
T1,1.147,2.452,6.069,6.71
T2,1.399,3.383,7.647,7.131
T1,1.124,2.851,6.291,5.969
T1,1.293,2.576,6.475,5.911
T1,1.135,2.474,6.3,6.653
T4,2.007,3.91,9.297,10.13
T4,1.749,4.256,9.937,9.174
T1,1.262,2.456,6.713,6.114
T4,2.056,4.388,9.43,9.521
T1,1.188,2.633,6.456,6.493
T1,1.181,2.713,6.604,6.739
T1,1.18,2.523,6.315,6.893
T4,1.889,4.363,9.49,10.12
T2,1.537,2.962,7.81,8.074
T1,1.197,2.456,6.864,6.939
T1,1.288,2.544,5.846,6.401
T3,1.765,3.416,9.428,9.348
T1,1.19,2.711,6.838,6.411
T2,1.405,3.346,7.886,8.002
T1,1.148,2.578,5.912,6.465
T1,1.138,2.837,6.129,6.821
T4,1.75,4.195,10.777,10.802
T4,2.013,4.004,10.376,9.886
