task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
1,0.224,103.02,105.26,1.1,109.61,1.1,11.04,107.84,0.98,107.02,103.14,0.98,100.88,1.02,9.96,103.4,1.09
1,0.623,104.08,106.11,1.08,103.84,1.11,10.54,101.86,1.07,103.28,109.96,1.05,97.51,1.16,9.99,102.13,1.05
4,0.742,99.91,100.24,0.96,98.87,0.97,11.71,96.97,1.03,113.02,101.71,1.03,115.76,1.12,10.82,101.79,0.99
4,0.864,111.26,101.98,1.06,108.63,1.02,11.64,106.59,1.08,109.52,103.29,0.98,104.71,1.08,10.04,108.24,1.0
2,0.947,117.07,112.63,1.03,98.55,1.09,9.4,110.85,1.04,115.91,108.73,1.07,103.97,1.08,9.44,117.71,1.1
1,0.975,109.77,104.32,0.96,113.26,1.02,10.48,114.12,1.06,109.06,96.72,0.99,99.03,1.08,10.52,113.45,0.94
1,1.073,118.12,98.26,0.99,111.93,1.04,11.02,104.46,0.96,115.8,109.42,1.06,109.99,1.06,10.88,115.38,0.98
2,1.132,111.94,110.66,1.06,111.5,1.01,10.31,105.6,1.0,114.09,103.69,1.14,113.89,1.01,10.76,100.8,0.95
1,1.478,114.7,95.29,1.05,110.39,1.09,10.23,98.79,0.98,108.04,106.23,0.98,113.15,1.16,9.76,109.65,1.0
2,1.705,116.17,100.52,1.04,112.36,1.03,9.57,104.22,1.0,118.71,109.95,0.97,111.16,1.02,10.51,103.42,0.99
4,1.709,105.59,101.3,1.11,112.7,1.01,10.41,102.1,0.95,106.16,111.86,1.06,114.16,0.97,10.31,109.7,0.99
4,2.229,113.65,110.78,1.12,106.54,1.03,10.03,100.1,1.02,115.66,100.69,1.12,106.54,1.12,11.41,97.77,1.05
4,2.43,106.96,99.67,1.12,116.58,1.0,10.01,100.97,1.1,109.96,104.21,1.08,117.06,1.12,11.22,97.12,1.03
3,2.494,113.58,111.62,1.04,102.11,1.01,11.0,109.09,1.1,109.28,111.12,1.05,114.49,1.14,9.74,103.69,1.14
4,2.601,114.9,102.88,1.0,103.41,0.99,10.78,111.31,0.97,99.37,115.07,1.04,116.1,1.0,10.43,106.49,1.1
1,2.77,109.52,102.25,1.09,113.05,1.03,9.43,111.62,1.07,106.5,105.24,0.98,102.52,1.0,9.68,110.32,1.05
4,2.985,98.65,106.12,1.09,115.55,1.01,11.19,96.5,1.0,102.24,109.84,1.13,113.76,1.03,11.14,103.34,0.99
2,3.172,113.98,98.02,0.98,103.02,1.03,10.37,116.97,0.96,116.6,107.86,1.02,107.59,1.14,10.63,108.5,0.94
3,3.233,106.96,111.84,0.97,106.3,1.14,10.55,114.23,1.0,108.75,109.23,0.92,101.89,1.0,9.46,112.04,1.11
3,3.277,118.54,110.26,1.08,108.02,1.1,10.93,101.06,1.09,107.25,116.89,1.04,104.16,1.07,9.69,114.44,1.01
4,3.389,111.88,110.96,1.05,103.83,1.14,11.88,102.04,1.03,107.59,110.96,1.08,102.5,1.14,10.41,110.05,0.99
2,3.522,111.7,108.64,1.09,105.84,1.15,10.68,109.71,1.1,116.71,101.82,1.02,96.84,0.99,9.5,107.32,0.99
2,3.683,115.1,99.34,0.97,101.38,1.13,9.95,113.99,1.1,117.08,104.34,1.14,97.75,1.11,10.04,107.28,1.07
2,3.706,108.88,104.21,1.09,113.8,1.02,10.33,113.88,0.98,113.24,99.37,1.01,103.14,1.08,10.22,113.8,0.94
3,3.824,114.28,102.31,1.09,97.06,1.03,10.88,101.26,1.11,114.11,100.68,0.93,114.3,1.11,9.87,111.98,1.05
1,3.827,111.94,99.4,0.95,105.74,1.09,9.94,108.01,0.99,113.88,107.82,1.09,105.14,1.01,10.51,106.72,1.05
2,4.251,107.85,106.13,1.04,102.87,1.14,9.31,102.48,1.08,110.62,99.78,0.98,108.17,1.0,9.81,109.26,1.05
2,4.524,118.16,108.83,1.08,98.04,1.0,9.43,108.84,1.05,107.51,103.63,1.0,105.43,1.06,10.58,100.3,0.98
1,4.529,108.55,104.26,1.1,107.44,1.07,9.56,103.78,1.12,109.91,107.14,1.04,105.02,1.05,11.04,107.69,0.95
4,4.639,101.78,118.02,1.11,109.95,1.04,11.58,98.03,0.94,103.6,110.81,1.06,108.62,0.97,11.46,106.43,1.02
2,4.936,103.51,108.37,1.09,98.74,1.06,9.66,108.63,0.99,112.63,98.0,1.09,98.3,1.17,10.85,115.56,1.1
3,5.076,113.15,102.68,0.98,112.69,1.04,9.88,108.51,0.99,102.03,114.62,0.94,108.56,1.12,11.1,115.54,1.1
3,5.244,115.92,113.01,1.04,101.23,1.17,10.23,101.25,1.15,113.6,105.7,0.97,101.1,1.08,11.05,100.9,1.06
3,5.296,103.57,109.65,1.07,112.5,1.03,10.04,108.3,1.12,116.24,104.91,0.94,98.37,1.06,10.47,115.79,1.11
4,5.85,111.43,116.61,1.09,107.7,0.97,11.5,110.35,0.95,101.39,117.21,1.12,110.1,1.03,11.82,108.91,1.06
4,6.315,106.04,107.85,1.09,113.99,1.0,11.77,98.43,0.96,104.16,100.73,1.04,107.88,1.09,10.17,93.79,1.03
3,6.487,101.72,107.83,1.06,109.76,1.13,9.96,108.62,1.07,105.34,117.99,0.96,101.01,1.03,9.46,116.0,1.1
1,7.473,110.01,99.16,1.06,110.05,1.08,9.91,104.94,1.05,108.41,103.06,1.08,101.84,1.01,10.73,99.14,1.01
4,8.141,102.5,107.01,1.1,115.95,1.07,11.36,104.42,1.03,112.39,111.27,0.97,104.71,1.0,11.73,105.56,0.94
1,8.46,111.63,95.84,0.95,100.78,0.98,10.43,107.9,1.03,112.97,108.59,0.94,106.47,1.01,10.16,107.87,1.06
3,8.58,116.28,115.58,1.0,102.25,1.03,10.44,101.71,1.08,108.4,113.59,1.06,102.34,1.02,11.21,107.7,1.03
3,8.769,107.93,101.43,1.0,108.45,1.17,10.94,113.02,1.08,115.7,112.32,0.99,98.82,1.08,10.55,102.47,1.1
3,8.793,100.97,113.12,1.01,113.49,1.06,10.07,102.16,1.13,101.85,107.26,1.01,100.58,1.08,10.23,115.17,1.12
2,9.615,106.72,95.96,0.99,105.86,1.06,9.83,105.39,1.04,113.0,102.83,1.04,112.43,1.16,10.75,113.52,1.0
3,9.695,110.48,119.03,1.02,107.48,1.13,11.01,108.97,1.11,101.62,118.37,0.92,113.31,1.02,10.69,109.54,1.0
2,9.886,110.34,95.85,0.96,100.88,1.12,10.43,109.0,1.0,118.76,96.68,1.09,103.69,1.06,9.9,116.38,1.09
2,9.971,104.46,110.5,1.0,108.87,1.16,9.45,107.18,1.04,109.1,95.41,0.99,100.19,1.01,10.58,114.4,0.94
2,11.078,112.47,104.83,1.09,100.86,1.11,10.7,110.72,0.96,113.64,105.78,1.03,103.43,1.1,9.9,106.47,1.04
4,11.156,108.34,109.56,1.12,109.28,1.05,11.44,95.86,1.0,113.54,104.21,1.08,106.58,1.03,10.87,111.26,1.01
3,11.283,110.8,103.21,0.99,112.24,1.14,9.85,99.73,1.11,111.13,101.09,0.96,105.63,1.09,10.04,108.54,1.06
4,11.431,103.68,105.14,1.0,99.43,0.98,11.45,103.91,1.07,115.62,106.64,1.05,105.73,1.03,11.6,106.62,1.02
3,11.522,114.35,115.49,1.01,104.62,1.05,10.69,109.89,1.08,106.96,108.88,0.98,113.67,1.02,10.59,117.16,1.12
2,12.049,108.23,106.22,0.99,109.45,0.99,10.55,112.34,1.03,117.75,102.33,1.11,97.61,1.16,9.34,114.0,1.02
3,12.172,110.01,116.43,0.98,106.87,1.0,9.54,100.67,0.98,108.98,117.56,0.93,110.38,1.17,10.78,102.36,1.01
2,12.37,113.34,109.48,1.1,108.86,1.01,10.51,101.89,1.04,111.1,101.0,0.96,113.25,1.17,10.23,113.11,0.94
3,12.61,106.08,115.04,1.02,106.67,1.04,10.59,103.91,1.05,102.12,115.99,1.06,113.12,1.13,10.16,105.1,1.06
