task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
1,0.064,93.0,112.3,10.92,92.25,108.04,0.97,113.16,92.5,99.4,114.1,10.46,92.42,114.9,0.94,104.07,93.07
1,0.33,102.28,111.49,11.11,105.98,99.87,0.92,98.4,91.92,99.44,110.01,10.61,104.64,105.21,1.0,102.88,91.94
1,0.875,94.22,106.03,10.71,106.99,104.75,1.05,104.34,94.51,107.07,104.87,9.7,96.17,111.29,1.05,99.56,98.97
4,1.057,106.43,115.79,10.71,95.27,107.53,1.13,97.54,105.64,97.56,116.0,9.81,95.45,109.91,1.09,109.13,110.52
4,1.232,109.02,108.9,10.47,107.9,105.44,1.13,106.59,108.13,109.54,103.8,9.44,104.05,112.74,1.05,108.73,95.32
2,1.253,98.45,94.58,10.66,111.51,94.11,1.16,98.86,98.15,101.21,95.07,10.1,109.12,99.79,1.05,105.42,100.8
4,1.509,94.52,107.58,9.53,105.98,107.16,1.01,111.78,108.6,101.51,114.51,11.0,106.76,103.61,1.07,96.13,100.54
4,2.467,102.48,104.32,9.7,107.93,109.42,1.02,104.42,111.09,96.73,106.11,10.63,95.4,103.88,1.05,98.11,108.12
3,2.893,104.38,101.5,10.25,95.39,109.22,0.94,95.13,101.47,115.61,113.99,11.57,99.04,113.63,1.07,96.43,104.57
3,3.228,104.77,103.09,10.39,105.66,100.07,1.01,112.4,97.34,109.1,99.3,11.13,94.46,106.35,0.98,96.19,110.66
3,3.374,113.05,99.16,11.12,97.44,101.42,1.06,100.75,111.95,117.4,100.57,11.03,104.67,115.62,1.09,111.22,101.5
3,3.563,114.81,105.39,11.57,105.84,116.55,0.95,108.13,106.38,111.22,97.77,10.02,98.39,106.38,1.06,104.96,114.46
2,3.592,100.9,98.46,10.03,107.59,97.52,1.11,108.34,95.77,106.05,95.7,10.99,109.82,109.16,1.12,108.58,98.38
1,3.592,101.93,108.24,10.89,108.2,103.88,1.05,102.2,101.26,108.31,112.64,10.31,99.65,103.96,0.93,112.08,95.72
1,3.667,95.91,105.8,10.8,105.27,107.73,0.97,110.92,93.3,108.05,105.95,10.06,108.21,104.6,1.0,113.11,94.52
4,3.934,108.45,116.74,11.08,106.68,102.48,1.05,97.02,98.7,101.8,101.79,9.64,104.76,104.63,0.97,97.49,103.46
