task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
4,0.018,109.43,108.91,10.88,102.4,115.19,1.01,98.04,103.72,101.67,115.66,9.38,103.74,112.3,1.06,105.94,106.58
4,0.218,101.34,100.49,10.16,106.29,103.61,1.07,96.43,99.2,107.65,101.01,10.46,95.5,105.88,1.04,106.65,107.53
1,0.294,98.04,103.42,11.4,103.04,103.25,0.93,108.85,99.16,107.31,112.15,10.37,105.62,99.0,0.96,108.48,103.89
2,0.44,98.0,106.67,9.6,112.15,106.02,1.0,105.45,108.29,107.25,104.4,9.9,110.68,108.13,1.03,93.78,101.97
2,1.385,96.97,94.28,9.56,110.75,103.58,1.02,101.24,106.58,93.82,100.87,9.35,113.28,107.15,1.13,104.59,100.38
4,1.639,108.6,112.92,10.1,94.98,110.21,0.99,107.28,105.6,106.18,112.32,10.98,99.23,103.96,1.05,94.59,111.2
3,2.015,100.24,113.76,9.98,107.7,107.16,1.07,110.5,110.33,102.85,107.62,11.32,106.51,109.07,0.99,110.84,105.54
2,2.057,106.54,109.45,9.83,112.92,99.01,1.15,110.19,94.43,94.97,94.44,9.28,109.94,97.98,1.15,98.18,105.18
2,2.519,97.43,95.68,10.5,105.46,98.3,1.02,102.72,111.06,97.15,94.73,9.63,116.66,100.64,1.09,96.6,104.47
2,3.063,103.3,106.4,10.16,105.52,108.93,1.01,94.88,103.81,103.6,100.47,9.59,115.14,102.43,1.05,96.63,111.06
2,3.286,95.34,101.54,9.78,117.39,98.72,1.03,103.73,95.48,103.11,110.76,10.9,107.14,103.97,1.04,110.4,94.06
4,3.359,94.5,116.08,10.22,104.76,103.36,1.09,99.69,109.97,105.77,102.76,9.59,104.11,115.82,0.98,95.5,95.69
3,3.39,104.65,108.48,9.91,104.46,117.26,1.06,112.12,106.29,101.58,98.26,10.54,99.64,106.04,1.08,98.34,108.82
2,3.656,107.08,102.79,10.1,112.87,101.31,1.07,94.32,105.7,99.72,110.59,9.71,109.71,105.36,1.05,107.03,102.96
2,3.67,102.48,107.66,10.67,114.74,109.33,1.0,95.67,104.43,95.39,107.83,10.2,112.55,109.18,1.18,104.21,104.33
1,4.248,94.03,108.17,9.63,104.81,102.93,1.03,113.24,100.41,99.44,100.33,11.06,102.18,108.76,0.98,98.2,98.8
3,4.556,113.99,103.53,10.47,99.99,108.95,0.95,100.36,97.03,112.0,107.62,9.82,108.27,107.57,1.09,99.22,102.64
3,4.596,112.35,105.36,11.54,100.63,108.42,0.99,106.81,108.59,104.6,104.89,10.74,108.11,105.0,1.08,101.65,113.44
