task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.028,1.227,1.332,1.294,0.727
2,0.037,2.15,0.935,3.743,0.842
1,0.11,2.119,1.238,0.964,0.879
1,0.157,1.217,0.804,1.453,1.189
1,0.187,1.301,0.932,1.29,0.621
2,0.213,5.491,0.737,2.248,2.119
1,0.231,1.959,0.886,1.259,0.922
2,0.246,5.973,0.729,11.268,1.094
2,0.266,1.408,1.093,3.077,0.805
2,0.266,6.126,0.996,1.955,0.741
1,0.285,1.227,0.674,1.128,0.904
2,0.29,5.624,0.909,2.411,2.265
1,0.297,1.212,0.633,1.288,0.727
1,0.316,2.18,0.673,1.025,0.991
2,0.327,6.309,1.107,7.084,3.142
2,0.336,2.802,0.766,5.973,0.942
2,0.359,1.562,0.745,7.34,2.221
2,0.377,6.317,1.17,12.023,0.803
2,0.386,10.731,0.842,2.924,1.548
1,0.404,1.363,1.08,1.25,0.91
2,0.459,3.756,0.686,5.146,2.366
2,0.532,4.327,1.428,5.62,0.903
1,0.544,1.18,0.883,1.212,0.615
2,0.588,2.808,1.958,2.571,1.551
1,0.636,1.235,0.906,1.032,0.904
1,0.643,1.486,0.731,1.261,0.869
2,0.664,10.779,2.444,12.348,1.015
1,0.742,1.029,0.997,1.302,0.788
1,0.743,1.134,1.109,1.799,0.922
1,0.785,1.98,0.931,1.505,1.078
1,0.815,1.253,1.109,1.102,1.261
1,0.837,1.916,1.119,2.046,1.252
1,0.854,1.227,0.813,1.461,0.883
2,0.892,6.225,0.567,1.818,0.811
1,0.91,1.239,1.405,2.023,1.129
2,0.931,4.882,2.896,4.554,0.781
1,0.943,1.582,0.898,1.507,1.244
1,0.948,1.501,0.863,1.448,0.764
2,0.968,1.191,2.265,5.487,1.96
1,0.974,1.035,0.929,1.749,0.649
2,1.017,2.227,1.397,2.486,0.731
1,1.02,1.227,0.873,2.261,1.119
1,1.026,1.433,0.978,1.957,0.611
1,1.032,0.937,0.63,1.418,0.954
1,1.039,1.033,0.847,1.417,0.613
1,1.105,1.957,0.832,1.486,1.49
2,1.11,5.388,1.009,12.982,2.766
2,1.134,2.0,0.622,2.662,1.969
1,1.167,0.933,0.788,1.243,0.734
2,1.18,4.935,0.796,7.091,0.759
2,1.239,3.654,1.976,3.12,3.488
2,1.266,7.431,2.81,11.37,2.779
1,1.284,1.259,0.871,1.286,1.223
1,1.287,2.039,1.189,1.448,0.884
1,1.307,1.363,0.905,1.437,0.967
1,1.346,1.009,0.873,1.437,0.673
1,1.367,1.214,1.233,1.442,1.158
1,1.372,1.111,0.615,1.791,0.841
1,1.387,1.243,0.746,1.263,1.245
2,1.395,4.634,0.959,3.445,0.814
1,1.396,1.248,0.86,2.191,1.07
1,1.402,2.191,0.917,1.292,1.086
2,1.419,3.984,0.699,8.387,1.553
2,1.434,2.0,1.631,10.171,0.665
1,1.435,1.102,0.643,1.77,0.932
1,1.456,1.297,0.876,1.363,1.401
1,1.465,1.784,0.593,1.278,0.87
1,1.47,1.791,1.22,0.999,0.867
1,1.471,1.926,1.266,2.073,0.654
2,1.478,2.558,2.912,1.602,0.912
2,1.479,4.705,0.902,9.897,1.101
1,1.518,1.239,0.996,2.412,1.143
2,1.591,1.76,0.74,8.1,2.142
1,1.597,1.765,0.911,1.316,1.252
2,1.622,2.797,0.752,8.036,0.914
2,1.641,11.132,1.695,2.064,1.598
2,1.65,8.13,1.117,4.132,1.668
2,1.669,12.385,3.141,8.852,0.621
1,1.688,1.201,1.181,1.935,0.884
2,1.688,7.207,3.457,2.449,1.044
2,1.716,7.13,1.166,1.562,2.779
2,1.733,2.082,0.912,5.775,0.656
2,1.738,12.444,0.873,2.928,0.761
1,1.745,2.426,1.245,2.126,1.53
2,1.811,7.287,2.854,1.504,1.771
1,1.82,1.283,0.905,1.26,0.746
2,1.845,3.161,2.989,2.804,1.093
1,1.846,2.114,0.956,2.333,0.935
1,1.86,1.217,1.29,1.2,1.332
2,1.861,5.743,0.715,3.758,1.199
2,1.877,11.381,0.476,5.219,0.846
1,2.058,1.764,1.436,1.944,0.869
2,2.077,2.687,0.748,1.602,0.781
1,2.095,1.798,0.884,2.176,0.942
2,2.1,2.802,1.443,12.341,2.984
2,2.103,12.383,1.279,6.064,1.199
1,2.131,2.124,1.132,1.469,0.875
2,2.151,3.185,0.919,4.456,1.176
2,2.168,3.445,1.414,12.341,3.425
2,2.179,12.424,1.667,3.757,0.947
1,2.196,1.055,0.866,1.172,0.872
2,2.224,2.135,1.822,7.372,2.985
2,2.225,7.706,0.941,2.127,1.926
1,2.299,1.27,0.879,2.424,0.789
1,2.313,1.423,0.873,2.03,0.627
1,2.314,1.09,0.909,1.274,0.872
1,2.327,2.059,0.993,1.15,1.385
2,2.334,7.735,0.773,2.119,1.232
1,2.334,1.932,0.615,1.263,1.401
2,2.343,4.882,1.011,1.939,2.766
2,2.373,7.758,2.366,8.355,1.518
1,2.383,1.066,1.215,1.405,0.957
2,2.458,6.475,1.69,5.814,0.827
1,2.464,1.2,1.123,2.043,0.614
2,2.474,3.654,0.885,2.584,2.038
2,2.487,3.698,1.119,4.378,2.416
2,2.49,5.734,0.673,9.015,1.101
1,2.494,1.767,1.398,1.013,0.833
1,2.502,1.333,0.884,1.316,1.09
2,2.516,11.333,0.961,2.687,1.018
2,2.52,11.94,1.217,5.746,1.9
1,2.54,1.55,0.819,1.525,1.179
2,2.556,7.019,1.5,4.088,2.247
2,2.56,2.064,2.444,4.845,1.604
1,2.578,1.747,0.953,1.417,0.835
1,2.608,2.382,0.628,1.814,0.988
2,2.638,2.882,1.53,2.258,1.793
1,2.65,1.412,0.923,2.193,0.936
1,2.684,2.186,0.948,1.313,0.925
1,2.692,1.304,0.991,1.031,0.88
2,2.697,4.107,1.787,5.302,1.201
2,2.698,3.162,2.574,2.472,2.776
2,2.703,11.51,1.397,1.954,0.824
2,2.721,5.985,3.141,1.689,2.984
2,2.74,4.378,1.242,3.21,1.262
2,2.753,6.312,1.107,3.47,1.124
2,2.781,4.488,2.896,8.478,0.909
1,2.785,1.26,1.153,1.309,0.794
1,2.8,2.073,0.839,1.852,0.928
2,2.807,11.132,1.015,3.929,1.036
2,2.813,8.012,3.142,2.207,1.667
2,2.829,2.952,1.659,6.372,1.594
2,2.858,3.911,0.551,4.718,2.469
1,2.866,1.108,0.948,1.213,0.615
1,2.866,1.027,1.11,1.108,0.957
2,2.872,6.772,3.112,2.472,0.818
1,2.882,2.416,1.213,1.299,0.855
1,2.888,2.116,0.91,2.371,1.449
1,2.896,2.051,0.857,1.757,1.506
1,2.941,0.95,0.788,1.316,0.897
2,2.942,5.444,1.646,3.121,1.597
