task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
2,0.018,6.348,0.824,9.602,1.32
1,0.074,1.311,1.153,1.323,0.822
1,0.079,1.406,1.073,1.441,0.858
2,0.084,3.634,1.637,3.077,1.548
2,0.105,10.367,0.996,3.134,0.697
1,0.113,1.55,1.137,1.799,1.248
1,0.117,2.193,0.613,0.964,0.634
1,0.121,2.361,0.661,2.128,0.726
1,0.13,2.126,1.434,1.219,0.732
1,0.193,1.815,1.264,2.103,0.884
2,0.228,6.372,0.761,5.263,1.293
1,0.253,1.488,0.937,1.25,1.189
2,0.262,2.023,1.025,8.879,3.127
1,0.262,1.259,0.637,1.412,0.868
1,0.283,1.469,0.611,1.102,0.946
2,0.334,10.779,1.924,3.279,2.295
2,0.364,3.282,0.959,3.234,0.837
1,0.401,0.999,1.237,1.747,0.878
2,0.405,4.529,1.415,3.209,1.548
2,0.434,2.0,0.842,7.706,2.038
1,0.44,1.204,0.841,1.241,0.931
1,0.455,2.043,0.734,1.541,0.94
1,0.464,1.265,0.855,1.524,1.178
2,0.492,11.821,1.587,5.594,1.444
2,0.566,11.94,1.256,5.212,0.738
1,0.58,1.225,1.093,1.115,0.994
1,0.582,2.446,0.905,1.506,0.653
2,0.653,4.779,0.685,6.769,1.194
1,0.663,1.278,1.182,1.14,1.444
2,0.669,1.594,1.667,1.918,1.215
1,0.728,1.242,0.623,1.033,0.896
1,0.753,0.935,0.875,1.78,0.993
2,0.774,6.12,1.348,3.0,0.677
2,0.775,8.408,3.294,3.077,1.09
2,0.81,4.598,0.916,7.735,1.222
1,0.843,1.429,1.243,1.841,0.87
1,0.845,1.055,0.967,1.426,0.75
1,0.889,1.272,1.444,1.265,0.856
2,0.944,5.661,1.452,8.715,2.416
1,0.964,1.185,0.617,1.78,1.237
2,1.014,1.899,1.215,7.429,1.709
2,1.016,2.457,2.221,3.756,0.916
2,1.021,2.584,1.324,6.358,1.494
2,1.022,4.312,0.745,8.408,1.601
1,1.034,1.81,0.619,0.996,0.91
2,1.058,8.464,2.911,2.199,2.972
1,1.061,1.191,0.934,1.223,0.62
2,1.153,2.688,1.688,6.287,1.707
1,1.173,1.466,0.839,2.116,1.451
1,1.185,1.249,0.811,1.437,0.629
2,1.186,4.735,2.96,2.843,0.844
2,1.203,1.973,1.969,6.82,1.208
