task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
2,0.001,8.337,1.169,3.0,1.548
1,0.006,2.128,0.878,1.248,1.237
2,0.028,12.529,1.057,8.728,1.391
1,0.048,1.097,0.617,1.556,1.335
2,0.073,11.326,2.23,2.346,1.937
1,0.162,0.945,0.756,1.766,0.85
1,0.165,1.242,1.216,2.051,1.114
2,0.209,5.559,1.275,3.445,0.542
2,0.216,11.529,1.706,6.63,1.09
1,0.27,1.217,0.73,1.25,1.123
1,0.301,1.556,0.616,1.774,0.886
2,0.303,3.654,0.929,2.485,1.043
2,0.313,1.44,0.807,1.967,0.959
1,0.413,1.934,0.624,1.803,0.734
1,0.46,1.25,0.909,1.815,1.095
2,0.527,7.588,0.9,4.811,0.759
1,0.53,1.272,0.955,1.227,0.614
1,0.563,1.417,0.75,2.176,0.994
1,0.563,1.512,1.125,1.407,0.952
1,0.567,1.467,1.047,2.126,0.917
1,0.575,1.326,1.476,1.943,0.928
2,0.578,4.13,1.336,6.126,1.527
2,0.7,8.355,1.615,5.206,0.753
2,0.7,3.943,0.663,1.957,1.335
2,0.703,1.967,1.11,4.016,2.669
1,0.712,1.321,0.936,1.248,1.25
2,0.73,7.758,2.59,4.882,1.145
2,0.784,4.705,1.825,8.164,2.017
1,0.796,1.216,1.255,1.208,0.991
2,0.829,7.031,0.611,3.626,2.173
1,0.841,1.351,0.931,1.795,0.948
1,0.847,1.556,0.939,1.435,1.119
1,0.876,1.066,1.233,1.925,0.85
2,0.882,3.134,0.656,4.107,0.918
1,0.895,1.11,0.652,1.019,0.872
2,0.905,1.874,1.212,8.809,0.733
1,0.912,2.028,0.908,2.049,0.956
1,0.986,1.835,1.396,2.099,0.9
2,1.015,10.557,2.854,5.649,0.551
1,1.04,1.3,1.044,1.301,0.898
1,1.088,2.312,1.337,2.134,1.386
2,1.156,13.021,2.392,13.827,0.636
1,1.227,1.225,1.214,1.819,0.998
2,1.28,5.212,1.093,1.641,1.95
2,1.281,4.2,0.961,11.51,1.156
1,1.29,1.283,0.867,0.985,0.992
1,1.299,1.514,0.914,2.18,0.876
1,1.335,1.15,1.179,1.273,0.898
1,1.336,1.514,0.878,1.104,1.078
1,1.363,1.324,1.398,1.812,1.12
2,1.372,9.602,1.536,4.24,1.527
1,1.389,1.431,1.187,1.42,0.794
2,1.422,7.573,1.98,7.878,0.429
