task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T9,0.154,101.96,9.58,97.17,26.0,5.08,0.97,11.34,10.47,100.12,11.06,108.52,28.63,4.75,0.97,10.9,10.94
T5,0.884,112.74,10.18,101.86,28.62,5.61,1.08,11.25,10.19,100.6,10.5,105.59,29.06,5.76,1.01,11.11,11.19
T1,1.012,104.98,10.05,100.84,24.02,5.0,1.14,10.66,11.34,103.03,11.2,101.04,27.77,5.33,1.1,9.99,10.16
T8,1.811,94.78,11.42,102.59,24.98,4.69,0.98,10.46,11.59,106.12,11.51,102.77,27.87,5.48,1.08,11.81,11.46
T1,2.697,103.66,11.14,102.82,23.97,4.97,1.13,9.78,10.34,110.53,10.24,113.82,27.62,5.42,1.09,10.39,10.64
T9,3.213,97.62,10.87,102.46,25.65,5.0,1.08,10.83,11.41,96.2,10.8,111.63,27.38,5.12,1.05,10.53,11.24
T4,4.068,95.43,10.52,102.24,24.96,4.67,0.92,11.9,10.28,104.57,10.95,109.06,26.92,4.94,0.96,10.68,10.86
T7,5.364,116.06,10.3,95.6,29.57,5.89,1.05,10.47,9.84,107.53,10.83,103.9,28.57,5.47,1.01,10.49,10.45
T7,5.365,112.91,10.54,106.33,25.51,5.32,0.98,11.02,9.67,113.64,11.16,101.85,26.72,5.38,1.01,10.93,10.54
T4,5.681,110.32,9.71,106.08,25.02,5.07,0.96,10.31,9.85,106.58,10.68,96.57,24.4,5.16,1.0,11.79,11.33
T3,7.174,104.54,10.25,113.49,26.21,5.22,0.98,10.94,10.24,107.45,10.41,103.81,24.45,5.36,0.97,11.84,10.92
T2,9.108,112.38,9.79,108.56,28.67,5.11,1.08,9.82,9.87,103.45,10.97,105.91,25.52,5.04,0.94,10.71,10.6
T1,11.364,100.63,10.32,115.63,25.72,5.37,1.14,9.85,11.17,105.34,11.43,111.94,23.89,5.4,0.98,10.42,11.36
T9,11.374,109.58,9.64,110.11,26.85,5.27,1.09,10.75,10.12,102.97,11.18,108.48,28.14,5.07,1.08,10.59,10.24
T5,11.612,97.74,10.19,112.77,29.21,5.16,1.17,9.58,10.13,105.74,11.71,118.08,28.9,5.51,1.15,11.25,9.66
T10,12.388,99.68,9.8,115.33,24.16,5.4,1.07,9.55,11.08,105.85,9.92,101.97,24.83,5.26,1.1,10.61,11.1
T6,15.346,93.42,10.13,96.43,26.45,5.13,0.95,9.64,10.32,97.1,9.62,96.43,26.4,5.38,1.11,10.37,10.94
