task_type,m1_1,m2_1,m3_1,m4_1
T2,0.061,0.335,1.819,3.004
T2,0.07,0.314,1.925,3.222
T2,0.068,0.359,1.952,2.809
T1,0.003,0.012,0.081,0.124
T2,0.064,0.336,2.036,3.172
T4,0.236,1.041,6.58,10.845
T3,0.092,0.544,2.752,4.531
T4,0.208,1.049,6.343,10.82
T2,0.061,0.337,1.93,2.838
T2,0.065,0.348,2.021,2.98
T3,0.097,0.521,2.924,4.872
T2,0.062,0.338,2.083,2.891
T1,0.003,0.012,0.073,0.119
T1,0.003,0.014,0.078,0.118
T1,0.003,0.013,0.079,0.127
T4,0.207,1.11,6.803,9.336
T4,0.211,1.165,5.984,10.084
T2,0.067,0.326,1.924,3.241
T4,0.206,1.084,6.965,10.18
T2,0.065,0.315,1.81,3.136
T3,0.101,0.466,2.889,4.233
T3,0.091,0.474,3.157,4.787
T4,0.223,1.2,6.938,9.671
T1,0.003,0.014,0.071,0.115
T3,0.102,0.502,2.806,4.403
T1,0.003,0.013,0.082,0.113
T4,0.237,1.047,6.732,9.53
T3,0.104,0.479,3.107,4.225
T3,0.098,0.481,3.132,4.517
T1,0.003,0.013,0.079,0.109
T2,0.064,0.329,2.08,2.797
T3,0.105,0.54,3.128,4.632
T3,0.093,0.536,3.083,4.322
T2,0.068,0.356,1.825,3.012
T1,0.003,0.012,0.073,0.109
T1,0.003,0.013,0.074,0.122
T3,0.106,0.464,2.903,4.565
T2,0.069,0.322,1.893,2.864
T4,0.223,1.102,6.477,9.927
T4,0.219,1.21,6.286,9.723
T2,0.061,0.337,1.948,3.206
T3,0.103,0.54,2.712,4.869
T4,0.219,1.049,6.952,10.391
T4,0.218,1.157,6.554,10.05
T2,0.068,0.351,1.984,3.136
T4,0.213,1.04,6.157,10.205
T3,0.095,0.517,2.822,4.575
T2,0.063,0.309,1.865,2.974
T3,0.106,0.481,2.913,4.515
T2,0.071,0.355,2.075,3.09
T1,0.003,0.013,0.075,0.11
T4,0.207,1.047,6.31,10.117
T3,0.106,0.521,3.081,4.451
T1,0.003,0.014,0.071,0.108
T2,0.065,0.334,2.114,2.787
T3,0.093,0.522,3.221,4.24
T3,0.104,0.508,3.22,4.865
T4,0.205,1.064,6.933,10.705
T3,0.105,0.489,2.741,4.403
T4,0.231,1.18,6.953,10.699
T4,0.218,1.179,6.902,9.266
T2,0.06,0.327,1.918,2.909
T1,0.003,0.012,0.083,0.123
T1,0.003,0.014,0.073,0.127
T2,0.067,0.339,2.07,2.794
T1,0.003,0.012,0.076,0.123
T2,0.07,0.359,1.907,2.874
T4,0.201,1.092,6.698,10.697
T4,0.205,1.101,6.829,9.185
T4,0.217,1.076,6.684,9.913
T4,0.217,1.158,5.973,10.388
T2,0.062,0.336,1.979,3.02
T3,0.102,0.468,2.817,4.686
T1,0.002,0.013,0.076,0.127
T3,0.099,0.485,2.907,4.259
T2,0.063,0.316,1.798,2.774
T2,0.066,0.309,1.81,2.838
T4,0.227,1.039,6.704,10.541
T3,0.105,0.515,3.059,4.725
T3,0.101,0.509,2.85,4.288
T2,0.067,0.322,1.981,2.752
T2,0.071,0.343,1.989,2.789
