task_type,m1_1,m2_1,m3_1,m4_1
T2,0.625,11.767,20.835,30.746
T2,0.714,11.023,22.052,32.974
T2,0.7,12.603,22.357,28.751
T1,0.013,0.21,0.454,0.619
T2,0.655,11.802,23.314,32.465
T4,1.178,17.862,36.814,54.225
T3,0.864,17.515,28.895,42.513
T4,1.038,18.012,35.49,54.1
T2,0.62,11.841,22.101,29.046
T2,0.66,12.238,23.145,30.504
T3,0.911,16.768,30.704,45.717
T2,0.637,11.875,23.861,29.584
T1,0.012,0.211,0.41,0.594
T1,0.013,0.232,0.436,0.588
T1,0.014,0.229,0.44,0.638
T4,1.035,19.053,38.066,46.678
T4,1.055,20.001,33.48,50.418
T2,0.685,11.451,22.038,33.171
T4,1.03,18.609,38.97,50.899
T2,0.662,11.067,20.726,32.095
T3,0.95,15.01,30.334,39.716
T3,0.859,15.285,33.15,44.918
T4,1.116,20.602,38.821,48.354
T1,0.014,0.237,0.397,0.577
T3,0.955,16.16,29.46,41.314
T1,0.013,0.219,0.461,0.567
T4,1.187,17.975,37.665,47.652
T3,0.974,15.43,32.624,39.646
T3,0.917,15.505,32.883,42.39
T1,0.014,0.224,0.442,0.543
T2,0.656,11.575,23.821,28.628
T3,0.989,17.39,32.841,43.469
T3,0.873,17.252,32.371,40.556
T2,0.699,12.521,20.899,30.826
T1,0.014,0.207,0.41,0.543
T1,0.013,0.216,0.414,0.608
T3,0.992,14.949,30.486,42.832
T2,0.708,11.301,21.68,29.312
T4,1.113,18.921,36.239,49.637
T4,1.096,20.774,35.171,48.614
T2,0.624,11.844,22.306,32.814
T3,0.97,17.382,28.474,45.692
T4,1.096,18.008,38.895,51.956
T4,1.091,19.865,36.671,50.248
T2,0.695,12.341,22.719,32.095
T4,1.067,17.856,34.449,51.027
T3,0.891,16.652,29.63,42.929
T2,0.642,10.847,21.355,30.442
T3,0.997,15.499,30.583,42.369
T2,0.729,12.48,23.768,31.627
T1,0.013,0.219,0.421,0.55
T4,1.035,17.979,35.307,50.587
T3,0.99,16.791,32.354,41.765
T1,0.013,0.234,0.395,0.54
T2,0.665,11.752,24.213,28.523
T3,0.872,16.823,33.818,39.788
T3,0.98,16.351,33.813,45.651
T4,1.023,18.257,38.792,53.525
T3,0.986,15.748,28.783,41.319
T4,1.156,20.254,38.903,53.495
T4,1.089,20.239,38.618,46.329
