task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.034,0.96,10.22,1.13,104.95,99.71,103.13,116.9,11.14,0.99,11.41,0.98,106.74,106.28,98.81,105.46,11.35
T2,0.469,0.97,10.44,1.09,112.41,98.51,108.49,105.99,9.95,0.94,9.56,1.13,100.41,100.35,101.19,110.39,10.9
T3,0.706,0.97,10.44,1.1,112.82,112.64,93.87,107.48,10.61,0.96,10.7,0.98,114.53,100.28,102.48,113.12,11.33
T1,1.958,1.09,10.8,1.06,107.18,98.21,109.23,111.18,11.17,0.99,10.95,1.05,107.94,99.24,116.18,101.4,10.87
T4,2.171,1.09,10.11,1.14,101.42,98.35,107.17,107.87,11.22,1.08,10.89,1.05,108.88,101.95,97.84,97.26,10.95
T1,2.425,1.12,9.96,1.01,114.66,98.21,101.86,114.64,11.05,0.97,10.34,1.06,101.03,105.27,102.93,116.32,10.92
T3,2.577,1.12,9.81,1.04,101.22,115.11,100.9,118.34,10.72,0.98,10.89,1.02,113.45,109.07,100.01,101.8,9.78
T3,3.107,0.98,9.86,1.01,106.27,110.11,104.55,106.19,10.26,1.03,11.22,1.07,115.28,114.66,98.97,115.63,11.09
T1,3.235,0.98,10.06,0.99,101.09,96.84,105.72,115.71,11.04,0.96,10.77,1.01,106.04,107.49,107.65,100.94,10.04
T2,3.479,0.96,10.53,1.11,104.3,104.53,112.8,111.47,11.49,1.02,11.29,1.07,100.53,104.08,113.21,103.6,10.62
T4,3.724,0.99,11.09,1.13,115.25,110.67,97.97,108.12,10.86,1.09,9.9,1.01,101.53,112.83,100.24,99.87,11.1
T3,4.105,0.95,10.8,1.09,117.24,99.71,106.63,102.43,11.38,1.04,11.04,1.12,111.19,100.99,99.73,115.41,9.87
T4,4.277,1.13,9.85,1.12,111.33,111.02,104.42,110.75,10.82,1.09,10.6,1.12,101.48,96.0,105.48,103.26,9.96
T3,4.449,0.96,11.41,0.95,116.62,102.26,106.7,105.96,9.89,1.08,9.68,1.02,107.34,111.61,104.51,101.46,10.04
T2,4.796,1.09,9.63,1.0,112.51,101.54,99.14,98.8,11.03,0.99,10.83,1.06,114.93,111.2,111.94,104.35,10.41
T4,4.929,1.12,10.87,0.96,104.96,101.68,94.21,97.54,10.84,1.11,10.09,0.99,106.26,103.24,100.0,107.44,9.88
T4,4.929,1.0,10.88,1.07,105.41,110.15,104.17,95.87,10.94,1.0,9.64,1.09,113.61,101.31,107.27,110.79,9.95
T3,5.232,0.95,11.13,1.09,116.99,110.04,94.88,100.7,10.77,1.08,9.69,1.11,100.78,114.85,94.45,116.31,10.77
T3,5.491,1.02,10.94,1.08,102.17,98.06,94.88,114.49,10.88,1.04,10.01,1.1,113.19,107.99,101.16,109.36,11.34
T2,5.709,1.03,9.9,0.98,113.67,113.14,101.91,107.38,10.14,1.04,10.7,1.03,114.06,107.32,99.51,108.52,10.4
T3,5.766,1.02,10.46,1.01,108.58,97.66,106.79,101.38,9.81,0.95,10.39,1.01,111.76,109.06,94.27,103.78,11.31
T2,5.879,1.03,10.32,1.08,98.69,108.43,111.79,104.67,10.96,1.07,11.23,1.14,115.93,106.57,114.85,95.24,10.03
T2,6.048,0.99,9.6,1.11,99.68,108.37,107.05,108.78,10.6,1.04,10.69,1.1,110.78,115.97,115.03,96.62,10.83
T2,6.108,1.05,10.2,1.01,111.43,116.62,110.59,104.64,11.27,0.96,10.58,1.02,112.77,99.78,112.4,112.9,10.85
T1,6.35,0.99,10.28,1.01,114.71,107.27,105.21,115.18,10.09,1.06,11.72,1.02,104.05,97.37,108.72,117.4,9.86
T4,6.87,1.0,9.72,1.1,106.97,95.62,106.66,109.1,10.66,1.12,9.42,1.0,110.11,102.48,101.98,96.46,9.76
T4,7.306,1.05,9.44,1.14,111.37,110.19,100.3,113.13,9.93,1.12,10.14,0.96,108.88,95.99,95.17,102.69,11.24
T1,7.685,1.02,10.14,1.02,100.31,109.32,107.63,103.73,10.59,0.99,11.3,1.11,105.33,108.46,98.3,117.22,10.38
T4,7.973,1.06,9.9,0.98,108.43,106.44,102.42,97.02,10.43,1.03,10.43,1.1,112.16,112.4,108.25,106.3,11.19
T2,8.119,1.04,11.29,1.05,112.17,98.91,102.49,105.5,10.52,1.09,11.29,1.03,100.33,99.2,104.77,105.33,10.46
T4,8.555,0.98,9.41,1.1,114.3,98.57,103.7,113.87,10.53,1.06,10.13,1.01,106.12,97.79,97.86,104.0,10.8
T3,8.833,1.09,10.89,0.97,98.98,111.65,93.62,116.98,10.87,1.04,11.49,1.12,117.65,111.84,99.43,109.21,10.42
