task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T1,0.026,98.69,99.5,1.02,1.07,100.19,102.07,98.69,1.12,104.31,100.25,1.0,1.06,107.56,99.8,105.19,1.12
T2,0.733,114.54,95.48,1.11,1.13,101.53,112.51,99.89,1.05,105.43,106.76,1.07,1.14,105.69,104.28,98.85,1.18
T1,0.874,107.77,110.33,1.08,0.99,110.5,101.08,92.39,1.02,96.55,96.87,1.08,1.03,102.74,109.58,105.5,1.11
T2,1.456,109.73,101.73,1.01,1.08,106.35,101.98,96.25,1.01,101.36,100.7,1.01,0.98,106.63,100.7,114.2,1.11
T1,1.552,95.97,99.05,1.04,0.94,103.42,105.48,99.03,1.03,97.4,100.69,1.03,0.96,112.12,95.38,92.82,1.05
T3,1.575,112.02,110.09,1.11,1.15,108.4,102.57,111.58,1.05,100.34,106.45,1.06,1.11,97.56,101.09,109.49,1.03
T2,1.639,105.46,105.59,1.0,1.02,98.36,111.78,110.55,1.16,100.04,108.56,1.09,1.11,110.36,101.85,111.89,1.0
T3,1.873,109.53,97.92,1.0,1.06,101.54,107.79,102.3,0.96,111.44,113.61,1.1,1.04,104.01,105.3,115.14,1.09
T3,2.194,111.38,106.62,1.13,1.01,102.74,102.4,97.89,1.01,104.53,99.4,1.0,1.17,104.47,102.54,103.87,1.02
T3,2.251,116.17,102.61,1.0,1.02,95.5,95.87,100.89,1.02,103.76,105.17,1.01,1.07,112.4,108.46,106.32,0.98
T2,2.383,107.07,104.08,1.03,0.98,103.94,97.22,107.44,1.06,109.26,98.86,1.03,1.13,97.57,105.16,106.73,1.02
T3,2.451,101.24,105.28,1.07,1.01,101.69,108.92,98.03,1.09,103.54,109.85,1.14,0.99,102.56,94.68,113.19,1.07
T2,2.626,100.08,107.12,1.17,0.99,102.68,105.9,100.71,1.16,110.68,104.82,1.02,1.13,101.31,96.69,103.48,1.06
T1,2.75,104.59,102.28,0.98,1.08,97.94,109.65,104.28,1.02,96.66,106.77,0.98,0.95,111.7,100.72,95.46,1.03
T1,2.78,98.61,98.99,1.03,1.07,97.98,108.82,96.11,1.0,103.0,103.1,0.99,0.94,102.79,100.39,109.52,1.04
T4,3.074,104.98,103.48,0.92,0.97,92.94,94.97,100.5,1.03,96.53,106.48,1.05,1.06,92.66,95.26,102.13,0.96
T2,3.086,109.26,107.78,1.17,1.1,99.03,107.77,110.55,1.02,109.59,93.71,1.03,0.98,104.82,101.14,107.61,1.08
T1,3.21,94.73,99.5,1.01,0.96,96.45,109.38,96.91,1.05,107.98,95.09,1.14,0.96,96.72,111.04,97.92,1.08
T3,3.39,114.97,103.05,1.04,1.0,96.31,99.01,108.58,1.09,115.24,111.64,1.05,1.06,105.54,105.55,110.64,1.04
T3,3.45,101.7,102.05,1.12,1.17,107.04,96.79,107.02,0.95,110.97,105.12,1.16,1.11,103.72,104.82,102.58,1.04
T4,3.669,95.96,109.23,0.98,1.06,107.65,106.61,102.83,1.04,99.91,103.84,0.92,1.06,102.25,109.4,98.75,1.11
T3,3.755,102.22,108.32,1.02,1.08,104.58,94.73,109.1,1.08,101.67,113.6,1.09,1.12,103.91,98.31,111.39,1.08
T1,3.781,110.13,110.88,1.01,1.0,103.84,104.59,104.17,1.1,106.65,100.73,1.01,1.03,103.18,106.7,101.61,1.01
T1,4.047,107.14,104.53,1.1,0.95,96.46,106.75,107.04,0.99,99.98,100.2,0.99,0.96,113.7,102.82,101.61,1.01
T1,4.06,108.53,107.64,1.04,1.06,97.92,103.48,107.64,0.98,108.84,103.78,0.98,1.07,99.2,97.73,101.08,1.05
T1,4.121,106.88,102.52,1.02,1.05,113.0,110.37,97.89,1.04,106.54,102.43,1.1,0.97,110.96,106.94,93.52,1.11
T4,4.214,110.53,100.23,0.97,1.09,103.83,109.44,104.28,1.11,105.86,102.82,0.96,0.94,107.53,105.44,99.49,1.13
T1,4.355,98.61,94.81,1.01,1.06,101.63,112.06,92.9,1.0,102.34,103.76,1.16,1.01,109.28,98.31,98.67,0.95
T4,4.405,96.34,103.19,0.94,0.94,104.66,96.77,97.5,1.1,94.73,95.46,0.92,0.95,103.52,106.96,109.39,1.06
T3,4.426,110.1,110.78,1.14,1.03,102.15,101.88,100.42,1.02,103.97,113.27,1.05,1.16,107.12,106.36,109.88,1.01
T4,4.431,101.66,108.04,0.98,0.99,107.91,102.06,100.51,1.09,109.95,98.58,1.07,1.06,98.18,98.07,96.63,1.07
T2,4.612,103.33,92.29,1.1,1.07,112.07,100.1,96.25,1.14,115.35,104.52,1.11,0.99,96.83,112.36,113.12,1.1
T1,4.63,100.54,100.69,1.15,0.96,103.89,111.38,99.56,1.13,108.42,98.88,1.1,0.94,107.74,100.08,101.54,1.08
T4,4.882,94.42,99.82,1.08,0.97,109.22,110.75,97.61,0.99,97.87,100.99,1.07,0.97,103.18,106.62,104.59,1.09
T1,4.917,103.78,99.12,0.99,0.95,105.51,101.83,97.53,1.11,102.5,95.69,1.03,0.97,103.02,106.38,95.46,1.02
T3,4.974,103.81,99.27,1.1,1.04,105.32,110.45,99.1,0.98,107.22,106.62,0.98,1.14,95.36,103.7,97.63,1.08
T3,5.325,109.08,100.75,1.07,1.15,111.65,107.13,107.69,1.05,106.91,107.09,1.05,1.13,100.1,106.23,110.36,1.0
T3,5.501,114.66,102.82,1.15,1.06,101.79,94.66,103.99,0.94,101.93,100.82,1.08,1.06,103.09,108.82,98.03,0.99
T2,5.59,103.63,94.11,1.09,1.07,100.72,112.03,104.01,1.06,107.39,93.03,1.15,0.98,95.65,99.26,104.06,1.14
T4,6.071,102.38,111.19,0.92,1.03,104.39,107.68,98.56,1.13,103.58,107.88,1.04,0.97,103.65,94.57,105.52,1.03
T1,6.665,97.31,102.49,1.12,0.98,101.97,96.09,109.12,1.09,110.47,102.62,1.0,0.94,113.03,112.06,101.91,1.0
T3,6.744,117.56,113.0,1.01,1.14,103.9,99.01,99.57,1.02,103.07,112.21,1.14,1.17,98.04,106.18,97.54,1.0
T4,7.252,95.02,97.18,1.0,1.05,102.83,98.07,111.28,1.06,99.11,108.06,1.05,1.09,98.9,101.84,108.71,1.0
T4,7.281,109.65,109.35,0.92,0.94,104.54,96.09,97.66,1.09,105.84,101.11,1.08,1.05,93.32,110.14,102.51,1.14
T3,7.318,115.48,109.19,1.12,1.02,108.92,104.82,115.36,1.0,110.15,100.95,1.16,1.06,95.8,109.66,111.84,1.01
T4,7.398,101.69,101.5,0.94,0.99,106.81,110.51,102.1,1.07,101.43,94.92,1.08,0.94,106.67,93.91,103.77,1.12
T4,7.422,98.08,104.47,1.03,1.11,109.42,94.16,106.46,1.06,96.81,108.39,1.07,0.98,101.21,96.31,110.79,0.98
T2,7.816,102.94,101.98,1.09,1.06,108.44,106.52,112.55,1.14,108.35,106.25,1.08,1.05,101.91,106.25,102.82,1.07
T4,7.85,94.48,104.7,1.06,1.1,101.3,95.47,97.91,1.07,101.85,95.46,0.98,1.05,98.47,105.23,107.0,1.12
T2,7.892,115.35,94.07,1.03,1.14,108.44,105.4,108.21,1.16,112.31,100.26,1.05,1.08,95.51,112.49,112.5,1.08
T4,7.925,94.67,97.86,1.02,0.98,100.06,95.48,97.51,1.1,107.32,103.67,1.06,0.99,99.64,93.79,110.66,1.14
T4,8.031,109.1,102.99,0.92,1.08,107.32,102.64,103.88,1.09,96.23,106.76,1.05,1.05,106.87,96.31,105.64,1.05
T1,8.095,98.36,102.44,1.1,1.02,109.17,95.37,92.65,1.04,99.74,105.05,1.1,0.94,104.78,100.05,100.81,0.97
T2,8.164,106.88,108.76,1.0,0.98,105.63,108.96,99.45,1.12,99.26,104.72,1.01,1.13,96.16,103.3,100.71,1.12
T1,8.165,110.36,99.5,1.05,0.96,101.03,108.34,104.15,1.05,106.61,97.86,1.04,1.04,109.2,100.74,105.66,1.11
T2,8.289,106.89,103.82,1.03,1.1,96.47,110.68,98.46,1.14,100.38,97.94,1.12,1.03,96.31,108.29,96.51,1.08
T2,8.326,116.66,99.11,1.12,1.13,101.44,110.64,107.84,1.04,109.76,103.88,1.02,1.03,113.39,114.53,112.81,1.01
T2,8.53,112.88,98.79,1.05,1.0,102.37,105.5,109.99,1.08,109.76,99.04,1.09,1.04,113.11,101.14,112.22,1.17
T3,8.622,111.44,102.91,1.04,1.01,95.72,94.67,108.14,1.06,110.43,97.79,1.0,1.06,111.28,93.76,109.33,1.1
T4,8.68,96.4,111.26,0.99,1.08,105.39,105.18,96.66,1.07,109.85,106.52,0.96,0.94,107.13,98.83,101.3,1.04
T3,8.684,108.26,99.27,1.1,1.05,95.8,99.52,111.68,0.98,101.14,106.6,0.98,1.11,102.1,101.95,107.02,0.95
T4,8.89,96.84,106.36,0.99,1.03,95.91,98.55,106.73,1.1,106.92,107.93,0.98,0.99,97.19,100.04,97.36,1.09
T4,8.946,94.78,94.36,0.92,0.95,94.34,109.25,111.32,1.08,108.02,109.64,1.04,1.03,96.85,95.72,108.44,1.1
T2,9.163,111.2,95.94,1.04,1.04,108.44,101.43,99.81,1.18,113.78,103.15,1.08,1.0,100.82,110.85,107.3,1.0
T3,9.211,105.06,100.56,1.06,1.04,97.32,98.67,108.23,1.04,101.89,105.51,1.06,1.12,102.05,104.35,100.65,1.01
T4,9.491,97.78,102.64,1.0,0.96,96.89,102.2,98.88,0.96,100.91,108.08,0.95,1.03,98.5,103.75,96.64,1.1
T2,9.613,102.77,100.66,1.15,1.04,98.99,110.87,108.99,1.15,109.55,104.23,1.13,1.15,109.9,98.74,104.37,1.06
T1,9.698,93.38,108.11,1.13,1.08,96.19,99.64,92.97,1.01,109.42,99.8,1.0,1.09,99.4,104.46,104.82,0.96
T3,9.849,102.9,105.83,1.0,0.99,100.14,109.26,109.96,0.97,114.02,101.77,1.03,1.1,102.58,105.72,114.3,0.95
T3,9.903,102.59,100.58,1.0,1.11,103.55,102.98,100.65,1.03,100.99,99.05,1.01,1.1,104.13,105.59,111.58,1.09
T3,10.054,109.41,108.57,1.01,1.12,102.76,103.02,99.3,1.04,114.96,103.63,1.07,1.03,108.46,100.36,105.69,1.05
T2,10.095,114.77,93.08,1.08,1.09,111.56,103.24,100.8,1.13,109.74,99.72,1.1,1.14,103.21,113.55,103.31,1.04
T4,10.641,98.48,94.26,1.04,1.04,96.23,107.14,95.41,1.14,97.06,97.37,1.03,1.1,109.21,102.52,105.87,1.07
T1,10.672,103.78,108.41,1.08,0.93,113.51,111.76,108.15,1.02,93.51,95.68,1.04,1.09,113.19,97.83,100.33,1.05
T4,10.744,96.42,106.34,0.92,1.04,107.53,110.8,105.32,0.99,95.73,98.83,0.92,1.04,105.84,109.81,111.1,1.08
T1,10.759,100.42,102.83,0.98,1.08,100.68,98.47,103.03,0.97,93.96,100.25,1.02,1.09,111.71,102.1,93.52,1.1
T4,11.015,109.65,107.93,0.94,1.06,109.22,101.84,111.26,1.04,108.99,103.58,0.93,1.0,94.24,104.15,104.31,1.12
T4,11.118,105.82,101.19,0.95,1.07,98.34,108.93,103.57,1.07,107.21,108.98,1.03,0.97,108.51,109.44,111.47,1.02
T2,11.188,115.0,102.24,1.14,0.98,112.21,112.34,102.24,1.09,110.1,107.14,1.12,1.01,106.69,112.06,104.28,1.04
T1,11.374,98.95,98.28,1.07,1.03,103.33,102.54,92.94,1.13,100.42,104.71,1.14,0.96,108.35,110.37,105.57,0.99
T1,11.69,97.01,109.42,1.12,1.07,107.2,106.89,94.13,1.04,100.22,104.68,1.01,1.02,109.92,103.05,107.48,1.02
T1,11.982,107.38,100.69,1.16,0.98,100.31,98.09,92.52,1.09,98.92,111.13,1.16,0.98,106.82,99.24,106.02,0.97
T2,11.987,115.15,105.07,1.09,1.01,98.46,102.25,109.53,1.11,102.83,94.2,1.12,1.01,101.1,110.82,102.18,1.04
T2,12.237,116.99,100.18,1.12,1.09,100.8,108.85,105.31,1.06,102.77,102.59,1.09,1.07,113.22,107.15,98.04,1.1
T3,12.424,116.61,97.93,1.1,1.12,98.65,97.05,100.97,1.06,102.78,107.65,1.14,1.16,97.13,100.69,106.53,0.94
T4,12.459,109.14,107.56,0.94,1.09,100.21,107.51,110.7,1.12,93.77,94.65,1.01,1.06,102.78,102.2,95.36,1.12
T1,12.494,101.77,97.53,0.98,1.06,106.4,102.66,105.74,1.1,95.97,99.91,1.12,0.97,100.85,103.83,109.57,1.12
T3,12.925,115.68,106.38,1.12,1.12,104.41,111.44,104.57,1.11,106.15,108.39,1.13,1.0,105.38,111.05,109.36,1.05
T1,13.13,97.48,99.16,1.16,1.06,114.19,112.45,93.65,0.95,95.87,109.04,1.12,1.07,96.61,105.77,98.22,0.97
T4,13.217,107.94,103.38,1.07,1.11,97.7,99.06,105.88,1.06,106.08,110.38,0.94,1.08,92.91,110.0,94.84,1.13
T4,13.53,99.05,107.24,1.0,1.05,94.18,105.58,97.4,0.97,105.03,105.16,1.03,0.98,108.75,102.5,108.17,0.98
T3,13.544,109.75,102.19,0.98,1.1,108.51,108.98,110.05,1.02,103.4,96.73,1.1,1.03,97.23,108.87,106.56,0.96
T3,13.853,106.74,113.0,1.05,1.11,98.26,108.39,111.84,0.99,111.83,97.62,1.16,1.04,103.04,110.95,100.19,1.09
T2,14.056,108.62,93.48,1.06,1.09,105.06,97.07,100.91,1.0,108.42,92.38,1.0,1.02,100.02,105.74,100.1,1.0
T4,14.213,108.99,110.37,0.94,1.02,93.39,103.14,109.23,1.03,103.07,109.58,0.93,0.99,106.24,95.35,100.87,1.12
T4,14.361,104.26,102.51,1.06,1.03,97.12,109.78,105.64,1.02,100.31,99.75,1.03,1.1,93.51,110.46,101.35,1.1
T3,14.4,100.17,99.47,1.06,1.11,108.08,102.12,106.56,0.98,110.76,108.79,1.09,1.12,111.1,109.69,100.4,0.97
T2,14.465,105.97,93.0,1.0,1.08,108.88,110.22,107.05,1.05,110.76,108.76,1.12,1.12,107.82,98.8,113.16,1.17
T2,14.512,106.81,93.71,1.08,1.1,97.24,104.54,104.99,1.01,100.73,109.06,1.1,1.13,104.22,108.39,114.13,1.08
T4,14.974,93.7,110.64,0.93,0.99,103.6,108.42,98.02,1.05,94.66,104.33,1.08,1.03,95.42,103.04,105.67,1.08
T1,15.046,94.61,108.73,1.04,1.08,101.03,109.48,98.54,1.06,93.51,110.75,0.99,1.08,113.03,99.24,101.41,1.04
T4,15.057,105.43,104.77,1.0,1.0,93.05,94.82,97.91,1.07,104.35,100.47,1.02,1.02,103.77,108.05,110.26,0.99
T2,15.115,112.33,93.99,1.0,1.01,100.87,100.12,97.38,1.17,99.14,101.06,1.09,1.11,99.6,109.39,110.84,1.07
T1,15.361,101.01,109.77,1.15,1.03,104.12,104.14,105.13,1.11,103.46,95.1,1.04,0.99,111.02,111.82,105.49,1.08
T1,15.477,93.28,103.44,1.1,0.97,106.98,104.06,100.79,1.01,106.84,106.81,1.13,0.93,96.61,98.67,99.46,1.08
T4,15.775,109.19,96.74,1.01,1.06,106.63,95.47,107.59,1.08,98.59,104.37,1.03,1.11,101.54,97.62,96.65,1.12
T4,16.134,95.79,96.08,0.93,1.0,107.46,105.99,98.56,1.01,108.47,99.77,1.08,0.97,105.09,100.26,111.74,0.99
T3,16.168,101.57,108.76,1.11,1.08,104.41,95.58,102.95,1.05,101.94,111.82,1.14,1.12,104.56,104.23,106.99,1.01
T3,16.298,102.52,114.28,1.11,1.05,98.95,102.54,102.81,1.04,110.06,104.95,1.04,1.07,101.45,101.62,99.63,1.0
T2,16.424,108.12,96.79,1.05,0.99,96.39,107.61,112.16,1.12,113.96,106.11,1.07,1.02,101.31,113.98,112.29,1.17
T2,16.509,112.6,101.35,1.14,1.05,107.59,103.11,99.81,1.16,107.8,97.57,1.11,1.16,113.2,108.19,100.33,1.08
T4,16.603,100.71,110.27,0.97,1.01,105.47,104.17,108.16,1.01,105.84,100.97,1.06,1.06,97.48,99.56,103.08,1.05
T4,16.666,95.3,110.92,0.92,1.09,94.65,109.07,105.03,1.1,109.27,98.34,1.0,1.03,99.71,108.82,100.19,1.08
T3,17.068,118.34,110.11,1.07,0.99,111.29,108.27,103.87,0.95,115.96,107.1,0.98,1.01,104.1,109.4,105.1,1.03
T4,17.321,96.14,107.88,0.93,1.07,105.09,95.95,108.89,1.09,105.84,94.81,1.0,0.97,95.07,93.97,99.93,1.08
T3,17.339,113.35,97.49,1.04,1.07,109.12,98.42,113.59,1.08,104.89,100.48,1.1,1.12,99.14,98.8,106.31,1.01
T2,17.391,101.72,93.08,1.02,1.11,97.77,105.85,98.42,1.08,111.16,105.36,1.15,1.06,96.47,106.98,106.25,1.08
T4,17.797,108.47,107.7,0.96,1.08,106.72,96.43,109.92,1.08,95.29,110.68,1.03,1.1,108.8,100.76,105.26,1.05
T3,18.04,113.81,98.42,1.02,1.12,102.87,102.83,113.83,0.95,117.15,97.21,1.03,1.08,108.25,105.37,110.0,0.97
T3,19.025,108.36,111.5,1.11,1.1,112.6,99.09,105.97,1.04,108.21,99.96,0.98,1.02,110.23,95.41,99.98,1.01
T4,19.373,105.76,108.17,0.92,0.94,93.26,96.96,95.7,1.1,105.55,98.65,0.98,1.11,101.3,98.8,103.52,1.04
T4,19.53,96.85,104.6,0.95,1.07,98.31,97.81,95.27,0.98,96.2,98.2,1.0,0.98,102.97,103.15,98.23,1.13
T4,19.665,103.42,108.01,1.06,0.99,98.31,108.24,103.41,1.14,99.63,104.8,0.92,0.95,107.13,107.14,109.92,1.11
T4,20.4,105.08,104.6,0.93,1.02,98.13,110.34,94.62,1.08,107.5,106.7,1.0,1.06,104.78,96.07,109.87,1.11
T2,20.54,106.04,92.27,1.03,1.06,102.4,103.76,112.22,1.04,113.85,102.48,1.16,1.15,101.57,101.41,109.45,1.18
T1,20.694,99.64,112.41,1.05,1.08,96.25,102.11,99.14,1.07,110.43,103.28,1.13,0.97,101.57,109.64,105.21,1.03
T1,20.715,104.86,104.96,1.09,0.97,106.82,104.66,103.23,0.97,94.66,111.02,1.05,0.97,111.61,105.74,92.55,0.96
T4,20.933,108.43,107.2,1.01,1.1,105.84,104.1,95.53,1.01,100.3,110.71,1.04,1.09,102.36,100.35,94.38,1.1
T4,21.01,109.22,106.51,1.02,1.04,95.14,104.57,103.46,1.07,107.39,100.01,0.97,1.07,109.22,108.04,109.99,1.05
T4,21.097,94.26,99.64,0.98,1.1,106.81,100.49,108.44,1.04,100.12,111.86,1.02,1.01,107.34,99.38,107.76,0.98
T2,21.183,111.12,92.38,1.12,0.99,113.23,100.19,112.19,1.01,98.67,93.64,1.17,1.02,96.41,107.84,113.5,1.14
T3,21.424,108.41,97.83,1.15,1.08,101.38,103.8,106.1,1.02,100.22,98.69,1.11,1.1,105.67,106.96,106.73,1.0
T4,21.443,99.74,100.44,1.07,0.98,100.78,99.6,108.4,1.03,99.4,110.28,1.0,0.96,95.91,101.04,106.55,1.04
T4,21.488,100.54,109.16,1.0,1.1,108.67,96.07,101.58,1.13,110.9,94.63,0.93,0.94,95.6,107.14,107.76,1.12
T4,21.633,93.26,95.55,0.96,0.94,103.47,97.0,107.76,1.12,103.5,105.14,0.98,1.09,107.53,104.56,105.78,1.08
T3,21.648,101.07,99.34,1.14,1.17,96.37,101.7,105.83,1.05,101.57,107.51,1.08,1.07,100.61,102.56,104.01,1.1
T4,21.666,101.78,100.97,0.94,1.07,98.08,96.81,104.73,1.1,105.54,107.89,1.08,1.07,101.25,104.18,97.27,1.0
T4,21.791,101.96,100.19,1.01,1.06,93.57,106.06,95.02,1.07,102.25,105.36,1.08,1.07,92.24,97.94,107.15,1.11
T3,21.884,115.93,105.83,1.07,1.06,95.79,108.06,108.94,0.93,101.89,107.04,1.16,1.12,102.36,105.8,115.42,1.06
T1,21.904,106.91,99.32,1.12,1.09,107.04,98.66,107.05,0.98,106.82,100.45,1.12,0.96,99.4,95.24,102.72,1.12
T4,22.341,108.26,101.36,1.02,0.97,98.85,100.88,103.08,1.03,95.28,111.83,0.98,1.08,100.06,105.37,104.31,1.03
T3,22.419,105.64,105.99,1.08,1.01,103.91,104.82,115.36,0.98,104.25,111.05,0.99,1.07,110.96,103.74,106.63,1.09
T2,22.432,99.67,99.8,1.08,1.13,104.98,107.58,110.42,1.09,113.12,101.3,1.13,1.0,108.98,96.72,99.17,1.0
T2,22.74,111.58,106.56,1.03,1.11,106.82,101.49,101.81,1.09,109.26,109.02,1.04,1.04,111.62,104.67,110.93,1.01
T3,23.127,102.49,98.48,1.08,1.17,97.71,109.53,113.47,1.05,100.99,114.31,1.06,1.12,111.13,110.56,110.79,1.11
T1,23.513,109.1,107.24,1.15,1.01,102.28,112.42,93.66,0.97,108.53,103.1,1.1,0.99,103.73,111.04,109.58,1.03
T1,23.72,103.0,107.44,1.08,1.0,108.22,108.42,96.9,1.12,107.91,109.9,1.0,0.93,100.06,98.82,99.05,1.08
T1,24.159,94.5,95.61,0.99,0.97,107.51,109.32,92.66,1.1,107.87,109.42,1.04,1.07,96.41,112.2,102.6,1.04
T4,24.187,108.99,109.51,1.0,1.07,105.09,99.1,109.31,1.11,106.45,96.78,0.96,1.03,107.53,94.12,107.98,1.13
T2,24.81,101.52,108.51,1.11,1.02,112.92,111.05,101.11,1.08,99.15,103.46,1.02,1.12,104.07,113.0,110.84,1.1
T3,25.175,102.58,106.16,1.01,1.04,97.34,106.59,115.14,1.08,103.04,97.83,1.14,1.14,106.57,96.54,102.41,0.94
T4,25.339,97.26,96.74,0.96,1.07,95.14,94.95,99.87,1.08,102.11,94.17,0.98,0.95,104.4,106.14,94.52,1.03
T4,25.39,101.04,105.07,0.93,1.03,107.53,103.5,99.2,1.0,99.88,110.66,0.96,1.01,102.17,97.07,109.44,1.09
T1,25.417,95.21,104.45,1.0,1.07,103.71,104.12,100.97,0.97,104.99,99.5,1.16,1.02,113.43,108.9,107.6,1.03
T4,25.756,95.24,100.29,1.03,1.0,106.74,107.58,101.13,0.97,102.87,110.27,0.92,1.06,107.61,104.99,109.57,1.09
T2,26.16,111.59,103.48,1.13,1.12,99.84,108.87,108.76,1.01,109.57,107.58,1.01,1.14,102.58,107.01,111.08,1.16
T2,26.187,112.35,98.6,1.17,1.1,106.17,108.83,98.92,1.03,107.0,94.75,1.02,1.03,109.53,108.15,103.0,1.02
T1,26.293,109.09,110.67,0.98,0.95,107.46,99.93,94.7,1.09,104.41,109.24,1.08,1.06,111.25,106.14,94.7,0.97
T4,26.842,98.11,100.88,0.94,1.07,102.84,105.5,107.63,1.06,95.82,107.5,0.95,1.0,98.5,99.56,108.09,0.96
T1,27.281,109.82,103.43,1.03,0.97,112.75,105.31,105.47,0.98,108.79,101.17,1.04,0.99,100.66,98.25,92.39,0.95
T4,27.338,93.7,108.17,1.08,0.99,106.27,108.93,108.52,1.12,108.12,97.31,0.97,0.95,97.34,96.93,110.6,1.02
T3,27.384,102.38,101.44,1.16,1.08,103.16,101.36,108.47,1.08,111.24,98.69,1.14,1.17,104.2,94.71,114.63,0.97
T1,27.396,99.25,107.8,1.01,0.97,109.2,96.59,97.03,1.1,107.75,95.37,1.14,1.08,107.2,97.27,106.65,1.01
T3,27.622,100.18,104.45,0.99,1.1,98.44,98.26,114.79,1.04,104.66,99.56,1.1,1.15,98.89,97.08,98.31,1.11
T4,27.65,110.36,97.56,0.94,0.95,102.96,103.46,103.41,1.09,103.42,107.85,0.96,1.07,108.62,95.15,95.26,1.02
T4,27.658,97.04,107.03,1.01,0.97,99.92,109.4,95.58,1.04,107.08,103.67,1.05,1.07,107.53,107.19,108.54,1.09
T3,27.701,110.1,100.86,1.11,1.07,105.26,98.95,114.99,0.98,100.25,103.02,1.05,1.1,102.74,109.51,101.71,0.97
T4,27.811,99.15,111.68,1.02,0.97,96.21,100.77,104.95,1.08,94.8,107.36,0.96,1.02,101.84,110.49,100.43,1.0
T4,27.821,102.29,97.48,0.91,0.94,109.64,107.26,101.21,1.09,106.86,110.37,0.93,0.94,105.12,103.68,107.79,1.1
T3,28.202,114.66,113.9,1.02,1.04,96.23,101.45,102.33,1.11,107.15,103.04,1.13,1.02,96.23,103.46,102.07,1.06
T2,28.252,115.89,107.38,1.09,1.02,103.74,97.69,98.84,1.16,112.62,93.01,1.07,1.08,109.96,101.89,103.99,1.09
T3,28.452,101.24,114.8,0.99,1.12,96.68,110.64,109.06,1.06,109.04,101.77,1.03,1.06,111.5,100.43,100.81,1.0
