task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
1,0.356,1.04,1.08,102.026,108.202,1.056,103.992,97.621,1.106,1.071,102.967,106.908,1.076,100.653,107.205
4,0.853,1.04,99.13,103.357,109.771,99.804,113.399,100.798,1.056,105.397,99.281,100.055,98.932,104.978,108.367
1,0.903,1.112,0.943,96.809,106.877,0.978,102.743,106.533,1.089,1.008,108.46,96.182,1.036,94.616,95.033
4,1.349,0.976,106.987,98.931,109.598,108.457,116.23,106.883,1.074,106.208,112.895,104.018,102.766,99.113,99.711
4,1.422,1.033,102.526,107.405,115.263,93.238,98.454,107.339,1.009,103.556,111.395,99.696,105.216,105.021,108.464
2,1.551,11.26,106.494,1.154,108.777,10.176,0.981,109.231,9.999,99.333,1.093,109.847,9.793,0.963,114.214
1,1.648,1.083,0.94,109.92,101.17,1.134,99.193,99.004,1.058,1.017,110.986,103.959,1.116,103.139,95.861
2,3.22,9.963,98.927,1.133,114.047,10.169,1.021,111.291,11.212,110.504,0.989,111.155,10.831,1.087,109.754
4,3.379,0.998,98.666,116.89,100.635,98.837,114.203,107.99,1.013,95.753,114.331,113.51,108.695,103.484,104.821
4,4.765,0.961,96.802,105.107,101.293,108.171,106.862,99.417,0.962,103.41,111.791,101.107,101.805,115.506,99.104
2,4.867,10.143,110.603,1.153,99.349,10.026,1.063,111.997,10.863,108.939,1.138,109.735,10.874,0.977,98.338
1,4.926,1.088,1.097,113.003,95.625,1.062,93.394,102.232,1.014,1.031,107.335,101.411,1.079,98.37,109.136
4,5.39,1.035,96.082,106.517,117.901,106.325,111.576,101.745,1.055,105.404,109.0,107.747,101.35,99.071,93.96
2,5.536,10.087,113.433,1.02,105.023,10.924,0.988,115.997,11.471,106.654,1.016,99.56,11.006,1.113,104.854
2,5.897,11.167,100.493,1.038,109.896,10.423,0.999,105.162,10.501,111.473,1.086,104.053,10.553,1.046,109.082
4,6.056,1.027,112.649,110.281,102.17,95.463,108.187,102.019,1.03,106.41,107.983,105.776,101.574,111.898,110.429
4,6.429,0.988,112.811,109.286,112.371,106.614,116.407,96.777,1.016,105.404,110.302,103.286,98.799,109.593,94.002
3,6.466,1.06,108.156,106.179,100.071,100.356,99.9,106.129,1.076,110.5,109.041,112.768,109.646,111.116,104.236
4,6.794,0.928,107.247,104.305,111.648,101.423,99.543,105.339,0.933,102.822,114.215,105.898,102.329,107.978,96.922
2,6.991,11.189,100.391,1.023,109.364,10.912,1.072,111.699,11.005,99.554,1.103,112.329,9.81,1.009,113.731
4,7.073,1.084,100.994,102.306,104.041,101.316,111.893,100.787,0.959,111.813,109.93,111.651,102.32,113.648,98.72
2,7.305,10.812,113.46,1.112,114.139,10.026,1.094,109.325,11.309,114.261,1.056,100.335,10.277,1.053,104.475
2,7.504,11.252,109.865,1.093,105.53,10.752,1.108,98.712,10.87,97.791,1.12,109.451,10.73,0.956,102.655
2,7.788,10.093,106.785,1.101,113.084,10.269,1.078,107.176,10.042,100.373,1.009,115.937,10.423,0.967,112.555
2,7.817,11.008,108.085,1.069,104.144,10.291,0.942,113.53,10.001,104.938,1.127,114.051,10.557,1.096,98.298
4,7.882,1.082,97.783,98.873,106.958,93.11,100.951,96.426,1.095,99.35,101.701,111.964,101.438,99.454,100.375
1,8.727,1.084,0.947,102.205,95.314,1.125,96.107,98.558,1.048,1.061,110.56,98.548,1.068,102.479,109.726
3,8.938,1.062,111.829,101.854,104.203,113.004,107.273,106.267,0.961,115.606,110.225,114.114,100.305,103.797,100.209
3,9.093,1.009,112.939,109.397,115.786,116.314,97.437,102.535,1.129,113.455,109.965,105.579,102.82,100.531,101.869
3,9.107,1.08,113.979,113.27,113.895,108.914,113.009,103.406,1.041,106.019,114.542,114.03,109.798,104.769,94.821
2,9.172,11.51,106.703,1.121,110.05,10.694,0.957,114.655,11.616,111.81,1.06,105.139,10.201,0.974,110.635
3,9.753,0.973,101.232,118.186,99.619,105.559,102.889,110.581,1.05,101.059,116.187,109.601,99.732,99.9,110.146
1,9.848,1.116,1.032,95.949,97.197,1.026,94.624,106.19,0.973,1.06,100.046,97.074,1.016,97.984,101.953
4,10.044,0.943,99.922,115.723,117.586,105.963,113.66,106.002,0.972,98.823,115.194,111.415,104.487,102.088,97.086
2,10.309,10.126,114.649,1.031,108.0,10.956,1.085,114.545,10.758,105.903,1.096,113.373,10.247,1.103,110.352
2,10.532,10.026,103.946,1.076,104.533,9.386,0.976,112.103,11.432,112.722,1.021,110.15,10.625,1.108,111.298
4,10.589,1.014,113.342,98.627,99.964,98.884,111.827,96.36,0.928,106.261,107.228,106.899,100.0,106.908,99.293
1,10.748,1.092,0.958,101.637,92.42,0.98,101.016,107.453,1.042,1.028,107.506,97.197,1.136,107.421,107.355
2,11.019,10.945,106.044,1.005,102.364,9.617,1.094,109.642,9.914,106.752,0.989,116.926,9.54,1.082,114.918
2,11.054,10.374,111.53,1.152,106.792,9.39,1.068,111.489,10.965,111.345,1.002,109.772,10.388,1.025,107.038
4,11.125,1.04,109.62,112.564,113.097,95.753,109.928,97.17,1.038,100.914,111.274,106.177,102.637,114.155,100.375
1,11.331,0.99,0.962,101.38,94.436,0.983,97.546,98.115,1.124,0.98,106.307,94.441,1.128,107.558,108.977
2,11.718,11.32,112.673,1.013,114.754,10.717,0.986,101.666,11.309,101.592,1.049,106.449,10.503,0.981,110.076
4,12.382,0.994,113.262,99.112,104.337,101.624,99.745,101.369,1.042,102.211,111.631,108.992,109.494,115.891,93.34
4,12.661,0.98,107.705,112.193,105.925,98.191,98.801,93.242,0.931,112.38,102.467,113.959,101.54,99.145,95.459
4,12.702,0.973,113.42,98.369,102.879,105.721,111.153,100.947,1.096,112.352,116.92,118.366,97.19,108.382,106.039
1,12.995,1.059,0.966,113.003,94.417,1.093,93.962,98.693,1.151,1.072,106.601,95.304,1.089,95.745,104.181
1,13.176,1.073,1.086,100.102,101.419,0.994,100.442,105.461,1.15,1.102,102.665,95.105,1.139,99.351,99.029
1,14.216,0.98,1.064,98.198,94.638,0.992,108.856,96.2,1.026,1.02,113.348,99.24,1.034,94.304,98.165
1,14.599,1.04,1.082,108.14,100.436,0.96,105.818,96.872,1.075,1.042,108.239,96.035,1.115,96.024,107.022
1,14.846,1.077,1.071,103.171,96.82,0.962,94.282,101.89,0.998,1.044,104.283,107.102,1.118,104.709,102.286
1,14.871,1.151,1.059,111.469,95.207,0.993,108.597,109.522,1.137,1.056,106.778,93.639,1.087,101.468,98.178
1,15.015,1.07,0.987,100.084,99.476,1.08,94.084,99.332,1.092,1.022,107.122,101.411,1.08,109.46,104.75
3,15.142,0.955,100.961,115.75,105.407,109.166,111.19,105.266,1.06,111.829,113.851,108.359,102.502,103.776,109.251
1,15.291,1.026,0.98,99.931,105.815,1.027,109.112,97.682,1.016,0.932,104.507,102.63,1.049,101.535,102.728
1,15.626,1.065,0.945,101.573,104.032,1.128,108.544,95.7,1.129,0.934,108.431,95.029,0.967,109.437,100.917
