task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
2,0.26,10.81,94.9,106.38,99.11,109.45,10.39,105.9,1.1,11.08,101.51,100.92,96.13,100.37,10.84,112.88,1.08
2,1.051,11.24,106.77,111.69,96.22,94.56,11.86,107.64,1.03,11.06,102.63,116.02,95.84,98.81,10.21,101.96,1.06
4,1.147,10.62,112.02,97.29,104.7,110.94,10.79,99.36,1.02,10.79,104.1,107.12,101.06,94.02,10.32,108.0,0.98
2,1.161,10.29,99.1,104.01,98.3,93.69,11.31,107.01,1.14,10.99,105.97,108.86,95.38,100.33,11.42,95.28,1.09
4,1.593,10.23,103.99,100.64,93.32,96.43,11.28,110.26,1.01,10.14,102.26,95.34,100.88,96.51,11.21,107.39,1.02
4,1.831,10.63,115.23,103.66,99.72,104.91,10.11,97.96,0.94,10.06,111.2,100.62,92.68,105.81,10.14,104.22,1.06
3,2.3,10.65,109.64,114.09,108.13,104.93,9.75,106.56,1.11,9.86,106.9,99.49,98.95,105.81,9.61,97.92,1.05
2,2.55,11.21,95.51,110.11,101.96,104.44,11.59,97.08,1.05,11.05,107.15,103.72,99.23,92.17,11.33,99.58,1.1
2,2.568,11.06,100.0,103.72,111.28,101.81,10.97,99.8,1.14,10.55,99.65,104.92,96.35,97.46,11.82,112.39,1.05
2,2.813,11.07,94.69,114.43,101.4,107.49,11.1,100.4,1.07,10.56,96.01,104.12,98.21,97.19,10.02,103.71,1.03
1,3.905,9.86,100.47,100.12,105.83,106.47,10.09,114.51,1.08,10.61,92.74,109.57,106.52,97.34,10.22,99.07,1.13
3,3.995,11.05,108.95,101.1,117.28,106.05,9.7,105.92,1.07,9.9,107.03,112.53,114.45,116.89,10.78,106.61,0.97
1,4.103,10.98,103.56,93.53,109.16,107.52,10.74,106.79,0.98,11.19,94.32,100.7,97.7,95.07,11.67,111.46,1.09
4,4.108,9.93,101.03,100.14,99.2,94.74,10.3,103.87,1.06,11.03,98.67,93.26,103.15,100.19,11.07,99.36,0.96
2,4.363,11.35,107.13,113.49,109.59,95.53,11.79,102.79,1.17,9.71,99.48,105.55,100.82,93.3,10.88,110.98,1.16
3,4.371,9.71,110.94,113.74,105.54,115.71,9.91,112.68,1.11,10.21,106.0,104.11,109.96,105.58,9.56,100.07,1.06
2,4.538,11.35,94.96,109.34,105.7,104.97,10.02,111.64,1.16,10.55,96.41,109.94,104.29,105.28,11.45,110.34,1.13
1,4.712,10.96,95.8,93.24,112.14,98.23,10.36,110.73,0.99,11.17,107.75,103.28,96.39,103.21,10.72,103.24,1.02
1,4.727,10.84,109.65,98.43,94.61,94.73,9.98,115.71,1.05,10.59,93.82,95.54,100.35,101.4,11.62,113.28,1.06
1,4.907,10.39,99.81,109.72,106.4,97.19,11.67,110.8,1.11,10.01,103.28,93.53,100.52,107.62,11.1,111.59,1.11
3,4.932,9.45,106.01,113.45,110.53,111.29,9.45,113.02,0.98,10.02,102.57,105.36,105.29,102.74,10.14,96.11,1.03
3,5.064,10.72,110.7,105.89,114.2,103.56,9.54,110.61,0.97,11.1,103.31,115.98,105.95,101.6,9.94,100.8,1.11
2,5.54,10.89,109.93,108.44,100.62,105.19,10.22,104.42,1.04,10.4,101.4,107.11,106.08,98.34,10.98,112.14,1.13
2,5.61,10.44,98.35,100.66,111.01,105.15,10.07,108.97,1.12,10.88,105.14,105.11,97.98,98.81,10.53,110.59,1.05
2,6.101,10.49,101.1,114.57,96.76,104.18,10.65,96.82,1.04,10.35,95.74,106.98,106.2,107.39,10.24,111.91,1.06
1,6.201,9.91,109.59,93.23,105.82,95.13,11.27,111.5,1.11,9.8,98.12,105.02,100.61,109.42,11.26,99.72,1.01
1,6.252,9.93,103.3,100.28,107.6,103.76,11.03,109.66,1.02,9.78,98.42,100.36,101.96,109.73,11.64,110.4,0.98
4,7.392,10.38,101.45,95.22,103.46,97.5,11.2,111.07,1.07,10.08,109.44,100.1,97.95,106.78,10.4,97.9,0.96
3,7.413,9.37,112.13,110.31,108.43,106.74,9.75,109.3,0.98,10.62,111.84,99.11,102.84,115.58,9.79,105.62,1.04
4,7.453,10.35,111.5,100.89,97.11,99.31,9.73,109.81,0.97,10.06,107.01,103.95,97.85,103.38,11.31,100.71,1.1
1,7.631,10.35,95.53,109.76,97.37,97.73,10.88,104.98,1.04,11.1,103.6,101.44,106.75,97.59,10.38,114.05,1.1
