task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
4,0.018,0.96,10.14,1.02,112.7,116.56,106.27,1.12,105.32,1.03,11.38,1.1,116.59,98.88,98.07,1.0,107.34
4,0.218,1.04,10.72,1.03,116.42,112.17,102.28,1.0,93.12,1.05,9.82,1.07,99.22,108.22,110.02,0.99,101.63
1,0.294,1.04,9.68,1.02,115.95,113.07,100.27,1.01,104.9,1.0,10.31,1.11,111.26,112.47,100.14,1.1,99.19
2,0.44,1.02,10.58,1.01,91.84,101.36,112.89,0.99,108.71,1.04,11.51,1.06,106.48,101.2,111.87,0.98,105.17
2,1.385,1.12,11.52,1.11,104.8,100.46,101.05,0.98,113.04,1.07,10.9,1.0,106.52,98.25,103.91,0.94,110.88
4,1.639,0.93,11.32,0.96,104.58,99.01,109.2,1.12,101.51,1.1,10.36,1.08,103.69,109.29,106.27,1.08,96.93
3,2.015,1.14,10.28,0.97,103.71,110.41,108.21,1.01,107.39,1.08,10.76,1.14,97.58,99.46,108.89,0.97,106.77
2,2.057,1.04,10.49,1.09,100.14,96.64,105.83,0.98,99.15,1.02,10.62,1.05,108.17,102.86,105.58,0.99,98.7
2,2.519,1.1,10.64,1.02,104.58,100.5,110.69,1.09,110.42,1.03,11.67,1.15,92.12,93.18,112.72,1.08,96.81
2,3.063,1.07,10.18,1.07,93.49,107.17,100.92,1.11,113.35,1.08,11.24,1.06,103.93,101.2,115.86,1.09,100.42
2,3.286,1.04,10.12,1.04,103.47,109.19,115.83,1.06,98.66,1.04,10.48,1.04,95.73,96.53,101.09,0.96,104.96
4,3.359,0.98,10.7,1.01,110.55,102.1,97.98,0.96,108.52,0.95,11.46,1.02,102.64,105.91,102.95,1.06,98.14
3,3.39,1.03,10.67,1.01,96.83,99.76,95.41,1.02,105.01,1.04,9.99,1.0,99.55,101.94,99.99,1.03,97.69
