task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.013,1.02,104.63,10.78,10.39,105.54,106.98,11.27,107.15,1.13,104.38,11.52,9.64,109.04,104.94,11.73,99.81
T1,0.029,0.97,110.17,10.86,10.78,109.68,110.49,10.43,101.38,1.04,100.56,10.51,10.22,106.22,101.95,9.29,114.92
T3,0.386,1.06,94.04,10.66,10.13,107.13,98.68,11.32,102.22,1.02,94.35,9.98,11.11,96.37,98.26,11.16,94.13
T1,0.521,1.05,101.56,11.22,9.7,112.79,110.73,10.67,104.16,1.09,106.31,11.61,10.39,114.8,100.51,10.91,105.58
T2,0.636,1.0,100.85,10.65,11.06,114.19,112.84,11.55,100.27,1.11,96.21,10.12,10.16,107.93,113.58,10.83,101.13
T3,0.941,1.03,101.77,10.04,11.0,96.51,95.66,11.8,102.84,0.98,95.32,11.17,9.75,93.25,101.83,11.58,107.15
T1,1.013,0.94,106.57,11.77,9.72,115.97,112.31,9.49,103.2,1.03,101.05,10.4,10.37,108.02,102.0,10.72,114.65
T1,1.293,1.06,97.67,11.43,10.72,99.06,114.68,9.89,112.64,0.95,101.46,10.51,9.15,109.9,115.01,9.35,99.92
T4,1.306,1.09,110.64,10.99,11.09,98.84,105.48,11.18,107.07,0.94,115.76,10.77,9.58,106.12,98.04,9.94,110.68
T1,1.402,1.0,108.9,10.81,9.26,98.43,110.04,10.4,114.54,0.94,106.56,10.96,10.31,102.09,106.42,9.59,115.87
T2,1.556,0.97,107.18,10.12,10.45,108.29,106.47,11.43,112.19,1.02,108.8,11.19,10.99,103.36,117.58,10.52,100.27
T4,1.871,1.04,114.04,10.57,10.65,105.76,103.72,10.89,114.49,0.96,105.89,10.53,10.77,104.34,106.66,11.02,101.24
T3,1.875,1.01,95.67,10.43,10.65,98.68,94.11,11.01,101.05,1.09,102.12,10.89,10.28,107.0,102.91,11.56,104.19
T4,2.214,1.11,110.08,11.32,9.74,101.44,94.14,10.97,113.84,0.94,98.98,10.57,9.66,106.06,96.24,10.64,101.05
T1,2.438,0.93,106.47,11.05,10.05,114.07,105.71,9.7,104.76,0.96,98.21,10.41,10.8,108.0,107.59,9.73,99.95
T3,2.519,0.98,108.05,10.49,9.78,100.76,100.38,10.3,93.83,0.99,94.95,10.6,11.23,101.37,105.36,10.46,101.45
T1,2.835,0.95,104.05,11.71,10.28,115.89,117.22,10.39,104.52,0.93,110.18,11.59,10.47,101.25,104.87,9.66,108.14
T1,2.839,0.95,99.28,11.69,9.96,103.56,118.68,10.62,98.31,1.08,94.93,11.09,9.98,100.95,113.97,10.9,108.76
T4,3.28,1.05,112.4,10.07,10.14,110.69,105.74,10.46,116.16,1.09,113.53,9.97,9.64,108.49,108.24,11.13,113.57
T3,3.284,0.99,105.0,10.45,10.78,100.04,95.11,10.39,96.23,1.09,107.23,11.25,10.71,94.17,104.48,10.73,100.99
T3,3.477,1.03,104.04,10.36,11.36,99.19,108.82,10.47,107.08,1.09,108.15,10.11,10.68,95.19,96.64,11.62,94.78
T3,3.493,1.1,96.44,11.22,10.43,99.75,101.79,10.06,109.47,1.02,105.97,10.73,10.41,109.53,95.49,10.43,100.65
T4,3.53,1.06,108.97,10.58,11.14,103.72,104.49,10.67,108.23,1.05,110.11,10.98,10.31,105.47,99.52,10.25,112.99
T2,3.583,1.04,96.6,10.09,10.15,98.5,107.57,10.81,102.85,1.01,98.41,11.1,10.5,97.69,113.12,10.74,109.75
T4,3.884,0.98,114.33,10.66,10.15,108.24,101.34,10.41,101.1,1.1,103.84,10.34,10.23,104.78,100.47,10.18,109.13
T3,3.97,1.04,106.16,11.02,10.44,107.36,95.51,10.76,110.25,1.03,107.48,10.02,10.44,109.02,101.4,10.1,106.16
T4,3.995,1.01,112.58,11.75,10.28,108.69,110.06,11.01,110.57,1.07,97.91,10.0,9.84,104.64,93.95,10.15,109.32
T4,4.119,1.07,98.45,10.0,10.72,98.7,98.58,10.24,117.9,0.97,103.34,10.81,11.16,102.72,103.03,11.03,115.03
T2,4.232,1.11,105.36,10.92,10.93,100.28,100.74,10.98,115.68,1.06,97.51,10.52,10.14,108.93,107.72,10.31,100.16
T2,4.381,1.0,95.66,10.35,10.9,107.58,102.13,11.26,101.41,1.05,97.3,10.05,11.44,101.0,106.44,10.56,109.96
T1,4.507,1.01,102.92,10.2,10.36,101.81,117.81,9.96,112.06,1.07,97.97,11.49,10.76,108.46,101.94,10.64,106.26
T2,4.541,1.01,108.92,11.42,10.5,112.57,101.08,10.22,108.27,1.09,103.46,10.01,11.42,102.66,113.66,10.85,103.77
T1,4.647,1.07,104.84,11.56,9.76,104.18,100.44,10.84,98.65,1.06,97.8,11.82,10.1,104.93,117.82,9.37,115.02
T4,4.665,0.94,100.82,11.7,10.27,94.84,106.66,11.39,102.86,0.94,101.64,10.44,9.62,102.2,108.0,11.35,102.18
T3,4.752,1.07,99.46,10.15,11.16,106.42,108.25,11.71,104.56,1.03,106.66,10.48,9.87,101.75,106.36,11.25,111.21
T2,4.915,1.02,100.62,10.95,11.01,97.65,104.72,11.69,107.0,1.1,107.71,10.36,10.47,110.65,112.69,11.85,98.93
T2,4.924,1.11,99.22,11.04,10.84,112.1,105.85,10.76,102.98,1.09,97.17,10.85,11.02,114.19,100.77,11.04,103.47
T2,5.01,1.09,99.02,10.81,10.12,96.46,107.98,10.74,106.31,1.1,94.79,11.12,10.51,108.46,100.01,11.68,113.8
T1,5.205,0.97,102.55,10.08,10.27,106.2,101.67,10.74,106.92,0.94,103.44,10.8,10.71,104.91,116.51,9.52,101.71
T1,5.316,1.06,102.16,10.68,9.47,114.27,102.91,9.95,114.78,1.03,104.33,10.22,9.63,114.8,106.36,9.88,111.25
T1,5.351,1.01,108.87,11.26,10.31,98.85,103.05,10.81,101.81,0.92,93.53,10.72,9.19,113.67,109.87,9.41,103.94
T1,5.395,0.93,103.29,10.59,9.73,108.33,105.23,10.64,107.11,0.96,96.3,10.85,10.02,101.17,115.79,9.24,100.03
T1,5.541,0.93,92.95,11.48,9.54,102.42,104.09,9.7,98.86,0.94,95.69,11.55,10.28,100.33,101.05,9.67,99.85
T3,5.591,1.06,105.06,10.75,10.46,94.99,100.87,11.0,96.23,0.97,104.04,10.28,11.28,95.06,106.69,11.06,104.87
