task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.002,5.44,10.29,1.08,5.6,101.94,10.76,116.81,110.54,5.65,10.24,1.07,5.12,105.17,10.82,102.97,103.06
T4,0.004,5.47,11.26,1.08,5.76,105.82,9.65,105.2,114.2,5.61,10.5,1.15,5.64,114.31,10.44,111.64,110.03
T1,0.005,5.02,9.58,1.09,5.13,100.48,10.07,104.86,101.48,4.72,10.2,1.09,4.82,112.89,9.83,106.41,92.77
T10,0.015,4.7,10.38,1.09,5.22,101.44,9.32,108.16,99.62,4.76,9.58,1.13,4.93,95.17,10.85,112.68,109.59
T9,0.032,4.98,11.02,1.01,4.9,107.81,9.91,101.86,99.3,4.68,10.47,1.15,5.0,102.77,10.47,117.26,97.24
T6,0.041,5.01,9.94,1.16,4.66,107.99,11.33,111.6,107.02,5.31,10.51,1.08,5.12,101.14,10.3,106.55,103.16
T2,0.042,5.45,10.86,1.0,4.98,109.55,11.52,101.39,110.74,5.59,9.87,1.14,4.8,103.93,10.26,112.66,94.2
T2,0.043,5.01,9.76,1.1,5.12,103.86,11.52,112.02,100.32,5.25,11.07,1.03,5.23,102.94,10.94,102.64,100.74
T4,0.048,5.85,10.53,1.0,5.09,109.52,11.08,108.89,100.85,5.81,11.33,1.03,5.38,110.06,9.37,110.79,108.89
T2,0.054,5.07,9.94,1.06,5.21,107.11,11.07,108.8,103.76,5.17,10.94,1.05,5.49,103.61,11.11,105.17,110.71
T3,0.056,5.45,11.38,1.1,5.23,101.31,10.44,108.16,111.04,5.74,9.88,1.02,4.98,107.82,10.26,111.89,104.31
T1,0.072,4.76,10.81,1.13,4.85,104.75,10.5,98.08,97.88,4.7,10.75,0.97,4.9,99.35,11.28,98.14,108.63
T9,0.074,4.9,10.84,1.02,5.36,96.39,11.53,102.29,101.14,4.78,10.54,1.14,4.96,96.73,10.33,103.82,107.5
T3,0.09,5.4,11.04,1.07,5.78,102.08,9.52,112.29,113.34,5.46,10.4,1.08,5.42,103.51,10.84,101.23,116.12
T7,0.093,5.7,10.55,1.06,5.04,112.11,11.23,111.21,109.47,5.78,10.08,1.01,5.18,103.35,10.66,112.03,96.63
T1,0.121,5.04,9.54,1.02,5.36,101.27,11.64,99.0,108.37,4.68,10.01,1.1,5.12,104.62,10.95,113.51,92.27
T7,0.149,5.32,10.63,1.03,4.93,116.37,10.6,112.09,111.78,4.89,11.44,1.1,5.16,101.33,9.79,114.97,103.3
T1,0.161,5.52,10.78,1.0,5.15,98.03,10.28,113.21,96.9,5.22,10.29,1.02,5.0,95.05,11.23,111.27,103.56
T6,0.164,5.65,10.44,1.13,4.81,112.37,10.84,101.85,109.91,5.68,10.39,1.06,4.96,98.6,10.87,109.71,114.94
T8,0.169,5.46,10.67,0.99,4.82,94.42,11.05,98.33,94.22,5.43,11.26,0.99,4.86,98.88,10.83,107.06,98.68
