task_type,m1_1,m2_1,m3_1,m4_1
T2,3.313,75.711,97.769,132.268
T2,3.781,70.929,103.483,141.851
T2,3.709,81.09,104.911,123.686
T1,0.059,1.164,1.834,2.293
T2,3.468,75.937,109.402,139.662
T4,4.351,80.147,120.47,162.674
T3,3.623,89.204,107.324,144.762
T4,3.835,80.82,116.138,162.299
T2,3.285,76.19,103.712,124.952
T2,3.496,78.743,108.61,131.226
T3,3.818,85.399,114.046,155.671
T2,3.376,76.406,111.972,127.27
T1,0.057,1.168,1.658,2.2
T1,0.059,1.285,1.761,2.177
T1,0.062,1.271,1.778,2.361
T4,3.824,85.492,124.568,140.034
T4,3.896,89.746,109.561,151.254
T2,3.626,73.679,103.418,142.699
T4,3.804,83.502,127.526,152.696
T2,3.504,71.212,97.261,138.07
T3,3.982,76.443,112.671,135.238
T3,3.599,77.844,123.13,152.951
T4,4.12,92.441,127.04,145.062
T1,0.062,1.31,1.604,2.135
T3,4.003,82.301,109.423,140.676
T1,0.06,1.212,1.864,2.101
T4,4.385,80.657,123.256,142.956
T3,4.081,78.585,121.175,134.997
T3,3.844,78.966,122.137,144.342
T1,0.063,1.241,1.784,2.009
T2,3.472,74.478,111.782,123.157
T3,4.144,88.567,121.981,148.017
T3,3.662,87.861,120.236,138.097
T2,3.705,80.564,98.07,132.613
T1,0.062,1.144,1.656,2.011
T1,0.058,1.195,1.673,2.252
T3,4.157,76.135,113.235,145.847
T2,3.749,72.714,101.736,126.099
T4,4.112,84.898,118.59,148.912
T4,4.048,93.216,115.096,145.841
T2,3.305,76.209,104.675,141.163
T3,4.067,88.528,105.762,155.584
T4,4.047,80.802,127.281,155.869
T4,4.031,89.138,120.002,150.744
T2,3.681,79.406,106.613,138.071
T4,3.942,80.122,112.733,153.08
T3,3.736,84.809,110.054,146.176
T2,3.399,69.795,100.213,130.96
T3,4.18,78.934,113.596,144.27
T2,3.861,80.301,111.532,136.059
T1,0.06,1.214,1.7,2.038
T4,3.822,80.671,115.54,151.761
T3,4.151,85.517,120.175,142.212
T1,0.06,1.294,1.596,1.998
T2,3.52,75.618,113.625,122.702
T3,3.657,85.681,125.61,135.483
T3,4.108,83.277,125.594,155.447
T4,3.78,81.921,126.944,160.575
T3,4.135,80.204,106.91,140.697
T4,4.271,90.882,127.309,160.484
T4,4.022,90.815,126.375,138.986
T2,3.279,73.961,103.104,128.104
T1,0.059,1.15,1.882,2.272
T1,0.058,1.34,1.639,2.358
T2,3.632,76.551,111.247,123.032
T1,0.059,1.158,1.716,2.277
T2,3.787,81.119,102.489,126.556
T4,3.716,84.085,122.643,160.461
T4,3.788,84.791,125.046,137.778
T4,4.012,82.886,122.383,148.692
T4,4.016,89.164,109.361,155.813
T2,3.355,75.892,106.362,132.972
T3,4.002,76.847,109.859,149.728
T1,0.054,1.219,1.727,2.351
T3,3.89,79.528,113.388,136.091
T2,3.393,71.529,96.662,122.152
T2,3.574,69.888,97.296,124.96
T4,4.186,80.006,122.752,158.115
T3,4.132,84.484,119.325,150.971
T3,3.975,83.555,111.149,137.024
T2,3.623,72.893,106.446,121.187
T2,3.861,77.471,106.885,122.791
T3,3.98,82.489,125.035,152.481
T3,4.244,88.483,124.936,150.843
T3,4.172,90.062,119.418,149.647
T4,3.858,82.65,124.152,156.006
T3,3.651,90.232,108.165,138.075
T3,3.746,87.719,106.262,150.657
T4,3.748,80.512,128.809,146.011
T2,3.398,75.5,98.69,133.921
T3,3.856,82.317,121.564,152.607
T3,4.146,79.588,120.13,155.785
T1,0.058,1.15,1.737,2.068
T4,4.366,87.294,123.005,160.708
T1,0.055,1.164,1.763,2.174
T4,4.286,86.978,112.475,154.127
T4,4.072,79.816,110.733,162.659
T3,3.63,76.2,111.025,140.891
T4,4.32,87.997,112.606,162.014
T3,3.889,87.065,123.913,147.899
T2,3.861,75.725,97.139,128.956
