task_type,m1_1,m2_1,m3_1,m4_1
T2,1.647,26.148,53.443,80.93
T2,1.879,24.496,56.566,86.794
T2,1.843,28.005,57.347,75.68
T1,0.039,0.532,1.328,1.858
T2,1.723,26.226,59.802,85.454
T4,3.534,45.238,107.625,162.674
T3,2.431,41.595,79.207,119.589
T4,3.115,45.618,103.755,162.299
T2,1.633,26.313,56.692,76.454
T2,1.738,27.195,59.369,80.293
T3,2.562,39.821,84.168,128.601
T2,1.678,26.388,61.207,77.872
T1,0.037,0.534,1.2,1.783
T1,0.039,0.588,1.275,1.765
T1,0.041,0.581,1.287,1.913
T4,3.106,48.255,111.285,140.034
T4,3.165,50.656,97.879,151.254
T2,1.802,25.446,56.531,87.313
T4,3.09,47.132,113.929,152.696
T2,1.741,24.594,53.165,84.48
T3,2.672,35.644,83.153,111.721
T3,2.415,36.298,90.872,126.354
T4,3.347,52.178,113.494,145.062
T1,0.041,0.599,1.161,1.73
T3,2.686,38.376,80.756,116.214
T1,0.039,0.554,1.349,1.702
T4,3.562,45.526,110.114,142.956
T3,2.739,36.643,89.429,111.522
T3,2.58,36.821,90.139,119.241
T1,0.041,0.568,1.291,1.628
T2,1.726,25.722,61.103,75.356
T3,2.781,41.297,90.025,122.277
T3,2.457,40.969,88.737,114.082
T2,1.841,27.824,53.607,81.142
T1,0.041,0.523,1.199,1.63
T1,0.038,0.547,1.211,1.825
T3,2.789,35.501,83.57,120.485
T2,1.863,25.113,55.611,77.156
T4,3.34,47.92,105.945,148.912
T4,3.288,52.615,102.823,145.841
T2,1.643,26.32,57.218,86.373
T3,2.729,41.279,78.055,128.529
T4,3.287,45.608,113.709,155.869
T4,3.275,50.313,107.207,150.744
T2,1.83,27.424,58.277,84.481
T4,3.202,45.224,100.712,153.08
T3,2.507,39.545,81.222,120.757
T2,1.689,24.104,54.779,80.13
T3,2.805,36.806,83.836,119.182
T2,1.919,27.733,60.966,83.25
T1,0.04,0.555,1.23,1.651
T4,3.105,45.534,103.22,151.761
T3,2.785,39.876,88.692,117.482
T1,0.04,0.592,1.155,1.619
T2,1.75,26.116,62.11,75.077
T3,2.454,39.952,92.703,111.923
T3,2.756,38.831,92.69,128.415
T4,3.07,46.239,113.408,160.575
T3,2.775,37.398,78.902,116.23
T4,3.47,51.297,113.735,160.484
T4,3.267,51.26,112.9,138.986
T2,1.63,25.543,56.359,78.382
T1,0.039,0.526,1.362,1.841
T1,0.038,0.613,1.187,1.911
T2,1.805,26.438,60.81,75.279
T1,0.039,0.53,1.243,1.845
T2,1.882,28.016,56.023,77.435
T4,3.018,47.461,109.566,160.461
T4,3.077,47.86,111.712,137.778
T4,3.258,46.784,109.334,148.692
T4,3.262,50.328,97.7,155.813
T2,1.668,26.21,58.14,81.361
T3,2.686,35.833,81.078,123.691
T1,0.036,0.558,1.25,1.905
T3,2.61,37.083,83.682,112.426
T2,1.687,24.703,52.838,74.74
T2,1.776,24.137,53.184,76.459
T4,3.4,45.159,109.663,158.115
T3,2.772,39.394,88.064,124.718
T3,2.667,38.961,82.03,113.196
T2,1.801,25.175,58.186,74.15
T2,1.919,26.756,58.426,75.132
T3,2.671,38.463,92.279,125.965
T3,2.848,41.259,92.205,124.613
T3,2.8,41.995,88.133,123.624
T4,3.134,46.651,110.913,156.006
T3,2.45,42.074,79.828,114.064
T3,2.513,40.902,78.424,124.458
T4,3.045,45.444,115.074,146.011
T2,1.689,26.075,53.947,81.942
T3,2.588,38.383,89.717,126.069
T3,2.782,37.111,88.658,128.695
T1,0.038,0.526,1.257,1.676
T4,3.546,49.272,109.889,160.708
T1,0.036,0.533,1.276,1.761
T4,3.482,49.094,100.482,154.127
T4,3.308,45.052,98.926,162.659
T3,2.436,35.531,81.939,116.391
T4,3.509,49.669,100.599,162.014
T3,2.609,40.597,91.45,122.18
T2,1.919,26.153,53.099,78.904
T3,2.684,41.07,89.399,120.357
T3,2.433,39.336,88.777,117.372
T2,1.835,27.942,58.85,84.309
T2,1.783,28.279,56.935,79.035
T3,2.596,40.792,92.609,128.36
T1,0.04,0.595,1.291,1.874
T2,1.835,28.25,54.482,78.355
T2,1.728,27.872,58.379,73.746
T2,1.724,26.105,53.718,85.783
T3,2.628,38.278,78.399,126.482
T4,3.345,44.434,104.417,143.246
T1,0.041,0.589,1.302,1.912
T1,0.039,0.62,1.324,1.644
T2,1.896,27.251,56.235,76.77
T3,2.591,40.086,91.532,126.97
T2,1.664,25.72,57.939,82.425
T4,3.132,49.836,97.735,153.62
T2,1.758,26.389,52.804,81.586
T1,0.036,0.591,1.275,1.869
T3,2.589,39.265,79.684,129.313
T1,0.04,0.562,1.357,1.844
T1,0.037,0.523,1.194,1.855
T2,1.695,27.389,57.043,74.743
T1,0.036,0.609,1.238,1.65
T1,0.041,0.55,1.274,1.634
T1,0.036,0.528,1.239,1.839
T4,3.481,45.296,99.259,151.944
T4,3.034,49.3,106.093,137.612
T1,0.04,0.524,1.321,1.69
T4,3.566,50.832,100.681,142.812
T1,0.038,0.562,1.27,1.795
T1,0.038,0.579,1.299,1.863
T1,0.038,0.539,1.242,1.905
T4,3.276,50.539,101.313,151.802
T2,1.863,23.977,58.259,84.623
T1,0.038,0.524,1.35,1.918
T1,0.041,0.543,1.15,1.769
T3,2.755,35.625,90.596,126.213
T1,0.038,0.579,1.345,1.772
T2,1.702,27.084,58.828,83.867
T1,0.037,0.55,1.163,1.787
T1,0.036,0.606,1.206,1.885
T4,3.036,48.603,115.064,162.024
T4,3.491,46.386,110.774,148.289
T3,2.609,40.53,90.344,110.245
T2,1.642,25.042,52.542,85.026
T1,0.042,0.534,1.327,1.823
T1,0.037,0.553,1.216,1.799
T2,1.766,28.161,55.018,76.431
T4,3.197,45.094,101.104,151.69
T3,2.668,37.741,84.29,118.542
T3,2.575,41.386,92.629,118.438
T2,1.798,26.436,57.675,85.581
T1,0.036,0.561,1.148,1.856
T2,1.824,24.75,55.889,82.986
T3,2.431,39.267,79.538,111.823
T2,1.67,24.363,58.737,81.605
T2,1.89,24.547,56.352,76.483
T3,2.46,36.361,84.877,112.395
T2,1.685,24.465,56.584,77.732
T4,3.401,44.63,101.009,138.75
T4,3.345,46.492,99.233,159.471
T4,3.111,45.745,100.681,159.42
T4,3.343,47.49,107.152,137.421
T3,2.411,37.611,91.247,127.118
T3,2.582,36.892,78.272,122.118
T3,2.568,36.337,89.54,122.169
T3,2.604,42.076,77.994,121.289
T2,1.664,25.367,61.947,84.556
T4,3.051,49.46,109.69,149.554
T3,2.615,40.426,88.655,116.626
T3,2.611,35.592,84.578,114.049
T2,1.913,25.636,52.752,81.512
T1,0.037,0.58,1.343,1.786
T4,3.085,49.33,106.759,149.898
T3,2.837,41.742,90.583,118.645
T2,1.724,24.57,55.735,75.149
T1,0.042,0.574,1.298,1.654
T3,2.465,40.224,92.283,125.086
T3,2.585,39.145,79.472,120.009
T1,0.042,0.605,1.31,1.615
T4,3.212,52.277,104.036,137.074
T2,1.794,27.32,56.812,83.881
T4,3.338,45.296,109.874,147.078
T4,3.485,48.469,99.241,156.763
T3,2.607,37.38,87.644,113.353
T2,1.63,24.443,62.255,82.156
T1,0.036,0.531,1.277,1.622
T2,1.766,25.963,55.582,81.44
T4,3.307,52.166,106.706,137.972
T3,2.499,37.359,81.923,113.852
T3,2.79,41.205,83.866,122.17
T4,3.297,52.623,103.14,139.514
T3,2.807,40.872,90.451,127.834
T4,3.212,45.277,105.568,160.276
T2,1.763,26.619,59.633,77.666
T4,3.379,45.842,112.41,162.512
T3,2.577,40.084,81.643,128.281
T2,1.755,26.401,56.1,82.055
T3,2.834,40.592,91.484,129.495
T4,3.488,52.079,103.287,154.777
T3,2.637,39.457,81.874,118.102
T4,3.326,49.077,114.519,147.435
T3,2.845,38.581,91.354,110.839
T3,2.687,38.76,80.683,125.472
T3,2.844,36.457,78.901,129.916
T4,3.096,45.487,106.745,149.541
T4,3.39,49.437,113.167,160.273
T2,1.693,27.866,57.855,86.354
T1,0.04,0.581,1.298,1.841
T3,2.529,36.542,81.397,117.49
T2,1.619,25.466,61.696,77.643
T2,1.668,25.622,56.722,80.219
T4,3.23,50.271,100.107,161.78
T4,3.015,50.541,110.856,152.258
T1,0.042,0.612,1.197,1.914
T1,0.038,0.594,1.272,1.667
T2,1.863,25.951,60.537,75.808
T3,2.715,35.874,86.954,117.362
T3,2.447,37.612,86.798,114.366
T1,0.038,0.544,1.305,1.877
T3,2.579,39.547,86.229,119.351
T1,0.041,0.56,1.359,1.905
T1,0.04,0.58,1.228,1.889
T2,1.77,24.955,53.046,84.576
T2,1.897,23.856,61.131,76.256
T3,2.462,36.311,91.756,111.409
T3,2.517,37.985,90.917,115.766
T2,1.789,28.282,53.519,80.356
T3,2.606,41.246,84.752,125.694
T4,3.37,46.878,101.718,144.631
T1,0.036,0.579,1.215,1.782
T3,2.463,38.998,83.623,123.396
T2,1.665,24.36,61.946,74.638
T2,1.75,25.752,54.556,78.303
T3,2.842,40.012,90.563,125.886
T4,3.423,49.079,115.65,151.235
T1,0.04,0.621,1.249,1.855
T2,1.783,24.267,58.337,76.67
T2,1.747,25.732,58.387,81.166
T1,0.04,0.53,1.284,1.864
T2,1.653,25.85,61.897,85.585
T4,3.566,51.442,105.942,150.183
T2,1.628,23.933,59.479,83.714
T3,2.558,38.046,86.044,127.278
T2,1.631,27.704,52.517,75.698
T1,0.04,0.584,1.281,1.862
T3,2.711,35.751,85.377,118.863
T2,1.917,24.22,59.652,76.508
T1,0.04,0.542,1.205,1.703
T4,3.456,52.751,109.982,142.788
T4,3.167,47.117,102.071,152.023
T1,0.039,0.593,1.266,1.824
T4,3.504,52.202,115.739,145.469
T1,0.036,0.526,1.355,1.711
T2,1.888,26.017,52.932,75.373
T4,3.142,46.936,105.88,146.109
T1,0.042,0.588,1.303,1.783
T3,2.652,36.73,91.956,114.867
T4,3.164,47.117,106.603,139.664
T2,1.636,27.938,61.682,85.876
T1,0.035,0.552,1.21,1.842
T2,1.909,25.042,54.9,77.143
T2,1.645,26.174,56.043,82.584
T4,3.351,48.085,100.289,138.91
T2,1.649,26.39,58.288,79.625
T1,0.036,0.608,1.309,1.867
T2,1.889,27.686,57.562,80.481
T2,1.861,26.675,61.721,83.868
T3,2.668,38.388,92.736,130.065
T4,3.215,45.866,108.056,149.63
T3,2.736,35.911,92.283,123.156
T2,1.907,24.437,57.694,83.112
T2,1.827,27.559,56.122,74.333
T2,1.646,27.566,57.2,84.038
T2,1.648,27.877,55.292,77.746
