task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T1,0.759,101.84,108.54,10.25,96.06,99.43,10.79
T1,2.022,92.8,103.52,10.68,99.11,94.9,10.11
T3,7.174,94.94,0.97,10.56,108.03,1.02,9.79
T1,8.523,106.65,101.84,9.77,98.09,99.22,10.61
T2,9.108,104.65,10.74,1.07,94.36,9.23,0.95
T1,14.532,100.49,100.19,10.86,100.76,92.94,9.99
T2,16.465,104.91,9.39,1.05,97.48,10.18,1.04
T2,19.3,104.34,9.81,0.99,107.81,9.52,1.06
T3,22.766,105.92,1.07,9.78,100.96,0.96,10.76
T2,23.417,92.16,10.3,0.93,100.65,10.7,0.93
T1,24.757,104.14,98.7,10.85,100.31,104.48,10.74
T3,30.99,100.69,1.02,10.22,95.27,1.07,10.01
T3,34.511,95.45,1.08,10.53,101.8,1.08,10.5
T1,37.662,95.51,97.19,10.38,108.55,106.95,10.47
T2,42.154,100.07,9.89,0.97,97.07,9.29,0.97
T1,45.894,102.32,102.79,10.75,94.21,94.84,10.1
T3,51.062,102.89,0.96,10.78,105.31,1.03,9.49
T2,52.694,100.61,10.4,1.05,99.5,9.88,0.99
T3,54.942,104.65,0.92,10.75,93.12,1.08,10.31
T1,55.335,95.55,104.64,10.28,96.09,103.41,9.7
T1,55.496,102.23,102.73,9.96,96.35,94.16,10.79
T3,58.079,100.66,1.08,10.57,96.82,0.98,9.92
T1,58.798,95.94,106.09,9.79,101.18,101.64,9.36
T1,59.95,96.23,107.55,9.39,95.18,95.78,9.39
T3,62.471,101.4,1.0,9.62,103.17,1.05,9.88
T3,63.196,107.94,0.98,9.29,92.18,1.03,10.71
T2,65.914,104.5,10.22,0.92,101.91,9.8,1.06
T2,73.084,101.66,9.5,0.93,92.18,10.3,1.07
T1,83.116,105.76,92.35,10.22,100.86,91.59,10.18
T3,91.965,96.07,1.08,9.72,104.3,1.02,9.9
T1,96.216,101.58,91.45,9.23,97.3,103.23,9.97
T2,96.545,98.89,10.69,0.92,101.17,10.51,0.97
T1,98.23,99.92,101.42,10.78,92.28,103.21,10.65
T1,100.587,94.49,107.47,9.41,97.65,92.75,10.62
T3,105.966,91.66,0.99,9.19,95.27,0.96,9.63
T1,119.581,99.95,101.19,9.27,95.8,96.32,10.18
T1,122.175,98.9,108.0,10.78,98.59,92.36,9.67
T1,135.04,93.92,108.51,9.79,94.55,101.64,10.12
T3,136.256,106.25,1.04,10.28,93.17,0.96,9.88
T2,139.431,107.07,9.56,0.94,100.12,10.68,0.98
T3,146.715,101.42,1.08,9.79,101.51,0.96,9.55
T1,149.992,96.24,95.54,9.5,99.72,97.07,10.0
T1,152.038,105.18,93.61,9.99,104.7,92.3,9.56
T2,154.564,102.68,10.21,0.99,101.0,10.59,1.07
T1,154.817,102.7,97.15,10.07,94.47,97.74,10.13
T3,159.468,105.52,0.97,9.17,103.81,1.08,10.06
T3,162.813,102.66,1.02,9.16,104.43,0.97,10.46
T1,178.09,99.58,96.13,9.73,98.99,102.08,9.2
T2,179.635,98.38,10.2,0.92,105.05,10.32,1.01
T2,184.772,93.72,9.41,1.07,95.01,10.02,0.93
T3,186.348,101.8,0.95,10.61,102.96,1.03,9.79
T3,197.225,98.2,1.0,10.28,99.14,0.99,10.26
T2,198.717,93.51,9.73,1.01,104.56,10.41,1.03
T3,201.95,102.85,0.98,10.61,104.76,1.06,9.38
T2,206.872,94.17,10.85,0.95,94.61,10.28,0.97
T3,208.627,108.41,0.96,10.26,94.34,1.04,9.29
T3,209.609,99.8,1.0,9.78,98.42,1.02,10.8
T3,210.86,108.44,0.92,10.73,102.82,0.94,10.72
T3,211.643,104.08,0.99,10.44,100.38,1.04,9.37
T2,213.084,107.81,9.82,1.03,107.21,10.08,1.04
T3,214.585,100.73,1.01,10.08,96.62,1.06,9.83
T3,214.598,95.0,1.0,9.2,97.93,0.96,9.42
T3,215.514,97.28,0.94,9.57,104.23,1.05,10.17
T1,217.14,102.46,94.86,10.58,104.17,92.3,9.46
T1,226.705,106.41,104.44,9.72,99.11,93.01,9.72
T1,227.649,93.89,99.84,10.03,102.64,108.2,10.83
T1,230.385,95.93,99.47,10.01,99.73,99.44,9.15
T3,235.195,97.38,1.0,9.48,100.83,1.03,9.33
T2,242.034,107.04,10.02,1.0,108.44,10.84,0.92
T3,249.245,91.62,0.96,9.82,95.85,0.97,9.84
T1,254.918,92.49,94.9,9.99,93.59,96.18,10.3
T3,267.889,102.93,0.94,10.28,107.54,1.02,10.21
T1,269.636,95.8,105.81,9.27,93.76,96.41,9.19
T2,270.716,108.24,10.57,1.06,97.3,10.15,0.96
T3,279.645,104.84,1.08,9.97,98.31,1.06,10.0
T3,280.853,98.06,1.06,9.54,106.47,0.92,10.31
