task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,0.718,105.52,10.27,1.07,105.69,10.22,1.0
T2,15.451,92.47,9.66,1.03,92.17,9.59,0.99
T3,16.338,101.98,1.01,9.84,94.41,0.93,10.35
T3,17.304,106.74,1.03,10.1,102.98,1.02,10.72
T1,17.493,106.11,94.66,10.23,93.44,102.11,9.47
T1,31.255,99.08,106.58,9.48,101.66,100.31,9.16
T2,33.242,100.75,10.09,1.05,95.3,9.41,1.01
T3,40.092,108.46,0.99,10.66,104.71,0.94,9.29
T2,40.418,105.06,9.49,0.99,92.64,9.23,1.02
T1,45.36,102.35,97.16,9.35,94.44,108.4,9.99
T3,47.461,97.78,0.99,9.5,101.78,0.95,9.85
T3,50.078,106.37,1.07,10.84,108.54,0.99,10.33
T3,53.301,96.74,1.04,10.38,97.39,0.95,9.39
T3,54.307,104.81,0.99,10.53,96.14,1.01,10.58
T1,56.267,108.34,102.71,9.51,101.02,92.35,10.8
T1,60.094,92.94,94.28,9.18,93.02,107.47,10.12
T2,60.432,95.53,10.46,1.08,93.68,9.7,0.95
T3,65.008,92.87,0.94,9.89,98.72,0.92,9.98
T3,69.252,104.95,0.95,10.02,93.43,0.96,10.53
T1,71.926,93.92,103.76,10.52,95.62,95.35,10.28
T1,74.67,99.71,107.22,10.72,92.46,96.74,9.4
T1,81.801,103.4,96.32,9.56,103.94,106.84,10.77
T1,88.759,100.76,104.01,9.24,108.27,94.41,9.15
T1,91.781,106.15,106.13,9.58,93.0,102.74,10.65
T3,104.786,104.2,1.04,10.58,97.18,1.01,9.57
T3,110.722,101.0,0.98,9.78,94.78,1.06,10.2
T3,112.224,106.08,0.96,10.5,95.04,1.02,10.44
T1,116.999,104.5,98.33,9.47,97.62,98.94,9.98
T1,118.368,105.47,104.02,9.39,106.74,100.62,9.76
T1,127.74,102.96,106.88,10.35,93.74,107.42,9.66
T3,127.857,96.46,1.05,10.67,103.94,0.96,9.14
T3,128.015,103.54,0.96,9.95,103.32,0.95,9.73
T3,129.217,107.64,1.04,10.25,98.22,0.96,10.36
T1,130.794,101.03,104.54,9.97,92.43,94.89,9.52
T2,133.732,100.71,9.72,0.96,97.67,9.71,1.02
T2,136.813,101.78,9.31,1.0,106.02,9.36,1.03
T1,138.265,96.8,100.48,9.15,92.8,104.2,9.53
T2,142.536,101.68,9.57,1.03,103.86,10.56,0.99
T2,143.026,98.66,10.84,1.04,98.89,9.75,1.03
T2,143.279,100.68,9.42,0.93,92.86,9.92,0.96
T3,143.626,99.75,0.94,10.02,94.03,1.08,9.99
T1,147.589,102.51,94.73,9.28,97.13,101.16,9.79
T3,148.517,105.17,0.93,9.31,95.86,0.92,10.09
T1,149.612,93.4,97.7,9.6,102.35,97.14,10.44
T3,151.285,105.15,1.06,9.52,99.8,1.03,10.4
T1,151.685,96.23,98.97,9.81,97.89,108.05,9.67
T1,151.86,103.48,98.58,9.55,96.62,106.26,10.2
T2,153.512,106.38,9.9,1.05,95.25,9.63,0.93
T1,153.845,101.83,106.98,10.63,107.92,104.79,9.6
T2,154.24,106.23,10.84,1.05,104.42,9.63,1.03
T3,154.655,100.32,1.08,10.12,103.07,1.04,10.35
T3,158.176,100.07,1.08,9.81,105.17,0.97,9.64
T1,158.801,102.93,102.82,10.53,92.8,97.7,10.78
T1,164.904,101.83,108.15,10.24,106.15,104.71,9.47
T1,168.762,103.52,96.14,10.2,99.92,97.55,10.05
T2,171.583,97.57,10.18,1.03,94.52,10.15,0.98
T1,173.456,99.56,94.57,9.47,92.99,94.59,9.69
T2,174.115,93.41,9.71,0.98,104.67,9.38,0.99
T1,177.778,106.77,95.67,9.61,106.85,106.18,9.48
T1,178.288,92.13,92.41,10.8,102.4,104.68,9.63
T2,178.743,102.53,10.14,0.95,105.28,10.37,1.05
T3,185.65,108.46,0.91,10.72,100.7,1.01,9.83
T3,187.671,91.73,0.92,10.29,105.78,0.92,10.62
T1,188.451,102.44,100.94,9.35,102.51,92.0,9.99
T1,201.209,99.04,95.94,9.81,101.79,92.76,10.61
T1,202.128,96.56,92.36,10.45,97.9,101.26,9.46
T2,206.997,102.43,10.5,1.08,101.37,9.8,1.0
T2,210.453,98.12,10.0,1.0,100.65,10.16,1.0
T1,211.3,107.67,96.39,10.47,91.92,98.13,10.28
T1,211.365,96.08,103.44,10.36,93.14,95.23,9.26
T1,213.268,107.21,96.34,9.77,92.86,105.01,10.23
T3,215.633,95.19,0.92,10.54,103.35,1.06,9.41
T1,218.74,103.81,103.28,10.41,98.49,91.7,10.06
T2,222.037,99.82,9.78,0.96,98.6,10.01,1.06
T2,224.123,102.43,10.56,0.92,92.69,10.55,0.97
T1,225.632,107.58,96.52,10.15,91.53,98.68,9.23
T2,234.346,106.81,9.93,0.98,94.3,9.92,1.06
T2,239.784,101.67,9.47,1.03,96.74,9.66,1.04
T3,240.103,94.51,0.92,9.66,95.43,1.08,10.43
T1,240.139,101.51,106.26,9.57,96.06,93.26,10.26
T1,242.003,102.64,97.55,9.32,102.28,96.13,10.35
T2,245.611,96.64,10.84,0.92,96.18,9.92,0.95
T1,246.335,100.64,107.18,10.64,98.22,105.26,9.75
T1,250.966,98.9,98.09,10.38,98.42,108.05,10.58
T2,254.243,97.98,9.66,0.94,101.04,10.64,1.04
T3,265.671,105.3,1.0,10.75,91.4,0.98,10.0
T2,268.805,103.63,10.45,1.08,100.39,9.46,0.97
T3,270.055,103.17,0.96,9.25,103.35,1.08,10.58
T3,270.334,96.49,0.96,9.54,103.83,0.96,9.21
T1,273.119,97.77,100.35,10.06,91.91,100.81,10.09
T1,283.173,99.47,99.52,9.32,94.21,100.54,10.54
T3,287.2,93.96,1.03,10.75,103.2,1.03,10.17
