task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,2.971,96.59,0.97,9.81,105.85,0.98,10.38
T2,8.073,92.72,10.07,0.94,95.0,9.92,0.93
T2,13.119,95.43,10.75,0.98,97.95,9.7,1.01
T2,13.612,104.08,10.3,1.06,104.36,10.68,1.0
T1,14.063,106.78,94.3,10.79,103.72,95.96,9.18
T3,14.485,91.41,1.0,9.22,100.6,0.93,9.63
T1,20.241,102.76,93.27,10.84,95.9,95.06,10.57
T2,21.071,105.61,10.72,0.95,95.47,10.6,0.94
T2,22.732,92.17,10.86,0.98,95.14,10.49,1.03
T1,24.791,100.73,92.51,10.81,96.24,103.03,9.92
T3,25.38,102.33,0.94,9.45,106.16,1.04,9.62
T1,28.047,102.99,93.91,9.66,92.92,97.33,9.7
T2,29.663,105.57,10.84,1.03,96.74,9.89,1.06
T2,32.622,93.27,10.53,0.94,107.55,9.23,1.04
T1,34.659,107.37,104.54,10.78,92.45,95.56,9.14
T3,40.392,108.22,0.93,10.56,103.68,0.99,10.22
T1,40.414,92.79,107.94,10.35,107.98,96.68,10.12
T2,40.455,108.15,10.65,0.99,100.12,9.67,0.92
T2,48.401,97.65,10.85,1.06,92.26,10.72,0.94
T2,50.96,98.9,9.61,0.92,101.33,9.23,1.0
T2,51.895,106.47,9.98,0.99,92.32,10.22,0.94
T1,53.592,104.96,104.96,9.8,94.13,104.16,9.58
T1,55.896,92.26,102.11,10.18,98.99,101.46,10.3
T2,57.907,97.34,10.85,0.99,105.97,9.95,0.92
T3,57.958,107.94,0.92,9.51,104.15,1.04,10.0
T1,60.777,93.46,94.99,9.57,92.46,101.6,10.45
T3,62.369,106.24,0.94,10.28,96.54,0.94,9.81
T1,63.983,91.92,105.36,9.4,106.0,104.44,10.28
T1,65.066,107.71,94.01,10.25,107.16,101.25,10.8
T3,67.259,93.76,1.06,9.71,94.97,1.07,10.8
T1,67.324,95.93,104.79,9.41,100.3,93.91,10.32
T1,67.69,104.28,104.02,9.19,102.55,100.08,10.07
T1,71.45,102.53,96.14,10.38,94.7,95.06,10.63
T2,72.752,102.47,10.0,0.95,92.47,10.34,0.92
T1,74.935,100.51,106.87,9.31,100.94,105.94,10.46
T3,80.861,99.38,1.03,10.73,99.15,1.02,9.53
T1,81.037,94.04,93.42,10.48,93.89,108.54,10.57
T3,84.182,102.79,1.06,9.9,91.5,0.99,10.1
T2,84.213,107.04,10.48,0.98,105.84,9.74,0.97
T3,87.664,104.82,1.07,10.71,107.45,0.94,9.89
T3,96.197,103.55,1.08,10.69,105.18,0.99,10.38
T3,96.68,108.09,0.94,9.91,94.86,0.93,9.73
T1,98.121,100.99,98.84,9.53,96.22,95.94,9.83
T1,99.494,103.27,92.68,9.72,103.41,98.81,10.7
T3,101.575,99.85,0.94,10.02,95.04,0.95,9.63
T1,103.416,94.42,102.73,10.03,100.72,93.33,10.81
T2,104.028,99.74,10.59,0.94,98.89,10.19,0.92
T2,110.077,108.24,10.19,1.08,106.23,10.84,1.03
T1,111.34,104.63,100.15,9.85,104.13,93.28,9.75
T1,117.631,101.2,101.07,10.82,93.9,105.98,9.54
T2,118.504,106.24,10.34,0.97,94.52,10.57,0.93
T2,118.556,96.22,9.38,1.0,98.54,9.62,0.98
T3,119.568,92.16,1.05,10.46,95.45,1.04,10.25
T1,123.9,101.94,95.1,9.76,95.28,93.61,10.25
T3,126.93,94.51,1.06,10.85,104.2,1.08,9.63
T3,128.294,98.31,0.96,9.18,107.03,1.08,10.28
T1,129.473,97.1,103.44,9.32,104.92,101.65,9.68
T3,133.654,106.34,0.93,9.68,104.93,1.04,10.72
T1,136.489,92.26,105.68,10.44,99.73,101.12,10.53
T1,137.518,99.88,108.3,10.14,107.21,94.12,9.85
T1,139.092,96.52,108.28,9.82,95.67,96.25,10.38
T2,139.313,92.75,10.52,1.0,105.28,10.4,0.94
T1,143.457,106.88,95.54,10.29,97.9,94.29,10.55
T2,147.938,104.56,10.43,0.93,105.22,10.74,0.93
T3,150.848,98.84,0.94,9.81,108.46,1.01,9.73
T3,155.074,91.94,0.94,9.32,98.76,1.04,9.63
T1,158.312,104.63,102.17,9.34,92.84,98.85,10.47
T1,175.359,97.37,99.44,9.73,97.5,97.25,10.56
T2,176.983,93.21,10.48,1.05,107.97,9.66,1.04
T1,177.309,100.76,97.16,10.22,94.79,104.71,10.05
T3,179.827,96.91,1.03,9.98,93.09,1.07,9.28
T3,181.903,95.57,0.97,9.81,104.05,0.98,10.45
T1,182.018,94.9,101.0,10.67,99.95,107.02,10.35
T3,182.18,91.4,0.92,9.2,93.37,0.98,9.31
T3,184.887,103.27,0.97,10.03,95.89,0.97,9.49
T1,186.787,105.81,105.53,10.72,98.29,95.81,10.56
T1,190.947,108.48,103.49,10.64,104.01,99.14,10.6
T3,197.608,105.09,0.95,9.36,102.9,0.99,9.18
T2,199.22,104.99,10.22,0.92,103.82,9.8,0.98
T3,200.745,92.2,1.06,9.5,95.63,1.05,10.2
T3,209.101,97.33,0.96,10.39,93.43,1.0,9.32
T2,210.673,104.88,10.71,0.96,97.48,9.48,0.97
T1,217.248,92.02,105.06,9.24,95.8,95.54,9.56
T3,219.042,96.38,0.95,10.35,100.27,1.02,9.28
T3,221.432,99.8,1.08,10.02,106.25,0.94,10.55
T1,230.358,106.74,104.86,10.7,101.66,97.15,9.51
T2,232.778,96.2,9.64,0.96,107.25,10.33,1.07
T3,234.833,100.7,0.98,10.02,94.07,1.06,10.36
T2,234.928,102.76,9.42,1.01,100.54,10.43,1.01
T3,239.092,93.51,1.07,10.22,104.63,0.95,10.56
T1,239.512,94.38,99.25,10.67,102.55,94.41,9.89
