task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T1,2.762,102.51,97.48,10.54,96.28,98.01,10.29
T1,6.396,102.59,93.67,10.51,94.62,100.15,9.79
T1,19.357,96.05,106.88,10.53,103.05,94.82,10.05
T3,20.536,95.94,1.0,9.32,105.65,0.99,9.76
T1,21.932,101.46,99.55,10.38,105.58,100.81,9.18
T1,22.042,95.55,103.95,9.28,92.86,95.23,10.4
T2,25.037,91.54,9.46,0.96,100.6,9.83,0.94
T3,25.872,97.18,0.94,9.65,104.6,0.97,10.52
T1,28.24,106.77,92.04,9.9,104.01,101.5,10.78
T2,32.863,97.29,10.01,0.93,99.65,9.7,0.96
T3,34.047,95.9,0.96,10.8,91.37,0.96,9.97
T2,37.838,98.55,10.01,1.03,107.81,10.49,0.94
T1,38.27,94.58,93.37,10.02,107.13,97.08,10.05
T3,39.704,93.61,0.94,9.48,98.56,1.06,9.71
T1,47.232,103.52,93.64,10.43,98.14,96.52,9.4
T1,48.065,101.2,100.98,9.73,96.8,101.6,10.65
T1,49.475,101.23,100.6,9.26,101.05,106.67,10.63
T1,50.958,97.29,99.47,10.3,102.46,98.31,9.44
T3,51.0,93.24,0.93,10.12,108.41,1.05,10.18
T2,54.551,96.49,10.03,0.94,100.81,10.63,0.98
T1,56.226,101.54,106.75,9.48,107.79,100.81,10.39
T2,56.371,98.89,9.3,0.95,103.17,9.45,1.04
T3,62.743,101.43,1.02,9.55,92.2,1.06,9.33
T1,63.343,97.23,107.39,9.82,103.46,101.85,9.97
T1,64.943,99.35,94.47,9.77,96.04,103.77,10.23
T3,66.113,96.37,1.02,10.31,94.2,0.96,9.3
T3,68.687,92.42,0.96,9.16,101.46,1.02,10.2
T2,73.59,96.13,9.17,1.01,99.44,10.46,1.07
T2,84.128,104.43,9.44,0.92,108.0,9.6,0.96
T3,86.66,98.99,0.99,9.68,97.46,1.09,10.44
T1,87.292,91.62,97.98,9.56,93.46,98.87,9.38
T3,88.361,105.65,1.07,9.8,104.46,1.02,10.06
T2,92.144,103.95,10.74,1.01,100.66,10.33,1.04
T1,101.274,101.18,91.57,9.42,102.26,101.07,10.25
T1,110.076,96.81,101.83,10.82,100.99,97.39,9.16
T2,111.147,98.96,10.47,1.04,102.35,10.19,0.94
T1,113.65,93.4,98.55,9.82,92.88,97.85,10.09
T1,113.785,105.96,99.66,10.44,105.72,101.83,9.23
T3,114.621,103.35,1.05,9.99,108.46,0.93,9.19
T1,114.751,104.23,104.13,9.92,105.08,97.22,10.29
T2,119.767,107.6,9.73,0.93,101.98,10.03,0.94
T3,120.24,96.97,1.01,9.81,93.8,0.99,9.97
T1,124.257,91.46,108.52,9.86,93.33,105.08,10.61
T1,127.1,107.48,108.35,9.46,106.26,94.21,9.69
T3,127.381,107.2,0.99,9.21,104.89,1.0,10.39
T3,130.06,99.89,1.07,9.33,100.96,1.06,10.63
T2,131.603,107.47,10.46,0.97,102.43,9.51,1.04
T3,134.354,94.85,1.0,9.32,102.74,1.08,10.56
T3,136.122,105.9,0.94,9.3,97.17,1.08,9.72
T3,138.82,102.32,1.0,10.65,105.41,1.05,10.65
T1,140.343,100.87,99.78,9.14,100.6,102.9,10.39
T1,140.817,105.85,102.79,10.4,97.87,104.34,9.96
T1,149.219,107.54,107.42,10.53,91.69,98.56,9.65
T2,156.689,102.53,9.42,0.98,102.83,10.15,0.93
T3,161.848,99.67,0.99,9.43,100.34,0.99,9.54
T1,164.339,98.67,103.18,10.0,107.78,104.96,9.36
T1,166.352,107.45,93.28,9.15,92.49,100.15,9.26
T1,170.611,96.71,105.29,10.29,97.31,105.94,9.58
T3,176.015,95.47,1.0,10.47,108.26,0.94,9.55
T2,181.111,96.6,9.84,1.02,101.49,9.15,1.03
T2,187.021,96.2,9.89,0.93,105.7,9.48,1.0
T3,188.13,106.73,0.96,9.89,95.36,1.07,10.24
T3,191.333,103.86,0.92,10.57,106.53,1.07,9.29
T3,202.421,105.82,0.97,10.25,96.5,1.02,10.38
T2,204.165,103.28,10.16,1.0,107.21,9.46,0.98
T3,205.648,94.34,0.96,9.23,107.64,1.07,9.59
T3,207.738,100.99,1.0,10.8,103.39,1.05,9.62
T1,209.539,100.76,93.03,9.89,106.06,106.26,10.56
T2,212.522,96.82,9.67,1.03,98.8,10.22,0.92
T3,213.904,108.03,1.01,9.84,104.48,1.02,10.79
T3,220.498,105.55,1.08,10.31,102.58,1.06,10.17
T2,220.674,91.39,10.67,0.94,92.34,10.53,1.03
T1,226.099,100.61,98.39,9.38,93.4,103.35,9.33
T3,230.841,100.63,1.07,9.92,102.98,1.0,10.58
T1,233.464,106.26,95.05,10.05,103.49,99.5,9.63
T1,234.358,105.76,101.91,9.54,104.56,105.81,10.37
T1,238.998,91.93,93.08,10.44,97.06,106.16,10.43
T2,242.865,98.55,9.8,1.08,104.24,10.36,0.92
T2,244.131,95.96,10.05,1.07,102.8,9.88,0.93
T1,245.992,101.22,94.53,9.98,96.4,107.06,9.4
T1,248.179,104.63,97.11,10.1,106.19,96.47,9.6
T3,254.612,108.27,1.05,9.61,100.11,0.99,9.15
T2,255.09,107.25,10.55,1.05,97.01,9.81,0.92
T1,255.538,99.43,108.07,10.48,91.97,102.25,9.86
T1,257.199,106.15,96.88,9.36,106.73,101.64,9.66
T1,257.351,106.23,98.29,10.53,97.17,97.9,9.18
T3,260.381,107.03,1.0,10.82,100.25,1.07,9.41
T1,261.238,100.02,97.08,10.4,99.18,94.97,10.55
T1,265.701,103.32,97.9,9.54,95.51,98.42,9.97
T3,266.172,101.98,1.05,10.1,93.21,1.02,9.5
T2,266.347,105.34,10.73,1.04,102.54,10.41,1.0
T2,270.077,95.35,9.32,0.99,93.23,9.69,0.92
T2,274.741,101.1,9.48,1.06,91.78,9.27,1.06
