task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,2.106,101.14,1.0,10.22,106.34,1.03,10.29
T3,3.628,96.57,1.0,9.4,93.76,1.08,9.36
T1,5.612,95.47,101.26,9.38,97.65,93.86,9.26
T3,16.468,102.17,1.06,10.7,94.93,1.04,10.86
T2,17.337,106.8,10.58,1.04,102.61,10.4,1.02
T1,18.809,106.12,96.47,9.2,108.25,101.24,9.46
T2,22.785,99.18,10.48,0.99,98.9,10.41,0.93
T1,34.02,93.4,97.24,9.89,99.84,107.72,9.4
T1,36.045,101.45,100.54,9.63,93.13,106.76,9.44
T3,36.507,98.49,1.07,9.23,98.39,0.97,9.63
T3,39.231,100.6,0.99,9.9,102.94,1.04,9.14
T3,42.644,95.34,0.98,9.37,93.42,0.99,9.51
T1,44.041,100.44,106.09,9.2,104.77,101.03,9.89
T2,45.578,98.55,9.69,0.92,96.2,10.16,1.06
T1,47.712,108.1,97.85,9.61,102.96,97.11,9.42
T2,48.087,98.79,9.76,1.03,102.63,9.41,1.03
T3,52.624,106.48,1.08,10.5,103.39,0.93,10.38
T1,59.602,107.66,98.86,10.47,94.74,101.16,10.08
T1,62.801,99.02,94.29,10.78,92.15,99.92,10.69
T3,63.132,99.85,1.04,9.81,94.99,1.01,9.41
T1,64.326,100.3,101.78,10.35,99.32,107.94,9.15
T1,65.021,105.46,102.89,9.83,98.88,101.3,10.55
T1,66.218,100.42,93.33,9.72,103.05,93.38,10.84
T1,66.446,103.41,102.9,10.09,107.45,97.63,10.32
T3,66.896,99.03,1.06,10.22,99.03,1.06,10.84
T1,70.432,100.29,99.9,9.24,102.49,108.52,9.51
T1,82.133,97.27,102.64,10.39,103.73,106.16,9.57
T2,82.57,96.71,10.4,0.92,94.3,10.72,1.01
T1,85.459,108.56,101.0,10.02,103.05,99.48,10.06
T1,90.171,98.81,103.23,10.3,104.87,93.05,9.47
T2,90.448,92.12,10.52,0.92,92.66,10.54,0.94
T3,105.6,100.38,0.94,9.78,106.86,0.97,9.29
T2,108.168,100.8,9.96,0.96,102.89,9.49,0.92
T1,114.405,105.24,106.26,9.49,91.8,93.61,9.37
T3,119.879,96.5,1.06,10.55,107.54,1.07,9.15
T3,123.623,106.88,1.07,9.3,106.15,1.06,9.14
T1,127.158,107.73,99.81,9.62,98.81,98.01,10.24
T3,128.286,93.53,1.05,9.9,95.9,1.08,10.36
T1,134.137,93.6,97.84,10.39,104.16,103.28,9.73
T1,134.714,98.93,96.19,9.24,93.53,107.22,9.98
T2,135.954,104.64,9.34,0.95,107.46,9.41,0.96
T3,141.369,96.0,0.99,10.63,91.5,1.05,10.78
T1,149.052,107.12,100.64,9.53,103.82,97.84,9.93
T3,154.686,94.06,0.92,9.32,100.96,1.08,10.28
T2,155.471,102.42,9.15,1.09,93.41,9.9,1.07
T3,156.141,96.37,0.92,9.28,102.28,0.92,9.26
T3,159.906,102.51,0.92,10.33,104.76,0.97,9.33
T2,162.521,97.94,10.82,1.07,100.43,9.15,0.92
T3,167.643,95.85,1.01,10.35,93.53,1.06,10.4
T3,167.917,97.18,1.01,9.15,105.36,1.04,10.13
T1,170.64,105.85,108.5,9.75,96.85,98.66,9.32
T3,171.58,98.29,1.0,9.15,106.29,0.92,10.53
T1,175.702,107.68,92.84,10.4,99.2,104.02,9.17
T2,176.017,100.54,10.07,0.92,94.86,9.99,1.0
T2,176.601,100.43,9.28,0.92,94.82,9.36,0.94
T3,177.496,91.58,0.99,9.28,98.84,1.03,9.25
T3,179.249,105.58,0.96,9.46,104.15,1.06,9.88
T2,180.815,96.17,10.43,1.07,101.39,10.86,1.02
T2,185.203,99.24,10.34,1.07,107.08,10.3,0.93
T1,186.724,101.45,101.68,9.76,103.72,106.13,10.53
T2,189.044,101.02,10.15,0.96,106.61,9.57,0.96
T2,191.068,92.12,9.15,0.94,108.09,10.44,1.09
T2,195.307,101.78,9.74,0.92,107.62,10.17,0.97
T2,198.179,93.94,9.41,1.0,106.17,10.53,1.03
T3,199.263,94.12,1.07,10.78,101.7,0.96,10.62
T1,203.905,94.04,95.33,10.03,107.67,92.76,10.29
T2,214.383,107.21,9.9,1.02,99.01,9.98,1.0
T3,214.506,108.27,0.96,10.43,92.46,1.06,10.48
T3,218.915,107.12,0.97,10.41,95.89,1.03,9.73
T1,219.015,91.45,98.66,10.37,97.51,103.31,9.49
T2,220.149,102.83,9.67,0.91,94.75,9.67,0.96
T2,230.671,91.88,10.23,0.96,98.54,9.15,1.04
T1,231.143,104.92,107.22,10.73,102.3,93.21,10.42
T2,234.106,96.18,9.66,0.94,108.53,9.39,1.08
T1,236.057,100.18,97.57,9.38,103.92,99.66,9.73
T2,238.177,92.75,9.31,0.96,99.96,10.3,1.06
T1,239.286,103.39,96.45,10.29,101.67,104.78,9.68
T3,247.764,102.09,0.97,10.28,98.97,0.96,10.26
T1,248.617,91.49,102.75,10.82,106.21,107.0,10.38
T2,254.206,91.87,10.08,1.07,94.51,10.6,0.96
T1,258.079,102.44,103.11,10.39,91.91,95.1,9.86
T1,270.743,105.47,91.91,10.7,95.84,95.52,9.15
T1,279.387,108.5,106.61,9.16,97.13,103.63,9.36
T3,286.017,92.57,1.0,9.88,100.27,0.93,10.72
T3,292.387,92.53,1.01,9.4,95.61,0.92,10.56
T1,292.463,102.76,93.01,10.17,94.7,93.49,10.53
T3,308.539,91.46,0.95,10.19,103.68,0.92,10.41
T3,315.559,108.26,1.06,10.51,99.24,1.03,9.27
T2,324.303,96.57,9.14,0.99,101.66,10.51,0.96
T1,327.015,99.66,98.35,9.48,93.0,105.3,9.15
T1,328.342,105.6,102.18,9.64,99.06,107.97,9.3
T1,333.031,100.98,94.16,9.44,91.5,93.63,9.91
T2,338.454,99.15,9.25,0.99,92.64,10.64,0.92
T1,339.032,95.96,97.6,9.41,104.99,107.8,10.54
T2,341.826,99.75,10.19,1.03,105.61,10.35,0.94
T2,343.777,97.04,10.72,1.03,92.7,9.66,1.02
T2,347.277,108.15,10.68,0.95,92.66,10.82,1.06
T2,360.926,93.23,9.37,0.98,97.26,9.61,0.98
T1,361.614,105.41,91.99,10.72,94.5,104.0,9.16
T1,369.16,93.84,96.13,10.43,105.47,95.58,10.68
